GEO_ID,C24010I_001E,C24010I_001M,C24010I_002E,C24010I_002M,C24010I_003E,C24010I_003M,C24010I_004E,C24010I_004M,C24010I_005E,C24010I_005M,C24010I_006E,C24010I_006M,C24010I_007E,C24010I_007M,C24010I_008E,C24010I_008M,C24010I_009E,C24010I_009M,C24010I_010E,C24010I_010M,C24010I_011E,C24010I_011M,C24010I_012E,C24010I_012M,C24010I_013E,C24010I_013M,NAME,C24010I_001MA,C24010I_001EA,C24010I_002MA,C24010I_002EA,C24010I_003EA,C24010I_003MA,C24010I_004EA,C24010I_004MA,C24010I_005EA,C24010I_005MA,C24010I_006EA,C24010I_006MA,C24010I_007MA,C24010I_007EA,C24010I_008MA,C24010I_008EA,C24010I_009EA,C24010I_009MA,C24010I_010MA,C24010I_010EA,C24010I_011EA,C24010I_011MA,C24010I_012MA,C24010I_012EA,C24010I_013MA,C24010I_013EA,state
0400000US18,148830,3767,91163,2883,12843,1832,22019,2729,11842,1722,16015,2397,28444,2886,57667,2832,12475,1828,17684,2487,14993,2056,1035,548,11480,1741,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,62444,2542,36730,1984,3922,854,6892,1860,3259,907,8068,1522,14589,1938,25714,1662,6076,1271,6263,1020,5613,1193,460,254,7302,1120,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,120819,3396,70089,2271,7401,1316,13447,1740,9214,1606,21573,2732,18454,2286,50730,2941,9730,1597,18852,2501,14497,1948,747,429,6904,1338,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,50633,3029,32016,2510,4374,1477,7158,1535,3136,1037,11222,2296,6126,1379,18617,2001,4790,1054,5272,1268,5234,1310,410,429,2911,885,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,92197,3465,60828,2818,8424,1396,8438,1869,5350,1197,26040,2917,12576,2370,31369,2110,9553,1486,10216,1557,9770,1709,810,665,1020,629,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,6167,885,3097,701,469,326,731,310,899,550,435,306,563,363,3070,667,960,416,981,377,900,505,0,230,229,269,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,243630,3522,144081,2542,22531,2611,39009,4211,13015,1981,50220,3930,19306,2558,99549,3001,23793,2360,42253,3931,26736,2618,1071,591,5696,1510,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,243010,6291,127756,3781,21700,2765,36373,3304,21970,2772,19270,2317,28443,3243,115254,4319,31586,2807,42516,3498,28781,2813,767,454,11604,1662,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,158081,4554,87397,2944,14708,1751,16864,1972,10657,1774,22255,3329,22913,2310,70684,3252,16254,1791,18596,2220,21694,2507,4024,2118,10116,1584,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,104267,2913,60654,2243,9542,1460,18840,2161,8008,1560,10149,1700,14115,2363,43613,2087,10573,1546,14284,1718,10359,1472,789,357,7608,1628,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,27270,2423,19183,1779,2390,930,3768,1405,2003,1053,7503,1621,3519,1204,8087,1461,2461,806,2343,888,1940,727,352,203,991,738,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,88862,3453,50382,2170,9198,1401,12637,2238,6131,1217,8397,1694,14019,1819,38480,2619,10456,1465,12372,1640,9835,1594,428,321,5389,1223,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,10189,954,5181,808,682,315,504,380,2180,738,1486,562,329,251,5008,732,1682,557,1908,630,1347,508,0,237,71,103,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,69467,2822,39132,1633,5361,1345,7006,1735,4246,1210,9927,1850,12592,1743,30335,1963,4932,1120,8656,1492,7422,1475,325,231,9000,1598,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,298835,5859,167847,3596,17380,2735,65083,4824,23149,3515,32906,3906,29329,3101,130988,4583,22915,2872,56726,3457,41081,3517,1046,681,9220,1915,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,14790,1392,8245,947,2037,632,1736,741,827,471,739,581,2906,1002,6545,1093,1977,763,2031,753,1744,590,0,257,793,513,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,707784,8357,393011,5930,62397,4433,91927,5293,59605,4518,71014,5343,108068,5833,314773,6993,76583,4352,95015,5686,93761,5423,3222,1032,46192,3856,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,378585,5619,200661,4449,42714,4049,42989,3636,29497,3153,53257,3463,32204,3224,177924,4508,50673,3240,54850,4612,62973,3337,1447,751,7981,1579,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1450945,12935,795353,9528,126421,6310,236704,9656,134798,6631,148615,7280,148815,6777,655592,11096,169516,6139,237615,8736,190269,6619,5847,1322,52345,4401,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,315897,6509,204172,4680,20820,2469,40675,4193,17994,2738,82211,5063,42472,4121,111725,5540,24793,3080,34186,3303,24771,2594,4258,1190,23717,3068,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,4588,979,2574,714,437,267,493,255,272,210,634,338,738,488,2014,620,441,281,677,361,708,343,188,136,0,211,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,134041,4689,75054,3280,12904,1753,21668,3047,8251,1564,12295,2096,19936,2722,58987,3054,16080,1872,16658,1767,17244,2457,1110,556,7895,1605,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,137739,3991,84145,2724,8779,1413,16323,2613,9578,1568,32431,2681,17034,2017,53594,3019,11709,1834,20191,2210,15414,2256,698,434,5582,1240,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,180772,4223,105958,3011,13532,2000,24259,3316,13165,2130,32459,2964,22543,3176,74814,3562,16762,2327,28047,2935,18918,2363,2831,908,8256,1511,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,256725,5985,144603,4207,24733,2467,32938,3459,23497,2657,24498,2980,38937,2694,112122,4328,26275,2636,35554,3852,32857,2984,1936,721,15500,2184,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,50564,2469,25133,1963,3235,1063,6758,1605,2990,897,3142,999,9008,1824,25431,2004,4584,1002,8611,1199,6742,1338,68,115,5426,1364,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,97228,3419,65642,2699,5150,1275,16718,2385,3873,1160,29628,3426,10273,1702,31586,2563,6399,1304,13399,2256,7173,1552,1425,892,3190,1023,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,8411,1074,4522,845,566,304,740,467,486,365,1127,474,1603,488,3889,832,869,333,1473,700,744,367,58,46,745,391,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,124497,4280,82795,3416,8557,1724,20311,3368,6789,1500,31217,3503,15921,2748,41702,3016,8411,1402,15474,2642,11311,1916,1042,693,5464,1479,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3893612,20675,2228555,12349,348742,8786,416171,11185,327547,10316,665690,15141,470405,13680,1665057,16833,408810,11691,547160,11843,573754,12771,19043,2662,116290,5378,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,145378,3764,83632,2099,10158,1653,14739,2255,12317,1964,22770,2669,23648,2421,61746,3145,11842,1656,20157,2446,19307,2263,737,404,9703,1858,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,4375,835,2304,689,660,292,354,279,346,348,925,713,19,42,2071,534,602,348,770,453,606,348,93,146,0,211,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,313098,5136,177232,4011,30762,3417,43725,4075,20117,2751,59827,4750,22801,2769,135866,3851,35296,2686,56363,3805,35168,3097,1331,672,7708,1962,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,292716,6187,172855,3871,26158,2982,37965,3634,17403,2226,58643,3993,32686,3578,119861,4908,25218,2313,40971,3563,29743,3093,8187,1450,15742,2435,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,7559,1311,3648,1016,880,566,680,366,628,461,1103,480,357,294,3911,1027,1437,662,1070,453,1073,555,241,228,90,152,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,133810,4044,76354,2951,9987,1639,18120,1989,9294,1705,13926,2094,25027,2382,57456,2787,12316,1603,19737,1886,14373,1693,1278,593,9752,1572,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,19990,1506,12058,1282,1930,661,1623,604,1489,770,4474,1208,2542,808,7932,1102,2213,1005,2768,862,2299,776,59,94,593,359,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1107852,11210,591247,7644,137481,5672,129834,6080,125544,5279,102040,4909,96348,4366,516605,8468,194797,6782,99826,4979,189430,6866,2779,873,29773,2802,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
