GEO_ID,B25087_001E,B25087_001M,B25087_002E,B25087_002M,B25087_003E,B25087_003M,B25087_004E,B25087_004M,B25087_005E,B25087_005M,B25087_006E,B25087_006M,B25087_007E,B25087_007M,B25087_008E,B25087_008M,B25087_009E,B25087_009M,B25087_010E,B25087_010M,B25087_011E,B25087_011M,B25087_012E,B25087_012M,B25087_013E,B25087_013M,B25087_014E,B25087_014M,B25087_015E,B25087_015M,B25087_016E,B25087_016M,B25087_017E,B25087_017M,B25087_018E,B25087_018M,B25087_019E,B25087_019M,B25087_020E,B25087_020M,B25087_021E,B25087_021M,B25087_022E,B25087_022M,B25087_023E,B25087_023M,B25087_024E,B25087_024M,B25087_025E,B25087_025M,B25087_026E,B25087_026M,B25087_027E,B25087_027M,B25087_028E,B25087_028M,B25087_029E,B25087_029M,NAME,B25087_001MA,B25087_001EA,B25087_002EA,B25087_002MA,B25087_003MA,B25087_003EA,B25087_004EA,B25087_004MA,B25087_005MA,B25087_005EA,B25087_006EA,B25087_006MA,B25087_007EA,B25087_007MA,B25087_008MA,B25087_008EA,B25087_009EA,B25087_009MA,B25087_010EA,B25087_010MA,B25087_011MA,B25087_011EA,B25087_012MA,B25087_012EA,B25087_013MA,B25087_013EA,B25087_014MA,B25087_014EA,B25087_015EA,B25087_015MA,B25087_016MA,B25087_016EA,B25087_017MA,B25087_017EA,B25087_018EA,B25087_018MA,B25087_019MA,B25087_019EA,B25087_020MA,B25087_020EA,B25087_021EA,B25087_021MA,B25087_022EA,B25087_022MA,B25087_023EA,B25087_023MA,B25087_024EA,B25087_024MA,B25087_025EA,B25087_025MA,B25087_026MA,B25087_026EA,B25087_027EA,B25087_027MA,B25087_028EA,B25087_028MA,B25087_029MA,B25087_029EA,state
0400000US13,2304165,17073,1639846,15202,298,240,2239,765,6037,1186,18834,2218,36029,2875,53275,4105,73446,4551,86920,4569,109856,4492,283850,8480,266373,6692,346328,10140,171277,6108,83354,4134,101730,4362,664319,10312,6482,1102,18344,2325,40623,3319,58511,3391,78559,4367,81734,4216,76474,4065,113758,4696,71042,3909,42594,2767,76198,4536,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,258533,5422,175138,5017,50,83,103,156,327,224,1050,412,2012,601,1591,579,2345,679,2888,635,3696,1008,10214,1465,15295,1795,33470,2923,30275,2803,23481,2159,48341,3101,83395,3201,1270,548,2100,700,3274,769,5149,882,4981,960,7493,1196,6798,1310,14169,1508,12996,1392,8825,1182,16340,1687,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,401532,6302,275925,6274,129,127,716,417,2867,703,5111,1167,10529,1743,13008,1646,17824,2116,21898,2420,23353,2132,56931,3314,41114,2521,44999,3143,18917,1821,8600,1183,9929,1508,125607,4245,2663,590,5570,1060,12672,1550,16150,1572,20043,1855,18680,1786,13877,1735,16465,1961,8474,1245,3918,750,7095,1281,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3219338,16289,2223670,14753,248,213,2914,810,9858,1453,20378,2063,34390,2367,56594,2983,78383,3513,90193,4604,100066,4342,268058,7055,280486,7295,504010,9528,336958,9253,189364,6765,251770,6554,995668,12614,5500,1151,13340,1492,26688,2444,45145,2862,62901,3292,68915,3022,77367,4076,149493,5523,142092,5623,119646,4495,284581,7721,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1736751,11947,1218452,11476,723,366,4196,955,14696,1429,29959,2544,53605,3134,78751,4006,102298,4955,116766,4994,118489,5294,249562,6464,167328,5196,171014,6043,60060,3093,25865,2173,25140,2287,518299,8388,3687,866,15095,1582,38176,2750,63657,3236,75753,3770,71453,3853,63622,3811,86826,3487,44377,2960,25753,2152,29900,2134,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,885284,8254,553055,8328,506,327,1546,457,4324,775,11582,1488,21839,1995,33268,2437,43011,2465,47038,2805,50956,3162,111193,4620,82361,3933,88124,4125,31962,2127,13499,1687,11846,1600,332229,6008,2730,631,6983,1061,14436,1486,22804,1703,35285,2071,45181,2168,46192,2329,71606,3222,40140,2645,21029,1846,25843,2242,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,749907,8746,480190,8870,291,225,1096,448,3725,899,8412,1192,16844,1671,25012,2157,31761,2278,35260,2932,35904,2799,85704,3909,78267,3951,94920,4467,32815,2288,14349,1657,15830,1814,269717,5310,2273,556,4551,856,12777,1649,18447,1693,24980,1587,28739,2028,32333,2255,56593,3001,39625,2648,21832,1884,27567,2126,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1156292,12036,717861,10476,982,468,3593,863,11200,1726,24121,2387,40225,3191,50087,3256,60162,3164,63835,4252,63055,3335,144627,5601,93169,4813,96408,4486,35720,2931,13330,1593,17347,1775,438431,8379,10826,1434,24408,2396,45333,3106,59164,3544,66615,4113,58260,3863,46062,2876,62359,3298,30874,2547,16177,1805,18353,1905,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1141504,11499,637183,11302,491,395,2596,784,6440,1200,15944,1699,27787,2760,41243,3222,46929,3534,50940,3189,53114,4099,111930,6064,87905,4570,106280,5337,43655,3341,19236,1855,22693,2328,504321,9287,12879,1773,31018,2357,54224,3904,60896,3260,66926,3711,64892,4180,57232,3241,71146,4257,35491,2885,18557,1927,31060,2501,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,396395,5449,258025,5141,98,92,533,340,2235,546,5440,788,9311,1176,12279,1676,12557,1628,14679,1744,19817,1989,45865,2670,39403,2394,52722,3291,25111,2304,10196,1480,7779,1185,138370,3634,1072,422,3414,847,6332,809,7876,918,11479,1301,13944,1546,16135,1609,27415,1916,20821,1957,11502,1401,18380,1721,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1426267,12068,1090776,11617,75,124,434,274,1586,539,4540,1027,7630,1478,12527,2121,15851,1674,23677,2232,28789,2351,92113,4561,107668,4671,243573,7754,212917,7763,137096,5319,202300,5904,335491,6633,1807,521,2243,613,4268,942,8634,1393,13708,1665,19952,2147,25047,2476,62105,3787,54678,3403,43108,2957,99941,4251,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1568382,10691,1132001,10169,175,170,95,112,1774,598,3066,821,6706,1227,12844,1495,16234,1777,18848,2189,23414,1937,84644,3978,112207,4647,269060,8090,232415,6241,153571,6174,196948,6019,436381,7726,1612,536,1516,504,1947,656,4501,1023,9034,1279,13342,1806,20424,1974,58857,3131,71598,3786,65767,4125,187783,5521,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2769474,14635,1828046,14919,352,223,2330,608,10470,1380,29368,2352,50484,2782,73414,3179,101105,4082,119616,4708,136803,4890,347258,8368,285332,6727,369510,8821,156599,5651,72380,3462,73025,3533,941428,11991,6041,1114,14900,1725,31505,2092,54236,2487,78943,3522,97146,3866,106211,3640,192997,5523,139574,4251,89673,4263,130202,4494,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1527328,10448,1076735,8953,279,207,1414,426,4937,891,12588,1347,18017,1671,27405,1897,38645,2550,47080,2563,55328,3013,162727,4588,167916,5421,274295,5346,136144,3879,63729,3064,66231,3088,450593,6597,3263,677,7083,934,15765,1647,24700,1667,37759,2091,46758,2681,52641,2344,99324,3237,63738,3152,41362,2429,58200,2653,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,753374,9176,411111,7879,311,290,1187,525,4888,1329,15888,2048,23323,2416,33876,2934,39518,3278,36185,3417,37779,3415,73798,4085,50941,3538,55991,3351,21637,1943,7643,1277,8146,1290,342263,7114,5728,1196,14694,1787,30950,2618,47679,3618,45514,3178,42466,2888,38463,3468,50389,3236,30587,2521,15647,1944,20146,2004,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1621371,13182,1067865,11356,522,367,3829,1215,10416,1547,23294,2030,40034,2578,61509,3770,70261,3369,86784,4064,89384,4222,203242,6863,165238,6385,181618,6099,69003,3584,29513,2324,33218,2379,553506,8148,5580,1097,19990,2039,35772,2428,51591,2917,66974,3569,75072,4040,70244,3149,101196,4689,58124,2841,29970,2429,38993,2265,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,280633,4455,165561,4571,59,86,343,189,1075,502,3829,943,5665,1163,9031,1358,10344,1326,12492,1542,12840,1609,31243,2229,26937,2216,28353,2731,13395,1634,5176,953,4779,898,115072,3363,2334,654,3963,887,8386,1210,11349,1381,14594,1406,17115,1618,14678,1326,20091,1916,9927,1356,5275,858,7360,1197,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,484649,6026,309474,5919,19,32,484,291,2385,578,5436,850,9598,1101,12988,1305,21313,2180,24236,2128,25822,2421,60278,3493,53235,3425,53639,2400,22609,1945,8780,1220,8652,1237,175175,4188,1246,410,2855,650,7114,926,10953,1087,15412,1582,18816,1770,20207,1748,38099,2143,25761,2034,15447,1761,19265,1699,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,565869,9281,429984,9713,223,194,547,280,1736,608,2595,869,4732,1075,6585,1123,13274,1859,12772,1755,19075,2377,58540,4364,62089,3998,106898,4619,67583,3577,34983,3197,38352,3437,135885,5034,2049,647,3494,867,5304,1025,8926,1633,11628,1340,14069,1869,15664,2078,24092,2091,19209,2219,11045,1570,20405,2325,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,369448,5293,257120,5334,48,80,151,192,450,309,434,280,1959,732,2906,910,4401,934,5229,900,7400,1153,22919,2119,30954,2361,71479,3246,54585,2950,27104,2283,27101,2214,112328,3780,323,229,709,335,1572,620,1593,533,2857,860,3146,683,4554,892,12284,1433,16874,1890,17990,1949,50426,2869,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2106728,14618,1496628,14811,104,150,306,241,1165,510,2250,805,4471,1025,5946,1003,9886,1506,14045,1607,20676,2107,76747,4316,110727,4445,281083,7770,298777,9050,244936,7639,425509,8527,610100,9353,1129,471,1554,664,3491,958,4695,1055,4669,1014,8352,1336,9235,1586,26043,2359,39018,3004,60439,3200,451475,8588,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,519864,7374,316301,6958,229,178,657,359,3408,1083,8925,1197,12622,1755,17607,1847,20947,2271,25502,2265,21446,2525,57860,4150,46413,3875,55315,3528,22228,2295,10857,1532,12285,1670,203563,6415,7568,1073,15421,1857,22740,2300,27786,2514,27100,2438,23189,2159,19666,2317,28961,2101,13685,1764,7680,1214,9767,1220,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3904123,16568,2537133,17175,723,338,3127,941,8403,1177,20634,1978,35449,2990,53656,3520,71959,3530,88253,4024,98448,4880,263442,7039,244256,6479,408558,9614,345473,8824,291817,8102,602935,9210,1366990,13705,23279,2403,18063,2074,26037,2220,38594,2442,52885,3061,62988,3639,71337,3616,159938,6162,148573,5538,131452,3965,633844,10339,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2465551,18417,1656792,14774,504,324,3578,920,12785,1817,29353,2657,45747,3494,71765,4526,100759,4363,117008,6136,125697,5732,321398,8504,259370,7270,298528,8548,136541,5159,63646,3727,70113,4022,808759,10982,9890,1636,29383,3031,54536,4093,87056,4195,103570,5385,105676,4793,89824,4437,135036,5616,80830,4459,46373,3295,66585,3662,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,187673,3460,100295,3362,46,85,152,110,1116,337,2691,576,4554,888,6119,867,7826,1177,8358,988,8556,1100,20153,1907,15191,1737,16603,1790,6355,1161,1385,483,1190,435,87378,2509,1163,371,3239,833,5949,1033,7888,894,9068,891,9958,1009,11713,1298,17636,1464,9022,1099,5486,942,6256,884,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3095197,18587,2101565,17541,1115,462,5050,1050,17240,1826,35720,2715,60189,3097,95924,5545,122703,5051,148290,5474,161489,5563,409666,9053,331504,7743,399810,9994,169377,6314,70136,4247,73352,3353,993632,11214,7552,1491,17206,1649,35425,2424,69459,3559,95039,4265,117175,4868,122733,4933,206748,6780,131131,4109,80171,4343,110993,4613,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,971378,9238,585362,8394,313,227,1765,522,7074,1349,15312,1437,28523,2603,40932,2682,51220,3529,52250,3480,54064,3428,116250,4639,77973,4028,82769,4067,31228,2225,12280,1557,13409,1695,386016,8197,6451,1262,15048,1671,31534,2481,45844,2705,52710,2575,50515,3392,46801,3476,62378,2965,34258,2342,18305,1863,22172,1973,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,942674,8824,659197,9664,71,78,1064,586,2340,705,7288,1577,8725,1281,15355,2106,18269,1892,24740,1992,30059,2520,92257,4491,98989,5098,175498,6460,93111,4727,45192,2981,46239,3550,283477,6104,4936,1092,6984,1369,11417,1502,16877,1741,25220,2142,29984,2051,30048,2309,57690,3183,42321,3006,23412,1856,34588,2674,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3461678,15683,2169055,15630,292,188,3506,850,14539,1796,30862,2135,54820,3025,85869,4461,110147,4554,128467,5551,132551,4762,346920,7685,316180,8583,434647,8096,236725,6129,118889,4384,154641,4971,1292623,13706,8348,1245,16486,1790,39662,2516,67893,3390,99973,3887,127575,4612,138607,4470,252764,7019,185089,5855,126023,4671,230203,6391,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,244516,5053,178372,4808,0,291,0,291,132,162,263,229,1256,495,1712,554,3161,837,3396,856,3911,1072,17413,1974,21464,2434,51804,3052,34392,2874,20514,1768,18954,1899,66144,2710,34,62,172,173,478,263,944,410,1174,456,2421,716,2340,728,9017,1227,11522,1402,10553,1377,27489,2180,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1210160,11085,760782,12195,105,117,2067,769,6605,1197,15517,1688,29813,2826,43479,3617,51662,4442,63196,4298,67659,3976,141825,5048,108376,5582,124481,5357,51663,4080,23356,2141,30978,2505,449378,7498,6709,1294,20220,2083,37995,2691,54367,3273,61715,3836,60107,3591,49420,3189,68090,3748,39406,2827,20182,1921,31167,2814,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
