GEO_ID,B14002_001E,B14002_001M,B14002_002E,B14002_002M,B14002_003E,B14002_003M,B14002_004E,B14002_004M,B14002_005E,B14002_005M,B14002_006E,B14002_006M,B14002_007E,B14002_007M,B14002_008E,B14002_008M,B14002_009E,B14002_009M,B14002_010E,B14002_010M,B14002_011E,B14002_011M,B14002_012E,B14002_012M,B14002_013E,B14002_013M,B14002_014E,B14002_014M,B14002_015E,B14002_015M,B14002_016E,B14002_016M,B14002_017E,B14002_017M,B14002_018E,B14002_018M,B14002_019E,B14002_019M,B14002_020E,B14002_020M,B14002_021E,B14002_021M,B14002_022E,B14002_022M,B14002_023E,B14002_023M,B14002_024E,B14002_024M,B14002_025E,B14002_025M,B14002_026E,B14002_026M,B14002_027E,B14002_027M,B14002_028E,B14002_028M,B14002_029E,B14002_029M,B14002_030E,B14002_030M,B14002_031E,B14002_031M,B14002_032E,B14002_032M,B14002_033E,B14002_033M,B14002_034E,B14002_034M,B14002_035E,B14002_035M,B14002_036E,B14002_036M,B14002_037E,B14002_037M,B14002_038E,B14002_038M,B14002_039E,B14002_039M,B14002_040E,B14002_040M,B14002_041E,B14002_041M,B14002_042E,B14002_042M,B14002_043E,B14002_043M,B14002_044E,B14002_044M,B14002_045E,B14002_045M,B14002_046E,B14002_046M,B14002_047E,B14002_047M,B14002_048E,B14002_048M,B14002_049E,B14002_049M,NAME,B14002_001MA,B14002_001EA,B14002_002EA,B14002_002MA,B14002_003EA,B14002_003MA,B14002_004MA,B14002_004EA,B14002_005EA,B14002_005MA,B14002_006EA,B14002_006MA,B14002_007MA,B14002_007EA,B14002_008EA,B14002_008MA,B14002_009EA,B14002_009MA,B14002_010MA,B14002_010EA,B14002_011MA,B14002_011EA,B14002_012EA,B14002_012MA,B14002_013EA,B14002_013MA,B14002_014MA,B14002_014EA,B14002_015EA,B14002_015MA,B14002_016EA,B14002_016MA,B14002_017EA,B14002_017MA,B14002_018EA,B14002_018MA,B14002_019MA,B14002_019EA,B14002_020EA,B14002_020MA,B14002_021EA,B14002_021MA,B14002_022MA,B14002_022EA,B14002_023EA,B14002_023MA,B14002_024EA,B14002_024MA,B14002_025MA,B14002_025EA,B14002_026EA,B14002_026MA,B14002_027EA,B14002_027MA,B14002_028MA,B14002_028EA,B14002_029EA,B14002_029MA,B14002_030MA,B14002_030EA,B14002_031EA,B14002_031MA,B14002_032EA,B14002_032MA,B14002_033MA,B14002_033EA,B14002_034EA,B14002_034MA,B14002_035MA,B14002_035EA,B14002_036MA,B14002_036EA,B14002_037MA,B14002_037EA,B14002_038EA,B14002_038MA,B14002_039EA,B14002_039MA,B14002_040EA,B14002_040MA,B14002_041MA,B14002_041EA,B14002_042EA,B14002_042MA,B14002_043EA,B14002_043MA,B14002_044EA,B14002_044MA,B14002_045EA,B14002_045MA,B14002_046EA,B14002_046MA,B14002_047EA,B14002_047MA,B14002_048EA,B14002_048MA,B14002_049EA,B14002_049MA,state
0400000US01,4602128,5424,2229006,5619,599430,7228,35767,3278,18050,2335,17717,2289,35292,3210,29692,2954,5600,1230,121296,5781,107529,5880,13767,1763,137187,5509,123173,5534,14014,1784,134921,4381,121203,4829,13718,1654,113978,5919,99257,5768,14721,2812,20989,2316,16010,2179,4979,986,1629576,6896,2373122,5411,639032,8868,32564,2777,15315,2170,17249,2040,33863,3158,29235,3039,4628,1131,123000,4677,111356,4702,11644,1807,124184,5346,112571,5284,11613,1670,121944,4299,108846,4267,13098,1827,171982,6762,143719,6819,28263,3470,31495,2831,24355,2494,7140,1476,1734090,9140,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,681543,1989,355413,2018,96468,3687,5280,1205,3572,978,1708,647,5636,1159,5347,1155,289,221,20958,2008,19435,2076,1523,561,21633,1847,20117,1790,1516,656,23163,2010,20576,1891,2587,860,17265,2468,14208,2150,3057,1034,2533,697,2167,674,366,240,258945,3081,326130,2026,96905,3170,4794,926,3281,841,1513,563,4807,1012,3962,940,845,480,18567,1684,16972,1605,1595,702,18668,1924,17237,1892,1431,662,20162,1628,17848,1684,2314,773,22226,2396,17281,2337,4945,1441,7681,1481,6268,1331,1413,551,229225,2868,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6144887,6060,3051225,5033,854154,9338,42541,3517,25929,2913,16612,1985,45541,3798,41775,3673,3766,993,177613,5860,167386,5929,10227,1868,190935,6339,181932,6705,9003,1387,185955,4756,174673,5067,11282,2364,182266,6776,157548,6129,24718,3220,29303,3149,19877,2672,9426,1723,2197071,10017,3093662,5036,875038,8898,40729,3457,24286,3083,16443,2001,44277,3602,38917,3476,5360,1528,178848,6120,165998,6481,12850,2623,171156,6854,163115,6593,8041,1514,174917,4629,164643,4713,10274,2145,220070,6715,188454,6689,31616,2553,45041,4251,31552,3217,13489,2249,2218624,8056,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2805549,3136,1370118,4140,368201,5544,26572,3005,18879,2359,7693,1507,20333,2254,18553,2349,1780,697,78589,3564,74376,3480,4213,1197,81893,4125,78266,3945,3627,812,79683,3143,73455,3009,6228,1200,70006,3954,60288,4342,9718,2106,11125,2107,8655,1786,2470,916,1001917,5834,1435431,4342,391862,7006,26578,2299,18126,2168,8452,1350,20107,1839,18827,1976,1280,645,77135,3838,72665,3962,4470,1043,78996,3947,73822,4025,5174,1090,76703,4003,72919,4211,3784,1035,96398,4513,82381,4717,14017,3587,15945,2232,13038,2247,2907,838,1043569,7049,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35874812,14732,17820579,11133,5285203,21374,311552,8427,179781,7717,131771,4528,271216,8173,241963,7467,29253,2713,1024131,14670,939593,13898,84538,5236,1053710,15812,966636,15524,87074,4495,1193864,11107,1109816,11710,84048,5428,1227498,16726,1039904,16893,187594,11348,203232,6791,114262,5735,88970,5005,12535376,19932,18054233,12170,5363129,23629,275206,8807,152385,7304,122821,5653,257336,8817,232185,8495,25151,2904,1001345,13930,910106,13827,91239,4828,990348,13357,905132,12668,85216,5172,1114935,11412,1032278,12426,82657,5173,1433646,17542,1208462,16204,225184,8863,290313,9097,165327,7389,124986,5620,12691104,24327,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4848237,5405,2428337,5250,676783,9175,46001,3444,26621,2396,19380,2279,35381,2951,32286,2751,3095,702,145646,4662,132782,4779,12864,1877,135003,4818,123593,4661,11410,1785,137845,4031,129981,4112,7864,1506,144493,7054,122122,6476,22371,3050,32414,3552,20347,2466,12067,2287,1751554,8851,2419900,4530,681728,8486,43749,3127,24345,2569,19404,2594,32297,3040,28674,2887,3623,997,138292,4683,125943,4871,12349,1821,129687,4614,119980,4386,9707,1634,129558,3907,118751,3984,10807,2021,162019,6291,131990,5600,30029,3271,46126,3437,29746,2582,16380,2248,1738172,7752,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3459728,3576,1681086,3103,461823,5791,29796,2415,14649,1919,15147,1793,22041,2179,20361,2078,1680,541,92153,3792,83361,3964,8792,1757,99659,3897,88913,3606,10746,1634,107927,3822,96534,4019,11393,1470,88304,4754,60729,4317,27575,2933,21943,2724,10725,1465,11218,2138,1219263,5976,1778642,2762,486703,6454,29144,2132,15071,1897,14073,1308,20741,2117,17146,1992,3595,820,91021,3577,83186,3583,7835,1384,90006,3898,79696,3870,10310,1615,101324,3087,88395,3154,12929,1977,114474,4328,75669,3956,38805,2990,39993,3954,18887,2849,21106,2570,1291939,6161,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,867321,1574,418896,2070,114129,3290,7649,1338,4365,1008,3284,1043,4828,983,3680,922,1148,529,24108,1984,20339,1971,3769,961,23125,1958,18649,1956,4476,1234,25808,2028,22129,2193,3679,908,23249,2272,17789,2463,5460,1396,5362,1075,2595,888,2767,935,304767,3103,448425,1639,122141,3303,8671,1262,4844,1240,3827,879,7073,1024,6068,1010,1005,439,20318,1619,15938,1667,4380,1029,20594,1750,16031,1662,4563,1137,25600,1594,21375,1568,4225,953,33120,2808,28534,2790,4586,1285,6765,1263,4023,1135,2742,795,326284,3389,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,583374,1281,275361,1151,73395,2609,4570,1008,3410,880,1160,474,3633,904,2693,800,940,522,11650,1236,10073,1296,1577,649,9110,1249,6944,1176,2166,658,12794,1247,10328,1298,2466,790,20152,2164,4723,1293,15429,2046,11486,1941,2847,911,8639,1624,201966,2499,308013,1304,85060,3508,4942,1045,3181,939,1761,614,2303,758,1506,669,797,428,9814,1257,8469,1272,1345,493,10656,1334,8467,1208,2189,651,12980,1564,11290,1552,1690,611,28184,2860,8618,1728,19566,2234,16181,1943,3304,891,12877,1891,222953,3343,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18218711,8368,8895377,7943,2255360,17972,147749,6211,80432,4815,67317,3674,115976,6584,98652,6256,17324,2422,443256,9653,395060,8895,48196,4174,479831,9149,423011,9575,56820,4212,483969,9497,434403,9765,49566,4473,498689,13803,387353,12665,111336,8071,85890,5628,47578,4198,38312,3769,6640017,17412,9323334,8278,2358964,15954,140662,6619,74967,5425,65695,4002,104778,5497,88859,5079,15919,2485,436824,9681,385127,9289,51697,4170,439684,9199,390844,8935,48840,3560,460672,8816,414626,8840,46046,3501,651948,13626,507926,11805,144022,9156,124396,5992,71341,5050,53055,3672,6964370,15812,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
