GEO_ID,B10051_001E,B10051_001M,B10051_002E,B10051_002M,B10051_003E,B10051_003M,B10051_004E,B10051_004M,B10051_005E,B10051_005M,B10051_006E,B10051_006M,B10051_007E,B10051_007M,B10051_008E,B10051_008M,B10051_009E,B10051_009M,B10051_010E,B10051_010M,B10051_011E,B10051_011M,NAME,B10051_001MA,B10051_001EA,B10051_002MA,B10051_002EA,B10051_003MA,B10051_003EA,B10051_004MA,B10051_004EA,B10051_005EA,B10051_005MA,B10051_006MA,B10051_006EA,B10051_007MA,B10051_007EA,B10051_008MA,B10051_008EA,B10051_009EA,B10051_009MA,B10051_010MA,B10051_010EA,B10051_011MA,B10051_011EA,state
0400000US31,23632,2849,11154,1854,4382,1212,2211,825,2171,692,6772,1296,4487,1091,2285,698,12478,1800,7786,1554,4692,1040,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,72805,6299,27471,3666,8424,1837,5445,1573,2979,992,19047,3244,11099,2373,7948,1823,45334,5168,21301,3274,24033,3586,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,20520,2997,8090,2111,3077,1113,2159,989,918,405,5013,1839,4331,1812,682,402,12430,1902,5368,1307,7062,1399,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,193435,7311,51189,4091,15017,2413,7206,1628,7811,1444,36172,3765,23564,3286,12608,1690,142246,6620,50307,4515,91939,5309,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,54907,4605,25416,3678,8551,1843,4896,1307,3655,939,16865,2994,12109,2427,4756,1194,29491,3148,15757,2514,13734,2034,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,426270,11333,128842,6362,34404,3087,17332,2231,17072,2490,94438,4971,61851,3992,32587,3027,297428,9919,117347,6007,180081,8135,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,205160,8565,100669,6380,41406,4309,23869,3246,17537,2502,59263,4997,44611,4358,14652,2032,104491,6283,54490,4690,50001,3770,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,6241,1273,3530,969,1720,688,1293,613,427,275,1810,825,1392,730,418,299,2711,717,1711,425,1000,481,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,216139,7746,99956,5895,37589,3399,21958,2745,15631,1800,62367,4594,48592,4171,13775,1459,116183,6267,56698,4007,59485,4419,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,77710,4322,39908,3295,17518,2299,11066,1895,6452,1254,22390,2476,17008,2134,5382,1162,37802,3261,21532,2500,16270,2249,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,62645,5099,24379,2852,7898,1586,2829,896,5069,1284,16481,2390,10575,1773,5906,1293,38266,3797,18852,2365,19414,2516,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,227664,9027,86968,5213,27741,2892,15509,1994,12232,1764,59227,4635,43158,3974,16069,2172,140696,6652,65650,4814,75046,4841,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,19323,2964,6699,1536,1302,567,534,416,768,420,5397,1442,3419,1222,1978,747,12624,2255,5480,1612,7144,1409,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,112941,6260,56729,4598,21190,2277,11195,1671,9995,1829,35539,4223,26270,3601,9269,1845,56212,4470,30922,3262,25290,2954,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,11513,1898,6477,1344,2126,888,1498,641,628,403,4351,1007,3775,882,576,382,5036,1383,3606,1218,1430,585,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,149402,7528,73758,5371,30175,3181,15463,2483,14712,2237,43583,3938,33164,3423,10419,1979,75644,5226,39162,4074,36482,2976,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,721698,20530,311052,13231,88767,5811,53233,4275,35534,3418,222285,10417,173179,9081,49106,3934,410646,14343,211950,10188,198696,9890,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,60817,4552,19854,2690,6194,1590,2879,1012,3315,1105,13660,2046,9000,1773,4660,1423,40963,3787,24141,2879,16822,2177,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8142,1714,3868,1323,876,434,487,281,389,254,2992,1277,2592,1206,400,279,4274,1041,2430,839,1844,630,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,180631,7816,69796,4730,23378,2876,13352,2245,10026,1878,46418,3799,29791,3178,16627,2227,110835,5872,52167,4483,58668,3924,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,117290,7399,41203,4083,14912,2450,9198,1858,5714,1341,26291,3325,18185,2867,8106,1473,76087,5401,37134,3207,38953,4035,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,43924,4345,22832,3377,9117,1735,4949,1268,4168,1258,13715,2751,10040,2163,3675,1287,21092,2858,10830,1928,10262,1894,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,72245,4744,29296,2875,9972,1470,6071,1303,3901,854,19324,2507,15637,2260,3687,840,42949,3962,23970,2960,18979,2123,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,11287,2223,6056,1494,1522,644,1265,618,257,187,4534,1533,3908,1329,626,383,5231,1587,3227,1368,2004,766,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,115377,6363,56214,4357,13925,1950,5529,1263,8396,1578,42289,3869,28366,3207,13923,1793,59163,4221,27491,2633,31672,2891,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
