GEO_ID,B24021_001E,B24021_001M,B24021_002E,B24021_002M,B24021_003E,B24021_003M,B24021_004E,B24021_004M,B24021_005E,B24021_005M,B24021_006E,B24021_006M,B24021_007E,B24021_007M,B24021_008E,B24021_008M,B24021_009E,B24021_009M,B24021_010E,B24021_010M,B24021_011E,B24021_011M,B24021_012E,B24021_012M,B24021_013E,B24021_013M,B24021_014E,B24021_014M,B24021_015E,B24021_015M,B24021_016E,B24021_016M,B24021_017E,B24021_017M,B24021_018E,B24021_018M,B24021_019E,B24021_019M,B24021_020E,B24021_020M,B24021_021E,B24021_021M,B24021_022E,B24021_022M,B24021_023E,B24021_023M,B24021_024E,B24021_024M,B24021_025E,B24021_025M,B24021_026E,B24021_026M,B24021_027E,B24021_027M,B24021_028E,B24021_028M,B24021_029E,B24021_029M,B24021_030E,B24021_030M,B24021_031E,B24021_031M,B24021_032E,B24021_032M,B24021_033E,B24021_033M,B24021_034E,B24021_034M,B24021_035E,B24021_035M,B24021_036E,B24021_036M,NAME,B24021_001MA,B24021_001EA,B24021_002MA,B24021_002EA,B24021_003MA,B24021_003EA,B24021_004MA,B24021_004EA,B24021_005MA,B24021_005EA,B24021_006EA,B24021_006MA,B24021_007MA,B24021_007EA,B24021_008EA,B24021_008MA,B24021_009MA,B24021_009EA,B24021_010MA,B24021_010EA,B24021_011MA,B24021_011EA,B24021_012MA,B24021_012EA,B24021_013EA,B24021_013MA,B24021_014MA,B24021_014EA,B24021_015MA,B24021_015EA,B24021_016EA,B24021_016MA,B24021_017MA,B24021_017EA,B24021_018EA,B24021_018MA,B24021_019EA,B24021_019MA,B24021_020MA,B24021_020EA,B24021_021MA,B24021_021EA,B24021_022MA,B24021_022EA,B24021_023EA,B24021_023MA,B24021_024EA,B24021_024MA,B24021_025MA,B24021_025EA,B24021_026EA,B24021_026MA,B24021_027EA,B24021_027MA,B24021_028EA,B24021_028MA,B24021_029MA,B24021_029EA,B24021_030EA,B24021_030MA,B24021_031MA,B24021_031EA,B24021_032EA,B24021_032MA,B24021_033EA,B24021_033MA,B24021_034MA,B24021_034EA,B24021_035MA,B24021_035EA,B24021_036EA,B24021_036MA,state
0400000US01,36897,343,51535,477,56803,1774,60228,2278,52373,1600,66367,2255,62509,3275,73050,4588,57036,7197,44911,1344,40931,1805,60446,11039,45595,1105,40213,3896,48408,2151,57429,2743,33488,2443,21962,537,21482,633,39854,2326,35709,2656,42679,2709,16145,612,21575,887,19756,1301,30847,377,33170,1562,29825,696,35720,973,25429,2679,31943,958,40543,969,31531,660,31868,942,35814,1622,26475,1887,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,50809,895,63656,3011,69203,4822,70446,4234,65677,8618,74738,4977,70696,3841,84521,14192,71068,8885,53403,3629,43250,6636,80358,8830,55147,3038,51092,3703,74992,9787,96190,8297,46631,3206,32457,2533,34324,4298,61256,1831,56955,11715,62735,8909,27299,3432,27799,4087,27040,7602,40468,1370,34408,5207,41434,1238,54817,3747,42083,31870,59218,7650,53946,4964,43476,5132,43818,7268,52016,9304,30016,9897,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,40419,274,56424,781,60469,795,63882,3397,51441,1061,69229,1999,65925,2223,75584,3190,57100,4649,43201,1186,41168,1419,73773,13219,41841,713,42619,2861,61751,927,72355,2599,38896,2940,25541,414,26669,1037,47203,2243,40624,4461,51142,2670,20017,765,21498,862,24196,1180,34372,830,38186,1824,32305,380,37960,1478,27152,2897,36852,1322,41152,1085,31905,727,32305,1846,36196,1177,25138,2489,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,33727,939,46245,951,50712,1165,51181,1383,48415,4721,55253,2641,53673,3223,59225,6477,55171,14587,40573,753,37755,4699,52715,24565,40811,706,37500,4986,49262,3008,61117,3401,32940,2866,21101,478,21852,1120,36339,1821,31596,7925,38594,4653,16553,970,21586,752,20056,1939,29265,1404,30842,1241,28415,1171,34073,2301,21374,1011,34718,3676,37274,1862,30378,694,29477,2108,38225,2766,25042,1250,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,45791,188,70668,255,70877,454,75808,842,61902,444,81897,503,82762,1676,86070,1229,69951,3118,59643,1134,50254,833,100526,1243,57462,1318,55687,1701,74094,2304,87301,2626,44983,2312,26455,268,30162,493,66258,1432,43473,2555,77330,2446,21324,330,23627,595,23856,640,39565,532,41427,404,37760,492,37795,956,21532,529,40425,536,43598,1432,31465,271,30676,425,37111,562,26383,614,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,45063,621,61234,507,63316,2345,67173,2268,59434,2290,75467,1506,76436,1613,77654,3171,63692,5338,45672,944,40093,2021,74593,10519,43066,2027,45819,2146,61894,897,70074,3553,40833,2573,26802,648,28626,1583,52439,3111,44585,5880,55462,2503,20954,1001,24500,1203,24578,1766,37139,454,41578,762,35556,608,41279,652,27071,1729,40575,971,45824,1682,35616,782,34770,1710,41268,1266,28683,2788,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,52110,346,72095,629,80570,1082,84952,4708,72611,3970,77488,3354,80381,2047,76487,2002,69833,8490,58707,3114,51810,1708,100705,10968,57371,3224,57020,5325,71328,2252,80443,1578,50759,1912,31827,715,32157,785,60377,3886,45791,8494,67694,5974,23378,3511,30706,1286,30942,1397,43896,1584,50574,1018,41330,480,51274,743,32196,13146,50436,1839,52467,3396,41152,953,42134,1595,42982,3259,31379,2554,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,42973,1425,60623,1304,61466,1767,68719,5329,55908,3179,70499,3681,71369,5464,76426,6997,61015,6239,50474,2840,39957,2173,80550,11807,50588,3329,51074,11117,65486,4384,74629,6929,43998,5275,28197,2162,30751,1569,39756,4047,26012,8859,46032,7307,21485,2105,25553,8416,24608,6313,36506,812,37996,3923,35830,1217,41390,1536,22015,5480,41433,2624,42704,3862,35353,3030,35931,2097,36609,7717,31142,2457,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,59599,3084,76385,1376,78558,4123,88746,8126,68616,9037,83182,3809,83835,5466,87795,12368,82284,13987,71648,1903,46437,5891,130284,7243,55339,2649,71598,3762,71741,10826,76364,14976,38099,18807,30118,2290,31862,3022,45705,6325,31932,4798,57142,15644,24021,3736,25898,3075,30877,6601,42037,1698,46637,3012,41034,1236,39645,4950,-666666666,-222222222,38280,10441,43631,6928,40560,8648,38750,20189,37100,8084,45629,8089,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,36745,193,51698,239,55239,847,59479,2005,50573,506,62022,798,65524,2086,61922,1054,50896,2990,42264,332,39834,1512,62074,3690,41288,353,41491,963,55323,1182,64986,1858,37090,1147,24407,517,25993,426,41321,758,33718,2029,46617,1569,21188,383,21208,370,22108,446,32053,196,36328,469,30823,212,32774,1336,16640,1000,31679,534,38562,1576,30282,418,30399,555,32474,1801,24741,1191,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,39745,495,56474,664,61346,780,64260,3102,56131,1470,69182,1863,71022,1427,67964,2333,61647,3562,46139,758,36972,1464,76471,6725,45943,808,46285,2039,57023,1747,66556,1691,36273,970,23380,881,23254,1513,37124,976,35756,1550,38446,2012,18833,763,21628,683,22129,771,34214,901,40017,1206,31910,299,35538,671,20402,3217,30712,882,41111,554,31082,367,30072,709,37926,2055,26807,889,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,40713,575,55910,1925,57775,4487,61270,1343,49300,2819,65698,6123,61423,8982,70644,6136,63554,8863,48255,2341,42088,4889,70607,12011,48356,2427,35850,9017,71792,9290,81974,12083,42106,6776,29989,961,30528,2755,46160,6715,38954,7105,52158,2838,25898,1625,30097,1089,26812,2145,35129,1182,35560,2792,34784,1754,46611,1949,23047,2508,49146,4862,46790,4179,35407,1919,36585,6950,37191,3208,31482,1758,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,36125,589,50241,758,50179,1306,51990,1534,40708,2754,60806,3051,55214,8052,71610,3170,50835,7526,43818,1767,42101,3933,46896,25788,44195,2181,44107,7588,54140,3819,62192,7030,40452,4884,25016,1092,24287,2090,45847,5318,50264,9610,44102,5011,20207,1444,23816,2014,21261,1989,30316,736,35721,1627,28078,1449,35855,1633,24261,2861,39720,2722,40110,1816,30963,751,30941,957,33349,2382,27453,2793,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,44637,519,61850,322,67229,948,71293,886,61589,755,71906,783,73776,2498,73852,3606,59213,4561,50949,501,42169,1710,91420,8196,49778,1079,48185,2766,60040,1528,68286,2559,39896,2137,26494,425,26003,607,60185,1650,49461,3190,64151,2562,20769,497,25598,784,23119,1380,37767,651,43690,2196,35608,412,45512,721,30061,4541,46745,1288,45369,1011,34691,902,33657,1305,41300,688,29647,1317,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,39694,471,52153,395,55893,1088,59168,2488,51376,912,63082,2717,62392,2996,65609,1393,53659,7713,43302,1588,36567,1455,71014,6170,45862,1337,37647,3690,51507,897,61263,876,36910,1402,24928,619,25673,1090,41477,1226,40955,3891,41692,1255,18308,931,25999,838,21656,941,32383,359,39264,2057,31070,286,41668,538,28984,3638,41664,802,42487,1412,35687,463,35842,578,41036,832,30006,1246,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,38385,491,50596,393,51644,699,53714,1564,47870,2068,60186,2019,62078,1912,61344,1578,47233,2235,43318,1486,37632,2185,74632,13608,45169,1359,38327,5265,50530,879,55844,2929,35216,2297,25115,650,25310,906,46392,1699,40974,3385,50693,2143,18696,1121,27467,2357,22074,1615,33594,748,38407,1589,31782,307,37415,928,30315,3128,37142,1354,40356,745,35195,623,35433,760,39801,2512,31129,594,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,39072,701,50877,498,52892,2002,56472,2572,50488,1343,62477,1734,63209,2977,65485,2482,50432,5276,41947,683,36499,1761,71652,7629,42003,710,38396,5777,52159,1625,60362,3104,37737,4962,24076,932,22464,1154,44191,4762,46346,5970,41850,6031,17883,1039,24320,1269,21851,1813,32334,599,39950,1740,30906,409,37651,1406,28821,2148,36487,1810,42253,1616,33196,1344,32975,1709,38329,2938,30270,1585,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,36827,347,50063,689,51865,865,53820,2470,49344,2089,56497,2107,53777,4210,62650,2509,47599,5792,42114,648,37495,1876,56164,8382,43571,1841,42717,5446,50733,1010,58589,3178,37160,1368,22117,548,23291,1458,37505,2877,36101,2352,40568,4032,16444,851,22117,1134,21942,1061,31058,345,36313,1527,29776,658,37346,1382,22243,2345,37902,2387,40607,809,32869,1275,33489,1766,38826,2335,27512,1569,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,37616,861,51103,504,53066,2495,55651,2400,50850,1403,67063,4626,60496,3746,71941,4457,67964,9885,42997,1075,40218,1820,71531,6740,42245,738,39054,5783,54485,2373,64146,3252,38749,2253,21672,499,20664,1268,39157,2932,36360,5442,40342,1899,16913,597,20556,782,19601,1297,30493,470,31966,1028,29522,1100,40168,1170,30579,8456,39703,2003,42152,3071,38233,2639,42095,1368,36915,3820,30348,3796,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
