GEO_ID,B07001_001E,B07001_001M,B07001_002E,B07001_002M,B07001_003E,B07001_003M,B07001_004E,B07001_004M,B07001_005E,B07001_005M,B07001_006E,B07001_006M,B07001_007E,B07001_007M,B07001_008E,B07001_008M,B07001_009E,B07001_009M,B07001_010E,B07001_010M,B07001_011E,B07001_011M,B07001_012E,B07001_012M,B07001_013E,B07001_013M,B07001_014E,B07001_014M,B07001_015E,B07001_015M,B07001_016E,B07001_016M,B07001_017E,B07001_017M,B07001_018E,B07001_018M,B07001_019E,B07001_019M,B07001_020E,B07001_020M,B07001_021E,B07001_021M,B07001_022E,B07001_022M,B07001_023E,B07001_023M,B07001_024E,B07001_024M,B07001_025E,B07001_025M,B07001_026E,B07001_026M,B07001_027E,B07001_027M,B07001_028E,B07001_028M,B07001_029E,B07001_029M,B07001_030E,B07001_030M,B07001_031E,B07001_031M,B07001_032E,B07001_032M,B07001_033E,B07001_033M,B07001_034E,B07001_034M,B07001_035E,B07001_035M,B07001_036E,B07001_036M,B07001_037E,B07001_037M,B07001_038E,B07001_038M,B07001_039E,B07001_039M,B07001_040E,B07001_040M,B07001_041E,B07001_041M,B07001_042E,B07001_042M,B07001_043E,B07001_043M,B07001_044E,B07001_044M,B07001_045E,B07001_045M,B07001_046E,B07001_046M,B07001_047E,B07001_047M,B07001_048E,B07001_048M,B07001_049E,B07001_049M,B07001_050E,B07001_050M,B07001_051E,B07001_051M,B07001_052E,B07001_052M,B07001_053E,B07001_053M,B07001_054E,B07001_054M,B07001_055E,B07001_055M,B07001_056E,B07001_056M,B07001_057E,B07001_057M,B07001_058E,B07001_058M,B07001_059E,B07001_059M,B07001_060E,B07001_060M,B07001_061E,B07001_061M,B07001_062E,B07001_062M,B07001_063E,B07001_063M,B07001_064E,B07001_064M,B07001_065E,B07001_065M,B07001_066E,B07001_066M,B07001_067E,B07001_067M,B07001_068E,B07001_068M,B07001_069E,B07001_069M,B07001_070E,B07001_070M,B07001_071E,B07001_071M,B07001_072E,B07001_072M,B07001_073E,B07001_073M,B07001_074E,B07001_074M,B07001_075E,B07001_075M,B07001_076E,B07001_076M,B07001_077E,B07001_077M,B07001_078E,B07001_078M,B07001_079E,B07001_079M,B07001_080E,B07001_080M,B07001_081E,B07001_081M,B07001_082E,B07001_082M,B07001_083E,B07001_083M,B07001_084E,B07001_084M,B07001_085E,B07001_085M,B07001_086E,B07001_086M,B07001_087E,B07001_087M,B07001_088E,B07001_088M,B07001_089E,B07001_089M,B07001_090E,B07001_090M,B07001_091E,B07001_091M,B07001_092E,B07001_092M,B07001_093E,B07001_093M,B07001_094E,B07001_094M,B07001_095E,B07001_095M,B07001_096E,B07001_096M,NAME,B07001_001EA,B07001_001MA,B07001_002MA,B07001_002EA,B07001_003EA,B07001_003MA,B07001_004MA,B07001_004EA,B07001_005EA,B07001_005MA,B07001_006EA,B07001_006MA,B07001_007EA,B07001_007MA,B07001_008MA,B07001_008EA,B07001_009EA,B07001_009MA,B07001_010MA,B07001_010EA,B07001_011EA,B07001_011MA,B07001_012EA,B07001_012MA,B07001_013EA,B07001_013MA,B07001_014MA,B07001_014EA,B07001_015MA,B07001_015EA,B07001_016MA,B07001_016EA,B07001_017EA,B07001_017MA,B07001_018MA,B07001_018EA,B07001_019MA,B07001_019EA,B07001_020EA,B07001_020MA,B07001_021MA,B07001_021EA,B07001_022EA,B07001_022MA,B07001_023EA,B07001_023MA,B07001_024EA,B07001_024MA,B07001_025MA,B07001_025EA,B07001_026EA,B07001_026MA,B07001_027MA,B07001_027EA,B07001_028EA,B07001_028MA,B07001_029EA,B07001_029MA,B07001_030MA,B07001_030EA,B07001_031MA,B07001_031EA,B07001_032MA,B07001_032EA,B07001_033EA,B07001_033MA,B07001_034EA,B07001_034MA,B07001_035EA,B07001_035MA,B07001_036MA,B07001_036EA,B07001_037EA,B07001_037MA,B07001_038MA,B07001_038EA,B07001_039EA,B07001_039MA,B07001_040EA,B07001_040MA,B07001_041MA,B07001_041EA,B07001_042EA,B07001_042MA,B07001_043EA,B07001_043MA,B07001_044MA,B07001_044EA,B07001_045EA,B07001_045MA,B07001_046EA,B07001_046MA,B07001_047MA,B07001_047EA,B07001_048EA,B07001_048MA,B07001_049MA,B07001_049EA,B07001_050EA,B07001_050MA,B07001_051EA,B07001_051MA,B07001_052MA,B07001_052EA,B07001_053EA,B07001_053MA,B07001_054EA,B07001_054MA,B07001_055EA,B07001_055MA,B07001_056EA,B07001_056MA,B07001_057EA,B07001_057MA,B07001_058MA,B07001_058EA,B07001_059EA,B07001_059MA,B07001_060EA,B07001_060MA,B07001_061EA,B07001_061MA,B07001_062MA,B07001_062EA,B07001_063MA,B07001_063EA,B07001_064MA,B07001_064EA,B07001_065EA,B07001_065MA,B07001_066MA,B07001_066EA,B07001_067MA,B07001_067EA,B07001_068MA,B07001_068EA,B07001_069MA,B07001_069EA,B07001_070MA,B07001_070EA,B07001_071EA,B07001_071MA,B07001_072MA,B07001_072EA,B07001_073MA,B07001_073EA,B07001_074MA,B07001_074EA,B07001_075EA,B07001_075MA,B07001_076MA,B07001_076EA,B07001_077EA,B07001_077MA,B07001_078MA,B07001_078EA,B07001_079MA,B07001_079EA,B07001_080MA,B07001_080EA,B07001_081MA,B07001_081EA,B07001_082EA,B07001_082MA,B07001_083MA,B07001_083EA,B07001_084MA,B07001_084EA,B07001_085MA,B07001_085EA,B07001_086MA,B07001_086EA,B07001_087EA,B07001_087MA,B07001_088MA,B07001_088EA,B07001_089MA,B07001_089EA,B07001_090EA,B07001_090MA,B07001_091MA,B07001_091EA,B07001_092EA,B07001_092MA,B07001_093EA,B07001_093MA,B07001_094MA,B07001_094EA,B07001_095EA,B07001_095MA,B07001_096EA,B07001_096MA,state
0400000US01,4729509,3716,252280,4413,827359,3228,148836,4179,339513,6013,306233,4325,295420,3644,303485,8289,317609,8239,345510,3573,343517,3679,313316,6321,278457,6313,207415,4473,162212,4375,288347,1954,3987155,21708,191890,5259,695467,8513,106686,4991,227545,6874,219408,5780,230728,5786,247258,8248,274549,8290,304555,4550,312200,4921,289845,6768,261511,6336,198237,4372,156711,4730,270565,2770,454675,16569,44230,4196,88874,6760,16378,2615,68289,5412,52674,4562,35180,3326,35787,3528,24963,2891,26011,2717,19294,2612,13737,2173,10758,2056,4344,972,2730,782,11426,1713,165790,9728,10489,1827,23500,3582,15802,2457,26827,2962,19498,2793,18106,2487,11002,2175,10049,1940,8481,1830,6418,1378,5007,1343,2585,904,2210,973,1898,812,3918,856,108723,8781,5162,1215,17383,3650,9904,1945,15123,2323,12486,2277,9647,2046,8284,1732,7560,1784,5257,1131,4920,1251,4243,1101,3278,1146,2482,1178,818,477,2176,740,13166,2247,509,489,2135,877,66,109,1729,890,2167,929,1759,752,1154,548,488,281,1206,729,685,420,484,308,325,259,142,192,55,96,262,179,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,702974,1600,42571,1731,134803,1314,19049,1428,55974,1774,54839,1726,48851,1728,41469,2811,51991,2651,56287,1602,55942,1496,50489,2554,37370,2310,20378,1579,13819,1635,19142,937,565031,7596,31041,2228,113629,2910,13261,1228,29643,2388,34848,2070,35720,2352,34841,2752,44566,3057,48645,1757,48489,1758,45966,2534,34232,2298,19740,1559,13141,1592,17269,743,76301,7086,6784,1585,12958,2545,2988,801,14390,2341,10403,2007,6655,1430,4008,1165,4332,1383,4148,1155,3581,934,2411,685,1850,643,341,266,139,118,1313,587,19577,2757,1811,812,2991,1101,1024,513,2703,769,2959,752,1990,834,513,294,1303,514,1353,850,1120,478,910,405,361,207,162,221,130,133,247,194,36326,3708,2798,1009,4678,1388,1722,678,8031,1428,4868,1322,3624,1255,1916,778,1704,680,1931,767,2620,864,1202,468,527,404,75,95,317,341,313,202,5739,1602,137,219,547,555,54,61,1207,676,1761,744,862,607,191,233,86,105,210,183,132,171,0,246,400,394,60,102,92,157,0,246,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6332786,4439,374825,4891,1176635,1749,189513,3578,445055,3598,440874,2559,418566,2627,418199,8861,405571,8897,425087,2688,418406,1811,377151,9031,356109,8914,283665,6487,218123,6580,385007,1686,5069002,35057,280112,7450,949338,14367,127891,5094,279073,8538,290794,5999,309096,6723,328078,9137,330229,9811,357136,5941,358200,4938,331698,8434,314904,7922,257764,6877,200314,6085,354375,3694,879397,32000,73899,5885,175269,13166,37047,3454,113516,8469,104310,5404,77790,5618,66388,5543,56593,5065,49819,4835,40629,4180,25295,3001,23456,3649,9899,1840,7660,1453,17827,2460,122594,9847,7564,1974,17306,3538,11022,2364,15934,2407,13590,2031,9931,1835,8687,1605,5994,1830,6490,1799,6476,1646,6739,1784,4336,1187,3182,1057,2625,1102,2718,928,222725,11873,11805,2334,27966,4643,11255,1956,29103,3843,27688,4040,18823,2578,12475,2171,11588,2063,10529,2020,11351,2103,11628,2102,11727,1826,11357,2300,6832,1496,8598,1775,39068,6046,1445,694,6756,2507,2298,880,7429,2148,4492,1402,2926,927,2571,887,1167,566,1113,473,1750,695,1791,1141,1686,772,1463,519,692,384,1489,665,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2888304,2453,161149,3405,516679,2853,91131,4765,199923,5775,187054,4030,180993,4314,189081,6175,182762,5377,201844,2764,203200,2596,181907,5316,172506,5257,134352,4262,100918,4412,184805,2088,2387806,18627,121453,4135,420458,7037,62804,4181,124856,5810,127783,4593,138721,4529,150838,5817,155057,5540,178528,3238,182844,3030,166935,5387,161994,5145,126772,4206,95660,4283,173103,2525,292197,14369,25797,2922,63630,6091,12300,1872,44985,4459,32535,2983,22339,2784,22595,2912,15350,2100,12236,1733,11824,1892,9009,1588,6104,1271,3938,889,2898,864,6657,1085,120800,10915,8162,1607,19391,3619,9978,1680,18626,2591,14889,2703,12290,2238,8794,2068,7102,1415,6219,1534,4200,1225,2383,1147,2523,974,1561,578,1477,667,3205,1032,79127,7901,5461,1507,11891,2285,5535,1809,10191,2089,9274,1964,7172,1570,6585,1657,4635,1081,4660,1500,3892,970,3454,1076,1885,677,1972,844,725,473,1795,639,8374,2099,276,228,1309,689,514,336,1265,599,2573,1406,471,440,269,187,618,430,201,258,440,341,126,190,0,273,109,161,158,189,45,81,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36907897,10889,2087432,11049,6778331,3238,1162299,7980,2782635,8205,2731727,4755,2591726,4463,2593596,19915,2597469,19550,2681080,4561,2564457,3771,2187492,16523,1880158,15941,1321045,11242,970000,10844,1978450,2923,30790221,71574,1623592,14121,5759234,22861,869047,10449,1963437,19253,1913053,15946,1964528,13245,2125523,18798,2205034,20287,2356858,11560,2302502,10349,1988148,15534,1736909,15304,1229874,12014,910829,10747,1841653,7122,4318755,60629,354115,9676,803759,20881,156823,7755,538182,15587,558660,14946,442922,12081,337985,9126,285353,10880,237410,10635,186680,8622,138247,7484,94259,6076,56025,4459,35867,3255,92468,5903,1094532,28856,72296,5456,127466,8102,95092,9393,165348,11474,150541,7455,115442,6559,82568,5912,66243,4768,56062,4071,46306,3388,35713,3901,26688,2704,19030,2615,11987,2062,23750,2691,444749,18415,26851,3657,50944,5462,29034,3484,73096,5168,75079,4863,45078,4435,29756,3358,22107,2499,19537,2521,17769,2787,16487,2572,12461,1988,8047,1606,6108,1287,12395,1973,259640,13144,10578,1999,36928,3933,12303,2047,42572,4696,34394,4043,23756,2921,17764,2470,18732,2887,11213,1629,11200,1702,8897,1471,9841,1882,8069,1602,5209,1151,8184,1587,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4988190,3936,281396,3746,886401,2296,142159,3420,350189,4168,370746,2731,357553,2567,359013,8527,344493,8435,368954,2546,372097,2859,331534,7176,272017,6838,180295,3880,130549,4062,240794,1941,4042039,25546,219030,5175,747980,9052,85700,4157,190790,6519,231742,6925,265920,5230,291929,8664,287148,8751,323597,4168,332695,4044,300103,6664,249580,7297,170658,4038,124044,4186,221123,2495,489557,19978,33995,3242,82338,6813,20359,2783,79376,5761,70931,4421,49864,4265,36384,4079,30391,3667,25684,2836,18367,2635,15329,2728,10658,2068,3542,872,2393,794,9946,1553,235856,13821,13995,2374,28307,3965,18498,2489,43531,4828,36744,3708,22831,2947,13713,1977,13803,2240,10374,1715,11386,2195,7449,1708,4729,1174,3422,900,2336,683,4738,972,186366,9897,11930,2118,23998,3899,15343,2281,29545,3601,25396,3398,15584,2221,14517,2711,11078,1902,8195,1712,8652,1751,7967,1644,6436,1489,2074,620,1191,730,4460,1090,34372,4253,2446,967,3778,991,2259,837,6947,1551,5933,1727,3354,982,2470,801,2073,816,1104,603,997,498,686,426,614,408,599,559,585,363,527,355,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541146,2779,165758,2783,613603,884,99458,1602,227944,1816,213895,1541,207855,2125,223564,5486,260553,5398,289632,1502,285394,1527,236797,4968,208540,4926,150841,3421,107816,3175,249496,1210,3100742,16358,136527,3929,553151,5639,75557,3078,165983,4044,151725,3928,164492,3832,192392,5426,233279,5445,263202,3032,262206,2827,222743,5156,197145,5015,143203,3466,103201,3105,235936,2201,271709,14248,19498,2827,43340,5091,5638,1313,34788,3220,38054,3669,27161,3183,19757,2475,16019,2006,17603,2471,15937,1733,9793,1663,7060,1318,5378,1325,2745,658,8938,1643,71195,6597,2669,759,6054,1544,7742,1978,12533,2321,11586,1736,5950,1305,3956,1157,6155,1535,4619,1175,3380,1080,1568,540,1671,607,725,409,362,264,2225,752,77333,6651,5868,1239,8217,2005,9666,1983,12132,1980,9665,1618,8067,1610,5794,1242,3355,956,3806,1204,3551,1294,2205,859,1423,801,896,543,748,431,1940,600,20167,2860,1196,594,2841,1067,855,492,2508,767,2865,783,2185,795,1665,674,1745,730,402,288,320,215,488,323,1241,758,639,492,760,536,457,292,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,889812,1573,46138,1594,149974,653,30777,1511,62144,1811,56306,1072,54210,1120,56408,2851,59828,3347,67087,1636,65867,967,60591,3239,51012,3250,43088,2111,29582,2234,56800,656,764640,9145,37276,2346,130975,2988,19801,1928,42901,3138,40860,2379,43857,1952,48597,2858,53800,3359,61936,2001,59948,1731,56196,3134,46863,3147,40467,2059,28368,2194,52795,1123,82530,8456,7162,1899,14053,2690,4288,1136,12036,2773,10902,2140,6841,1608,6152,1514,4447,1184,3551,989,3974,1240,2705,979,2248,735,1025,314,712,573,2434,778,7471,1626,75,126,1051,677,738,323,912,661,770,447,777,518,270,260,393,292,102,110,593,526,426,357,489,571,108,178,237,243,530,510,30759,4030,1548,806,3280,1301,4656,1345,5424,1308,3161,928,2372,871,1315,552,1057,608,1498,532,1352,642,1250,675,1210,527,1432,705,265,191,939,489,4412,1791,77,136,615,600,1294,1256,871,350,613,442,363,377,74,120,131,137,0,265,0,265,14,24,202,220,56,93,0,265,102,137,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,596747,1124,25155,1123,68406,163,25519,2255,60843,2203,70750,594,55572,129,43145,2562,38259,2480,38351,448,37026,398,32932,1749,31362,1784,22724,1292,14786,1317,31917,583,474676,8281,19739,1738,59100,2118,17274,2164,34660,2901,43432,2416,42185,2022,35635,2366,31978,2568,33018,1309,33195,1095,29879,1704,28929,1869,21487,1368,14002,1386,30163,882,63766,6163,4336,1226,7623,1968,2572,1051,9943,2102,12304,1790,7251,1480,3912,1156,3633,1018,3371,1002,2483,967,2382,970,1303,674,701,409,590,411,1362,640,0,292,0,292,0,292,0,292,0,292,0,292,0,292,0,292,0,292,0,292,0,292,0,292,0,292,0,292,0,292,0,292,51244,4828,914,615,1248,744,4918,1623,14484,2123,13696,1991,5303,1377,3022,1147,2038,726,1595,676,1180,445,671,367,1053,472,536,285,194,199,392,260,7061,1472,166,170,435,326,755,507,1756,611,1318,814,833,416,576,269,610,559,367,231,168,224,0,292,77,127,0,292,0,292,0,292,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18647600,7733,872260,7986,2931533,5076,518899,6453,1247729,7723,1160768,5437,1110182,5151,1192343,15439,1245648,14405,1398866,5021,1341102,4310,1216969,13596,1138102,13803,966280,11440,772404,11500,1534515,3406,15554008,45602,674597,10140,2444289,18866,383163,7972,864504,11863,805794,11732,836151,9419,963149,15527,1050151,14409,1209184,9553,1177133,8354,1077402,14195,1033614,14013,889065,10683,720685,11235,1425127,7121,1912631,37220,140869,7764,335056,13383,60782,4235,233104,9855,222604,9325,174837,8055,145499,7502,125789,6719,120102,6432,102098,6100,80990,7053,51793,4644,33289,3040,24923,3097,60896,3924,546899,20448,27535,3635,66480,6493,44634,4610,86252,6588,70102,4798,49606,4467,40515,4358,30692,2977,33380,4092,25116,2773,22614,2933,16802,2489,9341,1895,7394,1630,16436,2347,482889,22701,25233,2897,61707,7038,24545,3911,46752,4422,45839,4757,36934,4030,32413,3617,29246,3804,28373,3689,28541,3723,27628,3247,27692,3072,26632,3179,14413,2197,26941,3102,151173,10799,4026,1195,24001,4035,5775,1550,17117,3797,16429,3158,12654,2325,10767,2220,9770,2233,7827,1455,8214,1756,8335,1682,8201,1838,7953,1618,4989,1486,5115,1437,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
