GEO_ID,B01001G_001E,B01001G_001M,B01001G_002E,B01001G_002M,B01001G_003E,B01001G_003M,B01001G_004E,B01001G_004M,B01001G_005E,B01001G_005M,B01001G_006E,B01001G_006M,B01001G_007E,B01001G_007M,B01001G_008E,B01001G_008M,B01001G_009E,B01001G_009M,B01001G_010E,B01001G_010M,B01001G_011E,B01001G_011M,B01001G_012E,B01001G_012M,B01001G_013E,B01001G_013M,B01001G_014E,B01001G_014M,B01001G_015E,B01001G_015M,B01001G_016E,B01001G_016M,B01001G_017E,B01001G_017M,B01001G_018E,B01001G_018M,B01001G_019E,B01001G_019M,B01001G_020E,B01001G_020M,B01001G_021E,B01001G_021M,B01001G_022E,B01001G_022M,B01001G_023E,B01001G_023M,B01001G_024E,B01001G_024M,B01001G_025E,B01001G_025M,B01001G_026E,B01001G_026M,B01001G_027E,B01001G_027M,B01001G_028E,B01001G_028M,B01001G_029E,B01001G_029M,B01001G_030E,B01001G_030M,B01001G_031E,B01001G_031M,NAME,B01001G_001MA,B01001G_001EA,B01001G_002MA,B01001G_002EA,B01001G_003EA,B01001G_003MA,B01001G_004EA,B01001G_004MA,B01001G_005MA,B01001G_005EA,B01001G_006EA,B01001G_006MA,B01001G_007MA,B01001G_007EA,B01001G_008MA,B01001G_008EA,B01001G_009EA,B01001G_009MA,B01001G_010EA,B01001G_010MA,B01001G_011MA,B01001G_011EA,B01001G_012EA,B01001G_012MA,B01001G_013MA,B01001G_013EA,B01001G_014MA,B01001G_014EA,B01001G_015EA,B01001G_015MA,B01001G_016MA,B01001G_016EA,B01001G_017MA,B01001G_017EA,B01001G_018MA,B01001G_018EA,B01001G_019MA,B01001G_019EA,B01001G_020EA,B01001G_020MA,B01001G_021EA,B01001G_021MA,B01001G_022EA,B01001G_022MA,B01001G_023MA,B01001G_023EA,B01001G_024EA,B01001G_024MA,B01001G_025MA,B01001G_025EA,B01001G_026MA,B01001G_026EA,B01001G_027EA,B01001G_027MA,B01001G_028EA,B01001G_028MA,B01001G_029EA,B01001G_029MA,B01001G_030MA,B01001G_030EA,B01001G_031EA,B01001G_031MA,state
0400000US13,178891,10595,85766,5899,17635,2155,12575,1931,11320,2114,6051,1413,3412,1161,5405,1324,4690,1123,4912,1110,7820,1597,5732,1160,3756,986,1484,595,974,713,0,300,93125,6533,15463,2500,13230,2408,12532,2291,5328,1243,3997,1271,7413,1776,6237,1338,4857,1110,7695,1224,7253,1316,4856,1113,2780,980,1139,595,345,255,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,324109,11358,165812,6005,21627,1884,17901,1783,15492,1832,10956,1262,6578,1013,14643,1795,10767,1341,10562,1644,18965,2187,16998,1836,12033,1454,6852,1118,1813,595,625,305,158297,6923,19111,2014,16460,1621,16377,1748,9648,1235,6669,1255,12044,1596,10720,1365,10082,1504,17291,1902,17054,1652,12087,1417,6670,1199,2583,571,1501,506,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,36593,3845,18528,2601,2599,875,2472,827,2358,668,1316,551,1010,417,2301,953,874,364,856,408,1493,586,1442,541,1082,524,415,251,310,319,0,267,18065,2298,1976,689,3357,913,1539,621,1077,608,836,421,1047,572,1901,703,1004,441,1871,749,1228,478,1191,552,566,355,213,240,259,187,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,242619,11153,119363,6202,20772,2454,20648,2076,14910,1738,7353,1612,4067,1016,7576,1465,7753,1437,7044,1457,11366,1974,8707,1413,5319,1082,2743,760,1040,455,65,75,123256,7146,21653,2230,18715,2423,15611,2286,8220,1507,5041,1238,8879,1769,7059,1461,7206,1239,10845,1971,7440,1229,6061,1104,3999,846,1696,572,831,454,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,128676,8197,67449,4884,13110,2198,9264,1465,10266,1573,5203,1165,4007,982,5135,1174,2912,905,3213,996,5757,1030,3763,927,3059,724,1199,437,399,262,162,151,61227,4765,11318,1811,8263,1374,10063,1773,3960,1023,3587,1035,4162,936,2829,864,2282,828,4542,965,4121,826,3418,897,1890,652,561,309,231,192,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,55301,4856,29512,3303,4918,1083,4076,912,4354,1077,2016,594,1752,727,2246,823,1785,828,1618,613,2843,924,1746,571,1347,443,565,356,246,193,0,228,25789,2630,4592,1058,3781,943,3898,788,1968,543,1200,656,1883,825,1940,788,1385,571,2257,724,1367,461,754,339,581,320,146,127,37,61,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,89392,5428,44445,3247,8433,1374,7409,1356,4776,1093,2765,917,1886,645,4277,1212,2633,699,2936,891,2928,860,2996,670,1601,538,1273,450,340,286,192,156,44947,3658,7205,1269,6594,1172,5285,1152,2973,911,1801,701,3652,904,3190,971,2324,647,3666,964,3986,968,2081,604,977,437,869,392,344,250,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,71454,5462,36906,3551,6218,1405,6911,1440,5511,1420,2765,825,1660,658,2037,796,1418,653,1143,655,3940,1099,2404,869,1610,587,951,417,261,166,77,143,34548,3084,6390,1559,5164,1164,5094,1413,2374,799,1590,925,1891,782,2202,743,1873,794,2141,626,2192,807,1548,616,1384,878,477,297,228,219,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,69766,5753,34727,3571,5715,1210,4533,1148,3459,959,2243,695,805,554,3664,1049,2536,875,2006,835,3290,1069,3231,821,1834,650,976,392,391,281,44,52,35039,3589,7306,1545,4322,1089,3967,1125,1599,701,1662,658,2301,919,1955,677,1153,474,2528,770,3357,777,2837,774,1134,414,665,347,253,211,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,23570,2152,11545,1482,1843,651,1494,504,1757,650,708,370,179,163,1121,537,485,296,598,401,806,313,1201,410,523,307,606,267,168,151,56,79,12025,1561,1480,551,2070,562,1092,386,700,357,363,264,898,559,521,303,721,358,1419,637,1020,416,1336,421,271,179,101,106,33,58,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,159899,9557,75834,5720,11879,2193,10875,1994,10512,1730,4155,1032,3288,768,7112,1511,3998,1145,4069,1019,7272,1365,5946,1544,4408,1046,1206,495,693,355,421,353,84065,5780,12722,2205,12018,2231,10255,2098,5723,1218,3025,952,7682,1604,4957,1161,3850,851,7431,1488,7178,1117,5473,1332,2524,668,950,447,277,233,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,180734,11073,87049,6198,12467,1991,10375,2100,6915,1308,4357,970,3655,1099,8177,1628,8726,1809,7229,1552,9974,1808,7207,1481,4763,1239,2430,742,594,319,180,158,93685,6335,13035,1957,8905,1526,8702,1603,5444,1412,4558,1050,8294,1602,7639,1393,6262,1559,11487,1967,8849,1768,6258,974,2274,749,1549,597,429,289,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,241792,10013,121443,5447,19468,2304,15985,1591,19018,2230,8825,1323,5578,1339,9002,1839,7206,1276,6072,1158,11209,1540,9430,1343,5232,893,3380,823,939,441,99,114,120349,6488,18619,2130,15567,2092,17155,2165,9575,1550,5455,1095,8119,1543,6309,1406,6266,1385,11290,1419,8576,1365,7022,1090,3703,982,1657,593,1036,423,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,127859,7699,62391,4817,13540,1786,10705,1760,7933,1477,5000,1052,2617,681,4649,972,3513,923,2770,795,4734,936,3601,839,1858,703,1199,438,213,146,59,83,65468,4978,11023,1817,10010,1576,8609,1560,4533,1103,2487,755,4781,1251,4700,1089,3677,814,6008,1335,4962,942,2693,682,1048,464,545,281,392,355,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,31832,4882,16377,2892,2711,1029,3077,1173,2848,929,1216,586,439,535,917,546,634,408,463,321,1539,755,1326,541,677,363,472,295,0,287,58,93,15455,2708,2678,1012,2748,1241,1137,511,736,411,610,474,1075,711,591,391,452,291,1637,814,1759,735,1127,463,529,415,78,116,298,238,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,132531,7992,66516,5249,11009,2079,7914,1618,7177,1444,4518,1054,2858,913,5906,1510,4217,1248,3769,752,6149,1184,7176,1254,3478,835,1337,423,818,401,190,189,66015,4486,11375,1862,9104,1587,6541,1455,4363,1095,2638,796,3466,840,4599,1223,4337,1095,6586,1277,5958,1138,3824,996,1549,488,898,500,777,405,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,23883,2974,12394,1930,1811,719,1282,570,1669,903,768,349,458,388,1528,764,519,303,342,305,1398,526,1152,541,802,355,489,418,176,171,0,237,11489,1888,1843,628,1245,603,1822,654,399,280,593,412,732,372,570,339,434,284,1021,536,938,510,1118,440,567,373,207,146,0,237,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,40109,4277,19742,2516,3759,925,2756,912,2966,1032,880,449,885,451,2166,704,1560,513,950,543,1768,694,1191,479,471,283,390,254,0,228,0,228,20367,2541,3915,1054,3844,928,2008,657,1109,459,695,492,1841,700,706,417,2149,773,1735,527,1239,561,568,316,396,237,154,140,8,14,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,105118,7658,51829,4642,7503,1403,6789,1650,7992,1600,3224,923,783,400,3795,1022,4183,1080,4487,1036,5071,1267,3794,1009,3061,1080,944,451,152,177,51,63,53289,4332,8752,1635,6763,1410,5734,1433,2454,909,1433,607,4367,1380,4406,1222,4350,1122,6162,1235,3916,1001,2653,972,1632,792,610,349,57,96,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,21147,2344,9846,1531,1323,522,1513,631,1090,498,663,348,538,426,436,281,466,329,429,336,937,387,1123,493,817,430,377,255,77,79,57,74,11301,1597,1649,638,1309,521,1344,521,350,247,251,216,400,287,702,491,722,407,1788,690,1133,494,1042,431,421,273,50,70,140,123,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,229312,12412,115944,7232,16002,1791,13793,2247,12598,2160,6533,1415,3579,915,9493,1634,8741,1742,8868,2066,14073,2265,11558,1827,5432,1234,3769,943,1262,436,243,250,113368,7346,14376,2234,13221,1835,13153,2184,5870,1309,3979,1053,7323,1542,7026,1315,7498,1544,14445,2046,12645,1674,6939,1353,4372,1133,2001,686,520,347,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,59222,5179,29561,2858,4984,1266,4562,1144,3374,970,1817,840,1349,678,2099,781,1169,594,1057,533,2366,662,2734,776,2117,652,1188,457,650,384,95,137,29661,3503,4292,1039,3373,841,4188,1156,2380,921,1110,726,2482,1032,1170,469,1706,748,2800,865,2320,809,1764,534,1387,529,471,276,218,204,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,513388,13896,258210,9677,37523,3082,28930,2689,27613,2847,15682,2081,10249,1737,21950,2481,17126,2124,16789,2269,28702,3032,24396,2455,15603,2114,9244,1732,3115,959,1288,538,255178,8874,34097,2951,26097,2717,25957,2911,14620,2204,12610,2085,21225,2629,16793,2030,16636,2035,27874,2362,25860,1909,17057,1843,9617,1599,4920,1065,1815,531,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,218757,11429,107258,6358,18268,2165,14933,2421,13982,1856,7778,1484,4291,1208,9593,1871,8142,1551,5469,1417,9974,2043,8715,1645,3823,864,1641,647,529,347,120,160,111499,7052,19347,2636,16731,2486,13544,2260,7127,1535,4021,1140,7914,1425,5985,1372,6787,1599,11756,1920,9041,1698,4906,1219,2635,807,1648,721,57,94,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,13775,1869,7063,1118,1814,647,1139,602,1053,597,531,217,330,275,662,336,316,298,450,310,242,166,269,179,108,89,50,55,99,153,0,211,6712,1345,1539,713,830,370,706,596,589,344,388,353,663,328,530,342,362,295,265,201,321,224,127,148,62,104,330,404,0,211,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,240569,9459,116774,6096,20276,2164,21567,2763,17000,2328,8055,1217,4843,1115,7761,1355,6316,1290,5881,1074,7805,1401,7612,1103,5903,1043,2757,794,846,399,152,186,123795,5550,23245,2333,19020,2104,18175,2469,9287,1790,4245,1057,7610,1209,7798,1802,5595,1185,10971,1780,7099,1183,5862,1029,2932,805,1402,535,554,333,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,297782,10694,150382,6013,23703,2216,17783,2230,16936,2069,8719,1370,6726,1502,12489,1960,8677,1353,8343,1431,15028,1410,14902,1507,9320,1091,5082,726,2095,459,579,235,147400,6467,18622,2028,19389,2090,15662,1910,8047,1281,5163,1128,8607,1589,12111,1827,8212,1304,16380,1855,14786,1630,9481,1106,6770,911,3163,700,1007,380,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,137964,8568,68444,5092,10311,1842,8682,1611,8633,1654,5045,1342,2315,815,4789,1237,3965,990,3937,1288,6213,1445,7455,1155,4852,837,1393,467,708,335,146,146,69520,4950,8009,1827,7957,1404,7544,1490,4523,1011,2520,818,5524,1348,4979,1254,5123,1187,6810,1357,6931,1206,5829,1125,2589,655,662,377,520,429,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,239065,11942,118526,7088,22306,2389,17730,2163,12158,1798,9256,1730,4670,1152,10949,2019,6775,1374,7265,1432,8592,1593,7455,1247,6722,1211,2541,745,1691,556,416,288,120539,7048,22060,2613,16268,2381,13286,1564,7516,1446,6283,1381,10295,1904,7176,1405,5610,1093,9497,1564,9712,1203,6266,1191,3379,1005,2106,641,1085,605,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
