GEO_ID,B17001_001E,B17001_001M,B17001_002E,B17001_002M,B17001_003E,B17001_003M,B17001_004E,B17001_004M,B17001_005E,B17001_005M,B17001_006E,B17001_006M,B17001_007E,B17001_007M,B17001_008E,B17001_008M,B17001_009E,B17001_009M,B17001_010E,B17001_010M,B17001_011E,B17001_011M,B17001_012E,B17001_012M,B17001_013E,B17001_013M,B17001_014E,B17001_014M,B17001_015E,B17001_015M,B17001_016E,B17001_016M,B17001_017E,B17001_017M,B17001_018E,B17001_018M,B17001_019E,B17001_019M,B17001_020E,B17001_020M,B17001_021E,B17001_021M,B17001_022E,B17001_022M,B17001_023E,B17001_023M,B17001_024E,B17001_024M,B17001_025E,B17001_025M,B17001_026E,B17001_026M,B17001_027E,B17001_027M,B17001_028E,B17001_028M,B17001_029E,B17001_029M,B17001_030E,B17001_030M,B17001_031E,B17001_031M,B17001_032E,B17001_032M,B17001_033E,B17001_033M,B17001_034E,B17001_034M,B17001_035E,B17001_035M,B17001_036E,B17001_036M,B17001_037E,B17001_037M,B17001_038E,B17001_038M,B17001_039E,B17001_039M,B17001_040E,B17001_040M,B17001_041E,B17001_041M,B17001_042E,B17001_042M,B17001_043E,B17001_043M,B17001_044E,B17001_044M,B17001_045E,B17001_045M,B17001_046E,B17001_046M,B17001_047E,B17001_047M,B17001_048E,B17001_048M,B17001_049E,B17001_049M,B17001_050E,B17001_050M,B17001_051E,B17001_051M,B17001_052E,B17001_052M,B17001_053E,B17001_053M,B17001_054E,B17001_054M,B17001_055E,B17001_055M,B17001_056E,B17001_056M,B17001_057E,B17001_057M,B17001_058E,B17001_058M,B17001_059E,B17001_059M,NAME,B17001_001EA,B17001_001MA,B17001_002EA,B17001_002MA,B17001_003MA,B17001_003EA,B17001_004EA,B17001_004MA,B17001_005MA,B17001_005EA,B17001_006MA,B17001_006EA,B17001_007MA,B17001_007EA,B17001_008MA,B17001_008EA,B17001_009MA,B17001_009EA,B17001_010MA,B17001_010EA,B17001_011MA,B17001_011EA,B17001_012MA,B17001_012EA,B17001_013MA,B17001_013EA,B17001_014MA,B17001_014EA,B17001_015EA,B17001_015MA,B17001_016MA,B17001_016EA,B17001_017MA,B17001_017EA,B17001_018EA,B17001_018MA,B17001_019MA,B17001_019EA,B17001_020EA,B17001_020MA,B17001_021MA,B17001_021EA,B17001_022EA,B17001_022MA,B17001_023EA,B17001_023MA,B17001_024MA,B17001_024EA,B17001_025EA,B17001_025MA,B17001_026EA,B17001_026MA,B17001_027MA,B17001_027EA,B17001_028EA,B17001_028MA,B17001_029EA,B17001_029MA,B17001_030MA,B17001_030EA,B17001_031MA,B17001_031EA,B17001_032MA,B17001_032EA,B17001_033EA,B17001_033MA,B17001_034MA,B17001_034EA,B17001_035MA,B17001_035EA,B17001_036MA,B17001_036EA,B17001_037EA,B17001_037MA,B17001_038MA,B17001_038EA,B17001_039MA,B17001_039EA,B17001_040EA,B17001_040MA,B17001_041MA,B17001_041EA,B17001_042EA,B17001_042MA,B17001_043MA,B17001_043EA,B17001_044EA,B17001_044MA,B17001_045MA,B17001_045EA,B17001_046MA,B17001_046EA,B17001_047EA,B17001_047MA,B17001_048EA,B17001_048MA,B17001_049MA,B17001_049EA,B17001_050EA,B17001_050MA,B17001_051MA,B17001_051EA,B17001_052MA,B17001_052EA,B17001_053EA,B17001_053MA,B17001_054MA,B17001_054EA,B17001_055MA,B17001_055EA,B17001_056EA,B17001_056MA,B17001_057MA,B17001_057EA,B17001_058MA,B17001_058EA,B17001_059MA,B17001_059EA,state
0400000US01,4666970,2567,888290,22673,386449,12677,48727,3737,9182,1761,54088,4107,22030,2791,8028,1344,14881,2084,59236,4944,41595,3555,37862,3098,41456,3533,28834,2320,12552,1512,7978,1123,501841,14636,47618,3495,10090,1849,53833,4462,21315,2696,6209,1274,14589,1821,71691,4584,78304,4986,54616,3725,56315,3569,39585,2666,21987,2292,25689,2126,3778680,22820,1869842,12495,107189,4158,20193,2346,131023,5743,78021,4006,25362,2527,54817,3051,165382,5184,239517,4697,258746,4376,288165,4808,249780,2341,155221,2019,96426,1728,1908838,14932,100268,3587,18695,2058,135318,4810,65465,3906,23501,2172,50026,2501,148497,5109,227198,4965,258425,4781,294532,3810,269171,2910,176120,2520,141622,2392,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,696822,1573,69279,6120,32604,2868,5635,1192,852,292,3073,932,1767,659,619,344,891,321,4849,1171,3413,754,3606,923,3565,782,3177,763,920,554,237,206,36675,4168,4234,919,527,258,2890,714,1343,520,423,237,1519,633,7761,1773,6270,1332,3585,865,4061,922,2288,684,1044,520,730,328,627543,6406,328079,3648,21486,1647,5320,1041,26881,1974,15397,1699,5405,1047,9309,1411,28841,1599,50392,1920,44804,1384,52944,1310,43455,969,16366,917,7479,568,299464,4479,21191,1401,3955,1031,24758,1823,12710,1967,4666,959,9323,1054,26045,1893,41691,1632,40593,1262,50924,1609,38554,1084,15588,848,9466,751,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6272686,3673,1094249,33633,514202,19097,66790,5216,13004,2132,61510,5287,33613,3157,7655,1425,17545,2237,78140,5821,64718,4094,58912,4085,51472,4370,35733,3464,15473,1986,9637,1632,580047,18739,58209,4852,10453,1749,64125,5122,28051,3577,9727,1718,21547,2638,86000,4844,88277,5561,70448,4731,56641,4434,44070,3496,22731,2383,19768,2209,5178437,33939,2578612,19836,164673,5198,32986,3466,205986,7856,107923,5315,36243,3061,76176,3511,222852,6241,351227,5087,340981,4654,354494,4471,309649,3412,221238,2199,154184,2027,2599825,17918,159717,4942,34085,3143,199332,7410,97369,5719,34418,2763,64971,3089,202744,5309,331112,5266,333566,4936,370608,4773,339374,3785,240153,2712,192376,2620,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2839798,2045,534898,16599,239146,8453,32834,2963,6765,1322,32132,2611,13262,1678,3652,907,9075,1743,34700,3079,30744,2843,22761,2601,22985,2331,17255,2044,7242,1397,5739,1105,295752,10413,29525,2422,6949,1505,32101,3236,13787,1939,3702,951,9297,1614,46439,3842,42685,3609,33341,2775,27606,2451,21925,2166,11823,1540,16572,1737,2304900,16402,1147139,11020,66438,3228,15271,2174,85954,4017,43637,2940,16146,1822,29636,2199,98038,4449,147461,4122,155640,3929,172330,2918,149883,2466,103367,1952,63338,1415,1157761,12019,61934,2896,14348,1646,82971,3917,43487,3253,15437,2080,31063,2073,82871,4200,137611,3946,152560,3442,177309,3238,161447,2464,110482,1921,86241,2225,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36593372,8519,5783043,74336,2692153,43630,295177,10092,63069,5003,327551,11723,161533,8268,57969,4291,116778,5771,400246,14121,344100,9832,314313,9513,275033,7775,191731,7103,81469,4150,63184,3654,3090890,39177,292537,9649,54301,3467,325193,11966,145456,6946,55795,3852,117226,5879,450074,10107,460759,11254,395171,10888,311518,9688,220270,6714,121990,5045,140600,5972,30810329,75605,15378038,43525,973787,9627,200177,7308,1185892,14844,631206,12517,217847,5950,450781,7764,1489415,14940,2286314,11359,2230192,11450,2278198,9043,1753571,7554,966976,5626,713682,4532,15432291,42427,920041,9869,192694,6381,1145151,15697,597566,11041,210653,7030,419301,8027,1347262,12091,2134430,11303,2178815,10704,2322175,9846,1875133,6605,1099562,5481,989508,7708,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4934178,2454,659786,23009,313248,13560,38043,3267,6188,1368,37746,3344,13486,2321,6655,1615,9402,1391,58234,5171,44700,3679,30103,3348,28841,2305,23453,2239,10521,1679,5876,921,346538,12951,34903,2837,6148,1252,32217,3469,12544,1993,4288,832,8912,1405,62421,4290,55910,3644,40298,3302,34679,2718,27456,2362,11847,1563,14915,1404,4274392,23309,2145568,15240,137238,3565,27423,2470,177040,5278,83572,4379,27758,2636,59309,2892,170260,4569,317783,4560,317917,4125,333551,3565,270514,2851,135900,1884,87303,1600,2128824,13051,128139,3247,29996,2734,171609,5048,78027,4562,26991,2055,55777,2866,157110,4490,293559,4556,303638,3861,335974,3366,278231,2879,149839,2237,119934,2031,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3466977,2302,350145,15842,155499,8327,17662,2048,2466,886,16295,2501,9148,1736,3319,1063,5132,1288,20891,2997,20706,2703,18725,2259,18651,2119,13145,1980,5072,1173,4287,885,194646,10084,15052,2193,2782,974,16792,2739,7752,1432,1637,580,5461,1136,27335,2959,31617,3292,22499,2417,24105,2518,17040,1902,10910,1337,11664,1695,3116832,15723,1526148,8202,83076,2349,18481,2098,123654,3865,65213,3053,22908,1844,44906,1891,117992,3223,181520,3339,212729,2205,257723,2653,199983,2177,113066,1612,84897,1207,1590684,10404,82878,2296,17170,1694,118486,4101,60133,3229,21180,2164,44258,2487,106474,3463,178650,3541,223882,2680,269982,2920,212662,2147,126124,1775,128805,2074,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,874321,1107,103427,8098,46341,4353,7032,1424,1230,679,7404,1419,1720,631,977,473,1227,574,6881,1758,5566,1213,4821,1233,3700,1227,2796,747,2363,845,624,315,57086,4795,5110,1200,1235,516,5950,1375,2792,800,370,265,1608,609,8430,1731,7386,1276,6193,1084,5626,1440,5685,1264,3332,962,3369,674,770894,8103,376073,4538,20824,1460,3806,934,27207,1884,15287,1686,6544,1048,10152,1257,35227,2364,46580,1759,49366,1600,59547,1450,49048,785,31275,907,21210,538,394821,5135,21510,1488,4497,983,26353,1836,13861,1792,5966,1102,9937,1287,31122,1769,48425,1279,53931,1464,62641,1643,53334,1345,34929,1099,28315,925,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,570953,564,109423,7577,45717,4777,4807,1290,1024,504,4525,1079,2648,884,441,315,2476,760,7817,1745,6076,1884,3137,946,5765,1224,4656,1095,1499,617,846,390,63706,4122,3946,919,503,450,4539,1157,2937,971,1106,512,1603,487,14215,1886,10152,1750,6234,1314,7206,1116,4842,1050,3438,880,2985,707,461530,7527,221895,4927,11709,1340,1927,605,10723,1422,4676,957,1863,634,3850,935,18868,2142,52440,1875,36535,961,31189,1150,23869,1236,14399,803,9847,440,239635,4484,12129,955,1541,637,10350,1281,5489,1156,1401,651,4140,848,20908,2208,55617,1704,34439,1424,30205,1099,29458,1083,17411,972,16547,1044,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18436788,6230,3047343,41603,1400454,21771,144911,6826,28294,3409,155670,8263,67564,4888,25407,2620,47953,3756,195092,7176,171452,7803,149818,7668,166564,7161,134123,6986,65069,4364,48537,3627,1646889,27271,138031,6771,24913,3111,147973,7450,70665,4799,20493,2571,52089,4011,220532,8318,225598,9760,202601,7447,183660,6891,155318,6650,98051,4490,106965,5439,15389445,41453,7542486,21810,389802,7024,83806,4662,500490,11561,279777,8783,93894,4624,196121,4960,629650,9081,922810,9473,1019028,8196,1142354,8043,962461,7616,738430,5294,583863,3934,7846959,26303,379999,6490,79090,5345,486773,9316,255330,7333,86372,4347,181155,5014,596230,9192,894776,10146,1023782,7576,1210991,7895,1084821,6801,822387,5430,745253,5866,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
