GEO_ID,C25095_001E,C25095_001M,C25095_002E,C25095_002M,C25095_003E,C25095_003M,C25095_004E,C25095_004M,C25095_005E,C25095_005M,C25095_006E,C25095_006M,C25095_007E,C25095_007M,C25095_008E,C25095_008M,C25095_009E,C25095_009M,C25095_010E,C25095_010M,C25095_011E,C25095_011M,C25095_012E,C25095_012M,C25095_013E,C25095_013M,C25095_014E,C25095_014M,C25095_015E,C25095_015M,C25095_016E,C25095_016M,C25095_017E,C25095_017M,C25095_018E,C25095_018M,C25095_019E,C25095_019M,C25095_020E,C25095_020M,C25095_021E,C25095_021M,C25095_022E,C25095_022M,C25095_023E,C25095_023M,C25095_024E,C25095_024M,C25095_025E,C25095_025M,C25095_026E,C25095_026M,C25095_027E,C25095_027M,C25095_028E,C25095_028M,C25095_029E,C25095_029M,NAME,C25095_001EA,C25095_001MA,C25095_002MA,C25095_002EA,C25095_003MA,C25095_003EA,C25095_004EA,C25095_004MA,C25095_005MA,C25095_005EA,C25095_006EA,C25095_006MA,C25095_007EA,C25095_007MA,C25095_008MA,C25095_008EA,C25095_009EA,C25095_009MA,C25095_010MA,C25095_010EA,C25095_011EA,C25095_011MA,C25095_012MA,C25095_012EA,C25095_013MA,C25095_013EA,C25095_014EA,C25095_014MA,C25095_015MA,C25095_015EA,C25095_016MA,C25095_016EA,C25095_017EA,C25095_017MA,C25095_018MA,C25095_018EA,C25095_019EA,C25095_019MA,C25095_020MA,C25095_020EA,C25095_021MA,C25095_021EA,C25095_022EA,C25095_022MA,C25095_023MA,C25095_023EA,C25095_024MA,C25095_024EA,C25095_025MA,C25095_025EA,C25095_026MA,C25095_026EA,C25095_027MA,C25095_027EA,C25095_028EA,C25095_028MA,C25095_029EA,C25095_029MA,state
0400000US01,1272846,12811,79026,4685,6938,1143,58314,3951,13774,1923,139367,5669,58243,3713,81124,4795,0,273,209312,7597,129348,6268,79964,4074,0,273,200832,7156,147776,6525,53056,3596,0,273,248018,8060,211608,7778,36410,2697,0,273,155860,6943,145916,6698,9944,1371,0,273,240431,6436,233912,6513,6519,1187,0,273,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,162785,3878,4466,1065,278,290,3848,984,340,238,7761,1088,3153,685,4608,850,0,246,15521,1597,7052,1055,8469,1374,0,246,15681,1595,7974,1058,7707,1361,0,246,29589,2456,20342,2053,9247,1491,0,246,26024,2621,20642,2102,5382,1247,0,246,63743,3528,60145,3587,3598,958,0,246,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1522938,13309,66056,4987,6172,1069,42469,3608,17415,2370,124447,4572,45002,2744,79445,4073,0,305,228624,7497,112426,5672,116198,5698,0,305,225847,6948,126451,5432,99396,5028,0,305,317033,8704,218441,7526,98592,4491,0,305,211228,7525,177892,6924,33336,2662,0,305,349703,8106,328182,7920,21521,2162,0,305,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,751568,9191,38383,3345,5457,1070,26696,2781,6230,1322,84997,4259,42818,3054,42179,2886,0,273,142483,5398,99013,4231,43470,3269,0,273,124874,5312,102998,4737,21876,2276,0,273,148403,5515,135415,5273,12988,1916,0,273,91736,4549,88641,4365,3095,810,0,273,120692,5237,117872,5146,2820,767,0,273,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6903175,27402,207628,6503,9502,1424,144489,5887,53637,3549,398638,10787,118742,4643,279896,9376,0,294,720820,12627,284920,7511,435900,10352,0,294,763844,14591,312124,8589,451720,11914,0,294,1208016,16435,579047,11628,628969,12673,0,294,1008836,14248,586046,10912,422790,9141,0,294,2595393,21382,2059465,18659,535928,11817,0,294,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1292792,11248,41247,2803,2225,807,29694,2568,9328,1289,80376,4305,23771,2116,56605,3754,0,279,151717,6692,65343,3550,86374,4660,0,279,164861,5244,84761,3482,80100,4774,0,279,252933,7011,167651,6010,85282,4520,0,279,202304,6017,166847,5317,35457,2465,0,279,399354,7891,370883,7753,28471,2405,0,279,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,923617,8286,20590,2323,0,281,15426,1980,5164,1264,45285,3476,3611,809,41674,3516,0,281,83471,4416,21717,2399,61754,3766,0,281,96610,4101,40382,2578,56228,3101,0,281,162648,6523,84594,4359,78054,4249,0,281,143613,5831,97046,4686,46567,3394,0,281,371400,7169,332164,6585,39236,2862,0,281,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,239884,4113,8068,1440,180,185,6781,1401,1107,425,16261,1869,5548,1139,10713,1503,0,265,27976,2273,12755,1494,15221,1862,0,265,31584,1956,17066,1336,14518,1474,0,265,49375,2929,33203,2830,16172,2000,0,265,36402,2845,29704,2358,6698,1310,0,265,70218,3309,66437,3133,3781,921,0,265,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,107193,3924,4775,925,0,292,3752,861,1023,472,4426,889,1016,409,3410,784,0,292,7522,1179,2754,831,4768,1031,0,292,9087,1492,4065,939,5022,1071,0,292,15207,1762,8171,1112,7036,1378,0,292,12069,1467,8235,1220,3834,895,0,292,54107,3007,48888,2979,5219,1245,0,292,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4794130,25332,254799,8514,14047,2120,178885,7227,61867,4143,460815,11038,122453,4949,338362,10376,0,310,788628,13703,358367,8852,430261,9348,0,310,737797,11962,401284,8396,336513,8281,0,310,952281,17385,641755,14579,310526,9271,0,310,612016,13090,489476,11382,122540,5826,0,310,987794,16082,890067,15637,97727,4975,0,310,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2304165,17073,108723,5395,7512,1249,78150,4250,23061,2647,197536,7595,65815,3484,131721,7158,0,300,336397,9320,155809,5550,180588,7134,0,300,314846,8799,179144,6478,135702,5907,0,300,475910,10940,348525,8929,127385,5914,0,300,312138,10197,273785,9124,38353,3359,0,300,558615,9132,528204,8996,30411,2549,0,300,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
