GEO_ID,C17012_001E,C17012_001M,C17012_002E,C17012_002M,C17012_003E,C17012_003M,C17012_004E,C17012_004M,C17012_005E,C17012_005M,C17012_006E,C17012_006M,C17012_007E,C17012_007M,C17012_008E,C17012_008M,C17012_009E,C17012_009M,C17012_010E,C17012_010M,C17012_011E,C17012_011M,NAME,C17012_001EA,C17012_001MA,C17012_002EA,C17012_002MA,C17012_003MA,C17012_003EA,C17012_004EA,C17012_004MA,C17012_005MA,C17012_005EA,C17012_006EA,C17012_006MA,C17012_007MA,C17012_007EA,C17012_008EA,C17012_008MA,C17012_009MA,C17012_009EA,C17012_010MA,C17012_010EA,C17012_011MA,C17012_011EA,state
0400000US01,1227884,13886,180849,6757,43004,3508,100599,5453,31817,3161,5429,1405,1047035,12901,602356,9935,377244,8612,64552,3795,2883,879,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,170859,4484,12277,1505,1887,674,7174,1258,2755,705,461,144,158582,4656,73769,3624,65219,3373,16932,2062,2662,708,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1548428,12546,194239,8312,41563,3492,92032,5278,51189,4093,9455,1884,1354189,11236,749893,10144,473172,7986,120429,5406,10695,2031,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,761361,9102,107243,4728,23717,2577,55814,3547,23543,2474,4169,1328,654118,7896,378040,6117,226882,6368,45545,2641,3651,1128,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8507856,27357,1003305,17807,203145,6923,484923,13469,269463,8459,45774,3674,7504551,26422,3751772,22878,3037625,24229,656783,13916,58371,3962,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1258885,11852,118446,6082,24524,2327,62853,4511,27915,3403,3154,1040,1140439,10316,604909,9413,435784,9178,93253,5169,6493,1597,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,890770,9681,63695,4324,13577,2007,35382,3363,13310,2085,1426,664,827075,9311,438304,7177,326172,7373,60591,3761,2008,854,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,221233,4976,17881,2221,3101,809,9482,1635,4176,1191,1122,577,203352,5101,111879,3665,76000,3658,14259,1714,1214,534,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,101519,4051,14285,1749,3389,846,6947,1382,2911,895,1038,456,87234,3887,49653,3225,32243,2452,5007,1048,331,269,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4556930,26451,548767,9830,159381,6703,276681,8203,96653,6259,16052,2383,4008163,23287,2396356,18787,1372188,16752,227527,7555,12092,1891,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
