GEO_ID,C17010_001E,C17010_001M,C17010_002E,C17010_002M,C17010_003E,C17010_003M,C17010_004E,C17010_004M,C17010_005E,C17010_005M,C17010_006E,C17010_006M,C17010_007E,C17010_007M,C17010_008E,C17010_008M,C17010_009E,C17010_009M,C17010_010E,C17010_010M,C17010_011E,C17010_011M,C17010_012E,C17010_012M,C17010_013E,C17010_013M,C17010_014E,C17010_014M,C17010_015E,C17010_015M,C17010_016E,C17010_016M,C17010_017E,C17010_017M,NAME,C17010_001EA,C17010_001MA,C17010_002EA,C17010_002MA,C17010_003EA,C17010_003MA,C17010_004MA,C17010_004EA,C17010_005MA,C17010_005EA,C17010_006EA,C17010_006MA,C17010_007MA,C17010_007EA,C17010_008EA,C17010_008MA,C17010_009EA,C17010_009MA,C17010_010MA,C17010_010EA,C17010_011MA,C17010_011EA,C17010_012MA,C17010_012EA,C17010_013EA,C17010_013MA,C17010_014EA,C17010_014MA,C17010_015MA,C17010_015EA,C17010_016EA,C17010_016MA,C17010_017MA,C17010_017EA,state
0400000US01,1227884,13886,180849,6757,56212,3459,33947,3137,124637,6103,16878,2581,11713,2308,107759,4952,92185,5048,1047035,12901,812734,12086,318800,8162,234301,7336,62430,4463,31196,2988,171871,6410,94683,5526,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,170859,4484,12277,1505,3588,812,2543,720,8689,1163,1709,583,1449,528,6980,1013,6398,1030,158582,4656,124381,4730,61176,3711,34201,2515,12502,1832,7948,1414,21699,2139,15689,1848,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1548428,12546,194239,8312,81946,4465,56646,3549,112293,6405,23173,2641,18026,2342,89120,6024,78004,5718,1354189,11236,1052283,11352,419009,9527,301906,8970,100599,6134,58154,4482,201307,6753,127133,5496,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,761361,9102,107243,4728,37321,2720,22949,2448,69922,4568,12037,2148,8718,1836,57885,3869,51859,3654,654118,7896,517625,8143,198392,5198,136493,5972,39583,3040,19458,2075,96910,4853,58228,4086,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8507856,27357,1003305,17807,437443,10169,323284,8258,565862,14438,121378,7334,95564,6653,444484,10980,381312,9627,7504551,26422,5645123,26318,2740718,21864,1859428,20517,615248,12067,316861,8715,1244180,18019,695200,16010,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1258885,11852,118446,6082,45684,3914,29639,3031,72762,4791,13751,2325,11170,2064,59011,3914,53113,3755,1140439,10316,913940,10744,400859,8983,226499,6124,76767,4664,44631,3847,149732,5449,90040,4121,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,890770,9681,63695,4324,18642,2308,10816,1595,45053,3592,5956,1524,4587,1333,39097,3313,34715,3287,827075,9311,637987,8316,282008,6390,189088,6835,52369,3990,25148,2794,136719,6555,81615,5026,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,221233,4976,17881,2221,5527,1251,3527,1118,12354,1739,1957,722,1744,700,10397,1518,9509,1506,203352,5101,156048,4811,63099,3084,47304,3417,12167,1778,6567,1261,35137,3242,21807,2712,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,101519,4051,14285,1749,1765,604,847,421,12520,1612,1209,562,812,429,11311,1444,9237,1347,87234,3887,55510,2748,21513,1875,31724,2645,7531,1181,3466,870,24193,2321,12602,1653,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4556930,26451,548767,9830,218862,8016,123845,6358,329905,9401,58942,4362,39589,3835,270963,8493,225952,8329,4008163,23287,3089022,22163,1110833,14882,919141,15599,254363,9459,125769,6790,664778,11688,375205,8792,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2385969,17984,325880,9256,111597,5605,75806,5052,214283,8016,32918,3142,23308,2848,181365,7566,154078,6444,2060089,17879,1577299,16800,704888,12254,482790,11183,128083,5569,65464,4078,354707,9636,217799,7898,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,303075,5409,22324,2366,9494,1643,5047,1184,12830,1819,1863,773,1543,718,10967,1632,9174,1453,280751,5326,214908,5213,95220,3959,65843,3781,22384,2767,8926,1499,43459,2637,21909,2329,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,401806,7285,46538,2990,23336,2353,15060,1913,23202,2599,4750,1116,3734,1055,18452,2297,16535,2149,355268,7116,298793,6711,129018,4857,56475,3535,18833,2351,11791,1917,37642,2782,25385,2317,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3133813,17339,314986,8610,105563,5863,74602,4902,209423,7163,34831,3007,25735,2960,174592,6514,151814,6334,2818827,14565,2195446,14935,973854,12009,623381,10814,185366,6673,95258,5464,438015,9314,246015,8073,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1656386,11547,181892,6598,63741,3808,42571,3315,118151,5751,19998,2803,15588,2505,98153,5297,87934,4771,1474494,11123,1172777,11602,477029,9332,301717,7236,90665,4449,52907,3755,211052,5960,126176,5052,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,793768,7580,65423,3399,25747,2356,16095,1758,39676,3011,5367,1054,3784,845,34309,2802,31889,2687,728345,7976,607855,8340,239350,5842,120490,5043,41462,3154,25411,2501,79028,3985,48990,3191,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,721592,9016,68317,4100,22530,2426,15685,2180,45787,3510,7354,1360,6093,1305,38433,3525,35153,3468,653275,9369,536669,8309,218687,6293,116606,4564,39338,3043,23865,2470,77268,4092,50043,3214,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1126685,9960,163415,6061,61906,4066,35678,2914,101509,4591,19294,2346,13910,1993,82215,4449,72213,3853,963270,10364,771966,10441,305947,7400,191304,7057,57538,4091,30218,3063,133766,5761,76759,4563,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1129117,11989,163646,5973,38472,3191,22769,2485,125174,5294,15315,1986,11529,1894,109859,5149,94693,4726,965471,10427,714951,9990,298634,8546,250520,7824,64245,4055,33399,3318,186275,7280,108807,5394,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,345328,4830,30399,2206,10311,1440,5235,959,20088,1722,3402,935,2346,813,16686,1587,14922,1560,314929,4967,256359,4612,89729,3945,58570,3265,20218,2216,12174,1635,38352,3025,23166,2285,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1431958,12327,94931,5235,25228,3033,15001,2482,69703,4434,11622,1860,7925,1641,58081,4272,50804,3899,1337027,12969,997385,13246,448166,9333,339642,9995,92490,5678,48604,4040,247152,8355,148648,6385,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1590257,14005,131047,6613,34122,2974,18926,2131,96925,5882,13385,1876,9441,1661,83540,5378,71265,5096,1459210,13611,1132082,12123,501524,8828,327128,9180,87015,4561,42269,3452,240113,8018,133217,5238,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2508780,17418,302858,7772,102300,4512,66258,3808,200558,6679,33163,3103,24385,2600,167395,6356,145492,5924,2205922,15946,1742794,14735,692087,10895,463128,9559,135174,6154,70597,4325,327954,8004,181122,6187,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1353758,11075,101698,3976,34533,2311,21220,2008,67165,3629,13076,1660,10640,1566,54089,3276,49934,3155,1252060,10165,1034467,10298,440294,7374,217593,6684,74681,4050,41023,3032,142912,4974,90141,4022,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,746115,9375,132450,6296,37301,3420,23224,2766,95149,5211,14315,2231,10299,1923,80834,4632,68422,4340,613665,9726,464270,7598,191993,6261,149395,6395,37085,3545,17152,2293,112310,5250,65208,4372,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1524078,14162,161889,5873,59104,3583,35065,3015,102785,5132,17917,2415,14578,2304,84868,4467,76018,4202,1362189,13252,1087397,11788,432150,8835,274792,7764,81890,4647,47056,3704,192902,6430,112040,5812,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,255199,5113,25541,2588,12047,1760,6559,1252,13494,1837,2900,967,2215,850,10594,1758,9796,1688,229658,4980,191453,4688,70503,3599,38205,2591,14026,1514,7994,1125,24179,2248,14819,1978,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
