GEO_ID,C07008_001E,C07008_001M,C07008_002E,C07008_002M,C07008_003E,C07008_003M,C07008_004E,C07008_004M,C07008_005E,C07008_005M,C07008_006E,C07008_006M,C07008_007E,C07008_007M,C07008_008E,C07008_008M,C07008_009E,C07008_009M,C07008_010E,C07008_010M,C07008_011E,C07008_011M,C07008_012E,C07008_012M,C07008_013E,C07008_013M,C07008_014E,C07008_014M,C07008_015E,C07008_015M,C07008_016E,C07008_016M,C07008_017E,C07008_017M,C07008_018E,C07008_018M,C07008_019E,C07008_019M,C07008_020E,C07008_020M,C07008_021E,C07008_021M,C07008_022E,C07008_022M,C07008_023E,C07008_023M,C07008_024E,C07008_024M,C07008_025E,C07008_025M,C07008_026E,C07008_026M,C07008_027E,C07008_027M,C07008_028E,C07008_028M,C07008_029E,C07008_029M,C07008_030E,C07008_030M,NAME,C07008_001EA,C07008_001MA,C07008_002EA,C07008_002MA,C07008_003MA,C07008_003EA,C07008_004EA,C07008_004MA,C07008_005MA,C07008_005EA,C07008_006MA,C07008_006EA,C07008_007EA,C07008_007MA,C07008_008EA,C07008_008MA,C07008_009EA,C07008_009MA,C07008_010EA,C07008_010MA,C07008_011MA,C07008_011EA,C07008_012MA,C07008_012EA,C07008_013EA,C07008_013MA,C07008_014EA,C07008_014MA,C07008_015MA,C07008_015EA,C07008_016MA,C07008_016EA,C07008_017MA,C07008_017EA,C07008_018EA,C07008_018MA,C07008_019EA,C07008_019MA,C07008_020MA,C07008_020EA,C07008_021EA,C07008_021MA,C07008_022MA,C07008_022EA,C07008_023EA,C07008_023MA,C07008_024EA,C07008_024MA,C07008_025EA,C07008_025MA,C07008_026MA,C07008_026EA,C07008_027EA,C07008_027MA,C07008_028MA,C07008_028EA,C07008_029MA,C07008_029EA,C07008_030EA,C07008_030MA,state
0400000US01,3849111,3291,1122601,16070,1854337,24359,591624,14791,280549,7959,3269324,16552,862279,16379,1674489,22605,476696,12218,255860,7638,341612,11994,153627,8146,99663,6950,73753,5470,14569,2010,137167,7931,62785,4668,43301,5086,24564,2773,6517,1461,89775,7003,39141,4173,31786,4343,15555,2322,3293,1124,11233,1910,4769,1384,5098,1269,1056,703,310,234,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,558161,1252,176431,6388,278795,8331,81556,6182,21379,1947,448674,5167,127102,5327,239195,8087,63179,5735,19198,1882,59195,4843,27682,3251,19148,3131,11122,1953,1243,640,15704,2017,7585,1354,3959,1058,3976,1017,184,128,29465,2744,11740,1501,14044,2013,3029,791,652,424,5123,1308,2322,838,2449,921,250,236,102,128,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5051999,1686,1597369,16138,2476775,22585,702681,15100,275174,7496,4061892,25132,1154655,18486,2118718,24481,544692,13460,243827,7299,667121,22379,305429,12413,232125,12367,111481,7198,18086,2434,100929,7673,46075,3988,34679,5147,16557,2639,3618,972,188896,9501,75099,5289,78293,6913,27157,3003,8347,1889,33161,4938,16111,3543,12960,2287,2794,1083,1296,557,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2329778,3252,614594,10401,1187781,15201,358767,10614,168636,5013,1946015,14411,456687,11232,1061823,15958,274204,9422,153301,4880,214917,10058,86795,6711,69730,5570,49984,4199,8408,1382,97432,8781,42470,5452,28109,3950,22879,3708,3974,1128,64208,6066,24991,3494,24886,3563,11445,1999,2886,788,7206,1944,3651,1660,3233,1001,255,263,67,89,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,29705525,3415,10695059,43466,13941170,57300,3549326,35293,1519970,16508,24846336,52111,8368467,50458,12213703,57613,2888027,29748,1376139,16239,3333641,45283,1557069,27451,1205011,28048,477009,14742,94552,4478,924335,23768,486363,17496,289378,13412,123177,5550,25417,2375,377374,14390,184864,8341,132306,9028,46217,5122,13987,1954,223839,11493,98296,7214,100772,6631,14896,2487,9875,1693,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4021728,2195,1233134,16015,2060635,20575,548132,11855,179827,5294,3248483,18471,860560,16630,1803411,21363,424941,10694,159571,5020,390278,14394,186958,8544,128738,8317,63957,3954,10625,1693,198943,11337,101202,7180,55715,5870,36826,3334,5200,1124,155045,7754,72441,5360,59000,5104,19562,2712,4042,1033,28979,3522,11973,2160,13771,2266,2846,923,389,314,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2911821,1051,960043,11980,1412013,15522,361462,9443,178303,5021,2547378,12179,772842,10898,1303654,16360,305329,8010,165553,4817,218435,10211,107364,7876,64631,5643,38171,3452,8269,1764,64081,5576,38751,4106,12944,2167,10048,1893,2338,644,65204,5032,34263,3254,22584,3457,6701,1400,1656,608,16723,2194,6823,1186,8200,1830,1213,504,487,342,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,730643,811,241059,6070,349008,9981,93267,6160,47309,2818,629233,6806,189610,7146,317992,9628,78207,5092,43424,2687,64411,6241,32374,4115,19685,3707,9622,1622,2730,1012,6789,1556,2838,1005,1380,742,2025,997,546,372,26427,3125,13909,2085,8754,1871,3179,1000,585,334,3783,1522,2328,1327,1197,740,234,264,24,41,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,520355,383,297920,6086,131641,5891,64876,3469,25918,1645,410913,6860,216814,7114,113317,5124,56433,3113,24349,1738,53496,4769,38071,3807,9066,2406,5333,1307,1026,540,0,292,0,292,0,292,0,292,0,292,49188,4326,38124,3736,7906,1961,2687,905,471,312,6758,1426,4911,1216,1352,593,423,312,72,120,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15555825,4678,4690751,30634,7325899,41305,2432755,27510,1106420,13845,13040767,33785,3595093,32626,6500440,43793,1953041,24206,992193,12923,1506155,29162,664030,18569,470377,16440,307943,12809,63805,4328,470801,16047,242320,10084,122184,8688,87705,5129,18592,2873,408541,18017,140169,9852,175198,10511,68895,5518,24279,2600,129561,8756,49139,5454,57700,6252,15171,3084,7551,1838,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
