GEO_ID,C16005_001E,C16005_001M,C16005_002E,C16005_002M,C16005_003E,C16005_003M,C16005_004E,C16005_004M,C16005_005E,C16005_005M,C16005_006E,C16005_006M,C16005_007E,C16005_007M,C16005_008E,C16005_008M,C16005_009E,C16005_009M,C16005_010E,C16005_010M,C16005_011E,C16005_011M,C16005_012E,C16005_012M,C16005_013E,C16005_013M,C16005_014E,C16005_014M,C16005_015E,C16005_015M,C16005_016E,C16005_016M,C16005_017E,C16005_017M,C16005_018E,C16005_018M,C16005_019E,C16005_019M,C16005_020E,C16005_020M,C16005_021E,C16005_021M,C16005_022E,C16005_022M,C16005_023E,C16005_023M,C16005_024E,C16005_024M,C16005_025E,C16005_025M,C16005_026E,C16005_026M,C16005_027E,C16005_027M,C16005_028E,C16005_028M,C16005_029E,C16005_029M,NAME,C16005_001MA,C16005_001EA,C16005_002MA,C16005_002EA,C16005_003EA,C16005_003MA,C16005_004MA,C16005_004EA,C16005_005EA,C16005_005MA,C16005_006MA,C16005_006EA,C16005_007MA,C16005_007EA,C16005_008MA,C16005_008EA,C16005_009MA,C16005_009EA,C16005_010MA,C16005_010EA,C16005_011MA,C16005_011EA,C16005_012EA,C16005_012MA,C16005_013MA,C16005_013EA,C16005_014EA,C16005_014MA,C16005_015EA,C16005_015MA,C16005_016MA,C16005_016EA,C16005_017MA,C16005_017EA,C16005_018EA,C16005_018MA,C16005_019EA,C16005_019MA,C16005_020EA,C16005_020MA,C16005_021MA,C16005_021EA,C16005_022MA,C16005_022EA,C16005_023MA,C16005_023EA,C16005_024MA,C16005_024EA,C16005_025EA,C16005_025MA,C16005_026MA,C16005_026EA,C16005_027EA,C16005_027MA,C16005_028EA,C16005_028MA,C16005_029MA,C16005_029EA,state
0400000US01,4477229,3071,4310550,8076,4216317,9744,67948,5334,51839,4683,16109,2358,18238,2370,15851,2340,2387,652,5380,1492,4359,1267,1021,560,2667,894,2667,894,0,273,166679,7211,30252,3349,84883,4719,17775,2514,67108,4678,20816,2717,15741,2474,5075,1393,26381,2688,10409,1476,15972,2308,4347,1555,3196,1213,1151,787,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,660403,1218,611349,4297,542635,5837,13621,2049,12017,1914,1604,633,9227,1720,8140,1615,1087,478,13928,2350,11436,2253,2492,1029,31938,2437,21897,2062,10041,1176,49054,3898,8524,1871,8329,2113,2785,982,5544,1662,7610,1942,5378,1530,2232,943,23062,2290,8984,1533,14078,2389,1529,762,847,436,682,398,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5957961,1719,5107715,17645,4235495,22491,674934,15078,574117,15793,100817,6507,42863,3937,36760,3713,6103,1399,29049,3838,22616,3498,6433,1650,125374,5691,94714,5559,30660,2598,850246,17288,129791,7546,539971,13281,173252,10139,366719,12658,68224,6023,47848,4492,20376,3212,82453,5582,39781,4481,42672,4083,29807,5255,16289,2811,13518,3481,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2727155,2544,2597841,6625,2517893,7492,59378,3713,45750,3603,13628,2125,12751,2236,11185,2019,1566,619,6147,1653,5408,1533,739,511,1672,968,1426,947,246,244,129314,6045,21604,3187,77614,4788,21929,2982,55685,4366,9850,2318,6643,2051,3207,1290,18487,2853,6229,1432,12258,2579,1759,852,1095,498,664,661,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,34820465,2428,24713091,59949,18656165,64671,4817261,33391,4011746,31230,805515,17872,420547,11453,376576,11665,43971,3337,727141,16608,595073,15445,132068,6750,91977,8185,82853,7658,9124,2133,10107374,60055,931950,22040,5242712,42523,1394956,25618,3847756,39217,1061046,26255,618070,15635,442976,16065,2630727,24055,1116962,19139,1513765,20763,240939,14420,137747,10411,103192,8547,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4706794,1540,4213718,13637,3821444,19475,315329,11770,259561,11118,55768,4464,42583,3170,37135,3156,5448,1068,24108,2995,19501,2909,4607,1319,10254,2230,9423,2251,831,381,493076,13369,80203,5007,257747,10464,72325,5222,185422,8529,63752,5955,42318,4220,21434,3142,67081,3475,26450,2959,40631,3313,24293,3226,10564,1931,13729,2830,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3375388,930,2892124,13774,2546692,14403,229740,7944,162163,7515,67577,4152,95932,5350,83750,4897,12182,1830,14392,2072,12909,1732,1483,801,5368,1735,4577,1625,791,591,483264,13762,110916,6419,124339,8337,34378,3843,89961,7577,175913,8633,92193,5500,83720,6065,58567,4796,27377,3300,31190,3078,13529,2532,7871,1851,5658,1544,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,843674,492,772425,3553,726940,5416,31155,3092,23241,2746,7914,1772,11297,2469,9342,2120,1955,892,1971,582,1590,512,381,274,1062,512,1062,512,0,265,71249,3538,15173,2292,26927,2976,8078,1927,18849,2908,13867,2056,8695,1629,5172,1266,12277,1643,8196,1265,4081,1311,3005,1240,2428,1071,577,395,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,571592,205,490512,4489,454334,4471,21030,2858,18115,2690,2915,1033,9171,1336,8189,1239,982,549,3485,957,3071,921,414,355,2492,932,2128,796,364,295,81080,4471,34185,4003,18365,2335,7856,1619,10509,2090,13450,2371,10104,1828,3346,1376,6493,1165,4162,988,2331,827,8587,2060,5718,1559,2869,983,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17775340,3060,14133038,37260,12219892,33477,1550506,23638,1257971,23409,292535,11835,289072,13709,255413,12871,33659,3578,48151,4458,40876,4105,7275,1428,25417,3912,22473,3826,2944,988,3642302,36992,687181,18354,2016149,22297,693924,17173,1322225,19266,667246,20641,350244,12930,317002,13947,210307,9075,98663,5543,111644,6767,61419,4891,36620,3482,24799,3759,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9030273,3859,8093319,15390,7678294,18100,286421,9707,223839,9601,62582,5010,72841,4769,65763,4712,7078,1465,41165,4794,33033,4140,8132,2079,14598,2938,13150,2867,1448,803,936954,14618,169980,7355,416413,9795,124369,7819,292044,9070,153075,8548,102007,6591,51068,4925,146792,6504,60011,4473,86781,5732,50694,6370,37727,4984,12967,3673,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1276928,794,1030896,12823,906671,15679,17841,2572,14880,2530,2961,856,10578,1932,8150,1625,2428,839,94858,6348,70675,5483,24183,3405,948,733,865,708,83,137,246032,12878,39664,4029,8288,2316,5556,1900,2732,1160,12047,1927,8525,1570,3522,1266,184942,10800,70679,5896,114263,9832,1091,691,815,631,276,262,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1450742,1276,1364559,4950,1282775,6478,64192,4313,55476,4253,8716,1398,10708,1925,9380,1957,1328,498,4420,1107,3965,1068,455,325,2464,676,2222,656,242,244,86183,4819,15528,2264,50879,3851,16088,1787,34791,2968,11015,2600,6757,2037,4258,1585,7036,1354,4157,1115,2879,894,1725,786,631,500,1094,588,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12010235,1928,10262643,21428,9191566,23904,765138,14470,613772,14346,151366,8037,216074,10031,189330,9083,26744,2881,58224,5056,49013,4809,9211,1538,31641,3861,27345,3611,4296,1243,1747592,21444,174524,8652,795383,14944,217212,9679,578171,14270,452167,14192,223254,8836,228913,9061,257446,6527,127534,7072,129912,5974,68072,6253,38944,4230,29128,4156,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6057306,2657,5760213,10057,5518223,12577,138575,7197,112739,7004,25836,2672,85752,7410,65286,6288,20466,3497,11685,1811,9737,1744,1948,1001,5978,1678,5335,1643,643,292,297093,9568,51877,4289,128911,5868,37388,3647,91523,4829,52278,5303,33729,4094,18549,3107,47597,4196,19521,2677,28076,3530,16430,3303,12119,2503,4311,1276,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2850218,1644,2712262,6394,2616467,6646,59760,3169,48953,2911,10807,1749,24228,2968,19819,2439,4409,1183,8745,1754,6967,1537,1778,645,3062,886,2848,872,214,183,137956,6425,23321,2972,55492,3458,15295,2292,40197,3133,22833,3163,14060,2146,8773,2013,26375,2131,11252,1678,15123,1682,9935,2236,5061,1565,4874,1567,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
