GEO_ID,B07010_001E,B07010_001M,B07010_002E,B07010_002M,B07010_003E,B07010_003M,B07010_004E,B07010_004M,B07010_005E,B07010_005M,B07010_006E,B07010_006M,B07010_007E,B07010_007M,B07010_008E,B07010_008M,B07010_009E,B07010_009M,B07010_010E,B07010_010M,B07010_011E,B07010_011M,B07010_012E,B07010_012M,B07010_013E,B07010_013M,B07010_014E,B07010_014M,B07010_015E,B07010_015M,B07010_016E,B07010_016M,B07010_017E,B07010_017M,B07010_018E,B07010_018M,B07010_019E,B07010_019M,B07010_020E,B07010_020M,B07010_021E,B07010_021M,B07010_022E,B07010_022M,B07010_023E,B07010_023M,B07010_024E,B07010_024M,B07010_025E,B07010_025M,B07010_026E,B07010_026M,B07010_027E,B07010_027M,B07010_028E,B07010_028M,B07010_029E,B07010_029M,B07010_030E,B07010_030M,B07010_031E,B07010_031M,B07010_032E,B07010_032M,B07010_033E,B07010_033M,B07010_034E,B07010_034M,B07010_035E,B07010_035M,B07010_036E,B07010_036M,B07010_037E,B07010_037M,B07010_038E,B07010_038M,B07010_039E,B07010_039M,B07010_040E,B07010_040M,B07010_041E,B07010_041M,B07010_042E,B07010_042M,B07010_043E,B07010_043M,B07010_044E,B07010_044M,B07010_045E,B07010_045M,B07010_046E,B07010_046M,B07010_047E,B07010_047M,B07010_048E,B07010_048M,B07010_049E,B07010_049M,B07010_050E,B07010_050M,B07010_051E,B07010_051M,B07010_052E,B07010_052M,B07010_053E,B07010_053M,B07010_054E,B07010_054M,B07010_055E,B07010_055M,B07010_056E,B07010_056M,B07010_057E,B07010_057M,B07010_058E,B07010_058M,B07010_059E,B07010_059M,B07010_060E,B07010_060M,B07010_061E,B07010_061M,B07010_062E,B07010_062M,B07010_063E,B07010_063M,B07010_064E,B07010_064M,B07010_065E,B07010_065M,B07010_066E,B07010_066M,NAME,B07010_001MA,B07010_001EA,B07010_002EA,B07010_002MA,B07010_003EA,B07010_003MA,B07010_004MA,B07010_004EA,B07010_005MA,B07010_005EA,B07010_006EA,B07010_006MA,B07010_007EA,B07010_007MA,B07010_008EA,B07010_008MA,B07010_009EA,B07010_009MA,B07010_010EA,B07010_010MA,B07010_011MA,B07010_011EA,B07010_012EA,B07010_012MA,B07010_013MA,B07010_013EA,B07010_014EA,B07010_014MA,B07010_015MA,B07010_015EA,B07010_016MA,B07010_016EA,B07010_017EA,B07010_017MA,B07010_018EA,B07010_018MA,B07010_019MA,B07010_019EA,B07010_020EA,B07010_020MA,B07010_021MA,B07010_021EA,B07010_022MA,B07010_022EA,B07010_023MA,B07010_023EA,B07010_024EA,B07010_024MA,B07010_025EA,B07010_025MA,B07010_026MA,B07010_026EA,B07010_027EA,B07010_027MA,B07010_028MA,B07010_028EA,B07010_029MA,B07010_029EA,B07010_030EA,B07010_030MA,B07010_031EA,B07010_031MA,B07010_032MA,B07010_032EA,B07010_033EA,B07010_033MA,B07010_034EA,B07010_034MA,B07010_035EA,B07010_035MA,B07010_036EA,B07010_036MA,B07010_037MA,B07010_037EA,B07010_038MA,B07010_038EA,B07010_039MA,B07010_039EA,B07010_040EA,B07010_040MA,B07010_041EA,B07010_041MA,B07010_042MA,B07010_042EA,B07010_043EA,B07010_043MA,B07010_044EA,B07010_044MA,B07010_045MA,B07010_045EA,B07010_046EA,B07010_046MA,B07010_047MA,B07010_047EA,B07010_048MA,B07010_048EA,B07010_049MA,B07010_049EA,B07010_050EA,B07010_050MA,B07010_051MA,B07010_051EA,B07010_052MA,B07010_052EA,B07010_053MA,B07010_053EA,B07010_054MA,B07010_054EA,B07010_055MA,B07010_055EA,B07010_056EA,B07010_056MA,B07010_057MA,B07010_057EA,B07010_058MA,B07010_058EA,B07010_059MA,B07010_059EA,B07010_060MA,B07010_060EA,B07010_061MA,B07010_061EA,B07010_062MA,B07010_062EA,B07010_063MA,B07010_063EA,B07010_064MA,B07010_064EA,B07010_065MA,B07010_065EA,B07010_066EA,B07010_066MA,state
0400000US01,3849111,3291,550688,10013,3298423,10740,846995,14446,415871,10790,593549,12733,415091,11124,414851,10152,251802,7665,95539,5549,264725,8337,3269324,16552,457686,10095,2811638,16873,680166,13096,345227,10607,500913,11676,358793,9947,366910,9770,229267,7796,87050,5066,243312,8171,341612,11994,52244,4254,289368,10691,93366,5830,45402,4412,58162,4530,34259,3328,30650,3471,13265,2027,4662,1336,9602,1843,137167,7931,23508,2712,113659,7095,45413,3690,13943,2105,20033,2703,13186,2574,9932,1729,4540,1229,2586,956,4026,1050,89775,7003,15121,2362,74654,6102,25102,3339,10445,1795,13544,2231,7020,1554,6471,1507,4129,1178,1066,451,6877,1187,11233,1910,2129,958,9104,1662,2948,995,854,505,897,544,1833,866,888,462,601,317,175,180,908,401,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,558161,1252,25609,2621,532552,2660,120077,4598,47969,3352,76424,4521,59637,3684,66950,3228,57478,4187,25209,2627,78808,3773,448674,5167,19646,2039,429028,5130,92977,3895,38918,3217,56424,3583,45237,3170,56105,3105,47538,3702,22231,2452,69598,3431,59195,4843,2649,886,56546,4762,15341,2169,3589,845,10714,1960,8081,1496,6871,1429,5183,1254,1854,769,4913,1365,15704,2017,673,317,15031,2030,5569,1310,1585,525,1932,648,1677,565,667,315,2043,975,150,139,1408,565,29465,2744,2273,763,27192,2606,5355,952,3442,961,6459,1363,3732,1318,3085,986,2295,806,560,439,2264,852,5123,1308,368,302,4755,1213,835,549,435,370,895,543,910,660,222,231,419,301,414,351,625,524,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5051999,1686,835855,13024,4216144,12702,904155,15115,482031,11680,727447,13343,564317,11703,603052,12975,364574,10657,137896,6466,432672,10416,4061892,25132,662173,11466,3399719,24648,678064,12370,389827,10392,578927,13833,451256,11525,502039,11496,307382,9699,115994,5739,376230,10284,667121,22379,113301,7223,553820,17905,141766,7583,63826,5103,106587,6618,82868,5629,72580,4587,37603,3508,14499,2535,34091,4453,100929,7673,20333,2554,80596,7362,32129,3915,8033,1720,11762,1941,10286,2439,6624,1668,5227,1407,2325,1034,4210,1000,188896,9501,27776,3074,161120,9512,45085,3861,18643,2713,26512,3168,18131,2732,19399,2594,13137,2441,4269,1052,15944,2177,33161,4938,12272,2786,20889,3258,7111,1871,1702,725,3659,1098,1776,615,2410,972,1225,650,809,674,2197,719,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2329778,3252,307296,8394,2022482,8786,494537,8574,272987,7433,397657,9825,274605,7369,262841,7543,135391,5658,56055,4000,128409,5935,1946015,14411,245868,7737,1700147,13231,386393,8285,222840,6732,332121,8854,236132,6968,231871,7153,121936,5220,50214,3565,118640,5468,214917,10058,28268,2789,186649,9049,59681,4547,31390,3125,39543,3136,23777,3245,17097,2558,7428,1611,2955,936,4778,1326,97432,8781,19555,3492,77877,6855,29000,3752,11498,2165,15402,2668,8563,1610,7159,1656,3129,1231,1168,727,1958,765,64208,6066,11669,2047,52539,5216,16863,2575,6844,1492,10135,1739,5901,1650,5744,1622,2636,838,1594,810,2822,923,7206,1944,1936,811,5270,1626,2600,1087,415,291,456,354,232,273,970,975,262,203,124,117,211,172,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,29705525,3415,5281618,36255,24423907,35764,4937202,36524,2913845,32752,4091202,36458,2765704,29119,3025024,30811,2104081,21725,949491,16805,3637358,28787,24846336,52111,4366214,33142,20480122,50557,3960573,30405,2421988,28504,3397835,37037,2316118,25160,2551157,28697,1791995,20981,822542,16182,3217914,26665,3333641,45283,576734,17049,2756907,37799,636794,17109,356572,11560,507061,13763,326106,11452,347988,12129,217510,9253,87138,4776,277738,9285,924335,23768,188240,8293,736095,20346,210984,12268,86751,5121,110174,6623,75866,5034,78516,5907,62021,5027,25419,2883,86364,5986,377374,14390,57253,5280,320121,11392,85447,6134,35327,3223,55927,4400,34722,3887,35234,3697,24089,3181,8914,1609,40461,4130,223839,11493,93177,7031,130662,7267,43404,4508,13207,2206,20205,2916,12892,2487,12129,2256,8466,1718,5478,1267,14881,1967,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4021728,2195,478038,8910,3543690,9181,717103,12604,351399,9387,552389,11988,457813,10441,501260,12027,337365,9036,150560,6560,475801,9742,3248483,18471,390744,8985,2857739,16014,520463,11075,272040,8858,431970,11039,363040,9497,421106,10962,290829,8178,131863,5747,426428,9281,390278,14394,43328,4048,346950,12565,93841,6862,41067,3048,61427,5170,50434,4453,41775,3403,23912,2886,12331,2475,22163,2586,198943,11337,19346,2566,179597,10461,55703,4520,20629,2761,30921,3489,24270,2728,21786,2634,12059,1830,3126,985,11103,1711,155045,7754,18120,2965,136925,6757,39366,3799,15081,2051,24594,2731,17582,2716,14368,2105,9201,1855,2604,905,14129,2222,28979,3522,6500,1657,22479,2675,7730,1466,2582,848,3477,1075,2487,827,2225,690,1364,742,636,317,1978,628,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2911821,1051,325031,7480,2586790,7405,491915,10531,224602,7175,383762,9431,300815,8469,348855,8611,273326,8278,125981,5981,437534,9080,2547378,12179,274520,7051,2272858,10938,404493,9959,192564,6490,332886,8733,263629,7751,308263,8215,247877,7512,114769,5323,408377,8835,218435,10211,25116,3186,193319,9071,44902,4427,20523,2588,34892,3431,24668,3608,27611,3164,16379,2097,6601,1501,17743,2065,64081,5576,10443,1755,53638,4920,17248,2560,5416,1396,6665,1420,6754,1598,7292,1636,4518,960,1907,638,3838,861,65204,5032,9061,1707,56143,4430,19967,2974,5405,1145,7834,1514,5279,1139,5003,1333,4217,1096,2345,786,6093,1343,16723,2194,5891,1521,10832,1682,5305,1322,694,389,1485,583,485,308,686,376,335,203,359,290,1483,537,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,730643,811,93195,4419,637448,4528,124500,4979,62740,3855,102664,4956,86633,4603,95454,5594,61072,4004,27738,3119,76647,4001,629233,6806,76447,4221,552786,6793,102366,4743,52539,3486,88710,4875,75193,4170,84600,5403,54712,3475,25386,3037,69280,3493,64411,6241,9552,1638,54859,5483,11983,2284,7282,2282,9267,1941,8870,1969,7031,1464,5030,1474,1408,596,3988,1211,6789,1556,1052,579,5737,1451,2077,793,648,570,523,359,617,490,1166,759,319,268,224,277,163,154,26427,3125,3732,1078,22695,2894,7664,1589,2271,747,3831,1220,1953,659,2220,747,1011,449,720,404,3025,901,3783,1522,2412,1411,1371,665,410,263,0,265,333,332,0,265,437,443,0,265,0,265,191,175,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,520355,383,73043,5011,447312,5053,90157,4948,37145,3505,49699,3373,44261,3210,59160,4254,44399,3183,21421,2306,101070,3923,410913,6860,57260,5077,353653,7024,65722,3662,30540,3174,37942,2737,36675,3028,44294,3803,35619,2916,17723,2198,85138,3668,53496,4769,7850,1628,45646,4056,11169,2362,2686,842,4877,1234,3744,1048,7941,1674,4661,1060,1856,805,8712,1706,0,292,0,292,0,292,0,292,0,292,0,292,0,292,0,292,0,292,0,292,0,292,49188,4326,6388,1806,42800,3727,11448,1794,3648,945,6056,1662,3710,1082,6181,1492,3851,1074,1680,524,6226,1221,6758,1426,1545,725,5213,1247,1818,793,271,269,824,413,132,154,744,477,268,274,162,189,994,432,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15555825,4678,2472232,26070,13083593,26121,2835600,31165,1648675,26305,2461417,23443,1780883,23485,1760541,24168,1027062,16397,377853,9228,1191562,16535,13040767,33785,2003787,25052,11036980,36592,2289956,30756,1369192,23648,2044573,21993,1499493,21517,1512263,21731,908065,15110,338085,8783,1075353,16655,1506155,29162,250527,11752,1255628,23726,318432,12493,176370,8053,269340,11069,181935,8564,160461,6817,69508,5247,22864,2846,56718,4725,470801,16047,111338,7394,359463,12150,109861,6251,48274,5044,63590,5167,47284,4344,41881,3703,22389,2757,5587,1475,20597,2746,408541,18017,57255,5236,351286,16393,88900,5532,43222,3846,71887,5268,42194,3660,38561,3800,22503,3256,10583,2038,33436,3760,129561,8756,49325,4998,80236,6029,28451,3557,11617,3214,12027,2327,9977,1897,7375,1232,4597,1226,734,362,5458,1191,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
