GEO_ID,B10061_001E,B10061_001M,B10061_002E,B10061_002M,B10061_003E,B10061_003M,B10061_004E,B10061_004M,B10061_005E,B10061_005M,B10061_006E,B10061_006M,B10061_007E,B10061_007M,B10061_008E,B10061_008M,B10061_009E,B10061_009M,B10061_010E,B10061_010M,B10061_011E,B10061_011M,NAME,B10061_001MA,B10061_001EA,B10061_002MA,B10061_002EA,B10061_003EA,B10061_003MA,B10061_004EA,B10061_004MA,B10061_005MA,B10061_005EA,B10061_006MA,B10061_006EA,B10061_007EA,B10061_007MA,B10061_008EA,B10061_008MA,B10061_009MA,B10061_009EA,B10061_010EA,B10061_010MA,B10061_011MA,B10061_011EA,state
0400000US01,123935,7326,93151,5972,51231,4245,31103,3491,20128,2398,41920,4250,30784,3715,17173,2570,13921,2463,3252,971,13611,2243,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,14025,2038,10372,1511,3866,650,2137,485,1729,445,6506,1378,3653,1314,1144,568,994,546,150,131,2509,1076,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,158383,7778,113342,7107,48376,4682,29799,4028,18577,2682,64966,5297,45041,5700,18741,3321,15191,3070,3550,1332,26300,4076,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,71629,5050,51355,4444,28324,2714,17667,2226,10657,1694,23031,3415,20274,2555,12026,2163,10144,1957,1882,607,8248,1579,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1110331,21555,715091,17998,185677,8760,101652,6726,84025,5470,529414,14407,395240,13790,114974,6064,81511,5636,33463,3379,280266,12328,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,88655,6045,63219,5320,24714,3162,14313,2479,10401,2254,38505,4020,25436,3215,10771,2160,8371,1796,2400,818,14665,2152,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,72372,5579,49108,4558,15396,2643,10092,2158,5304,1323,33712,3399,23264,3507,7700,1572,4691,1150,3009,941,15564,3447,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,18454,2599,15216,2260,6176,1406,3636,1230,2540,724,9040,1666,3238,1008,1658,802,1188,647,470,468,1580,613,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,10495,1984,4988,1296,2069,729,923,423,1146,519,2919,954,5507,1301,2623,779,1826,663,797,428,2884,920,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,469239,13860,337047,12400,119703,6716,70157,4969,49546,4648,217344,11010,132192,7169,51484,4574,38308,3836,13176,2394,80708,6654,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,252342,10270,177570,8448,80354,5554,50811,4538,29543,2858,97216,6662,74772,6210,35275,4362,29198,3875,6077,1641,39497,4775,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,52495,4528,39239,4002,7078,1592,4250,1275,2828,983,32161,3558,13256,2606,4991,1561,2628,828,2363,1174,8265,2004,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,29140,3560,20725,2741,8419,1787,3845,1082,4574,1366,12306,1951,8415,2072,4124,1366,3642,1363,482,266,4291,1646,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,277178,10941,200245,9284,69261,5970,45585,4351,23676,2976,130984,7143,76933,5372,32690,3374,26024,3123,6666,1673,44243,3913,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,120385,5755,93803,5202,45031,3356,31003,2954,14028,2041,48772,4138,26582,3041,13928,2188,11196,2082,2732,854,12654,2113,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
