GEO_ID,B01002B_001E,B01002B_001M,B01002B_002E,B01002B_002M,B01002B_003E,B01002B_003M,NAME,B01002B_001EA,B01002B_001MA,B01002B_002MA,B01002B_002EA,B01002B_003EA,B01002B_003MA,state
0400000US01,32.5,0.3,30.5,0.5,34.1,0.4,Alabama,null,null,null,null,null,null,01
0400000US02,30.0,2.3,31.9,3.0,26.3,4.6,Alaska,null,null,null,null,null,null,02
0400000US04,30.0,0.7,29.1,1.3,31.0,1.0,Arizona,null,null,null,null,null,null,04
0400000US05,30.5,0.4,28.9,0.8,31.5,0.5,Arkansas,null,null,null,null,null,null,05
0400000US06,34.9,0.3,33.7,0.4,36.1,0.4,California,null,null,null,null,null,null,06
0400000US08,32.9,1.0,32.9,1.2,32.9,1.5,Colorado,null,null,null,null,null,null,08
0400000US09,32.2,0.6,30.4,0.5,34.6,0.8,Connecticut,null,null,null,null,null,null,09
0400000US10,32.6,0.7,31.1,1.0,33.7,1.0,Delaware,null,null,null,null,null,null,10
0400000US11,38.1,0.6,35.6,0.4,39.6,0.6,District of Columbia,null,null,null,null,null,null,11
0400000US12,31.1,0.2,29.7,0.2,32.5,0.3,Florida,null,null,null,null,null,null,12
0400000US13,31.8,0.2,29.7,0.3,33.5,0.3,Georgia,null,null,null,null,null,null,13
0400000US15,32.7,3.0,35.0,4.4,31.1,4.9,Hawaii,null,null,null,null,null,null,15
0400000US16,25.4,3.5,25.9,10.4,23.1,7.7,Idaho,null,null,null,null,null,null,16
0400000US17,32.7,0.3,30.2,0.3,34.9,0.3,Illinois,null,null,null,null,null,null,17
0400000US18,31.0,0.6,29.5,0.7,32.2,0.5,Indiana,null,null,null,null,null,null,18
0400000US19,24.4,2.1,25.3,2.7,23.5,3.1,Iowa,null,null,null,null,null,null,19
0400000US20,31.0,0.9,31.1,1.3,30.9,1.3,Kansas,null,null,null,null,null,null,20
0400000US21,31.4,0.6,29.6,1.0,33.4,1.1,Kentucky,null,null,null,null,null,null,21
0400000US22,30.9,0.2,29.2,0.4,32.3,0.4,Louisiana,null,null,null,null,null,null,22
0400000US23,22.6,2.3,23.1,3.3,21.5,4.2,Maine,null,null,null,null,null,null,23
0400000US24,34.7,0.2,32.3,0.4,36.6,0.3,Maryland,null,null,null,null,null,null,24
0400000US25,31.0,0.5,29.6,0.7,32.6,0.7,Massachusetts,null,null,null,null,null,null,25
0400000US26,33.3,0.3,30.9,0.3,35.4,0.3,Michigan,null,null,null,null,null,null,26
0400000US27,26.2,0.5,26.6,0.7,25.5,0.8,Minnesota,null,null,null,null,null,null,27
0400000US28,30.7,0.3,29.2,0.3,32.0,0.4,Mississippi,null,null,null,null,null,null,28
0400000US29,31.1,0.5,29.1,0.7,33.1,0.5,Missouri,null,null,null,null,null,null,29
0400000US30,22.3,5.7,26.7,12.7,18.4,6.6,Montana,null,null,null,null,null,null,30
0400000US31,28.7,0.7,28.9,0.9,28.6,0.9,Nebraska,null,null,null,null,null,null,31
0400000US32,32.4,0.8,31.4,0.8,33.3,1.0,Nevada,null,null,null,null,null,null,32
0400000US33,26.5,5.5,31.3,1.9,21.4,4.5,New Hampshire,null,null,null,null,null,null,33
0400000US34,34.6,0.3,32.1,0.4,36.6,0.4,New Jersey,null,null,null,null,null,null,34
0400000US35,32.4,1.9,32.1,2.6,32.7,3.5,New Mexico,null,null,null,null,null,null,35
0400000US36,34.5,0.3,31.8,0.3,36.7,0.3,New York,null,null,null,null,null,null,36
0400000US37,34.1,0.3,31.7,0.4,35.9,0.4,North Carolina,null,null,null,null,null,null,37
0400000US38,25.5,3.5,23.4,5.6,29.0,5.6,North Dakota,null,null,null,null,null,null,38
0400000US39,32.9,0.3,30.9,0.4,34.4,0.4,Ohio,null,null,null,null,null,null,39
0400000US40,31.0,0.7,30.3,1.0,32.0,1.2,Oklahoma,null,null,null,null,null,null,40
0400000US41,30.8,1.3,32.7,2.2,29.0,1.9,Oregon,null,null,null,null,null,null,41
0400000US42,32.2,0.4,30.4,0.4,33.8,0.4,Pennsylvania,null,null,null,null,null,null,42
0400000US44,29.0,1.0,28.7,1.1,29.3,1.3,Rhode Island,null,null,null,null,null,null,44
0400000US45,33.2,0.3,31.3,0.5,35.1,0.3,South Carolina,null,null,null,null,null,null,45
0400000US46,24.7,5.1,26.9,4.6,20.8,5.1,South Dakota,null,null,null,null,null,null,46
0400000US47,31.5,0.3,29.2,0.5,33.4,0.5,Tennessee,null,null,null,null,null,null,47
0400000US48,31.7,0.2,30.2,0.2,33.2,0.3,Texas,null,null,null,null,null,null,48
0400000US49,24.4,1.3,25.1,2.4,23.3,6.2,Utah,null,null,null,null,null,null,49
0400000US50,21.6,4.6,21.3,3.7,21.9,12.4,Vermont,null,null,null,null,null,null,50
0400000US51,34.5,0.3,32.8,0.5,35.9,0.3,Virginia,null,null,null,null,null,null,51
0400000US53,31.2,0.7,31.5,0.9,30.9,0.7,Washington,null,null,null,null,null,null,53
0400000US54,36.1,2.0,35.2,2.7,37.0,3.5,West Virginia,null,null,null,null,null,null,54
0400000US55,27.8,0.5,26.5,0.6,29.1,0.6,Wisconsin,null,null,null,null,null,null,55
0400000US56,37.6,15.1,41.7,10.9,22.5,15.5,Wyoming,null,null,null,null,null,null,56
0400000US72,39.0,1.0,36.8,1.7,40.7,1.7,Puerto Rico,null,null,null,null,null,null,72
