GEO_ID,B14007_001E,B14007_001M,B14007_002E,B14007_002M,B14007_003E,B14007_003M,B14007_004E,B14007_004M,B14007_005E,B14007_005M,B14007_006E,B14007_006M,B14007_007E,B14007_007M,B14007_008E,B14007_008M,B14007_009E,B14007_009M,B14007_010E,B14007_010M,B14007_011E,B14007_011M,B14007_012E,B14007_012M,B14007_013E,B14007_013M,B14007_014E,B14007_014M,B14007_015E,B14007_015M,B14007_016E,B14007_016M,B14007_017E,B14007_017M,B14007_018E,B14007_018M,B14007_019E,B14007_019M,NAME,B14007_001EA,B14007_001MA,B14007_002MA,B14007_002EA,B14007_003EA,B14007_003MA,B14007_004EA,B14007_004MA,B14007_005EA,B14007_005MA,B14007_006EA,B14007_006MA,B14007_007EA,B14007_007MA,B14007_008EA,B14007_008MA,B14007_009EA,B14007_009MA,B14007_010MA,B14007_010EA,B14007_011EA,B14007_011MA,B14007_012MA,B14007_012EA,B14007_013EA,B14007_013MA,B14007_014EA,B14007_014MA,B14007_015EA,B14007_015MA,B14007_016EA,B14007_016MA,B14007_017EA,B14007_017MA,B14007_018MA,B14007_018EA,B14007_019EA,B14007_019MA,state
0400000US01,4602128,5424,1238462,10738,68331,4497,69155,4416,58730,3797,60974,3869,62204,4328,62388,4392,65377,4124,64057,3712,69512,4181,62425,3855,63302,3642,64517,3319,63747,3249,65299,4406,285960,8313,52484,4094,3363666,10535,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,681543,1989,193373,4902,10074,1518,10443,1571,9095,1387,8622,1364,10232,1655,11576,1399,10019,1517,9791,1742,9879,1425,10612,1537,11099,1589,10616,1657,9382,1250,12228,1565,39491,3255,10214,1684,488170,4282,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6144887,6060,1729192,13412,83270,4919,89818,5605,82747,4552,91222,5113,89355,5798,93137,5285,91278,4938,90713,4767,88694,5122,91406,5479,89106,5130,94624,4943,85370,4526,91772,4953,402336,9639,74344,5788,4415695,13330,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2805549,3136,760063,9056,53150,3927,40440,2662,37044,2803,36448,2846,41296,3719,40936,2790,41881,3387,42161,3127,39188,2869,37659,2766,38961,2775,40157,2535,38188,2821,39080,3726,166404,5994,27070,3044,2045486,8532,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35874812,14732,10648332,33085,586758,12423,528552,11890,502064,12188,495802,12181,513682,10326,513928,9920,510169,11954,501411,12200,509469,11570,523009,11710,544604,12761,564226,11806,572779,9290,627190,13016,2661144,26216,493545,13270,25226480,30590,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4848237,5405,1358511,12443,89750,4852,67678,3910,69856,4261,73141,4297,70857,4029,70084,3892,70709,4028,66815,3917,62984,3838,64182,3930,64224,3982,63716,3692,66239,3546,73224,3357,306512,10035,78540,4977,3489726,12017,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3459728,3576,948526,8684,58940,3126,42782,3193,42252,3076,49089,3640,48407,3893,43426,2792,50512,3540,46667,2763,45149,3544,47337,2901,53069,3771,51143,2864,52331,3085,52708,3250,202778,7067,61936,5652,2511202,8176,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,867321,1574,236270,4671,16320,1820,11901,1475,9921,1767,10368,1301,11853,1645,12284,1668,10210,1491,12672,1708,10754,1621,10083,1576,13617,1855,15068,1993,12910,1827,9813,1645,56369,3489,12127,1668,631051,4498,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,583374,1281,158455,4004,9512,1298,5936,1216,5969,1258,4965,977,5364,1170,5166,1209,3775,916,4875,1128,5472,1243,5644,1267,6142,1522,6395,1259,6209,1412,7028,1356,48336,3247,27667,2686,424919,3918,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18218711,8368,4614324,26277,288411,8849,220754,8402,215112,7172,213411,6902,229853,8166,221704,7231,232187,6770,223726,8085,227918,9515,235684,8568,232762,8850,224027,7437,231742,7051,256110,10222,1150637,21856,210286,8720,13604387,25257,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9307619,7584,2734492,16749,181616,7584,143010,6475,138030,6143,132633,6687,151770,5870,142218,6299,138069,6595,139201,7073,137785,6070,139771,6425,144540,5096,135261,5215,126837,6441,147881,7315,611241,13065,124629,7283,6573127,15646,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1311353,2692,339578,6219,19392,1846,17728,2003,14077,1681,17391,2458,16515,1975,16650,1930,18276,1893,15715,1903,16025,1579,15527,1862,17596,2136,18114,1942,15852,1607,17750,1686,85518,5066,17452,2565,971775,6511,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1498935,2874,444069,5653,27306,2124,24768,2663,23528,2186,22318,2070,24040,2517,24152,2223,26198,2415,22133,2077,25145,2415,22505,2276,23296,2071,24357,1929,19280,1731,21381,2079,98545,4505,15117,1718,1054866,5642,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12345649,6622,3519499,17384,234720,6601,171262,5795,165707,6675,172516,6261,180457,5957,164950,6838,174945,5674,176107,5545,175439,7013,178794,6478,183869,6195,189143,6158,179429,6120,181379,6841,784757,13837,206025,7984,8826150,17132,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6238653,4843,1752227,12270,103080,4135,88891,4742,88447,4235,91602,4011,89995,3695,94748,4381,89943,4023,91120,4353,88263,4852,85241,4248,88327,4091,95721,3891,85811,4362,92218,4478,409315,10995,69505,5261,4486426,12938,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2934164,3325,810644,7322,56478,3079,41838,2775,36540,2644,40517,2689,38692,2534,37608,2233,39359,2755,41018,2823,40075,2685,39682,2499,39955,2670,42221,2320,40282,2384,44651,2836,193547,5657,38181,3376,2123520,6965,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2737016,3436,794404,8611,54823,2821,43609,3089,39684,2704,42313,3253,41162,3138,36230,2209,37951,2917,40856,2842,41205,3033,38404,3013,38924,2490,41889,2696,38372,2393,40534,2987,181089,6359,37359,3293,1942612,8951,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4186389,4182,1093037,10789,64187,4192,57334,3881,55847,3599,55532,3421,58751,3840,61201,3961,58077,4058,58564,3495,57951,3515,54251,3256,59106,3709,56732,3428,55321,3374,58111,4179,231865,8901,50207,3201,3093352,11370,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4356017,4643,1179298,11395,84909,4235,61892,3760,69635,4636,60988,4081,63175,4594,64223,4188,63242,3694,61144,3655,61716,4097,66479,3799,62764,4453,54065,4107,54970,2840,59417,4137,242401,8621,48278,3898,3176719,12138,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1287322,2020,311096,4516,17381,1947,14245,1633,14023,1719,15968,1939,14191,1548,15571,1826,16696,1734,14218,1523,15886,1637,17260,1808,15380,1622,16428,1542,17341,1646,19242,2265,72998,3622,14268,1838,976226,4560,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5577616,4866,1579378,13248,103777,4733,75090,3810,71331,4667,69100,4489,79549,3630,74425,4704,70693,5468,77584,4839,71615,4025,72303,3856,79048,4226,80496,4208,76388,3949,84099,4817,377351,10245,116529,5754,3998238,13243,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6340866,4479,1758536,12363,110930,4495,84915,3783,80821,4517,76138,4927,74186,3695,79029,3907,77989,4244,77839,4458,78727,3832,85443,4873,85126,3999,84477,4692,82681,4161,89290,4229,444363,10522,146582,7958,4582330,12634,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9526362,5585,2711955,14334,136714,4921,130806,5125,125335,4566,124400,4671,125453,4943,131397,5098,134933,5284,132846,5687,135372,5251,134221,5005,142241,5285,146264,5112,137751,4826,151825,5668,693760,11196,128637,5805,6814407,14925,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5099086,4039,1421768,10229,96458,4145,69691,3043,66440,3472,65860,3704,71252,2934,67284,3568,73475,3265,69776,3591,69729,3807,69129,3379,71721,3397,72897,3177,72717,3282,78628,3606,330363,7616,76348,4731,3677318,10010,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2847509,3582,807315,8658,52033,3617,46192,4208,40301,3475,43441,3406,43527,3169,40063,3180,44904,3200,39768,3392,38698,2663,41155,3840,41816,3248,45023,2737,39428,3047,39303,3255,179709,6042,31954,3652,2040194,8907,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5769108,4840,1571470,12168,93491,4792,78901,4199,79392,4504,72221,3820,78450,3556,76398,4347,77401,3558,81755,4470,82686,4533,80175,3908,76037,4679,84418,3808,83000,3858,84513,4574,354284,8737,88348,5609,4197638,12786,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,953452,1634,243290,4950,13533,1644,11513,1379,11325,1633,11203,1528,12271,1714,11773,1687,13587,1608,13213,1655,11846,1581,11786,1795,12527,1476,12766,1208,11881,1298,14310,1678,58664,3770,11092,1933,710162,5061,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1750874,2854,513227,6570,34194,2618,24602,2061,23461,1773,27593,2305,24273,1610,28588,2115,25952,2204,22284,1891,24856,2124,23589,1842,27774,1827,26981,1953,24054,2070,27046,1993,123050,4742,24930,2594,1237647,6041,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
