GEO_ID,C24030_001E,C24030_001M,C24030_002E,C24030_002M,C24030_003E,C24030_003M,C24030_004E,C24030_004M,C24030_005E,C24030_005M,C24030_006E,C24030_006M,C24030_007E,C24030_007M,C24030_008E,C24030_008M,C24030_009E,C24030_009M,C24030_010E,C24030_010M,C24030_011E,C24030_011M,C24030_012E,C24030_012M,C24030_013E,C24030_013M,C24030_014E,C24030_014M,C24030_015E,C24030_015M,C24030_016E,C24030_016M,C24030_017E,C24030_017M,C24030_018E,C24030_018M,C24030_019E,C24030_019M,C24030_020E,C24030_020M,C24030_021E,C24030_021M,C24030_022E,C24030_022M,C24030_023E,C24030_023M,C24030_024E,C24030_024M,C24030_025E,C24030_025M,C24030_026E,C24030_026M,C24030_027E,C24030_027M,C24030_028E,C24030_028M,C24030_029E,C24030_029M,C24030_030E,C24030_030M,C24030_031E,C24030_031M,C24030_032E,C24030_032M,C24030_033E,C24030_033M,C24030_034E,C24030_034M,C24030_035E,C24030_035M,C24030_036E,C24030_036M,C24030_037E,C24030_037M,C24030_038E,C24030_038M,C24030_039E,C24030_039M,C24030_040E,C24030_040M,C24030_041E,C24030_041M,C24030_042E,C24030_042M,C24030_043E,C24030_043M,C24030_044E,C24030_044M,C24030_045E,C24030_045M,C24030_046E,C24030_046M,C24030_047E,C24030_047M,C24030_048E,C24030_048M,C24030_049E,C24030_049M,C24030_050E,C24030_050M,C24030_051E,C24030_051M,C24030_052E,C24030_052M,C24030_053E,C24030_053M,C24030_054E,C24030_054M,C24030_055E,C24030_055M,NAME,C24030_001EA,C24030_001MA,C24030_002MA,C24030_002EA,C24030_003MA,C24030_003EA,C24030_004MA,C24030_004EA,C24030_005EA,C24030_005MA,C24030_006MA,C24030_006EA,C24030_007EA,C24030_007MA,C24030_008MA,C24030_008EA,C24030_009EA,C24030_009MA,C24030_010EA,C24030_010MA,C24030_011EA,C24030_011MA,C24030_012EA,C24030_012MA,C24030_013EA,C24030_013MA,C24030_014MA,C24030_014EA,C24030_015EA,C24030_015MA,C24030_016EA,C24030_016MA,C24030_017EA,C24030_017MA,C24030_018MA,C24030_018EA,C24030_019EA,C24030_019MA,C24030_020EA,C24030_020MA,C24030_021EA,C24030_021MA,C24030_022EA,C24030_022MA,C24030_023EA,C24030_023MA,C24030_024MA,C24030_024EA,C24030_025MA,C24030_025EA,C24030_026EA,C24030_026MA,C24030_027MA,C24030_027EA,C24030_028EA,C24030_028MA,C24030_029MA,C24030_029EA,C24030_030MA,C24030_030EA,C24030_031EA,C24030_031MA,C24030_032EA,C24030_032MA,C24030_033EA,C24030_033MA,C24030_034MA,C24030_034EA,C24030_035MA,C24030_035EA,C24030_036MA,C24030_036EA,C24030_037EA,C24030_037MA,C24030_038MA,C24030_038EA,C24030_039EA,C24030_039MA,C24030_040MA,C24030_040EA,C24030_041EA,C24030_041MA,C24030_042EA,C24030_042MA,C24030_043EA,C24030_043MA,C24030_044MA,C24030_044EA,C24030_045EA,C24030_045MA,C24030_046MA,C24030_046EA,C24030_047MA,C24030_047EA,C24030_048EA,C24030_048MA,C24030_049EA,C24030_049MA,C24030_050MA,C24030_050EA,C24030_051EA,C24030_051MA,C24030_052MA,C24030_052EA,C24030_053EA,C24030_053MA,C24030_054EA,C24030_054MA,C24030_055MA,C24030_055EA,state
0400000US01,1978825,16252,1036241,10657,33313,3887,23219,3024,10094,1917,127857,6393,192556,6197,39859,3228,116662,4750,78001,5281,57646,4253,20355,2548,17440,2172,42296,3205,28786,2796,13510,1835,104348,6083,57690,4558,403,348,46255,3993,94896,4881,49004,3683,45892,3397,71726,4865,14497,1971,57229,4392,51925,3792,65362,4328,942584,11900,4924,1138,4228,1076,696,367,12029,1785,77600,5362,15296,1994,126303,6364,20188,1958,14349,1753,5839,1145,16240,2090,71141,4343,56558,3878,14583,2029,76067,4509,47691,3156,282,196,28094,3025,328669,9180,128932,6798,199737,7152,93674,5574,9125,1296,84549,5346,49731,3338,50722,3481,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,337683,5648,181330,3279,14932,2237,3702,792,11230,2144,20790,2729,11224,1879,5485,1831,18514,2227,19874,2430,17060,2365,2814,677,3151,851,5587,1288,2048,1047,3539,910,13904,1895,8797,1444,99,93,5008,1036,20260,1853,10123,1242,10137,1450,15161,2116,3448,844,11713,1914,6099,1333,26349,2838,156353,4071,2587,666,1283,493,1304,475,3372,896,3945,996,1620,762,18342,2030,5740,1287,4799,1246,941,345,3253,967,7390,1461,4805,1279,2585,761,10828,1491,7852,1248,52,67,2924,977,58358,3211,21651,2196,36707,2858,15322,1860,3414,803,11908,1722,7005,1461,18591,2189,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2655557,20625,1404582,12444,29131,3795,18236,3309,10895,1662,153602,7073,143167,7360,44063,3168,180791,8131,95580,5594,74246,5429,21334,2469,29355,2940,87148,5068,57466,4192,29682,2844,181319,7535,90334,4861,200,256,90785,6088,163298,5783,78960,4709,84338,4084,148197,8071,42906,4294,105291,6807,57211,4610,91720,5264,1250975,14244,4542,1088,3842,1044,700,355,21609,3064,50338,4204,20900,2353,155369,7296,35682,3817,30502,3388,5180,1224,21721,2659,111062,6210,81491,5143,29571,3273,121276,6431,72404,4718,1214,547,47658,4036,438018,10700,168793,6199,269225,8748,137744,7821,29123,3301,108621,6607,67824,5506,64890,4282,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1245328,11343,644331,7221,40168,3711,31960,3036,8208,1805,73746,4858,118670,5426,22749,2730,78614,4517,53933,3674,42540,3362,11393,1530,11102,1635,22237,1893,14544,1604,7693,1309,45030,3430,19531,2385,430,320,25069,2685,69265,3468,33511,3168,35754,2871,44801,4023,6216,1218,38585,3856,31738,2931,32278,2505,600997,8480,6045,1158,5676,1113,369,254,7202,1299,54232,4202,8101,1526,86612,5250,14606,1896,11697,1702,2909,741,9167,1447,32004,2593,23695,2303,8309,1318,39190,3643,22033,2641,946,529,16211,2245,226327,6562,85606,5040,140721,5136,56629,4164,7080,1515,49549,3920,29530,2760,31352,2683,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16243172,45906,8746213,31419,293210,11713,272726,11452,20484,2522,873425,18146,1107784,17987,352917,11835,945909,16502,568340,11892,473691,11394,94649,5103,278648,9045,489739,11140,285867,8558,203872,7270,1222283,21043,704566,16780,4080,1069,513637,13680,962124,18206,458725,11824,503399,12126,815102,19617,231638,9334,583464,16987,402601,11695,434131,12690,7496959,32010,89119,5737,86222,5604,2897,779,89305,4976,514716,12859,178349,7600,872063,16520,184897,8447,150657,7247,34240,3583,176977,7601,555151,13768,379446,11200,175705,6662,800200,14655,534999,11263,5126,1407,260075,9250,2445981,20996,929025,15262,1516956,18123,743799,15642,179322,7083,564477,13901,467472,11735,378930,9471,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2446674,15959,1297984,10294,42777,3786,22747,2359,20030,2466,166107,7888,131755,6131,45662,3181,146256,7359,82271,5018,64881,4257,17390,2201,39903,2952,80394,4092,49178,3145,31216,2568,181745,6543,118869,4925,1043,500,61833,4992,130105,6686,68799,4673,61306,4824,126570,6717,35095,3274,91475,5531,54216,3670,70223,3971,1148690,11716,11131,1666,6314,1258,4817,1054,19416,2033,49348,3503,19140,2230,132679,5796,27207,2427,21296,2158,5911,1152,33403,2878,94916,4336,66161,3576,28755,2525,137615,5732,88263,4878,740,329,48612,3430,368502,8954,140420,5941,228082,7778,134106,6887,34069,3611,100037,6032,67898,4197,53329,4053,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1736446,9985,889961,7367,4899,1257,4072,1116,827,417,87752,5672,133189,5753,29332,2585,96219,5224,48238,3416,37996,3111,10242,1581,24410,2600,76667,3760,62430,3314,14237,1975,117231,5353,69457,4039,1221,561,46553,3806,116111,5992,61879,4345,54232,3812,77600,5828,27140,2991,50460,4476,36723,3375,41590,3213,846485,7589,2544,741,2456,734,88,117,7465,1495,55304,4063,14248,1884,91321,4694,16458,2067,12200,1916,4258,1082,18684,1928,80028,4286,66266,4146,13762,1845,76563,4635,52554,3902,1623,579,22386,2150,338865,8029,130504,5391,208361,6778,73293,5110,20471,2428,52822,4362,45294,3399,26418,2641,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,411120,6925,204060,4394,3284,975,3135,982,149,147,26485,2681,25116,2769,6826,1393,22620,2114,13809,1836,11016,1563,2793,734,4116,876,19076,2084,14794,1933,4282,1067,21539,2162,13080,1755,45,74,8414,1638,22600,2373,10996,1607,11604,1735,17437,2365,5994,1462,11443,1897,8354,1437,12798,1826,207060,5135,1433,613,1433,613,0,265,2026,669,11915,1986,2086,691,26804,2509,4830,1347,4125,1266,705,377,2593,904,27353,2792,23905,2679,3448,868,14350,1592,8205,1287,516,429,5629,1153,74505,4231,26546,2496,47959,4155,18209,2092,4887,1224,13322,1738,9071,1602,11885,1836,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,299127,4978,144795,3324,57,89,0,292,57,89,7922,1481,1637,661,2076,861,7864,1795,7016,1437,5969,1204,1047,613,5364,1306,9984,1687,4929,1452,5055,1138,36976,2608,30015,2594,0,292,6961,1357,17529,2051,10563,1753,6966,1294,13835,2093,4095,1074,9740,1724,9422,1637,25113,2871,154332,3834,117,107,117,107,0,292,944,487,1476,642,641,522,8059,1743,4143,1326,3550,1031,593,551,6384,1256,5656,1164,4182,935,1474,614,29476,2755,22500,2217,66,109,6910,1639,38444,2459,17894,1726,20550,2075,12334,1844,4254,1020,8080,1701,17412,2177,29246,2712,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7974945,26843,4094185,21061,77532,8539,69748,8150,7784,1633,470369,13243,304271,9131,158722,7816,542407,14881,305482,9334,255555,8780,49927,3986,92869,5211,275327,8284,150220,6702,125107,5834,556896,14590,271917,8923,2481,840,282498,10174,419451,10443,197312,7198,222139,8726,462666,12904,130130,7660,332536,11869,207339,8133,220854,7634,3880760,23130,20842,2763,20231,2856,611,369,52883,3997,131825,6401,75093,4748,536308,13759,103623,6270,88549,5375,15074,2227,66799,4522,334903,10672,235776,9754,99127,5119,408217,10206,232641,8678,2441,847,173135,7106,1284041,18645,452181,10856,831860,16029,456344,11510,96600,5813,359744,9911,232624,9257,177258,8144,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
