GEO_ID,B19001H_001E,B19001H_001M,B19001H_002E,B19001H_002M,B19001H_003E,B19001H_003M,B19001H_004E,B19001H_004M,B19001H_005E,B19001H_005M,B19001H_006E,B19001H_006M,B19001H_007E,B19001H_007M,B19001H_008E,B19001H_008M,B19001H_009E,B19001H_009M,B19001H_010E,B19001H_010M,B19001H_011E,B19001H_011M,B19001H_012E,B19001H_012M,B19001H_013E,B19001H_013M,B19001H_014E,B19001H_014M,B19001H_015E,B19001H_015M,B19001H_016E,B19001H_016M,B19001H_017E,B19001H_017M,NAME,B19001H_001EA,B19001H_001MA,B19001H_002EA,B19001H_002MA,B19001H_003MA,B19001H_003EA,B19001H_004EA,B19001H_004MA,B19001H_005EA,B19001H_005MA,B19001H_006EA,B19001H_006MA,B19001H_007EA,B19001H_007MA,B19001H_008MA,B19001H_008EA,B19001H_009EA,B19001H_009MA,B19001H_010EA,B19001H_010MA,B19001H_011EA,B19001H_011MA,B19001H_012EA,B19001H_012MA,B19001H_013MA,B19001H_013EA,B19001H_014EA,B19001H_014MA,B19001H_015MA,B19001H_015EA,B19001H_016MA,B19001H_016EA,B19001H_017EA,B19001H_017MA,state
0400000US01,1284513,8267,102037,5028,82635,3905,77476,4525,79021,4212,71272,3914,74483,4643,71076,4075,68998,4626,56974,3577,106048,4974,130160,6024,143475,6301,91550,3792,47470,3464,47734,2987,34104,2917,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,184919,2724,6380,1185,7013,1152,5122,1240,6822,1282,7183,1234,7533,1475,7032,1321,7870,1436,6459,1449,14088,1881,21110,2564,25762,2552,21898,2167,15970,2090,14048,2042,10629,1358,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1597633,9807,102448,5514,83228,4163,79867,5172,86108,5136,82585,4564,88044,3967,86065,5649,89380,5226,70976,4436,139367,6056,166160,5175,197274,7208,129711,5697,72309,3868,64373,3556,59738,3329,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,876539,5776,72907,3932,61850,3954,58438,4073,61457,3871,58130,3926,59181,3802,49812,3304,46702,2875,42625,2999,69910,4169,90635,4078,88190,4072,50852,3518,26173,2376,22265,2367,17412,2087,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6376703,16640,319093,9574,298686,8676,272503,8747,286679,8717,251467,8010,265607,8245,254603,9330,261751,8570,230683,7429,449635,11041,615455,11127,827231,12918,636948,12506,402237,8937,473064,9554,531061,10679,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1508651,9545,86603,4539,68681,3958,62750,3658,73808,4564,64498,4022,76333,4277,68348,4231,69263,3625,62233,3502,122580,4723,162046,5748,204990,5216,142592,5372,86213,4142,82424,4677,75289,3501,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1043557,6368,44032,3299,36900,3314,42390,3915,40075,3093,39195,3091,37502,2826,40713,3066,44823,3709,38349,2794,75957,3997,102449,4348,145475,5375,106281,4691,75966,4417,79430,3334,94020,4190,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,233707,3942,10892,1559,9448,1670,9341,1676,9806,1496,10092,1696,11686,1590,9525,1162,11212,1404,10605,1512,21308,2083,26515,2297,32828,2617,23979,2490,13805,1476,12555,1279,10110,1220,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,100088,3327,5236,1039,1982,857,1512,688,1919,673,2069,622,2393,711,2664,889,2480,861,2345,763,7038,1342,8353,1388,12451,1634,10290,1452,7665,1135,11797,1290,19894,1714,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4642502,19113,313128,8194,255752,8696,265387,7580,273415,9031,260174,8898,273594,8083,259862,8107,248144,8561,214714,7521,402810,9738,475322,11049,543697,11587,334612,10877,176136,5473,168150,6307,177605,6829,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2120189,10685,134947,5589,104199,4690,106810,4933,111037,5794,110184,5413,112060,6162,97704,4785,102793,4964,92354,4733,177108,6768,225767,7473,266265,8448,185241,6796,97589,4495,102279,5033,93852,3897,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,141093,3668,8599,1511,5363,1138,4957,1257,6173,1169,6316,1344,5132,1156,5748,1144,6177,1286,5234,994,11537,1901,14614,1848,21833,2272,13236,1878,9691,1125,7224,1331,9259,1377,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,509056,5077,37171,3158,33524,2689,26769,2757,32572,2495,34314,2787,32273,2687,30199,3131,26236,2515,23334,2281,48667,3081,58889,3876,59074,3067,28375,2417,15045,1696,12837,1710,9777,1540,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3355982,11877,177520,6525,144817,5707,163781,5620,171792,5601,161020,5484,167054,5597,152365,5196,153818,6132,135772,5495,272380,7904,354247,9405,454996,9400,314589,7719,176356,6072,177803,5184,177672,4965,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2100964,9384,137973,5529,118956,5532,124881,4894,131349,5268,124921,4675,125222,5791,118638,4964,121267,5227,98818,4842,191521,6434,228148,7735,258384,6595,144201,5344,73700,4036,56348,3320,46637,2749,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1128616,5897,64874,2783,62267,2727,64422,3622,69107,3473,66413,3546,63204,3686,61006,3239,60347,3676,58749,3438,102215,3798,133030,4478,144000,4218,81533,4140,40664,2525,32591,2313,24194,1592,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,922577,7407,55265,3825,49683,3160,52110,2867,52810,3530,49503,3570,50867,2600,46993,2750,48537,3124,46086,2867,83885,4277,101429,4477,117892,5019,71898,3607,36827,2813,31738,2286,27054,1860,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
