GEO_ID,B23008_001E,B23008_001M,B23008_002E,B23008_002M,B23008_003E,B23008_003M,B23008_004E,B23008_004M,B23008_005E,B23008_005M,B23008_006E,B23008_006M,B23008_007E,B23008_007M,B23008_008E,B23008_008M,B23008_009E,B23008_009M,B23008_010E,B23008_010M,B23008_011E,B23008_011M,B23008_012E,B23008_012M,B23008_013E,B23008_013M,B23008_014E,B23008_014M,B23008_015E,B23008_015M,B23008_016E,B23008_016M,B23008_017E,B23008_017M,B23008_018E,B23008_018M,B23008_019E,B23008_019M,B23008_020E,B23008_020M,B23008_021E,B23008_021M,B23008_022E,B23008_022M,B23008_023E,B23008_023M,B23008_024E,B23008_024M,B23008_025E,B23008_025M,B23008_026E,B23008_026M,B23008_027E,B23008_027M,NAME,B23008_001EA,B23008_001MA,B23008_002MA,B23008_002EA,B23008_003MA,B23008_003EA,B23008_004MA,B23008_004EA,B23008_005EA,B23008_005MA,B23008_006EA,B23008_006MA,B23008_007MA,B23008_007EA,B23008_008MA,B23008_008EA,B23008_009MA,B23008_009EA,B23008_010EA,B23008_010MA,B23008_011EA,B23008_011MA,B23008_012MA,B23008_012EA,B23008_013EA,B23008_013MA,B23008_014MA,B23008_014EA,B23008_015MA,B23008_015EA,B23008_016EA,B23008_016MA,B23008_017EA,B23008_017MA,B23008_018MA,B23008_018EA,B23008_019MA,B23008_019EA,B23008_020EA,B23008_020MA,B23008_021EA,B23008_021MA,B23008_022EA,B23008_022MA,B23008_023MA,B23008_023EA,B23008_024MA,B23008_024EA,B23008_025EA,B23008_025MA,B23008_026MA,B23008_026EA,B23008_027EA,B23008_027MA,state
0400000US01,1061972,6538,349113,4973,201861,5960,120118,5033,73152,6102,5212,1677,3379,1217,147252,6276,25398,3397,22252,3297,3146,1226,121854,5732,85992,5368,35862,4057,712859,6383,431384,9569,284605,8248,113557,6934,19781,3132,13441,2957,281475,8921,46572,4307,39819,4459,6753,1503,234903,8340,177139,7870,57764,5780,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,179352,1744,62130,1928,42110,2429,22418,2347,16540,2072,2741,1234,411,303,20020,2106,5287,1172,4522,1138,765,343,14733,1880,9473,1726,5260,1341,117222,2227,80326,3827,54477,4360,21496,3243,3581,1075,772,461,36896,3709,11429,2042,9978,1726,1451,603,25467,3185,19679,2745,5788,1592,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1540577,7707,528671,6053,325148,9151,167471,6640,140825,8402,8606,2205,8246,2236,203523,8576,51738,6207,45359,6019,6379,1765,151785,7936,101383,6536,50402,4935,1011906,8146,646460,14307,390109,13686,214684,12079,27112,4205,14555,3094,365446,13151,89550,8272,79582,7886,9968,2340,275896,12574,219226,12275,56670,5960,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,659320,5285,227082,4170,132065,5091,80826,4293,44258,4468,4648,1278,2333,1022,95017,4723,18380,2954,16318,2753,2062,1034,76637,4339,58288,4363,18349,2899,432238,5508,273115,6595,180874,5966,71086,5084,14827,2584,6328,1503,159123,6603,29599,3156,25660,3002,3939,1288,129524,6185,102647,5975,26877,3251,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8846687,18494,2927465,11046,1902593,17587,1047517,17187,763177,16525,56480,5084,35419,4414,1024872,17422,276880,10215,246073,9688,30807,4308,747992,16135,491655,14176,256337,12143,5919222,16709,3999102,32890,2418996,31502,1338326,25220,154372,8709,87408,6893,1920120,31075,451439,12523,398038,12522,53401,5735,1468681,27952,1136836,24312,331845,16918,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1179063,5746,401753,4491,286593,6192,165682,6418,109155,6033,7981,1826,3775,1889,115160,5182,26083,3614,23823,3339,2260,1120,89077,4820,66334,4443,22743,2819,777310,6054,536728,8943,352466,9778,158442,7937,15740,2397,10080,3095,240582,8753,60878,5471,56801,5614,4077,1425,179704,7416,149764,6855,29940,4567,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,784968,3771,236098,3380,160694,4351,100298,4277,57019,3493,2329,831,1048,584,75404,4613,13440,2472,12295,2396,1145,732,61964,4494,46123,4568,15841,2556,548870,4437,374781,7685,269493,8468,91687,5577,10585,2184,3016,1301,174089,7758,32622,3460,30024,3340,2598,1179,141467,7755,120447,7259,21020,3412,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,195644,2095,63007,1768,37571,2512,26027,2336,9043,2033,1906,1098,595,557,25436,2355,5965,1569,5866,1560,99,118,19471,2347,14596,2196,4875,1712,132637,2285,84898,4213,59675,4244,19060,3017,3251,1182,2912,1544,47739,3899,9450,2194,8738,2130,712,515,38289,3944,31430,3569,6859,2260,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,94296,1968,35899,1645,18325,1792,12510,1577,4813,1160,1002,674,0,292,17574,2201,2045,680,1908,666,137,161,15529,2176,10203,2115,5326,1741,58397,1713,19424,2304,14234,2085,4630,1302,560,363,0,292,38973,2428,5573,1831,4561,1430,1012,972,33400,2930,26990,3442,6410,2079,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3784214,10198,1236232,10482,735863,13357,458408,12395,237875,11127,26563,4223,13017,3026,500369,12811,105969,6943,93331,6428,12638,2359,394400,12283,289948,10416,104452,8148,2547982,11966,1564762,21683,1051511,21419,414295,15278,69150,5875,29806,3799,983220,19560,181180,8636,160279,7636,20901,3799,802040,17865,659906,17253,142134,10343,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
