GEO_ID,B20017_001E,B20017_001M,B20017_002E,B20017_002M,B20017_003E,B20017_003M,B20017_004E,B20017_004M,B20017_005E,B20017_005M,B20017_006E,B20017_006M,B20017_007E,B20017_007M,NAME,B20017_001MA,B20017_001EA,B20017_002MA,B20017_002EA,B20017_003MA,B20017_003EA,B20017_004EA,B20017_004MA,B20017_005MA,B20017_005EA,B20017_006EA,B20017_006MA,B20017_007EA,B20017_007MA,state
0400000US01,25530,276,30953,331,41895,387,10252,342,21018,300,31321,371,8238,342,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,32140,769,40408,1211,56643,1642,16374,861,26618,1042,42376,1554,11725,567,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,27813,528,31580,301,43594,1117,10865,288,24416,423,35947,354,10080,306,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,23992,483,29038,1093,39082,1187,9633,500,20242,326,29148,871,8598,360,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,30356,102,33624,478,49453,462,12428,111,25795,173,41302,184,11144,90,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,30440,222,35465,406,50237,524,11330,280,25392,355,39638,803,10352,232,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,35926,441,42639,1338,60168,722,11537,390,30089,560,46004,638,11369,305,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,31435,483,36194,868,49013,2444,10963,644,27259,1105,39508,1691,9466,613,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,42058,1049,45104,2105,61381,1999,13207,1761,40367,1724,56127,1701,10102,987,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,26045,136,29480,454,40731,219,11036,143,23165,316,32762,572,10389,131,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,27288,202,31655,214,43344,916,10746,245,23366,406,34709,735,9356,209,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,31119,393,35492,1056,45443,1453,12597,1389,27240,504,36242,654,11090,457,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,23109,576,28305,1072,41128,647,10033,536,18772,782,30403,597,8728,450,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,30462,149,36240,271,50549,231,11628,170,25004,287,38638,545,10303,125,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,26708,220,32248,247,44851,657,10255,263,21513,217,32221,200,9286,265,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,27001,261,32016,286,42250,299,8747,351,22174,278,33186,590,8536,316,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,27025,353,32265,421,43773,1339,9799,550,21811,392,32204,310,8633,341,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,25169,341,30223,396,40911,408,9777,412,21283,273,31628,271,8936,327,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,26566,318,34495,1276,45524,666,11046,360,21107,261,30600,356,8994,302,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,26621,428,31306,515,43029,1804,11219,473,22579,630,33873,1327,10335,432,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,38214,584,42610,843,57017,756,11210,267,33022,790,47175,529,11170,242,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,35547,301,41587,334,56959,516,11414,262,30274,330,46213,525,11671,225,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,26162,207,31624,253,48953,794,9956,263,21460,209,36413,352,9226,205,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,30939,195,36453,318,50081,358,11034,273,25850,338,39289,620,10664,174,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,24430,511,29456,1045,38613,1173,9685,603,20837,448,28879,864,8105,496,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,26603,231,31257,271,42282,272,10016,324,22391,319,32481,470,9138,270,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,23606,832,29574,1461,41339,578,10223,574,19647,881,30306,692,9379,593,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,26475,298,31787,320,41929,379,9498,641,21615,318,32022,338,8674,468,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,29526,831,31978,466,42689,1709,14291,839,25895,441,35363,778,11179,386,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,32207,433,40027,1285,51530,504,11676,570,26297,594,40185,629,11631,452,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,37230,273,44414,1080,57978,979,12351,295,31121,283,45936,442,12012,224,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,25481,435,29909,1240,41023,527,9746,591,21379,638,32234,739,9381,623,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,32088,105,37063,244,50228,172,11534,154,28902,373,41570,188,11124,145,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,26398,194,30397,226,41138,228,10201,245,22777,357,33188,603,9692,262,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,27142,476,32941,1423,42214,727,9813,877,21808,562,31027,385,9575,721,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,27109,184,32340,233,45859,304,9770,267,22265,179,35284,270,9373,191,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,25275,299,30752,351,40458,384,10158,379,20392,339,30901,315,7736,316,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,25719,307,30826,410,45685,711,11104,352,21664,314,35301,531,10073,286,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,29294,300,35418,227,47038,285,10261,214,23363,310,36338,280,9398,174,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,30606,478,35216,1395,50567,939,10889,580,26582,594,40532,731,10919,561,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,25558,270,30589,318,41381,394,9527,399,21509,290,31518,282,8535,303,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,25706,520,30292,479,37442,964,8281,741,21601,496,30876,515,7785,656,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,25936,248,30560,290,41415,316,10350,232,21916,231,31854,276,8975,292,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,27034,152,31550,154,42044,178,10766,146,22266,151,33689,435,8639,144,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,25958,303,34024,1120,46609,622,10502,445,18955,654,32163,431,8151,346,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,27111,636,31226,633,42562,1512,9294,871,22816,1034,35891,922,9582,778,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,32527,538,40326,285,51597,397,10329,250,27072,343,40669,329,10011,255,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,31370,200,38008,896,52080,383,12432,340,25385,410,40246,359,10873,198,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,25475,467,31598,467,42126,673,10158,624,20583,483,29651,1057,7937,515,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,28181,358,33248,710,45523,370,10266,243,23393,339,35490,287,10155,168,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,28739,1697,37153,1762,50854,905,11442,987,22650,726,32426,1912,8732,755,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,16287,173,16284,187,21962,463,6978,200,16290,289,22196,338,7167,206,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
