GEO_ID,B21001A_001E,B21001A_001M,B21001A_002E,B21001A_002M,B21001A_003E,B21001A_003M,B21001A_004E,B21001A_004M,B21001A_005E,B21001A_005M,B21001A_006E,B21001A_006M,B21001A_007E,B21001A_007M,B21001A_008E,B21001A_008M,B21001A_009E,B21001A_009M,B21001A_010E,B21001A_010M,B21001A_011E,B21001A_011M,B21001A_012E,B21001A_012M,B21001A_013E,B21001A_013M,B21001A_014E,B21001A_014M,B21001A_015E,B21001A_015M,B21001A_016E,B21001A_016M,B21001A_017E,B21001A_017M,B21001A_018E,B21001A_018M,B21001A_019E,B21001A_019M,B21001A_020E,B21001A_020M,B21001A_021E,B21001A_021M,B21001A_022E,B21001A_022M,B21001A_023E,B21001A_023M,B21001A_024E,B21001A_024M,B21001A_025E,B21001A_025M,B21001A_026E,B21001A_026M,B21001A_027E,B21001A_027M,B21001A_028E,B21001A_028M,B21001A_029E,B21001A_029M,B21001A_030E,B21001A_030M,B21001A_031E,B21001A_031M,B21001A_032E,B21001A_032M,B21001A_033E,B21001A_033M,NAME,B21001A_001MA,B21001A_001EA,B21001A_002MA,B21001A_002EA,B21001A_003MA,B21001A_003EA,B21001A_004EA,B21001A_004MA,B21001A_005EA,B21001A_005MA,B21001A_006MA,B21001A_006EA,B21001A_007MA,B21001A_007EA,B21001A_008MA,B21001A_008EA,B21001A_009EA,B21001A_009MA,B21001A_010EA,B21001A_010MA,B21001A_011MA,B21001A_011EA,B21001A_012MA,B21001A_012EA,B21001A_013MA,B21001A_013EA,B21001A_014MA,B21001A_014EA,B21001A_015EA,B21001A_015MA,B21001A_016MA,B21001A_016EA,B21001A_017EA,B21001A_017MA,B21001A_018MA,B21001A_018EA,B21001A_019MA,B21001A_019EA,B21001A_020MA,B21001A_020EA,B21001A_021EA,B21001A_021MA,B21001A_022EA,B21001A_022MA,B21001A_023MA,B21001A_023EA,B21001A_024MA,B21001A_024EA,B21001A_025MA,B21001A_025EA,B21001A_026EA,B21001A_026MA,B21001A_027EA,B21001A_027MA,B21001A_028MA,B21001A_028EA,B21001A_029MA,B21001A_029EA,B21001A_030MA,B21001A_030EA,B21001A_031EA,B21001A_031MA,B21001A_032EA,B21001A_032MA,B21001A_033MA,B21001A_033EA,state
0400000US13,4516761,11557,2194998,7821,635446,5664,27275,3171,608171,6540,853408,4670,104583,5037,748825,6595,363434,2006,122701,4351,240733,4773,214189,1219,102524,3696,111665,3822,128521,1253,89583,2340,38938,2264,2321763,5514,631928,4171,5807,1501,626121,4015,857640,4406,14893,2285,842747,5243,385980,1987,5748,1329,380232,2326,241459,1356,2106,682,239353,1527,204756,1142,2154,671,202602,1332,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,268004,4304,138002,3532,35290,3072,7306,2103,27984,2163,47577,1379,8925,1447,38652,1765,30252,359,8884,1341,21368,1468,15419,461,8265,831,7154,877,9464,494,6663,715,2801,874,130002,1699,35484,1426,2058,979,33426,1570,43382,759,2347,833,41035,996,26577,359,640,328,25937,439,13650,315,382,326,13268,484,10909,413,227,191,10682,485,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1063095,3358,526820,2160,166674,1770,8320,1604,158354,2317,186348,1360,24828,2409,161520,2606,85951,617,28147,1772,57804,1906,52317,652,25283,1857,27034,1861,35530,405,25133,1149,10397,1117,536275,2258,161598,1494,1432,769,160166,1668,184969,1466,3215,1140,181754,1926,86835,702,1681,568,85154,926,54718,615,1057,441,53661,659,48155,660,1145,413,47010,720,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7255497,17129,3533601,10012,1058673,7090,38998,3221,1019675,7748,1331096,5356,117713,5232,1213383,7351,573953,1985,151366,4600,422587,5164,320379,1422,125947,3666,194432,3633,249500,1079,165513,3576,83987,3498,3721896,9092,1024209,5450,6658,1296,1017551,5708,1325457,4445,12081,1895,1313376,5086,597328,2262,4748,1083,592580,2459,370225,1576,2431,664,367794,1711,404677,1168,4994,1004,399683,1537,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4238501,5584,2059978,4020,617591,3272,23034,2532,594557,3993,767993,2075,94726,4667,673267,5172,340667,947,106118,3823,234549,3749,195617,775,84187,3512,111430,3446,138110,682,94954,2323,43156,2310,2178523,2965,602162,2244,3978,1037,598184,2643,773055,1870,10583,1596,762472,2342,356549,1098,3490,960,353059,1608,222352,689,1528,597,220824,1032,224405,597,2647,670,221758,876,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2162275,3897,1051680,2396,309046,1733,11067,1651,297979,2188,373254,1563,41963,2877,331291,3213,179756,566,57889,2494,121867,2496,103437,305,44912,1921,58525,1926,86187,259,57070,1660,29117,1661,1110595,2180,299530,1829,2418,689,297112,1972,373555,1634,6114,884,367441,1927,182955,826,1708,501,181247,977,116099,432,744,317,115355,553,138456,319,1474,580,136982,699,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1845453,4582,897064,3492,272251,2459,11523,1807,260728,2925,323200,1835,36740,2035,286460,2799,149629,863,49406,2685,100223,2854,83037,798,36545,1630,46492,1627,68947,708,46274,1651,22673,1626,948389,2370,270110,2125,2724,882,267386,2193,326295,1943,5361,897,320934,2049,151952,881,2726,775,149226,1153,93596,716,1213,473,92383,842,106436,456,1091,425,105345,612,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2956720,5411,1423877,4302,410749,3956,20002,2801,390747,3460,536540,1963,67310,3640,469230,3932,241937,652,69915,2629,172022,2742,143971,732,54534,2390,89437,2434,90680,489,58194,2125,32486,2112,1532843,2602,418615,2156,4750,1263,413865,2299,547217,1404,8115,1642,539102,2059,257024,711,2821,770,254203,1003,162916,305,1082,439,161834,508,147071,314,932,503,146139,551,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2228185,4212,1086596,2962,325072,2945,19127,2144,305945,3856,395634,2037,41803,3275,353831,3123,182649,892,54245,2913,128404,3041,108441,1009,47629,2602,60812,2473,74800,816,53293,1924,21507,1868,1141589,2442,317889,1881,4794,1394,313095,2332,395105,1368,5156,1257,389949,2023,190200,795,2649,789,187551,1215,122382,714,1027,390,121355,729,116013,750,1492,495,114521,925,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1013418,1118,488172,1001,121978,938,6076,1144,115902,1338,182631,661,27049,2148,155582,2240,92351,258,30209,1764,62142,1767,52895,159,26438,1381,26457,1362,38317,109,27085,1469,11232,1478,525246,697,122146,670,946,451,121200,785,190134,581,4039,818,186095,997,95874,171,672,273,95202,304,58166,259,460,209,57706,332,58926,176,912,405,58014,431,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2677763,8454,1289915,5283,354185,3807,17264,2380,336921,4336,487495,2856,59087,3432,428408,4733,225790,1131,67497,3252,158293,3075,126778,984,56753,2324,70025,2473,95667,393,66852,2056,28815,2065,1387848,4378,350615,2624,4656,1147,345959,3048,505737,2754,11295,1311,494442,3181,237608,1106,4114,824,233494,1446,142666,763,689,378,141977,849,151222,457,2396,625,148826,733,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4245150,9113,2018218,6367,569995,4035,14390,2165,555605,4319,762462,3289,61688,3943,700774,5063,341296,1526,87889,4088,253407,4121,188880,808,84492,3513,104388,3499,155585,832,104898,2618,50687,2740,2226932,4767,576058,3230,2242,838,573816,3384,798405,2962,7060,1425,791345,3107,370030,1811,3729,875,366301,2166,222924,1078,1806,599,221118,1238,259515,865,4202,865,255313,1210,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6126922,6350,2984259,4276,822534,2828,27604,2868,794930,3928,1117345,2288,118845,5100,998500,5470,523508,1062,154759,4581,368749,4749,298956,776,122873,3578,176083,3383,221916,812,149865,2589,72051,2655,3142663,3677,802478,2325,5091,1136,797387,2554,1124722,1970,15138,1845,1109584,2824,539566,1299,4511,961,535055,1480,332973,935,2553,667,330420,1061,342924,736,3784,727,339140,1026,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3566071,3916,1748302,2299,509774,1716,17461,1835,492313,2536,656902,1532,71450,2870,585452,3431,294482,673,90667,3138,203815,3080,161156,472,73358,2264,87798,2292,125988,311,88508,1749,37480,1748,1817769,2365,493499,1780,3199,842,490300,1988,656228,1510,8612,1337,647616,2163,297815,723,2681,703,295134,968,177028,580,1112,400,175916,686,193199,507,2569,620,190630,751,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1370778,3741,665191,2904,187906,2749,9370,1773,178536,3103,241039,2256,30039,2788,211000,3254,114330,832,34773,2417,79557,2367,74341,697,31450,2280,42891,2355,47575,807,34949,1503,12626,1374,705587,1803,184170,1826,1172,491,182998,1813,238849,1593,3824,977,235025,1788,119207,757,1388,657,117819,895,84748,506,1417,546,83331,707,78613,597,830,456,77783,639,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3857737,4720,1863238,2990,539140,2558,21617,2585,517523,3447,682094,2394,93662,4466,588432,5256,310368,654,112065,3495,198303,3483,191510,829,86169,2869,105341,2961,140126,714,101083,2277,39043,2208,1994499,2961,542054,2480,4923,1286,537131,2710,690982,1734,11456,1908,679526,2774,329076,941,3284,840,325792,1275,214782,1595,1683,623,213099,1761,217605,1598,2498,652,215107,1720,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,700983,1388,350158,1315,97829,1298,5416,1657,92413,1876,119814,710,15870,1906,103944,1950,66805,506,21913,1763,44892,1801,38523,125,20925,1189,17598,1195,27187,202,19815,866,7372,872,350825,893,90652,683,928,438,89724,786,119451,552,2389,760,117062,1066,65141,380,1069,446,64072,609,38573,286,783,383,37790,480,37008,191,650,331,36358,378,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1238044,3581,605100,2500,187215,1808,10398,1466,176817,2209,215831,1396,25977,1939,189854,2288,99319,720,31603,1625,67716,1709,55387,501,24932,1366,30455,1413,47348,519,32468,1409,14880,1605,632944,1829,181591,1540,2448,737,179143,1630,214288,1412,4702,1011,209586,1789,100670,1352,1076,382,99594,1395,61569,928,776,344,60793,973,74826,2217,659,375,74167,2226,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1517368,8892,770981,5372,223708,3828,11564,1997,212144,4237,290215,2960,42553,3554,247662,3986,126863,1240,45187,2778,81676,2998,81360,841,44452,2440,36908,2236,48835,594,36047,1402,12788,1344,746387,4781,211710,2963,2294,748,209416,3192,267578,2600,6898,1562,260680,3003,126154,1236,2455,842,123699,1562,81724,909,991,544,80733,1121,59221,863,850,410,58371,974,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,978275,2040,475968,1228,123179,950,4143,1155,119036,1490,188987,1026,25531,2623,163456,2579,85695,301,26974,1760,58721,1789,46048,462,22411,1425,23637,1512,32059,219,23764,1189,8295,1190,502307,1382,123326,1113,1460,679,121866,1119,193006,1011,4582,1008,188424,1371,87799,267,1298,625,86501,664,49595,437,537,264,49058,531,48581,355,1034,450,47547,568,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4781237,14943,2291751,9551,596500,5611,15179,2529,581321,6129,893248,4970,55467,3388,837781,5347,391564,1959,85308,3702,306256,4051,222723,1606,85523,3109,137200,3500,187716,1315,126050,2697,61666,2851,2489486,7829,575395,4160,1970,701,573425,4188,922352,4537,5105,1259,917247,4525,419349,2320,1538,661,417811,2313,262962,1820,1164,416,261798,1858,309428,1441,2931,718,306497,1574,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1157747,8705,560004,5409,160961,4041,10008,1970,150953,4634,192859,3233,30695,2476,162164,3809,100529,1508,36936,2578,63593,2886,61899,1193,27520,1648,34379,1789,43756,1259,30176,1566,13580,1724,597743,4886,158588,2903,2585,1020,156003,2938,203503,3489,4952,1331,198551,3890,107863,1373,2477,840,105386,1517,68346,1189,759,419,67587,1268,59443,1250,1852,755,57591,1578,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10157449,18796,4877546,10886,1399129,7121,36420,3631,1362709,7940,1795458,5480,140681,5964,1654777,8433,815711,3079,180610,5581,635101,5678,471034,2558,175638,4737,295396,4609,396214,1716,241701,4607,154513,4668,5279903,11129,1406845,6085,7834,1525,1399011,6360,1816451,5519,16519,1990,1799932,5903,870246,3730,4832,917,865414,3761,551849,2371,1973,556,549876,2411,634512,2259,7078,1269,627434,2599,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5175877,11741,2476068,8001,680007,6232,37527,3687,642480,6775,938610,4461,120177,5094,818433,6280,419412,1575,135353,5132,284059,5192,265462,1112,117640,4439,147822,4811,172577,1073,117229,2906,55348,2959,2699809,5796,706131,4238,7783,1211,698348,4143,963451,3902,16870,2359,946581,4699,455430,1356,5855,1092,449575,1806,301472,946,2664,715,298808,1171,273325,821,2785,689,270540,1217,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,478727,1113,239004,690,76540,618,4656,1185,71884,1421,80375,574,9995,1244,70380,1420,40377,210,11846,1149,28531,1124,21826,10,8563,874,13263,873,19886,247,11349,810,8537,834,239723,718,70001,486,452,259,69549,521,77494,500,1778,600,75716,841,38321,285,524,255,37797,385,23608,185,131,152,23477,233,30299,164,253,138,30046,232,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
