GEO_ID,B11009_001E,B11009_001M,B11009_002E,B11009_002M,B11009_003E,B11009_003M,B11009_004E,B11009_004M,B11009_005E,B11009_005M,B11009_006E,B11009_006M,B11009_007E,B11009_007M,NAME,B11009_001MA,B11009_001EA,B11009_002MA,B11009_002EA,B11009_003MA,B11009_003EA,B11009_004MA,B11009_004EA,B11009_005EA,B11009_005MA,B11009_006EA,B11009_006MA,B11009_007MA,B11009_007EA,state
0400000US17,4752857,13579,275019,9295,10336,1377,129546,5844,9334,1288,125803,5915,4477838,14505,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2470905,11185,152965,6631,4707,1024,73491,4607,5229,1078,69538,4127,2317940,11686,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1223439,6610,73761,4054,1742,696,34592,2649,2814,739,34613,2801,1149678,6788,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1101658,6952,60524,3843,1303,591,27582,2966,2335,658,29304,2636,1041134,7987,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1684348,9801,99879,4384,2870,759,46739,3747,3952,1014,46318,3621,1584469,10105,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1689822,9615,93098,5768,2520,703,40701,3468,2859,807,47018,3766,1596724,10097,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,545417,5576,50094,3217,2032,730,22861,2418,2188,586,23013,2566,495323,5699,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2127439,8728,118547,5964,4500,1056,54090,3971,5821,1399,54136,3890,2008892,9655,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2520419,10488,167397,7180,7888,1555,68078,4705,13017,1743,78414,4824,2353022,12368,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3806621,12287,210155,6601,6634,1079,93743,5102,8160,1307,101618,4873,3596466,13817,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2091548,8178,134614,5820,6791,1127,63943,3742,5798,896,58082,3724,1956934,9945,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1079999,8323,49516,3412,1368,587,21803,2545,1422,595,24923,2716,1030483,8927,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2350628,10288,131097,5558,5480,1150,62551,4473,4502,942,58564,3731,2219531,10876,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,402747,4175,25189,2523,840,531,12668,1942,774,379,10907,1459,377558,4667,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,719304,4689,41259,3412,1489,501,19538,2107,1346,510,18886,2525,678045,4580,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,989811,6963,76712,4372,3065,798,40144,3173,2386,836,31117,2787,913099,8271,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,515431,4523,42260,3224,914,346,19726,2509,1936,716,19684,2301,473171,4956,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3172421,11815,167619,6447,7149,1295,74003,4619,8529,1744,77938,4422,3004802,12571,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,765183,5603,54534,3856,1860,638,26081,2714,3502,966,23091,2417,710649,6521,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7196427,16507,442492,9905,24992,2325,195248,6627,20800,2330,201452,7685,6753935,17479,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3670859,14413,198075,7216,6821,1246,94584,5125,10566,1756,86104,5836,3472784,16141,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,280412,3191,17039,1812,474,281,8110,1473,344,206,8111,1199,263373,3241,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4525066,15956,271463,7470,7785,1081,121663,5631,10409,1518,131606,5839,4253603,17539,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1432959,7544,72471,3761,3022,907,33604,3023,3325,879,32520,2501,1360488,8574,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1507137,8164,111395,5481,4860,1120,49087,3678,5615,1165,51833,4027,1395742,7825,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4936030,14212,286496,7530,10551,1440,126040,5531,11061,1586,138844,5256,4649534,14007,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,402295,4265,29652,2925,1765,522,12566,1789,1796,790,13525,2371,372643,4373,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1761393,10691,84215,5680,2593,831,36945,3762,3004,693,41673,3764,1677178,12333,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,318955,3470,19540,1816,157,153,8452,1515,421,289,10510,1294,299415,3610,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2440663,12796,124073,6431,4272,993,58873,4202,5494,1226,55434,4189,2316590,13088,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8738664,20291,473317,11720,20225,2233,211144,7908,22820,2305,219128,8679,8265347,21737,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,880025,4985,35139,2765,1492,536,14238,2085,2445,766,16964,2109,844886,5325,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,256922,2727,20549,1911,708,335,9649,1496,1082,343,9110,1251,236373,3075,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2992732,14604,145776,6111,6815,1328,65824,3913,6436,1121,66701,4467,2846956,15908,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2606863,9745,173332,6895,8094,1348,80013,5004,8391,1329,76834,4669,2433531,10798,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,741940,5724,40412,3196,1113,442,19930,2037,1193,443,18176,2283,701528,6098,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2279532,9375,162197,5644,3947,768,75431,3665,5479,732,77340,3923,2117335,10223,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,222803,3575,13789,1649,130,142,6785,1287,260,215,6614,1222,209014,3752,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1319448,9440,111052,4997,1337,530,51228,3579,2193,589,56294,3778,1208396,10003,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
