GEO_ID,B19081_001E,B19081_001M,B19081_002E,B19081_002M,B19081_003E,B19081_003M,B19081_004E,B19081_004M,B19081_005E,B19081_005M,B19081_006E,B19081_006M,NAME,B19081_001EA,B19081_001MA,B19081_002MA,B19081_002EA,B19081_003EA,B19081_003MA,B19081_004EA,B19081_004MA,B19081_005MA,B19081_005EA,B19081_006EA,B19081_006MA,state
0400000US01,8844,225,23509,350,40576,580,65131,831,140828,2292,237493,6993,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,16104,868,39894,1477,64881,1895,98871,2651,186701,7210,297729,21810,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,10974,293,28753,400,46994,508,73019,664,154452,2417,262423,7629,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,9419,260,23314,425,38464,553,61178,855,129534,3354,217751,10390,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12865,111,33901,190,57985,267,92059,407,200513,1552,345974,5099,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,12370,271,32561,407,54419,612,84734,804,178029,3085,304699,10766,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,13969,380,37716,657,64256,836,100813,1091,233617,5639,436169,18743,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,13430,731,34388,1253,56395,1503,85903,1825,172632,6430,289572,22464,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,9062,827,32500,1591,61035,1963,102994,3163,259204,10760,473343,34055,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10414,120,27010,160,44487,250,69667,393,157806,2010,286304,6570,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9961,221,27052,340,46477,471,73540,607,157806,1692,267972,5559,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,14163,692,38617,943,63511,1353,95629,1722,185878,4974,301619,13783,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
