GEO_ID,B17004_001E,B17004_001M,B17004_002E,B17004_002M,B17004_003E,B17004_003M,B17004_004E,B17004_004M,B17004_005E,B17004_005M,B17004_006E,B17004_006M,B17004_007E,B17004_007M,B17004_008E,B17004_008M,B17004_009E,B17004_009M,B17004_010E,B17004_010M,B17004_011E,B17004_011M,B17004_012E,B17004_012M,B17004_013E,B17004_013M,B17004_014E,B17004_014M,B17004_015E,B17004_015M,B17004_016E,B17004_016M,B17004_017E,B17004_017M,B17004_018E,B17004_018M,B17004_019E,B17004_019M,NAME,B17004_001EA,B17004_001MA,B17004_002EA,B17004_002MA,B17004_003MA,B17004_003EA,B17004_004EA,B17004_004MA,B17004_005EA,B17004_005MA,B17004_006MA,B17004_006EA,B17004_007EA,B17004_007MA,B17004_008MA,B17004_008EA,B17004_009MA,B17004_009EA,B17004_010MA,B17004_010EA,B17004_011EA,B17004_011MA,B17004_012MA,B17004_012EA,B17004_013EA,B17004_013MA,B17004_014MA,B17004_014EA,B17004_015MA,B17004_015EA,B17004_016EA,B17004_016MA,B17004_017MA,B17004_017EA,B17004_018EA,B17004_018MA,B17004_019EA,B17004_019MA,state
0400000US01,3680815,4387,607170,15404,244394,8948,23501,3150,79550,4740,141343,7029,362776,10428,26415,3130,109032,5722,227329,8194,3073645,15560,1508054,8986,766764,10920,306307,9276,434983,9232,1565591,11498,586541,8805,353662,10281,625388,10106,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,533690,1570,47916,4203,20658,1960,1691,650,11569,1524,7398,1316,27258,3230,948,451,12551,2016,13759,2152,485774,4067,253590,2583,129881,4550,82702,3836,41007,2899,232184,3071,93032,4183,76790,3193,62362,3628,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4846817,4617,741112,22050,331630,12560,35027,3617,120960,6545,175643,9879,409482,13501,23558,2664,121821,5975,264103,9587,4105705,22709,2030801,13472,1007293,12560,440351,10555,583157,8910,2074904,13351,767966,12965,496622,11699,810316,11539,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2219466,4118,360189,10885,150501,6031,19730,2700,49947,4151,80824,5189,209688,7450,16085,2238,67183,4297,126420,5445,1859277,11013,919693,8633,468227,6748,189732,5852,261734,6730,939584,8761,372166,8044,218372,7227,349046,7218,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,28539777,10335,4004462,48122,1786854,29991,211434,8314,619132,17174,956288,21682,2217608,25738,118275,6003,646248,13507,1453085,21908,24535315,48904,12169129,30771,6106784,30923,2910602,23037,3151743,22783,12366186,28365,4410659,32541,3268524,29651,4687003,32527,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3854167,4341,467568,14668,211130,9348,22005,2733,102694,7000,86431,5686,256438,9043,17814,2476,105925,6335,132699,6799,3386599,15302,1692537,10685,945501,10445,414569,9433,332467,7746,1694062,10033,687480,10124,482155,8431,524427,9606,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2760893,2581,257240,10372,106609,5912,8376,1569,39655,4328,58578,4454,150631,7079,8147,1641,49477,4246,93007,5284,2503653,10448,1212816,5760,648995,9400,287944,7184,275877,6302,1290837,8263,498717,7733,373618,7830,418502,7125,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,694646,1359,69607,4993,27978,3130,3066,1008,9912,1988,15000,2082,41629,3314,2650,879,12331,2059,26648,2721,625039,5279,302405,3592,151022,4549,65603,3486,85780,3210,322634,3618,134329,4909,77593,3584,110712,4391,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,482669,953,82947,5546,32272,3841,1340,497,10127,1983,20805,2793,50675,3291,1825,766,16188,1927,32662,2905,399722,5594,190997,4150,112460,3550,40852,3831,37685,2633,208725,3584,111800,3860,43915,3683,53010,3124,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14977534,7595,2223422,27519,978608,16730,95585,7852,306512,9698,576511,15145,1244814,19450,91085,4798,346601,10730,807128,15376,12754112,28409,6194717,18255,2937444,23789,1303663,20013,1953610,16889,6559395,20111,2432863,20678,1472735,18535,2653797,22786,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7265656,6497,1135986,26565,473765,15124,49442,3888,156305,6780,268018,11256,662221,16035,53446,3887,191921,8315,416854,12784,6129670,27344,2987111,16243,1609679,14069,616158,10234,761274,12955,3142559,17952,1289227,15599,721572,14403,1131760,15243,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1062248,1814,105262,6100,44120,4209,4619,1296,14602,2437,24899,3023,61142,3252,3984,927,19661,2271,37497,2566,956986,6205,478963,4269,255387,5009,102401,5464,121175,4782,478023,3815,201917,5361,115464,5469,160642,4851,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1163024,2092,169551,7825,75102,4845,9578,1822,35678,3643,29846,3167,94449,4800,6819,1226,38521,3176,49109,3810,993473,7813,499092,5673,246555,5543,132064,6038,120473,3813,494381,4643,173614,5510,148276,4609,172491,4556,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9821075,6383,1193053,21576,501537,13786,50694,4338,172471,7718,278372,10424,691516,14732,44613,3725,229803,8454,417100,10560,8628022,22618,4239376,13996,2207005,16101,998107,16126,1034264,13817,4388646,15427,1710491,13128,1169355,15244,1508800,11706,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4902119,4810,653911,16161,274300,8833,18735,2200,109108,5725,146457,7031,379611,10573,25465,2942,136885,6850,217261,8605,4248208,17812,2097926,10405,1081573,10989,491056,10317,525297,7861,2150282,12243,814259,10657,578646,11271,757377,9990,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2322907,3234,266221,9416,114680,4968,11927,1821,54388,3816,48365,3682,151541,6210,11714,1805,68303,3853,71524,3898,2056686,9594,1023967,5951,582027,7372,237009,6410,204931,4624,1032719,6338,444683,5570,286889,6041,301147,5016,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
