GEO_ID,B19326_001E,B19326_001M,B19326_002E,B19326_002M,B19326_003E,B19326_003M,B19326_004E,B19326_004M,B19326_005E,B19326_005M,B19326_006E,B19326_006M,B19326_007E,B19326_007M,NAME,B19326_001EA,B19326_001MA,B19326_002MA,B19326_002EA,B19326_003MA,B19326_003EA,B19326_004EA,B19326_004MA,B19326_005MA,B19326_005EA,B19326_006MA,B19326_006EA,B19326_007MA,B19326_007EA,state
0400000US15,29348,728,34347,1372,46920,1117,20300,692,24786,720,37053,683,13450,589,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,21948,325,27694,764,41963,685,15933,598,16793,468,31201,618,10812,261,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,26522,157,33092,444,51239,234,17525,260,21213,157,40023,351,12194,91,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,23633,242,30625,215,46086,419,16549,277,18678,274,33551,469,11492,128,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,25340,253,31674,255,43872,645,16063,335,20398,272,34534,567,11770,188,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,25001,379,31506,407,45681,754,15808,442,19934,421,33526,821,11423,181,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,20978,246,25782,435,41787,425,14134,329,16876,260,32337,306,10665,164,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,22030,221,30094,408,46630,651,14264,366,17163,270,31338,380,10398,177,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,23519,504,29360,846,45622,853,16595,454,19678,536,35083,1046,12003,252,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,33640,522,40888,373,59597,1231,17147,425,28448,463,48444,869,13386,300,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,30525,222,38225,680,60021,957,17204,286,23653,462,47394,662,13035,217,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,23061,193,30105,239,50304,270,17377,232,18330,182,37379,433,11750,99,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,28088,345,35105,324,50834,298,17783,324,22182,204,40212,320,12693,202,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,20017,345,24897,643,40025,751,12903,392,16075,348,30057,574,9918,133,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,23327,280,29358,429,44245,793,15441,297,19322,335,33963,607,11348,144,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,22667,651,29439,1172,42361,1073,16705,763,18290,584,31127,666,11801,350,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,25218,313,31337,319,43284,1101,15239,538,20187,295,32830,754,11397,233,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,26421,334,30993,439,45244,1225,18682,570,22183,323,36285,731,12675,403,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,30019,645,36759,706,52321,574,18619,724,22970,687,40999,533,13458,436,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,31709,183,40536,284,60516,319,19140,384,25507,265,47271,481,14114,209,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,22353,433,27229,633,41682,584,14564,580,17954,550,33159,1202,11101,249,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,27399,112,33042,386,50905,182,16434,175,22495,191,42219,199,12351,102,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,23122,218,28006,425,41916,240,14935,234,19410,227,34688,553,11702,121,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,25622,521,32443,752,44403,1420,15819,960,20006,657,31637,389,11181,329,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,23766,191,30496,199,46892,308,16490,220,19095,188,36163,234,11712,98,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,22104,194,28723,594,41473,416,15033,315,17429,310,31534,341,10572,150,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,23684,275,29291,594,46897,699,17415,281,19578,361,36061,510,12458,201,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,24942,163,31607,176,48757,473,16980,184,19578,194,37180,284,11743,100,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,25412,549,30604,763,51379,867,15523,550,21629,514,41335,702,12523,472,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,21769,206,27123,412,42293,452,14363,308,17869,331,32137,286,11017,144,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,24111,692,29807,818,39885,1010,13512,677,19813,622,31493,482,10825,405,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,21726,170,27191,327,42337,405,14289,245,17488,207,32453,413,10946,125,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,24207,154,30187,143,43477,539,14210,164,19484,177,35217,238,10590,81,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,24561,317,32780,752,47624,953,15484,466,17380,411,33337,900,10180,250,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,25102,534,30540,649,44868,1461,15465,640,20965,516,36868,945,12550,457,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,29946,301,36987,377,53278,1148,16505,307,22995,370,41446,356,11889,163,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,28457,355,35961,393,54194,1154,19068,335,21731,270,41055,369,12564,208,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,20781,320,26644,548,43737,1430,15713,474,15934,379,30618,640,10267,264,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,25745,177,31892,236,46463,383,17641,308,20842,207,36249,279,12423,132,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,26711,739,36453,961,51908,1192,16739,849,20694,608,35220,1634,11424,480,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,11931,124,13427,195,22445,482,8582,157,10503,174,22906,370,6903,95,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
