GEO_ID,C08406_001E,C08406_001M,C08406_002E,C08406_002M,C08406_003E,C08406_003M,C08406_004E,C08406_004M,C08406_005E,C08406_005M,C08406_006E,C08406_006M,C08406_007E,C08406_007M,C08406_008E,C08406_008M,C08406_009E,C08406_009M,C08406_010E,C08406_010M,C08406_011E,C08406_011M,C08406_012E,C08406_012M,C08406_013E,C08406_013M,C08406_014E,C08406_014M,C08406_015E,C08406_015M,C08406_016E,C08406_016M,C08406_017E,C08406_017M,C08406_018E,C08406_018M,C08406_019E,C08406_019M,C08406_020E,C08406_020M,C08406_021E,C08406_021M,C08406_022E,C08406_022M,C08406_023E,C08406_023M,C08406_024E,C08406_024M,C08406_025E,C08406_025M,C08406_026E,C08406_026M,C08406_027E,C08406_027M,C08406_028E,C08406_028M,C08406_029E,C08406_029M,C08406_030E,C08406_030M,C08406_031E,C08406_031M,C08406_032E,C08406_032M,C08406_033E,C08406_033M,NAME,C08406_001EA,C08406_001MA,C08406_002EA,C08406_002MA,C08406_003MA,C08406_003EA,C08406_004MA,C08406_004EA,C08406_005MA,C08406_005EA,C08406_006EA,C08406_006MA,C08406_007MA,C08406_007EA,C08406_008MA,C08406_008EA,C08406_009EA,C08406_009MA,C08406_010MA,C08406_010EA,C08406_011MA,C08406_011EA,C08406_012EA,C08406_012MA,C08406_013MA,C08406_013EA,C08406_014MA,C08406_014EA,C08406_015MA,C08406_015EA,C08406_016MA,C08406_016EA,C08406_017EA,C08406_017MA,C08406_018EA,C08406_018MA,C08406_019MA,C08406_019EA,C08406_020EA,C08406_020MA,C08406_021MA,C08406_021EA,C08406_022EA,C08406_022MA,C08406_023EA,C08406_023MA,C08406_024MA,C08406_024EA,C08406_025EA,C08406_025MA,C08406_026MA,C08406_026EA,C08406_027MA,C08406_027EA,C08406_028EA,C08406_028MA,C08406_029EA,C08406_029MA,C08406_030MA,C08406_030EA,C08406_031EA,C08406_031MA,C08406_032MA,C08406_032EA,C08406_033EA,C08406_033MA,state
0400000US01,1916877,16226,1811393,17253,1618851,17986,192542,9035,144800,7019,28348,3547,19394,3346,7463,1907,25728,2888,16511,1796,55782,4508,1010158,11175,951190,11612,842689,12182,108501,6624,77216,5272,16598,2788,14687,3040,2617,933,14328,2025,10610,1474,31413,3542,906719,11859,860203,12467,776162,13316,84041,5400,67584,4386,11750,1936,4707,1000,4846,1450,11400,1916,5901,1284,24369,2450,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,352044,6246,278615,6059,232190,5902,46425,4348,36887,3773,4942,1079,4596,1523,4244,1067,27825,2460,22555,2286,18805,3141,199197,4199,152797,4196,127105,3604,25692,3066,20238,2786,2385,795,3069,1394,2255,715,17425,2117,16435,2114,10285,2256,152847,4206,125818,4047,105085,4233,20733,2442,16649,2151,2557,704,1527,597,1989,763,10400,1121,6120,934,8520,1641,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2600823,20960,2293315,19934,1990105,19952,303210,11319,243676,9018,33524,4148,26010,3742,45794,4266,51919,4588,58906,5103,150889,6705,1384553,12722,1209463,12946,1052269,13495,157194,7337,124496,5705,17401,3167,15297,2343,24025,3151,27322,3442,43027,4224,80716,4071,1216270,14184,1083852,12650,937836,12990,146016,6922,119180,6105,16123,2047,10713,2155,21769,2658,24597,2656,15879,2170,70173,4813,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1223069,12450,1142482,12497,1003617,12336,138865,6039,105282,5799,19957,2528,13626,2136,5633,1628,22111,2903,16584,2695,36259,3465,638172,8121,593373,7592,519723,7462,73650,4552,54418,4040,10144,1769,9088,1862,2751,1059,11489,1761,11710,1975,18849,2748,584897,8483,549109,8929,483894,8478,65215,3834,50864,3812,9813,1662,4538,1073,2882,1107,10622,2109,4874,1339,17410,2390,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15926651,47686,13488853,49656,11656106,49778,1832747,24538,1400970,21636,251095,10783,180682,8637,818537,17719,429468,13296,365488,10965,824305,17515,8668693,34089,7359770,32120,6364938,32291,994832,16678,747598,14612,140507,7749,106727,7502,411789,11669,226414,9211,253136,10071,417584,11256,7257958,30611,6129083,33904,5291168,32550,837915,14510,653372,13844,110588,5473,73955,4353,406748,11743,203054,8167,112352,5791,406721,9962,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2417222,16499,2070093,16169,1827849,17445,242244,10488,189629,8776,30733,3245,21882,3350,70619,4737,71554,5454,49824,3931,155132,7501,1294118,10815,1098996,12298,967022,11732,131974,7285,99571,5503,18071,2723,14332,2960,37793,3604,41903,3989,35822,2984,79604,4986,1123104,12011,971097,11304,860827,11414,110270,6329,90058,5624,12662,1758,7550,1474,32826,2959,29651,3063,14002,2185,75528,4666,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1696736,11314,1504185,12540,1366668,13478,137517,6829,107307,6192,16913,2497,13297,2185,59778,5478,47394,3604,18164,2643,67215,4129,873049,8283,771926,9005,700542,9315,71384,4624,54653,3737,8388,1715,8343,1768,29124,3609,27755,2830,11410,2143,32834,2629,823687,8424,732259,8949,666126,8664,66133,3884,52654,3790,8525,1526,4954,1150,30654,3507,19639,2088,6754,1372,34381,2900,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,412806,8922,373832,8722,337223,8567,36609,3271,29354,3009,4024,1139,3231,1103,10651,2004,8818,1773,4743,1124,14762,1986,204534,5529,183719,5814,165904,5897,17815,2085,14331,1965,2095,866,1389,597,4640,1277,4858,1157,2727,769,8590,1383,208272,6268,190113,6141,171319,5907,18794,2028,15023,1805,1929,739,1842,788,6011,1519,3960,1056,2016,981,6172,1076,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,784987,13175,432813,10068,348253,8747,84560,5382,59620,4473,15518,2385,9422,1664,282506,9040,35858,3583,18940,2808,14870,2071,399243,8336,227643,6862,187991,7009,39652,3212,26018,2620,8038,1526,5596,1177,131867,6229,18275,2368,13423,2141,8035,1303,385744,9966,205170,7369,160262,6549,44908,3257,33602,2620,7480,1628,3826,1114,150639,6674,17583,2310,5517,1351,6835,1381,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7821529,28945,7014855,30968,6259890,33694,754965,18840,591124,16180,101221,7273,62620,5977,158874,10822,127943,9924,157026,9013,362831,11267,4034355,22747,3577655,23677,3181959,21787,395696,13500,300877,11096,53260,4945,41559,5281,77164,8259,75272,6804,107685,7375,196579,9429,3787174,22330,3437200,24374,3077931,25339,359269,10338,290247,9420,47961,4092,21061,2446,81710,6423,52671,5450,49341,3831,166252,7217,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
