GEO_ID,B27020_001E,B27020_001M,B27020_002E,B27020_002M,B27020_003E,B27020_003M,B27020_004E,B27020_004M,B27020_005E,B27020_005M,B27020_006E,B27020_006M,B27020_007E,B27020_007M,B27020_008E,B27020_008M,B27020_009E,B27020_009M,B27020_010E,B27020_010M,B27020_011E,B27020_011M,B27020_012E,B27020_012M,B27020_013E,B27020_013M,B27020_014E,B27020_014M,B27020_015E,B27020_015M,B27020_016E,B27020_016M,B27020_017E,B27020_017M,NAME,B27020_001EA,B27020_001MA,B27020_002EA,B27020_002MA,B27020_003MA,B27020_003EA,B27020_004MA,B27020_004EA,B27020_005MA,B27020_005EA,B27020_006EA,B27020_006MA,B27020_007EA,B27020_007MA,B27020_008EA,B27020_008MA,B27020_009MA,B27020_009EA,B27020_010MA,B27020_010EA,B27020_011EA,B27020_011MA,B27020_012EA,B27020_012MA,B27020_013EA,B27020_013MA,B27020_014MA,B27020_014EA,B27020_015EA,B27020_015MA,B27020_016MA,B27020_016EA,B27020_017EA,B27020_017MA,state
0400000US13,9519836,3059,8586386,15134,7159871,34406,5503466,40760,2481516,27965,1426515,29443,933450,14947,327362,10054,248780,9440,217341,8811,56409,4160,78582,6032,606088,15759,235619,10911,208655,10222,33999,4304,370469,13811,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1315677,2309,1071495,12985,997035,12394,826571,14598,321116,11048,74460,4470,244182,12971,138241,7261,127943,6863,107579,6445,44006,3782,10298,2045,105941,9246,86935,7754,69872,6526,22899,3753,19006,4016,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1551635,954,1465732,5246,1229228,11188,1007387,13268,404300,10420,236504,10363,85903,5012,29414,3465,22211,2729,19671,2641,7018,1115,7203,1994,56489,4838,24792,3098,19449,2988,6586,1639,31697,3827,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12673245,2432,10923442,21974,9770139,26922,7631337,36426,3359526,28596,1153303,21357,1749803,21888,763402,14029,651467,13527,524712,12599,208065,7018,111935,6803,986401,23055,506083,14658,384120,12736,137316,9201,480318,17119,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6391470,950,6092977,9701,5241084,20444,4193180,29034,1769931,20100,851893,18598,298493,9601,108865,6996,92758,6206,79963,5916,26615,2376,16107,2482,189628,8479,109708,6127,85957,4993,26280,4149,79920,6047,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3004885,571,2867212,6584,2630910,10687,2194708,16903,865001,15002,236302,8691,137673,6497,51106,3864,44209,3642,37434,3524,12166,1918,6897,1384,86567,5924,49955,4361,42316,4441,9006,2074,36612,3796,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2804461,1848,2619286,8265,2302134,13458,1945625,17748,686864,12572,317152,11464,185175,7969,60255,4022,50640,3599,45283,3436,11156,1573,9615,2153,124920,7088,62241,4995,57675,4824,6962,1387,62679,5665,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4242714,4353,4104739,7662,3509412,16182,2649138,25299,1363775,18050,595327,15529,137975,6734,47071,4360,39088,4218,35099,4008,10331,1499,7983,2047,90904,5338,47173,4239,39501,3542,9033,2202,43731,4122,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4440314,1830,4270272,6545,3558321,17476,2518161,25787,1483422,17128,711951,17601,170042,6698,66287,4954,52151,4551,42687,4201,16826,2403,14136,2211,103755,6550,38855,3679,32028,3450,8672,1778,64900,5687,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1313037,991,1268163,3141,1140102,6928,844454,11439,470171,8835,128061,6201,44874,3091,25279,2292,23362,1978,18541,1927,11278,1678,1917,888,19595,2276,16508,2044,10707,1357,7566,1470,3087,1008,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5687998,2852,4888762,15226,4487917,18276,3736013,25641,1343532,20636,400845,14847,799236,15303,358355,11277,314273,9979,273618,8699,81110,4808,44082,4803,440881,12684,244947,9802,211892,9718,39691,4508,195934,9602,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6478067,1529,5502345,18010,5317990,20391,4304788,26277,1717529,22850,184355,10190,975722,17866,468821,12858,449169,12846,334738,11094,174877,7367,19652,2971,506901,16211,425191,15345,283744,11514,161438,10514,81710,7247,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9763683,1209,9179305,13703,8098397,22501,6331542,34553,3079719,27657,1080908,20191,584378,13598,286500,9053,248364,7867,203667,7118,96235,5353,38136,3969,297878,11541,209538,9523,160904,7308,61630,6720,88340,6663,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5252092,680,4877254,9385,4490235,14390,3808353,20426,1320674,15820,387019,11486,374838,9448,167513,7600,147860,6448,113360,5806,50411,4092,19653,2693,207325,8542,137738,7565,99896,6456,41373,5339,69587,5607,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2902907,1467,2843685,4686,2347014,15054,1614464,23524,1041349,16583,496671,14361,59222,4457,18296,2246,13492,1948,11719,1708,4426,1057,4804,1283,40926,3852,14306,2436,13607,2382,1077,452,26620,3609,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5879864,2130,5649716,8859,4944636,17550,3929674,26230,1695935,20907,705080,15289,230148,9177,98657,6379,81669,4822,67167,4295,26153,2562,16988,3274,131491,8151,79665,5619,68926,5411,13047,3040,51826,5033,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,975562,1190,956081,2924,791104,8364,646906,10045,271514,8246,164977,7087,19481,2601,11273,1992,9480,1651,7568,1406,4390,995,1793,901,8208,1431,5997,1292,5469,1250,1048,467,2211,630,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1802049,954,1690941,5862,1520642,6539,1277934,10947,458941,8935,170299,6639,111108,5779,45221,3764,37316,3352,32282,3093,9187,1791,7905,1894,65887,5394,36438,3235,29156,2721,8738,2307,29449,3770,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2668966,1868,2163434,10228,1750317,14351,1418950,17030,559370,13062,413117,12995,505532,9913,211699,8387,177069,7482,150252,6894,47289,3253,34630,4223,293833,11153,137880,7418,126084,7363,18017,2530,155953,9419,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1302639,468,1233522,4511,1100150,9156,943318,12005,307004,8248,133372,8106,69117,4544,37159,2921,32720,2730,29168,2573,9803,1757,4439,1789,31958,3894,24756,3067,21246,2858,4756,1288,7202,1834,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8693541,1177,6859212,18548,6271791,22011,5222188,31273,1857763,21954,587421,17396,1834329,18451,915514,16916,786265,14891,645238,13993,242913,7202,129249,7621,918815,19023,484327,14155,381069,12617,118921,7291,434488,13608,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2032699,1222,1830789,9533,1530353,13803,1064469,17008,689382,13355,300436,11328,201910,9792,68866,5201,52970,4592,36740,4282,24655,2432,15896,2364,133044,8219,50818,5045,32139,3546,21233,3372,82226,7617,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19134281,2566,14864712,33189,13621507,36176,10498072,47610,4883187,46076,1243205,23382,4269569,32811,2208091,22833,1964999,21366,1382166,19822,833455,15140,243092,10054,2061478,33791,1270393,25374,747866,19915,588368,18177,791085,25609,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9360661,4149,8648774,13613,7424864,26885,5675038,33800,2764711,24954,1223910,25497,711887,14105,213352,7354,170513,6746,149916,6695,44083,3481,42839,4633,498535,13457,195447,9746,165350,9133,36643,4190,303088,12009,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,660611,725,644096,2237,581727,4687,515564,6547,155276,5072,62369,4645,16515,2102,6089,1235,5488,1090,4586,1045,2216,526,601,445,10426,1671,8861,1565,7239,1535,1746,865,1565,950,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11358640,5507,10895083,11810,9603754,25963,7576489,32811,3371206,31440,1291329,24259,463557,11228,226440,7814,199653,7222,162874,7152,72051,4033,26787,3422,237117,10917,156290,9083,133823,6964,29371,4477,80827,6704,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3677206,1908,3473935,7570,2879213,13221,2181393,18915,1126277,13641,594722,11608,203271,7376,64697,4398,49619,3723,42374,3478,14471,1777,15078,2318,138574,6609,54823,4345,48756,4190,8404,1750,83751,5693,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3799107,882,3425651,10632,2912108,17608,2339411,22352,1024293,16080,513543,15618,373456,10558,139760,6374,117469,5949,100165,5922,34771,3130,22291,2564,233696,11344,118026,7868,95977,6338,28193,3908,115670,8218,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12506000,1361,11774324,15108,10675348,27862,8656283,42511,3744715,26347,1098976,22942,731676,15247,362655,9479,320142,8768,261146,7521,109036,5394,42513,3623,369021,13055,239330,10018,193439,8636,57863,4765,129691,9436,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1036743,1079,903342,5921,816031,7540,660647,10150,274494,9061,87311,6285,133401,5681,63392,4460,55432,4291,41573,3685,21375,2316,7960,1580,70009,5714,39096,3551,26930,3191,14493,2331,30913,4627,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4536835,2329,4322367,7243,3635900,18721,2757627,27484,1408537,20733,686467,18288,214468,7398,64481,5328,53758,5117,45572,4464,19610,2848,10723,2048,149987,7536,51902,5200,47755,5033,6482,1309,98085,6677,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,798141,664,776198,2845,684134,6584,574949,7959,220943,6993,92064,6629,21943,2755,8875,1953,7558,1733,7028,1721,1201,473,1317,713,13068,2815,7563,1613,6418,1512,1202,881,5505,2366,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6259546,1957,5972746,10071,5204070,23283,3908971,34332,2014779,25033,768676,19560,286800,9842,95864,7372,77028,6118,66749,5663,20163,2423,18836,3483,190936,9468,79887,5760,66782,4938,16745,3076,111049,8226,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,24779450,4528,20684936,39275,16895068,53912,12735594,69714,6071028,41361,3789868,40347,4094514,39486,1314529,21315,959843,17594,753782,14879,301041,9486,354686,11542,2779985,35730,1049065,19667,770093,16922,310166,12456,1730920,34014,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2750354,1102,2529505,7799,2205576,16447,1897963,16591,538168,14939,323929,13588,220849,7808,74337,4476,58996,4485,51355,4147,14369,1931,15341,2569,146512,7441,63858,6092,55691,5461,10517,2383,82654,6472,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,619886,304,592549,2435,545180,4525,400651,6237,225241,5608,47369,4071,27337,2487,16393,2131,15865,1988,11510,1543,7228,1182,528,399,10944,2130,8961,1962,5769,996,4214,1540,1983,919,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7807416,5241,6907366,17076,6172902,21154,5266897,29983,1732989,20292,734464,18117,900050,16358,407037,12087,349378,11249,316806,10528,74497,4271,57659,5603,493013,14783,265006,10006,242796,9344,31449,3473,228007,12684,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6638081,3035,5759220,13998,5068144,21816,4113393,25287,1662631,16390,691076,20568,878861,14293,398172,11291,337112,10051,278759,9079,109322,5724,61060,6272,480689,14486,287236,11987,210984,9156,88252,7854,193453,9483,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1823372,786,1801896,2737,1539549,10332,1142104,18898,660244,12576,262347,10027,21476,2539,9858,1538,8770,1551,7740,1497,2975,741,1088,518,11618,2383,8892,1905,7877,1820,1704,604,2726,1098,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5613402,872,5360903,7933,4908635,13030,3945458,24188,1663491,19283,452268,12404,252499,7860,102058,4244,92018,4112,72358,3760,34078,2551,10040,1630,150441,6340,83549,4688,67253,3928,20669,3066,66892,5237,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,555010,816,539484,2556,461791,5959,383385,7912,142022,6115,77693,6003,15526,2411,6216,1488,5039,1392,4870,1382,1350,620,1177,630,9310,2167,5344,1741,4589,1364,983,1069,3966,1372,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3695636,871,3591208,6880,3323861,11749,1516554,21816,2026093,23703,267347,9576,104428,6839,40654,3810,36089,3292,23069,2495,18301,2163,4565,1215,63774,5816,38747,4292,20734,2921,20254,2990,25027,2975,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
