GEO_ID,B17020I_001E,B17020I_001M,B17020I_002E,B17020I_002M,B17020I_003E,B17020I_003M,B17020I_004E,B17020I_004M,B17020I_005E,B17020I_005M,B17020I_006E,B17020I_006M,B17020I_007E,B17020I_007M,B17020I_008E,B17020I_008M,B17020I_009E,B17020I_009M,B17020I_010E,B17020I_010M,B17020I_011E,B17020I_011M,B17020I_012E,B17020I_012M,B17020I_013E,B17020I_013M,B17020I_014E,B17020I_014M,B17020I_015E,B17020I_015M,B17020I_016E,B17020I_016M,B17020I_017E,B17020I_017M,NAME,B17020I_001MA,B17020I_001EA,B17020I_002EA,B17020I_002MA,B17020I_003EA,B17020I_003MA,B17020I_004MA,B17020I_004EA,B17020I_005EA,B17020I_005MA,B17020I_006EA,B17020I_006MA,B17020I_007MA,B17020I_007EA,B17020I_008MA,B17020I_008EA,B17020I_009MA,B17020I_009EA,B17020I_010MA,B17020I_010EA,B17020I_011EA,B17020I_011MA,B17020I_012MA,B17020I_012EA,B17020I_013MA,B17020I_013EA,B17020I_014EA,B17020I_014MA,B17020I_015MA,B17020I_015EA,B17020I_016MA,B17020I_016EA,B17020I_017EA,B17020I_017MA,state
0400000US13,836500,2559,266473,15686,45988,4197,8457,1922,44416,4019,27215,3633,138092,9459,1012,505,1293,667,570027,15866,57410,3470,11223,2088,60774,4195,55162,4065,368267,9247,11749,1645,5442,1430,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,114304,1156,20437,3443,2895,1010,802,558,2549,1112,2269,793,11302,1802,416,264,204,212,93867,3870,11463,1022,2381,818,12018,1551,9481,1481,52509,1896,4082,714,1933,578,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,173223,1004,49817,6362,9178,1791,1734,609,6447,1279,6715,1609,24299,3311,995,565,449,305,123406,6357,13550,1835,4282,1008,17152,1861,13735,1680,69843,3453,2854,893,1990,675,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2010876,2713,405570,20164,60249,4526,12331,2221,63391,5713,50939,5219,206251,10211,6679,1518,5730,1337,1605306,20390,150153,4663,28937,3026,181926,6069,171782,6961,1002555,10406,45906,1905,24047,1670,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,379413,1701,107134,8272,21288,2408,3259,850,16937,2115,10693,2059,53443,4669,988,513,526,301,272279,8221,28193,2254,6077,1339,32050,2759,31860,3115,163232,4918,6512,953,4355,746,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,145898,1805,39673,5448,7542,1398,734,369,6452,1422,5335,1653,19258,2732,274,276,78,140,106225,5513,11066,1502,2480,845,11414,1494,14968,2037,63413,3145,1868,545,1016,441,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,294049,1391,74835,7745,14208,1941,2006,774,13452,2460,8348,1809,35163,4165,1195,658,463,301,219214,7833,24512,2267,4695,1263,26930,2223,25151,2194,130015,4576,4827,1103,3084,838,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,123898,3264,41312,4848,7110,1399,1868,613,6218,1530,3824,1341,21671,2904,286,331,335,267,82586,4987,9414,1760,1340,538,9507,1604,9201,1661,50393,3242,1810,848,921,449,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,189413,1372,37530,3965,7585,1595,702,379,3178,1040,2243,895,22175,2737,786,463,861,475,151883,4323,12191,1519,2420,870,12798,1732,11628,1615,101591,3094,6488,927,4767,816,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,15251,929,4660,1391,611,477,56,81,1030,493,377,235,2358,846,144,164,84,119,10591,1481,912,412,264,257,855,584,1244,663,6489,1062,561,310,266,216,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,463479,1836,63453,7213,8050,1867,1588,639,8639,1988,4550,1215,39037,4424,698,363,891,400,400026,7293,41103,2019,7661,1540,37609,2404,35151,2075,264339,4443,9450,984,4713,630,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,611826,2103,191306,10906,26729,2668,4255,1065,25951,2909,24035,3276,100010,6098,5473,1152,4853,1125,420520,10972,35105,2598,6483,1535,42658,3250,44053,3375,276363,6271,10983,1153,4875,990,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,427517,2020,125645,8477,20911,2527,3041,1014,22809,2744,13000,1783,63440,4616,1326,532,1118,457,301872,8276,30607,2524,6049,1297,34243,2564,36106,2317,177570,4760,10805,1528,6492,902,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,241950,1435,59058,5860,11453,1905,2773,995,8425,1462,6131,1197,28880,3230,721,436,675,371,182892,6032,21893,2033,3771,908,23336,2160,20511,1754,109062,3389,2915,741,1404,537,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,68445,3541,20220,3776,3171,860,649,400,2576,1047,2035,743,11336,2470,198,206,255,204,48225,4887,5345,1578,1013,461,5853,1575,3643,1202,30500,3345,1152,477,719,416,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,206608,1760,52869,6277,10163,1911,1167,522,8704,2032,4599,1137,27016,3696,508,409,712,415,153739,6575,15726,1962,2704,740,18453,1981,17230,1971,91352,3914,4801,956,3473,977,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,26936,610,5733,1324,984,399,328,296,976,490,544,274,2846,758,0,237,55,94,21203,1456,2177,787,477,312,2133,679,2866,754,12276,1156,692,331,582,309,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,163710,1029,44209,5843,7270,1496,1679,769,8196,1706,6025,1578,20343,3090,386,302,310,260,119501,5818,13643,1571,2189,698,15061,1984,14512,1716,70350,3455,1895,548,1851,565,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,712257,1183,157740,12224,26893,2763,6094,1502,28072,3308,18858,3176,74069,6529,2356,952,1398,736,554517,12310,49581,2819,9506,1474,58265,4075,63054,4385,349237,6766,16644,1193,8230,818,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,35560,945,5789,2263,1020,649,0,257,874,542,798,697,2854,1108,141,187,102,119,29771,2491,2830,746,580,460,3891,1228,3293,1015,17210,1428,1258,641,709,457,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1537569,2588,305367,16925,38825,3993,8467,1469,38261,3884,35746,3754,169395,9639,9365,1770,5308,1098,1232202,16675,97763,4115,19361,2021,105471,4147,111325,5079,818950,9768,50145,2042,29187,1900,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,939391,2172,248088,16592,31231,3664,6736,1668,35871,3961,32445,3920,124594,8958,9663,1585,7548,1500,691303,16390,52427,3759,10369,1752,68482,3882,62655,4532,429919,8763,39657,1855,27794,1469,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3363528,4257,843914,24272,94609,5705,19322,2289,103925,6231,105947,4977,465754,14544,31943,3134,22414,2414,2519614,23688,183165,5475,34263,3780,201931,7537,212685,5249,1698003,14334,115998,3345,73569,2669,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,789622,2432,267692,15282,48099,3990,9500,1732,43341,3813,29803,4116,133310,8012,2439,944,1200,662,521930,15745,57461,3581,11122,1893,58397,4599,49204,3937,333156,8786,8218,1174,4372,1151,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,13130,1299,3295,1027,607,395,235,175,695,408,548,424,1163,486,0,211,47,58,9835,1670,1469,696,181,143,1199,485,881,378,5422,724,210,215,473,354,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,342876,2591,107810,7705,19175,1981,3322,822,17108,2330,10141,1775,55450,4681,1871,568,743,384,235066,8292,22960,2092,5158,1035,28975,2427,25235,2567,140021,5312,7360,1146,5357,1070,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,323690,1628,96487,7728,16842,1664,2742,752,17009,2101,12584,1977,45525,4163,773,415,1012,469,227203,8019,26595,2007,3908,1051,26746,2264,25257,2729,137911,4807,3890,871,2896,803,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,440954,2031,127204,8871,21063,2414,4716,1184,21293,2653,15782,2462,62334,4766,1495,709,521,372,313750,9070,33166,2562,4886,1016,39146,3390,36040,2748,189860,4629,6809,1162,3843,886,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,692528,3518,232292,11537,33724,2993,7665,1506,35377,3205,30037,3086,118608,6364,4518,997,2363,657,460236,11302,45570,2964,7937,1486,47125,3948,49579,3360,289314,6482,12913,1260,7798,1223,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,128911,766,39117,5620,5149,1368,1205,557,4419,1326,5974,1611,20607,3207,1383,684,380,232,89794,5635,7701,1549,1782,638,8342,1282,10900,1662,57043,3319,3317,774,709,406,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,221467,2128,74877,5958,13333,2056,2390,812,11203,1905,7686,1894,39443,3706,381,298,441,361,146590,5956,14414,1788,2295,933,16569,2085,10910,1782,97169,3931,3320,777,1913,549,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,19288,1403,3092,1069,772,395,9,15,404,274,197,304,1710,580,0,223,0,223,16196,1593,2085,585,444,337,1981,519,1850,682,9021,1078,233,249,582,640,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,281687,3179,95276,7790,18588,2496,4092,1271,13129,2221,8520,1565,49167,4816,1138,848,642,444,186411,7463,19018,2016,4640,1067,19323,2619,17365,2396,119659,4784,4562,1201,1844,750,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9352163,9492,2503325,46844,374273,12899,69844,4906,409421,12143,322348,11308,1216039,25931,60351,4077,51049,3256,6848838,45044,592379,12915,115198,5742,711040,13066,706608,12749,4309056,25402,256182,4224,158375,4782,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,354556,1705,96415,8209,16684,2513,2774,787,15968,2232,13277,2032,46527,4253,653,391,532,223,258141,8369,27213,2355,6529,1266,30464,2652,28622,2326,156120,4370,6426,1109,2767,599,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9037,862,1805,701,154,166,54,91,109,151,376,238,981,590,131,136,0,211,7232,1014,484,298,61,63,870,353,473,280,4898,955,164,149,282,281,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,614638,2467,86869,8817,13560,2486,2903,1056,11897,2184,7922,1856,49417,5576,376,247,794,362,527769,9199,51565,2974,10350,2006,50491,3849,50559,3385,348008,5702,9931,1215,6865,1021,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,743825,2983,215546,14020,40403,3371,5975,1604,35952,3477,25234,3472,104230,7251,2578,1015,1174,601,528279,14293,52054,3455,13027,1823,60779,4331,60615,3814,324816,7872,10678,1441,6310,1292,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,19330,1974,5196,2066,491,283,384,248,842,602,678,489,2698,990,0,269,103,139,14134,1870,1301,366,484,347,1425,630,1724,637,7698,1278,777,476,725,449,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,326041,2043,89882,7782,17059,1877,3214,939,15576,2630,9664,1747,43104,4086,765,328,500,331,236159,7429,25802,1926,4205,971,27206,2630,28360,2161,141766,4318,5593,922,3227,577,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,49282,423,9218,2345,1593,1005,379,252,1512,573,1072,645,4534,1253,91,120,37,63,40064,2492,4866,1155,1420,698,5251,1163,3395,1138,23102,1529,1137,601,893,415,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3644367,3922,1642244,21121,132381,4410,25052,2183,159093,6317,178484,6523,935138,13491,118974,3847,93122,3782,2002123,21665,85479,4384,17677,2012,132860,5418,148533,6937,1295596,13657,190511,3696,131467,3554,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
