GEO_ID,B22005C_001E,B22005C_001M,B22005C_002E,B22005C_002M,B22005C_003E,B22005C_003M,NAME,B22005C_001EA,B22005C_001MA,B22005C_002MA,B22005C_002EA,B22005C_003MA,B22005C_003EA,state
0400000US01,8457,1271,1595,503,6862,1173,Alabama,null,null,null,null,null,null,01
0400000US02,30918,1708,9577,1090,21341,1581,Alaska,null,null,null,null,null,null,02
0400000US04,76283,3494,22577,1924,53706,3188,Arizona,null,null,null,null,null,null,04
0400000US05,6184,1076,1127,522,5057,1004,Arkansas,null,null,null,null,null,null,05
0400000US06,95234,4015,13370,1851,81864,3774,California,null,null,null,null,null,null,06
0400000US08,17653,2039,4609,1111,13044,1706,Colorado,null,null,null,null,null,null,08
0400000US09,2246,698,463,382,1783,588,Connecticut,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,11
0400000US12,23174,2273,4778,1422,18396,1814,Florida,null,null,null,null,null,null,12
0400000US13,8530,1636,1161,500,7369,1555,Georgia,null,null,null,null,null,null,13
0400000US15,1503,623,370,321,1133,533,Hawaii,null,null,null,null,null,null,15
0400000US16,6814,1104,2327,799,4487,864,Idaho,null,null,null,null,null,null,16
0400000US17,10287,1432,1811,719,8476,1345,Illinois,null,null,null,null,null,null,17
0400000US18,6806,1273,1797,721,5009,1018,Indiana,null,null,null,null,null,null,18
0400000US19,2774,684,799,415,1975,657,Iowa,null,null,null,null,null,null,19
0400000US20,7353,1164,1867,608,5486,1051,Kansas,null,null,null,null,null,null,20
0400000US21,3368,891,1012,416,2356,833,Kentucky,null,null,null,null,null,null,21
0400000US22,10159,1462,1656,500,8503,1447,Louisiana,null,null,null,null,null,null,22
0400000US23,2985,695,1504,426,1481,554,Maine,null,null,null,null,null,null,23
0400000US24,5439,1198,864,389,4575,1207,Maryland,null,null,null,null,null,null,24
0400000US25,5850,1254,2577,954,3273,819,Massachusetts,null,null,null,null,null,null,25
0400000US26,20742,2044,6498,1143,14244,1513,Michigan,null,null,null,null,null,null,26
0400000US27,18266,1555,5769,976,12497,1308,Minnesota,null,null,null,null,null,null,27
0400000US28,4315,909,690,380,3625,879,Mississippi,null,null,null,null,null,null,28
0400000US29,9370,1361,2182,844,7188,1154,Missouri,null,null,null,null,null,null,29
0400000US30,17614,1811,5036,1091,12578,1718,Montana,null,null,null,null,null,null,30
0400000US31,4646,825,1978,672,2668,651,Nebraska,null,null,null,null,null,null,31
0400000US32,9164,1254,1502,626,7662,1221,Nevada,null,null,null,null,null,null,32
0400000US33,1125,393,110,121,1015,408,New Hampshire,null,null,null,null,null,null,33
0400000US34,6183,1050,1245,507,4938,916,New Jersey,null,null,null,null,null,null,34
0400000US35,49759,2281,9239,1327,40520,2284,New Mexico,null,null,null,null,null,null,35
0400000US36,25097,2292,6125,1171,18972,2143,New York,null,null,null,null,null,null,36
0400000US37,36072,2443,10121,1439,25951,2211,North Carolina,null,null,null,null,null,null,37
0400000US38,10443,1160,4102,850,6341,894,North Dakota,null,null,null,null,null,null,38
0400000US39,8622,1370,1819,677,6803,1171,Ohio,null,null,null,null,null,null,39
0400000US40,85646,2936,17665,1759,67981,2971,Oklahoma,null,null,null,null,null,null,40
0400000US41,16117,2044,6364,1323,9753,1579,Oregon,null,null,null,null,null,null,41
0400000US42,7827,1267,2407,774,5420,1117,Pennsylvania,null,null,null,null,null,null,42
0400000US44,1051,522,402,304,649,408,Rhode Island,null,null,null,null,null,null,44
0400000US45,5025,1164,1614,867,3411,976,South Carolina,null,null,null,null,null,null,45
0400000US46,17281,1250,8561,1037,8720,1127,South Dakota,null,null,null,null,null,null,46
0400000US47,6301,1397,1893,719,4408,1177,Tennessee,null,null,null,null,null,null,47
0400000US48,44548,3013,7320,1256,37228,2708,Texas,null,null,null,null,null,null,48
0400000US49,10823,1135,2826,840,7997,1048,Utah,null,null,null,null,null,null,49
0400000US50,709,341,236,252,473,255,Vermont,null,null,null,null,null,null,50
0400000US51,8265,1456,1034,539,7231,1410,Virginia,null,null,null,null,null,null,51
0400000US53,31109,2259,9224,1423,21885,2042,Washington,null,null,null,null,null,null,53
0400000US54,1460,686,741,565,719,399,West Virginia,null,null,null,null,null,null,54
0400000US55,18523,1523,4316,767,14207,1462,Wisconsin,null,null,null,null,null,null,55
0400000US56,3563,600,869,407,2694,586,Wyoming,null,null,null,null,null,null,56
0400000US72,2619,709,956,401,1663,585,Puerto Rico,null,null,null,null,null,null,72
