GEO_ID,B27019_001E,B27019_001M,B27019_002E,B27019_002M,B27019_003E,B27019_003M,B27019_004E,B27019_004M,B27019_005E,B27019_005M,B27019_006E,B27019_006M,B27019_007E,B27019_007M,B27019_008E,B27019_008M,B27019_009E,B27019_009M,B27019_010E,B27019_010M,B27019_011E,B27019_011M,B27019_012E,B27019_012M,B27019_013E,B27019_013M,B27019_014E,B27019_014M,B27019_015E,B27019_015M,B27019_016E,B27019_016M,B27019_017E,B27019_017M,B27019_018E,B27019_018M,B27019_019E,B27019_019M,B27019_020E,B27019_020M,B27019_021E,B27019_021M,B27019_022E,B27019_022M,B27019_023E,B27019_023M,B27019_024E,B27019_024M,B27019_025E,B27019_025M,B27019_026E,B27019_026M,B27019_027E,B27019_027M,B27019_028E,B27019_028M,B27019_029E,B27019_029M,B27019_030E,B27019_030M,B27019_031E,B27019_031M,B27019_032E,B27019_032M,B27019_033E,B27019_033M,B27019_034E,B27019_034M,B27019_035E,B27019_035M,B27019_036E,B27019_036M,B27019_037E,B27019_037M,B27019_038E,B27019_038M,B27019_039E,B27019_039M,B27019_040E,B27019_040M,B27019_041E,B27019_041M,B27019_042E,B27019_042M,B27019_043E,B27019_043M,NAME,B27019_001MA,B27019_001EA,B27019_002EA,B27019_002MA,B27019_003MA,B27019_003EA,B27019_004EA,B27019_004MA,B27019_005EA,B27019_005MA,B27019_006EA,B27019_006MA,B27019_007MA,B27019_007EA,B27019_008EA,B27019_008MA,B27019_009MA,B27019_009EA,B27019_010EA,B27019_010MA,B27019_011EA,B27019_011MA,B27019_012EA,B27019_012MA,B27019_013MA,B27019_013EA,B27019_014EA,B27019_014MA,B27019_015MA,B27019_015EA,B27019_016EA,B27019_016MA,B27019_017MA,B27019_017EA,B27019_018EA,B27019_018MA,B27019_019MA,B27019_019EA,B27019_020MA,B27019_020EA,B27019_021MA,B27019_021EA,B27019_022EA,B27019_022MA,B27019_023EA,B27019_023MA,B27019_024MA,B27019_024EA,B27019_025MA,B27019_025EA,B27019_026MA,B27019_026EA,B27019_027MA,B27019_027EA,B27019_028EA,B27019_028MA,B27019_029EA,B27019_029MA,B27019_030MA,B27019_030EA,B27019_031EA,B27019_031MA,B27019_032MA,B27019_032EA,B27019_033EA,B27019_033MA,B27019_034EA,B27019_034MA,B27019_035EA,B27019_035MA,B27019_036MA,B27019_036EA,B27019_037MA,B27019_037EA,B27019_038MA,B27019_038EA,B27019_039EA,B27019_039MA,B27019_040EA,B27019_040MA,B27019_041MA,B27019_041EA,B27019_042MA,B27019_042EA,B27019_043MA,B27019_043EA,state
0400000US01,3090247,5446,2452652,5667,364976,11196,223905,9782,131985,7187,110115,6997,141071,7480,740302,12984,567202,10591,476273,10486,129269,6528,173100,7715,770384,11809,640866,10880,578460,11040,100960,5770,129518,7013,576990,10766,541763,11448,530804,11430,31439,2645,35227,3226,637595,2562,171906,5531,171236,5577,87836,3953,170311,5599,670,635,226182,6319,225313,6284,150682,4876,222386,6264,869,559,131102,4752,130912,4767,100561,4221,128416,4718,190,165,108405,4354,108215,4336,90304,4120,106094,4304,190,306,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,435488,2244,383658,2361,30390,3081,15714,1829,9754,1481,6760,1277,14676,2396,96341,4261,63631,3382,51237,3198,14858,1995,32710,2786,146748,5332,115460,5077,105101,5307,18329,2009,31288,2718,110179,5088,100061,4616,98228,4580,6895,1642,10118,1957,51830,1042,8720,1154,8155,1195,2352,643,8007,1185,565,409,14458,1514,14298,1546,9407,1552,13628,1493,160,141,15911,1596,15858,1581,10282,1243,15302,1542,53,66,12741,1633,12345,1474,9492,1446,12038,1412,396,356,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4067467,3632,3191907,4433,432297,13249,244755,9367,116231,6502,138960,7756,187542,9499,760692,15768,554294,14110,405213,11499,177082,7906,206398,9451,1148285,15482,951849,15526,799744,14445,203278,7949,196436,8218,850633,13815,786637,12531,754942,12031,57057,3767,63996,4724,875560,2405,141658,5705,136376,5451,56050,4303,133321,5202,5282,1411,254922,6262,252698,6304,155822,5125,249064,6267,2224,940,263318,5647,261746,5585,183434,4878,257488,5670,1572,694,215662,6835,215002,6791,162036,5466,209135,6658,660,448,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1873397,5573,1468593,5758,202856,7510,117841,5828,67653,3519,58075,4361,85015,4916,501629,9345,360055,7237,292804,6872,89401,4724,141574,6366,456174,8866,360006,9096,315095,8471,69288,4313,96168,5244,307934,9163,284097,9077,274666,8931,19770,2120,23837,2797,404804,2660,107986,3482,107236,3455,49341,3112,106645,3504,750,525,148177,4856,148079,4884,97553,4541,146878,4855,98,120,85999,3730,85895,3729,62098,3138,85002,3768,104,123,62642,3127,62608,3130,48986,2928,61228,3135,34,62,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23693827,7533,19516856,8885,3558363,35970,1854295,24427,1085288,19566,830964,18438,1704068,29033,3913798,28443,2727007,27932,2144947,27674,684960,16935,1186791,18129,5953513,39517,4811153,37238,4233649,36628,776699,13434,1142360,18051,6091182,38932,5492736,36450,5332069,37610,265587,8296,598446,16369,4176971,6408,975219,13927,935734,13720,295212,8772,916860,13807,39485,3831,983040,16155,972350,15929,567964,12327,944524,15828,10690,1977,1103584,14445,1094453,14361,734664,11342,1055944,14185,9131,1697,1115128,15453,1102841,15184,770221,12861,1044712,14354,12287,1866,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3257348,4439,2721213,4929,250922,9337,131446,6462,81651,5150,55386,3848,119476,7053,577023,11808,410627,9393,347550,9569,80209,4433,166396,9747,855694,15084,699453,13418,630038,12874,99955,5530,156241,7511,1037574,14477,958548,13957,937499,13408,42081,3171,79026,4952,536135,2272,74291,3560,73019,3620,36669,2944,71846,3544,1272,571,159550,4355,159134,4369,110846,3572,155586,4134,416,316,138857,4096,138319,4105,99875,3659,135420,4094,538,351,163437,4601,162641,4567,125178,4312,156971,4714,796,492,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2386516,1979,1901691,2490,169203,8853,114477,7073,62896,4851,57797,5072,54726,4657,499248,10677,414914,10583,333137,9020,97520,5810,84334,5851,500853,9834,442759,9609,391156,8799,67732,3674,58094,4605,732387,12097,696682,11516,679587,11615,28399,3035,35705,3318,484825,1411,94066,4798,91784,4791,51151,3060,89439,4717,2282,818,168585,5245,167535,5074,119878,4567,162894,4664,1050,683,93758,3820,93297,3740,71210,3586,91141,3654,461,442,128416,4892,127619,4862,100584,4548,122043,4822,797,524,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,588530,1332,463113,1481,46487,4451,32294,3784,17578,2486,16992,2642,14193,2023,143360,5337,120456,5072,95976,5403,31357,3159,22904,3036,135439,6011,122583,5842,105354,5294,24987,3370,12856,1907,137827,5091,130385,4832,126394,4636,8195,1618,7442,1710,125417,821,24155,2013,23998,1982,14157,1818,23694,1859,157,134,48359,2786,48359,2786,34497,2339,47000,2763,0,265,24955,2196,24917,2195,19597,1954,24565,2169,38,63,27948,2126,27948,2126,24268,2061,27340,2131,0,265,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,408689,906,341572,1343,34926,3542,28624,3125,12574,2185,19574,2698,6302,1477,66029,3902,56401,3317,33212,3213,30388,3226,9628,2130,57354,4752,51453,4425,39330,4133,15986,2160,5901,1263,183263,4586,171370,4766,166740,4732,7981,1250,11893,2178,67117,907,15121,1545,14877,1525,7477,924,13701,1555,244,264,15972,1767,15601,1787,10692,1477,14828,1701,371,393,12051,1485,11747,1472,9441,1435,11075,1416,304,318,23973,1473,23973,1473,20100,1723,21979,1386,0,292,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12830807,8691,9622252,8809,1193731,20440,579815,15214,337073,11453,272302,10115,613916,16792,2775804,27408,1789829,26750,1453766,24081,424585,13857,985975,20369,3051926,28244,2293741,27064,2040671,24362,363644,11549,758185,18731,2600791,26602,2235012,25786,2159023,25379,143068,5744,365779,13150,3208555,3802,624079,12968,605004,12878,242145,8509,596176,12709,19075,2528,1055935,13712,1042005,13649,624045,11889,1020799,13926,13930,2379,783386,11429,777083,11655,522439,10301,762141,11603,6303,1493,745155,14197,738551,13869,537639,11472,713436,13829,6604,1326,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
