GEO_ID,B08012_001E,B08012_001M,B08012_002E,B08012_002M,B08012_003E,B08012_003M,B08012_004E,B08012_004M,B08012_005E,B08012_005M,B08012_006E,B08012_006M,B08012_007E,B08012_007M,B08012_008E,B08012_008M,B08012_009E,B08012_009M,B08012_010E,B08012_010M,B08012_011E,B08012_011M,B08012_012E,B08012_012M,B08012_013E,B08012_013M,B08012_014E,B08012_014M,B08012_015E,B08012_015M,B08012_016E,B08012_016M,B08012_017E,B08012_017M,B08012_018E,B08012_018M,B08012_019E,B08012_019M,B08012_020E,B08012_020M,B08012_021E,B08012_021M,B08012_022E,B08012_022M,B08012_023E,B08012_023M,B08012_024E,B08012_024M,B08012_025E,B08012_025M,B08012_026E,B08012_026M,B08012_027E,B08012_027M,B08012_028E,B08012_028M,B08012_029E,B08012_029M,B08012_030E,B08012_030M,B08012_031E,B08012_031M,B08012_032E,B08012_032M,B08012_033E,B08012_033M,B08012_034E,B08012_034M,B08012_035E,B08012_035M,B08012_036E,B08012_036M,B08012_037E,B08012_037M,B08012_038E,B08012_038M,B08012_039E,B08012_039M,NAME,B08012_001EA,B08012_001MA,B08012_002MA,B08012_002EA,B08012_003MA,B08012_003EA,B08012_004EA,B08012_004MA,B08012_005MA,B08012_005EA,B08012_006EA,B08012_006MA,B08012_007EA,B08012_007MA,B08012_008MA,B08012_008EA,B08012_009MA,B08012_009EA,B08012_010EA,B08012_010MA,B08012_011EA,B08012_011MA,B08012_012EA,B08012_012MA,B08012_013EA,B08012_013MA,B08012_014MA,B08012_014EA,B08012_015EA,B08012_015MA,B08012_016EA,B08012_016MA,B08012_017EA,B08012_017MA,B08012_018EA,B08012_018MA,B08012_019EA,B08012_019MA,B08012_020MA,B08012_020EA,B08012_021MA,B08012_021EA,B08012_022EA,B08012_022MA,B08012_023EA,B08012_023MA,B08012_024MA,B08012_024EA,B08012_025MA,B08012_025EA,B08012_026EA,B08012_026MA,B08012_027EA,B08012_027MA,B08012_028EA,B08012_028MA,B08012_029EA,B08012_029MA,B08012_030MA,B08012_030EA,B08012_031MA,B08012_031EA,B08012_032EA,B08012_032MA,B08012_033MA,B08012_033EA,B08012_034EA,B08012_034MA,B08012_035EA,B08012_035MA,B08012_036MA,B08012_036EA,B08012_037EA,B08012_037MA,B08012_038MA,B08012_038EA,B08012_039EA,B08012_039MA,state
0400000US01,1895987,17044,59051,4094,189676,6995,274724,8262,330572,10269,301885,9443,117283,5683,264594,9631,53632,4258,56160,4463,135707,6100,76275,4654,36428,3230,997638,10780,30267,2890,89907,4430,138956,5852,160555,6587,151411,6113,61878,4192,148202,6190,31176,3211,32549,3019,77856,4297,48446,3465,26435,2843,898349,11958,28784,2540,99769,5169,135768,5379,170017,6595,150474,6013,55405,4455,116392,6258,22456,2461,23611,2900,57851,4123,27829,2857,9993,1753,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,324619,6085,30199,2539,56593,3843,58333,4238,59252,4008,44082,3708,16062,2292,24726,3081,5249,1564,4035,982,12229,2055,8194,1366,5665,1132,181871,3996,16890,2049,30889,2822,32926,2939,32807,2920,24847,2667,8337,1627,12939,2080,2507,975,2066,750,8252,1686,5098,995,4313,897,142748,4184,13309,1574,25704,2353,25407,2543,26445,2391,19235,2156,7725,1557,11787,1963,2742,1015,1969,708,3977,948,3096,774,1352,560,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2470950,19955,66596,4488,243712,9612,346279,11386,385741,11478,376165,10948,166696,7564,390622,12433,71040,4285,104917,6383,179809,7445,99719,5684,39654,3891,1318800,12854,30633,3382,120855,6681,176830,7639,200280,8741,196390,7642,92556,4912,216882,8501,41191,3355,55529,4050,102068,5433,59606,4224,25980,2923,1152150,13139,35963,3431,122857,6240,169449,7102,185461,7062,179775,7525,74140,5402,173740,7890,29849,2751,49388,4531,77741,5261,40113,3989,13674,2174,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1189709,11171,60584,3920,171728,6644,203607,7536,207225,7457,163084,6470,73975,4693,136006,6255,30393,3725,28008,2848,60070,3539,35293,2783,19736,2391,619791,7451,32880,2777,84154,4585,101961,4618,105688,5766,85369,5284,36809,3113,71523,4009,17538,2972,15699,1870,32163,2590,21078,2093,14929,2178,569918,8985,27704,2468,87574,4737,101646,5639,101537,4282,77715,4422,37166,3045,64483,4528,12855,1889,12309,1933,27907,2679,14215,2017,4807,1019,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15097170,46113,346580,9696,1331209,21450,2102009,27217,2350056,29610,2255417,27504,851250,14984,2224075,24189,385428,11560,590185,12995,1188689,16680,1019773,17158,452499,12081,8245554,30271,187190,6101,659065,15755,1043803,18451,1241107,20656,1219720,19403,459377,10813,1270384,17075,220255,7484,337323,9283,688597,14545,626242,13013,292491,9982,6851616,33170,159390,6491,672144,13126,1058206,19165,1108949,18559,1035697,17515,391873,8844,953691,16178,165173,6306,252862,8994,500092,10378,393531,10211,160008,7250,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2272970,17063,83704,5293,245175,9977,330937,9662,364281,8998,343462,9647,148100,6271,313731,10015,63216,3451,82102,5005,163243,7117,91747,5420,43272,3851,1222491,12159,45724,3642,120788,7144,168760,6053,187894,6493,180804,6329,81046,4482,175241,7409,34466,2521,46296,3815,93212,5490,57335,4411,30925,3201,1050479,11686,37980,3096,124387,6278,162177,6730,176387,7038,162658,6263,67054,4292,138490,6175,28750,2839,35806,2885,70031,4119,34412,2969,12347,1783,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1640403,11172,49593,3835,173004,6520,252588,8029,266864,8397,251409,8472,105289,4921,213470,7060,42804,3662,55543,3506,107777,5215,79302,5128,42760,3229,847688,8362,27323,2796,78538,4334,120706,5518,133024,5565,128767,5566,52123,3401,110825,4807,25936,2627,29717,2315,61854,3835,48983,4052,29892,2948,792715,8188,22270,2223,94466,5117,131882,5018,133840,6073,122642,5527,53166,3390,102645,5310,16868,2171,25826,2576,45923,3467,30319,2913,12868,1625,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,389282,6832,9033,1251,38341,3570,54818,3627,73779,4743,64811,3763,28183,3029,46702,3221,8318,1386,13561,2083,23536,2179,19095,2012,9105,1601,193442,4369,5574,1024,17045,2298,25672,2473,35526,3376,30827,2206,13501,2030,24611,2601,4108,977,6978,1400,12859,1700,10834,1508,5907,1353,195840,5125,3459,909,21296,2287,29146,2689,38253,2924,33984,2931,14682,2194,22091,2068,4210,876,6583,1366,10677,1843,8261,1439,3198,834,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,281847,5288,4044,1444,9753,1578,21776,2661,36337,3284,48160,3815,20846,2535,58477,3426,11853,1638,16598,1968,28760,2821,19623,2752,5620,1014,137267,3121,2254,1163,4550,921,12087,2040,17505,2348,24222,2752,9232,1694,26840,2375,6095,1292,8823,1436,14833,1987,8355,1487,2471,694,144580,4064,1790,619,5203,1227,9689,1681,18832,2237,23938,2383,11614,1907,31637,2650,5758,1141,7775,1422,13927,1983,11268,2248,3149,868,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7503144,30563,162168,7347,614492,12085,1014213,17855,1185897,22560,1223902,21823,498924,12413,1209574,21852,236393,10468,276595,10451,594732,13397,344334,12014,141920,8124,3873362,22724,86632,5290,303116,8943,481906,13171,590046,14750,618528,14981,257978,10301,644848,14819,118897,6029,149689,7954,324909,10477,204124,8981,92689,6181,3629782,22607,75536,4439,311376,8499,532307,12190,595851,15256,605374,12628,240946,7043,564726,13334,117496,7631,126906,5942,269823,9344,140210,6579,49231,4285,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
