GEO_ID,B13002_001E,B13002_001M,B13002_002E,B13002_002M,B13002_003E,B13002_003M,B13002_004E,B13002_004M,B13002_005E,B13002_005M,B13002_006E,B13002_006M,B13002_007E,B13002_007M,B13002_008E,B13002_008M,B13002_009E,B13002_009M,B13002_010E,B13002_010M,B13002_011E,B13002_011M,B13002_012E,B13002_012M,B13002_013E,B13002_013M,B13002_014E,B13002_014M,B13002_015E,B13002_015M,B13002_016E,B13002_016M,B13002_017E,B13002_017M,B13002_018E,B13002_018M,B13002_019E,B13002_019M,NAME,B13002_001EA,B13002_001MA,B13002_002EA,B13002_002MA,B13002_003MA,B13002_003EA,B13002_004MA,B13002_004EA,B13002_005EA,B13002_005MA,B13002_006MA,B13002_006EA,B13002_007MA,B13002_007EA,B13002_008EA,B13002_008MA,B13002_009MA,B13002_009EA,B13002_010MA,B13002_010EA,B13002_011EA,B13002_011MA,B13002_012MA,B13002_012EA,B13002_013EA,B13002_013MA,B13002_014EA,B13002_014MA,B13002_015EA,B13002_015MA,B13002_016EA,B13002_016MA,B13002_017EA,B13002_017MA,B13002_018EA,B13002_018MA,B13002_019EA,B13002_019MA,state
0400000US01,1174012,4189,66243,4226,36439,3180,673,410,28271,2937,7495,1250,29804,3013,4083,838,22305,2490,3416,1178,1107769,5691,506722,10338,3088,906,171966,5813,331668,6958,601047,11340,160050,3422,256819,6834,184178,7157,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,177281,1793,12494,1786,8507,1666,213,262,6166,1454,2128,727,3987,767,533,294,3384,716,70,93,164787,2287,81585,3032,740,455,29431,2194,51414,2299,83202,3621,23584,1527,35412,2416,24206,2328,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1527153,3857,86210,4956,50632,3628,1196,596,38175,3288,11261,1552,35578,3696,5631,1410,26401,3117,3546,1025,1440943,6650,655005,10411,3795,1213,226620,7673,424590,7139,785938,10161,211835,2637,344609,7079,229494,6600,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,697187,4255,37344,3196,22740,2505,776,365,18267,2337,3697,929,14604,2123,1947,660,11198,1932,1459,587,659843,5319,320189,6796,3055,958,114374,4880,202760,5206,339654,6852,97952,3763,139009,5865,102693,4366,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9517677,8957,508113,12820,335864,10276,6829,1328,232401,8596,96634,5013,172249,7875,24220,2968,124313,6628,23716,2716,9009564,16738,3978491,22798,17625,2500,1250912,12459,2709954,20108,5031073,24012,1317415,6315,2329437,15079,1384221,17262,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1257790,4477,68838,4408,48337,3694,710,470,35264,3140,12363,1707,20501,2477,2573,966,16784,2221,1144,568,1188952,6601,574488,8988,3082,1050,192375,5438,379031,6138,614464,10267,159210,3256,276727,6507,178527,6371,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,872153,2859,42002,3265,28557,2746,172,196,18619,2042,9766,1616,13445,1992,1130,584,11223,1830,1092,433,830151,4250,361774,7334,958,443,90165,4590,270651,5660,468377,7179,119408,1752,203005,4741,145964,5393,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,221127,1577,9902,1749,5693,1018,0,265,4708,975,985,450,4209,1203,377,339,3286,1075,546,403,211225,2296,90090,3537,272,343,25489,2434,64329,2738,121135,3872,33181,1381,52501,2747,35453,2698,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,186080,1077,9098,1634,4250,1009,0,292,2110,751,2140,660,4848,1311,891,536,3520,1204,437,372,176982,2114,37802,2771,82,137,14458,2059,23262,1619,139180,3307,21119,1357,80069,2798,37992,1883,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4418652,6592,211737,10946,125965,6756,2173,812,89674,5610,34118,3274,85772,7036,11394,2291,65167,5958,9211,1506,4206915,12631,1821564,18398,7347,1342,526962,12048,1287255,12555,2385351,21734,576778,6421,1052703,14172,755870,12678,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2520143,7529,145715,7387,88043,5139,1607,772,64674,4333,21762,2920,57672,4828,10158,1890,42009,4318,5505,1375,2374428,9640,1082238,11428,3571,1037,348202,8059,730465,9472,1292190,13213,333804,6115,554925,9911,403461,9956,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,318515,1552,19939,2404,13395,1832,124,133,8663,1574,4608,986,6544,1346,525,340,5595,1281,424,264,298576,2781,139061,3947,1294,735,45457,2702,92310,3179,159515,3904,37962,1556,73264,2693,48289,2974,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,371571,2541,23489,2380,17508,2122,282,291,14659,1809,2567,818,5981,1317,679,410,4866,1270,436,284,348082,3707,179893,4685,1977,868,68912,3165,109004,3723,168189,5608,53059,2098,68675,3833,46455,3380,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3214234,7146,179328,6763,115127,5545,693,472,83402,4305,31032,2807,64201,4429,10154,1816,47433,3776,6614,1446,3034906,9115,1337515,10478,3815,1152,397259,7236,936441,8416,1697391,12594,440724,6020,786462,9473,470205,8218,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1574955,3955,82273,4727,51519,3927,513,309,42018,3747,8988,1447,30754,2781,6082,1115,22086,2552,2586,826,1492682,6169,687297,9152,2516,793,224758,6027,460023,7668,805385,9247,219517,3700,346825,6696,239043,6536,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,711187,3580,41387,2719,28751,2382,360,350,22724,2189,5667,905,12636,1787,1979,694,9232,1506,1425,677,669800,4614,326811,5338,1427,644,111220,3419,214164,4167,342989,6868,104032,3291,149473,4355,89484,3817,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,680705,3081,40095,2981,27291,2041,388,338,21282,1744,5621,1284,12804,2115,2330,740,8915,1794,1559,636,640610,3856,312380,6794,804,422,108189,4764,203387,5385,328230,6859,96808,4037,143820,4903,87602,4560,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1055142,4131,57337,3613,36676,2890,1066,561,28118,2599,7492,1149,20661,2468,4728,1166,14430,2184,1503,627,997805,5017,484088,8974,1904,727,165014,5538,317170,6698,513717,9216,135246,3235,219155,6108,159316,5521,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1128352,4134,67832,4667,34942,2801,250,187,27168,2554,7524,1612,32890,3447,5464,1476,24972,2859,2454,952,1060520,6103,445840,8744,1768,624,148738,5363,295334,6704,614680,8622,149821,3767,280334,6228,184525,6263,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,308216,1827,14244,1911,8743,1468,15,27,7066,1381,1662,455,5501,1259,559,303,4617,1143,325,220,293972,2632,135385,3997,310,329,35525,2459,99550,2934,158587,4307,40794,1046,66606,2761,51187,2916,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1481849,4726,79000,4686,52822,4191,55,88,37144,3263,15623,2196,26178,2827,3034,1015,20338,2626,2806,880,1402849,5713,607864,8488,1929,677,166969,5933,438966,7412,794985,10045,193113,2965,361600,7052,240272,7728,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1667482,3935,79068,4162,54156,3103,170,211,34649,2685,19337,2140,24912,2731,2463,928,18310,2470,4139,1178,1588414,5881,659126,9317,855,450,162375,5877,495896,7146,929288,10010,224789,2462,451950,6347,252549,7308,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
