GEO_ID,B13016_001E,B13016_001M,B13016_002E,B13016_002M,B13016_003E,B13016_003M,B13016_004E,B13016_004M,B13016_005E,B13016_005M,B13016_006E,B13016_006M,B13016_007E,B13016_007M,B13016_008E,B13016_008M,B13016_009E,B13016_009M,B13016_010E,B13016_010M,B13016_011E,B13016_011M,B13016_012E,B13016_012M,B13016_013E,B13016_013M,B13016_014E,B13016_014M,B13016_015E,B13016_015M,B13016_016E,B13016_016M,B13016_017E,B13016_017M,NAME,B13016_001EA,B13016_001MA,B13016_002MA,B13016_002EA,B13016_003MA,B13016_003EA,B13016_004EA,B13016_004MA,B13016_005EA,B13016_005MA,B13016_006MA,B13016_006EA,B13016_007MA,B13016_007EA,B13016_008MA,B13016_008EA,B13016_009EA,B13016_009MA,B13016_010EA,B13016_010MA,B13016_011MA,B13016_011EA,B13016_012MA,B13016_012EA,B13016_013EA,B13016_013MA,B13016_014MA,B13016_014EA,B13016_015MA,B13016_015EA,B13016_016MA,B13016_016EA,B13016_017EA,B13016_017MA,state
0400000US13,2520143,7529,145715,7387,11765,2049,34056,3378,39011,3906,33616,2978,19931,2352,5408,1389,1928,773,2374428,9640,337375,6155,299903,5984,296241,5543,306983,4447,337291,7994,353391,7275,443244,5995,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,318515,1552,19939,2404,649,383,4286,1085,5064,1154,4908,1164,3472,922,873,397,687,398,298576,2781,39256,1457,41249,1608,39875,1249,37597,1397,37546,2479,44504,2342,58549,1417,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,371571,2541,23489,2380,961,532,5593,1408,9058,1296,4874,1157,2292,728,420,268,291,222,348082,3707,55036,2083,47233,1835,43146,2008,47208,1736,42874,2264,49726,2603,62859,1996,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3214234,7146,179328,6763,10847,1790,32466,3230,46928,3008,51441,3305,25543,2660,8517,1332,3586,933,3034906,9115,444539,5862,394707,4730,406036,3820,382978,3935,392717,7683,441289,7852,572640,5113,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1574955,3955,82273,4727,6595,1140,22774,2674,21231,2459,20099,2045,7330,1329,3056,835,1188,467,1492682,6169,222033,3755,202080,3913,186335,3184,183168,2748,197322,5070,213072,5119,288672,3124,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,711187,3580,41387,2719,2339,795,9189,1733,12846,1616,9921,1334,5564,1079,1066,427,462,268,669800,4614,105459,3228,95275,2377,83808,2110,81610,1999,83953,3177,90355,2848,129340,2416,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,680705,3081,40095,2981,2718,845,7651,1532,12547,1594,9999,1229,5324,1203,1479,586,377,245,640610,3856,97612,4094,91934,3670,82344,2042,77731,2182,80204,3435,86566,3429,124219,2451,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1055142,4131,57337,3613,5794,1281,15591,1902,15828,2039,11129,1568,6227,1174,1397,532,1371,730,997805,5017,137150,3211,129412,3115,124083,2992,130674,2779,131151,4153,147869,4276,197466,3249,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1128352,4134,67832,4667,5714,1487,18397,2768,21009,2621,12734,1775,6564,1444,2810,985,604,280,1060520,6103,151589,3801,149783,4167,144774,3296,134515,3040,134326,4756,145114,4354,200419,3326,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,308216,1827,14244,1911,574,300,3681,927,3316,678,4686,1146,967,364,660,322,360,221,293972,2632,41104,1000,36403,1550,33331,917,32397,1335,38093,2002,47438,2037,65206,1348,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1481849,4726,79000,4686,3089,1033,15527,2472,22140,2572,19815,2121,12591,1894,3423,862,2415,1064,1402849,5713,195042,2897,178601,3320,178142,3004,171826,2556,181486,6019,214061,5838,283691,3285,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1667482,3935,79068,4162,2633,949,10817,1573,17956,2024,24186,2660,15614,1925,5716,1276,2146,618,1588414,5881,225644,2407,228996,2178,204365,2579,180964,2859,194438,5690,240080,5245,313927,3674,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2367360,5191,128835,6081,8453,1669,27952,2947,36111,2798,31591,2783,16015,2086,6924,1388,1789,680,2238525,8077,350644,2897,298780,3975,255856,3206,259040,3149,287042,5542,332816,5411,454347,4302,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1289960,3601,73251,3831,3024,788,13366,1727,22440,2306,19851,1881,10521,1410,2789,673,1260,408,1216709,5487,175904,2163,159239,2818,163812,2605,147302,2371,150387,3710,174969,3717,245096,3049,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,735497,3842,45919,3775,5458,1370,14988,1895,12491,1954,6710,1414,3806,1049,1986,881,480,410,689578,5071,105678,3960,92276,3389,85344,3229,88016,3112,92528,4311,96431,4371,129305,3111,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1455661,4678,82335,5120,4693,1034,19431,2443,25208,2795,19544,1870,9365,1460,2944,916,1150,547,1373326,6761,201841,3556,188141,3751,177615,3307,168424,2957,176173,4819,190216,4826,270916,3002,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,222234,2164,14037,1847,1280,584,2614,806,4234,836,3150,714,1820,693,579,343,360,260,208197,2906,32068,1405,28546,1331,25887,1215,24573,1050,24425,1661,28985,2016,43713,1379,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,434790,2547,28509,2677,1217,496,8128,1773,8561,1372,7165,1129,2224,694,778,396,436,325,406281,3566,62665,2105,55459,2514,53438,1839,50415,1786,50801,2614,56601,2184,76902,1744,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,662425,2646,41465,4016,3271,1065,9127,1842,9997,1952,9993,1568,6464,1443,2070,778,543,321,620960,4834,85825,1767,77956,2383,84782,2252,82364,1873,87833,4020,91322,3774,110878,2247,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,318915,2073,16194,2066,621,385,2790,967,4482,1082,4005,1009,2645,1028,985,493,666,378,302721,2928,45994,1358,38514,1516,31097,1357,33126,1332,37475,2743,49599,2597,66916,1608,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2171597,4914,110473,5492,3911,872,15559,1911,25383,2675,34160,2688,20205,2383,7516,1150,3739,894,2061124,7328,285805,2815,244978,2795,247831,2875,248307,2684,281782,6640,320683,6457,431738,4862,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,488254,3183,28502,2658,3436,1118,6414,1348,7993,1469,5201,1023,4128,1234,940,632,390,263,459752,4435,70055,3078,63111,2375,58860,2207,56312,2197,60677,3708,61761,3661,88976,2761,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4953728,6360,247003,8427,13355,1790,40616,3355,59641,4064,69310,4154,40744,3427,16607,2051,6730,1249,4706725,9388,654746,4279,657559,4958,637833,4612,582271,4796,585543,10300,688469,9546,900304,5318,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2391578,7245,130058,6169,12793,2394,28254,3080,35434,2912,28543,2703,17608,2237,5666,1452,1760,717,2261520,9225,312616,5784,294684,5288,278964,4184,288093,5355,320607,9298,335073,8900,431483,5005,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,155174,1382,8895,1209,132,165,2056,611,3422,790,2131,561,841,366,222,179,91,116,146279,1738,21399,1133,25522,1146,19155,864,16867,709,18088,1403,17779,1387,27469,889,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2759703,5597,145431,5543,9104,1445,36714,3294,43239,2984,31574,2716,17115,2113,4852,1060,2833,726,2614272,7878,391666,4363,339198,4353,318805,3163,318343,3592,342501,6921,378971,6899,524788,4494,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,900784,3999,49557,3525,4599,1026,12850,1838,15814,2072,9708,1677,4283,984,1873,805,430,234,851227,5501,126824,2984,115408,3238,115351,2959,108279,2463,113976,4490,110156,4519,161233,3098,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,914539,4410,48873,3836,2131,650,8820,1966,15691,1903,12400,1882,6597,1249,2818,860,416,302,865666,5956,118733,2589,116089,3280,117083,2297,116224,2657,118096,4520,117480,4666,161961,3504,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3030667,5459,144791,5329,10084,2069,27938,2761,38840,3072,38927,2301,20705,2168,6172,1250,2125,576,2885876,7620,434548,4169,405276,5483,347072,3775,328523,2976,359088,8034,426239,7791,585130,4582,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,265051,2065,12732,2058,812,522,2183,773,3563,1213,3508,952,1764,646,557,306,345,226,252319,2797,39040,1137,37938,1283,29219,936,27891,1169,29503,2162,38968,2358,49760,1746,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1136829,4659,63648,4250,6132,1480,19640,2642,16687,2099,11489,1864,6807,1521,2049,796,844,413,1073181,6220,154984,4110,143359,3593,134729,3272,132622,2607,146639,4632,152251,4937,208597,3589,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,187914,1823,10804,1553,866,564,2510,803,3770,938,2196,562,685,318,346,242,431,288,177110,2212,28949,1648,23575,1561,22262,1307,20975,1239,22480,1620,23709,1548,35160,1504,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1561195,5325,96604,5579,8845,1843,21630,2747,22662,2744,21712,2398,12174,2068,5533,1435,4048,1077,1464591,7870,203982,3741,195695,4001,183387,3175,184528,3189,205195,6425,211331,5752,280473,4036,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6415052,8632,395185,10686,39801,3804,97763,5792,105462,5022,86914,4475,44504,3962,14141,2032,6600,1296,6019867,12291,869810,8833,791381,7871,806645,6028,797780,5477,843977,12815,840700,11775,1069574,6855,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,698644,2266,54635,3607,2212,791,11446,1932,17277,1776,15661,1815,5880,1138,1387,567,772,362,644009,4281,107317,1749,100284,2525,95518,2040,90900,2010,84187,2989,71735,2653,94068,2085,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,148575,1345,6885,1217,367,257,1175,486,1820,610,1715,512,1058,494,554,300,196,222,141690,1636,21068,694,20530,912,16096,970,15743,675,16829,1506,20928,1529,30496,1007,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2032766,5333,105477,6048,5083,1327,20642,2383,27738,2841,28939,3324,16779,2017,4344,987,1952,712,1927289,7988,268067,7077,249151,7529,252742,5039,235451,4574,262344,5610,282411,6386,377123,4278,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1657956,4146,94636,5424,4651,1398,16991,2297,27872,2669,24245,2454,13952,1669,5059,1117,1866,750,1563320,7307,217564,3471,211950,3565,206135,3163,200518,2937,211686,5375,218471,4905,296996,3988,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,423561,2762,20260,2569,1971,716,5448,1372,6132,1093,4184,992,1812,930,516,353,197,153,403301,3637,58846,2702,50414,2435,46878,1708,50537,1703,54983,3074,61800,2973,79843,1759,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1359738,4356,73724,3792,4170,1070,14597,1813,21625,1856,19225,1955,10042,1326,2773,719,1292,476,1286014,5631,193043,2850,174447,2780,159027,2160,152524,2558,156606,4183,190291,4489,260076,3198,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,130393,1842,8314,1556,1066,566,2513,865,2290,874,1364,665,662,415,235,208,184,226,122079,2342,16740,1241,15692,1366,17183,1414,17344,1498,14242,1608,16327,1792,24551,1138,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,932597,3216,45712,3498,6742,1446,13054,1754,12483,1478,7508,1197,3539,1108,1782,693,604,372,886885,4809,131489,2775,120144,2874,109547,1694,121397,1519,116975,4415,130901,4286,156432,2271,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
