GEO_ID,C15010H_001E,C15010H_001M,C15010H_002E,C15010H_002M,C15010H_003E,C15010H_003M,C15010H_004E,C15010H_004M,C15010H_005E,C15010H_005M,C15010H_006E,C15010H_006M,NAME,C15010H_001EA,C15010H_001MA,C15010H_002EA,C15010H_002MA,C15010H_003MA,C15010H_003EA,C15010H_004MA,C15010H_004EA,C15010H_005MA,C15010H_005EA,C15010H_006EA,C15010H_006MA,state
0400000US27,1014007,12795,328516,7527,92885,4142,201470,7286,162581,4914,228555,6394,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,272886,8052,70067,4388,30549,3103,61947,3982,60494,3766,49829,3653,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,887921,13305,249722,5063,91548,4787,189466,6364,164318,6240,192867,6851,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,183122,6659,63132,4222,19792,2271,28469,2792,34390,2498,37339,2774,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,311020,6392,81646,3800,33630,2431,67879,3618,66798,3520,61067,3191,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,272458,8839,84092,4608,21608,2442,61060,3758,39087,3220,66611,4868,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,276865,6956,99948,4205,20830,1664,55278,3006,35722,2785,65087,3883,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1456731,14611,483594,8467,100811,4639,323757,8958,213995,6734,334574,8515,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,236330,6069,92377,4655,21425,2052,32704,2732,34934,3030,54890,3044,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3066638,22659,1015433,14361,235449,5989,544156,12366,418291,11151,853309,13408,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1318028,18101,435293,9873,119018,5076,264468,7819,197712,7654,301537,9518,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,115306,4091,29659,2424,15068,1618,21543,1818,26722,1888,22314,2142,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1650478,18441,482064,9174,165279,5916,352979,7695,313055,8529,337101,7979,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,452965,9520,124431,5855,44370,3015,102989,4915,93375,3738,87800,3625,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,656222,11040,246953,6762,52175,4144,91484,4351,89644,4461,175966,6187,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2032066,23034,666148,13085,197946,6653,387774,9471,347580,9679,432618,10380,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,190636,5727,61959,3487,18975,2155,33982,2699,26281,2609,49439,3698,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,604223,12435,187784,7108,58131,3964,132669,6318,97146,4650,128493,5964,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,130170,4728,39147,3049,16039,1520,23877,1844,29125,2468,21982,2077,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,822027,14788,235439,6973,80201,4167,185976,6588,141435,5639,178976,6716,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2763405,24996,897745,13417,210159,7166,639280,13924,429194,10006,587027,12350,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,422333,8101,139126,5502,36731,2612,77055,4334,66495,3140,102926,4672,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,137986,4147,51467,3014,12305,1453,14150,1475,19099,1564,40965,2651,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1369328,16039,543528,9706,95184,4668,240880,6231,155690,5940,334046,8653,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1142667,15190,431046,8806,100470,5397,179505,6841,143251,5954,288395,8328,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,212191,7078,57601,3941,23508,2104,39990,2829,51353,3404,39739,3308,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,913810,10963,279058,6634,102279,4229,176971,5492,165347,5975,190155,5811,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,83196,4591,32432,2979,7466,1089,10977,1652,18627,2193,13694,1731,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,7301,1474,3382,943,267,316,1544,551,919,484,1189,578,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
