GEO_ID,B14004_001E,B14004_001M,B14004_002E,B14004_002M,B14004_003E,B14004_003M,B14004_004E,B14004_004M,B14004_005E,B14004_005M,B14004_006E,B14004_006M,B14004_007E,B14004_007M,B14004_008E,B14004_008M,B14004_009E,B14004_009M,B14004_010E,B14004_010M,B14004_011E,B14004_011M,B14004_012E,B14004_012M,B14004_013E,B14004_013M,B14004_014E,B14004_014M,B14004_015E,B14004_015M,B14004_016E,B14004_016M,B14004_017E,B14004_017M,B14004_018E,B14004_018M,B14004_019E,B14004_019M,B14004_020E,B14004_020M,B14004_021E,B14004_021M,B14004_022E,B14004_022M,B14004_023E,B14004_023M,B14004_024E,B14004_024M,B14004_025E,B14004_025M,B14004_026E,B14004_026M,B14004_027E,B14004_027M,B14004_028E,B14004_028M,B14004_029E,B14004_029M,B14004_030E,B14004_030M,B14004_031E,B14004_031M,B14004_032E,B14004_032M,B14004_033E,B14004_033M,NAME,B14004_001EA,B14004_001MA,B14004_002EA,B14004_002MA,B14004_003MA,B14004_003EA,B14004_004MA,B14004_004EA,B14004_005EA,B14004_005MA,B14004_006MA,B14004_006EA,B14004_007MA,B14004_007EA,B14004_008MA,B14004_008EA,B14004_009MA,B14004_009EA,B14004_010EA,B14004_010MA,B14004_011EA,B14004_011MA,B14004_012MA,B14004_012EA,B14004_013EA,B14004_013MA,B14004_014EA,B14004_014MA,B14004_015MA,B14004_015EA,B14004_016EA,B14004_016MA,B14004_017EA,B14004_017MA,B14004_018EA,B14004_018MA,B14004_019EA,B14004_019MA,B14004_020EA,B14004_020MA,B14004_021EA,B14004_021MA,B14004_022EA,B14004_022MA,B14004_023EA,B14004_023MA,B14004_024MA,B14004_024EA,B14004_025EA,B14004_025MA,B14004_026MA,B14004_026EA,B14004_027MA,B14004_027EA,B14004_028EA,B14004_028MA,B14004_029MA,B14004_029EA,B14004_030EA,B14004_030MA,B14004_031EA,B14004_031MA,B14004_032MA,B14004_032EA,B14004_033MA,B14004_033EA,state
0400000US01,3849111,3291,1844661,3620,115267,5927,1673,716,72489,4233,23664,2797,17441,1893,19700,2960,40,65,11373,2614,3834,1099,4453,783,1709694,7018,102877,2761,159910,5173,266128,4313,1180779,4312,2004450,3278,168074,6993,1176,599,94140,5044,39741,3663,33017,2863,35403,3682,252,350,19686,3107,7722,1462,7743,1408,1800973,8640,93223,2175,130751,4888,260564,6372,1316435,4017,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,558161,1252,290598,1332,16375,2285,94,96,6511,1326,6060,1521,3710,852,3423,1068,33,58,1717,950,1079,481,594,287,270800,2632,16350,1305,31629,2064,48338,1908,174483,1653,267563,1192,23549,2861,230,356,9818,1579,5750,1282,7751,1564,6358,1580,72,115,2551,1122,1553,689,2182,930,237656,3014,15782,1160,22797,1507,40910,1604,158167,2016,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5051999,1686,2492590,2424,177425,6276,859,393,97482,4798,46438,3639,32646,2798,34144,3231,0,305,10026,2044,13740,1988,10378,1888,2281021,7402,137879,1743,222458,4927,377537,3762,1543147,3892,2559409,2314,220006,7194,1357,657,114863,4919,48532,3587,55254,4126,45105,3503,112,136,12960,2466,14482,2530,17551,2055,2294298,7723,130466,1843,176779,5623,358711,4008,1628342,5390,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2329778,3252,1128804,3575,68943,4805,380,271,43477,4010,14965,2159,10121,1514,12188,2182,0,273,6291,2026,2981,854,2916,938,1047673,6278,59120,1852,96459,4317,168152,3747,723942,3646,1200974,3412,95419,5039,291,240,49520,4132,24467,2525,21141,2340,16924,3752,0,273,8553,3074,4378,1189,3993,898,1088631,5584,59511,2374,86754,4220,153104,3962,789262,4330,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,29705525,3415,14662335,4581,1154166,17993,9027,1332,723475,15802,251394,8746,170270,6418,276564,11773,861,443,126068,10680,86727,5449,62908,3940,13231605,17772,847472,3210,1205171,14199,2378431,9889,8800531,9099,15043190,4579,1373789,18203,14159,1888,792372,13782,301798,9768,265460,9161,350170,11141,1600,790,146666,7874,107260,5583,94644,4789,13319231,20959,790272,3387,951182,13326,2197843,11299,9379934,10491,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4021728,2195,2004303,3064,142469,6705,778,461,84977,4914,33480,3321,23234,2766,34438,3858,318,297,14547,2526,10343,2143,9230,1408,1827396,8652,103547,1870,155001,5777,332266,4445,1236582,4026,2017425,2781,161736,5829,835,453,89009,4630,39696,3201,32196,3055,46409,3877,60,107,20100,2786,10727,1405,15522,1780,1809280,6841,95797,2047,128714,4491,301787,4184,1282982,4067,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2911821,1051,1399329,1340,71454,4556,650,447,45299,3617,14883,2022,10622,1581,38793,3284,189,200,24766,2850,8160,1525,5678,1359,1289082,5566,75916,1040,97781,3786,186864,2605,928521,2816,1512492,1554,94556,4306,1487,612,54141,3110,20274,2348,18654,2147,59911,3681,286,225,34269,3040,12736,1943,12620,1492,1358025,5607,71508,1128,71146,3137,178833,3531,1036538,3034,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,730643,811,350025,1332,20384,2563,63,96,14154,2077,3587,928,2580,664,8227,1432,0,265,4775,1251,1479,636,1973,710,321414,2666,18860,888,28250,2150,49398,1299,224906,1423,380618,1147,32557,2878,245,195,19904,2326,6594,1519,5814,1152,7328,1552,0,265,3747,1078,1447,586,2134,634,340733,3024,17775,618,22091,2189,48011,1533,252856,1742,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,520355,383,243152,725,7570,1617,0,292,2522,933,3385,1086,1663,572,24068,2075,67,110,14504,1734,6991,1554,2506,874,211514,2444,8852,588,21506,1578,49777,1642,131379,1130,277203,726,11922,2062,120,147,4872,1253,3931,1046,2999,778,32443,2634,0,292,21206,2190,7680,1537,3557,907,232838,3270,8130,562,21752,2343,54558,1675,148398,1210,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15555825,4678,7534535,6305,434931,13523,2662,862,274274,10037,92429,6071,65566,4564,149648,8845,593,362,70714,7330,37177,3392,41164,3492,6949956,15798,367430,4571,559200,12406,1012919,7669,5010407,6994,8021290,4588,579267,12507,5288,1242,326520,9084,136685,6152,110774,5776,197077,10199,1298,500,77008,6993,57069,3845,61702,4240,7244946,15734,334747,3674,458912,11174,934671,8712,5516616,8213,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
