GEO_ID,C16009_001E,C16009_001M,C16009_002E,C16009_002M,C16009_003E,C16009_003M,C16009_004E,C16009_004M,C16009_005E,C16009_005M,C16009_006E,C16009_006M,C16009_007E,C16009_007M,C16009_008E,C16009_008M,C16009_009E,C16009_009M,C16009_010E,C16009_010M,C16009_011E,C16009_011M,C16009_012E,C16009_012M,C16009_013E,C16009_013M,NAME,C16009_001EA,C16009_001MA,C16009_002EA,C16009_002MA,C16009_003MA,C16009_003EA,C16009_004MA,C16009_004EA,C16009_005MA,C16009_005EA,C16009_006EA,C16009_006MA,C16009_007MA,C16009_007EA,C16009_008MA,C16009_008EA,C16009_009EA,C16009_009MA,C16009_010EA,C16009_010MA,C16009_011MA,C16009_011EA,C16009_012EA,C16009_012MA,C16009_013EA,C16009_013MA,state
0400000US15,1241703,1212,128444,8397,93237,6949,4234,1606,3039,1055,27902,4144,32,49,1113259,8549,824314,16132,20118,3406,18928,2992,247892,13372,2007,983,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1422642,1826,213012,9262,175730,8369,30700,4752,3524,1409,1933,1102,1125,639,1209630,9457,1097324,10570,82247,6334,17852,3710,9302,1729,2905,879,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,11722414,3475,1550762,28320,1118469,22484,302994,17124,74783,9043,34734,4592,19782,4279,10171652,28649,7997744,29690,1237966,20770,583746,19607,273168,8857,79028,6844,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5869182,3608,854226,21631,743341,18461,70072,6970,19516,4263,15417,2759,5880,1903,5014956,22057,4651323,21802,191335,9113,116377,8974,40687,4027,15234,3323,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2753771,2346,331214,12659,288480,11195,27641,4835,6855,1844,4441,1821,3797,1371,2422557,13111,2261305,13747,84650,4782,38604,3626,29879,2753,8119,2151,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2573140,2798,331950,13531,270411,11180,47247,6376,5250,1756,6026,1832,3016,1123,2241190,13757,2020228,14289,138806,7013,36742,4677,37339,3715,8075,2100,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3941728,3642,713578,18380,665213,18089,28617,3922,11423,3500,5519,1994,2806,1416,3228150,18547,3089405,18847,67154,5503,38347,4882,25225,3087,8019,2275,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4105099,3593,723101,18959,658216,19157,27667,3528,27600,3298,7474,1855,2144,1299,3381998,18762,3080313,22519,116047,5621,137872,7007,41212,3795,6554,1793,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1226375,1425,151696,6951,140028,6925,2060,875,4684,830,1061,563,3863,1082,1074679,7092,1005654,6966,7172,1563,50944,3737,7285,1939,3624,1321,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5285018,3286,501782,18019,397365,16076,46322,5489,23998,4548,18367,4075,15730,4106,4783236,18390,4004767,19925,302844,9296,219650,11601,177870,7660,78105,7454,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5970359,2712,662742,18550,414446,14238,139415,8657,65019,7205,30033,4391,13829,3603,5307617,19080,4255631,21741,332146,10416,473828,18913,191800,8697,54212,6531,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9073492,3778,1453196,27864,1277679,26797,65680,5742,39105,5449,17282,2623,53450,6034,7620296,28427,7017290,30982,181538,6990,216055,8913,109888,5629,95525,8005,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4837392,3121,539131,13416,427487,11244,39591,4909,11525,2283,28426,4723,32102,4727,4298261,13785,3901852,15285,143463,6505,91139,6074,109691,6376,52116,5966,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2668769,3297,564127,20198,541296,19596,16082,3079,1749,1075,2469,1496,2531,1687,2104642,20216,2032522,20017,42850,4535,11577,1905,13351,2254,4342,1409,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5439669,3061,786914,19591,717283,18036,35840,5184,15790,3054,11503,2114,6498,2382,4652755,19681,4393125,21013,103269,5737,90026,6895,46802,4271,19533,3770,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,903534,2704,125642,8634,117129,8118,1799,533,3788,1623,236,201,2690,1154,777892,8303,745104,8352,10000,1908,11967,2550,3114,810,7707,1977,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1646994,2230,201879,9885,157613,7808,29464,5434,5239,2775,3566,1937,5997,3302,1445115,10038,1318298,9132,83502,5582,24175,3177,14122,2606,5018,1443,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2482946,1770,349978,18241,218389,12962,106599,10227,6198,1778,15938,3592,2854,1282,2132968,17917,1551794,14545,391414,13347,54682,5606,120868,7018,14210,3581,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1208723,1350,96055,7294,86132,6544,2641,1044,5144,1856,638,299,1500,1012,1112668,7139,1027730,6745,22511,3245,45046,4003,13915,1988,3466,1071,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8093963,2634,793286,21921,449920,16322,239905,14179,61395,5620,28607,3746,13459,3279,7300677,22449,5228859,27369,1002778,17608,634329,19953,339414,10899,95297,8065,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1883022,2223,367161,18329,180159,11647,150075,12037,2226,932,3945,1673,30756,4125,1515861,18775,1017580,13474,400843,13948,18140,2809,11766,1803,67532,6140,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,17747850,5504,2550553,42762,1445799,29312,644609,20751,253679,15706,152182,10110,54284,6975,15197297,42707,10934006,46876,2001496,23916,1343630,22733,705452,17514,212713,13798,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,8679686,4736,1446020,26510,1188033,25168,208781,13413,17061,3187,19957,3646,12188,3703,7233666,26629,6538222,27810,428205,11716,123181,9943,112810,6926,31248,5418,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,607329,1197,76522,4878,69193,4473,1388,837,1843,461,1609,923,2489,1028,530807,4785,507977,4679,4327,957,13508,1671,3071,1161,1924,794,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,10520103,4473,1577230,30377,1423302,29577,68568,5956,40416,6115,18300,2756,26644,5067,8942873,30568,8396285,29563,162858,8217,234361,11255,95473,5504,53896,5919,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3386881,3303,544079,13785,464363,11866,59842,7205,6625,1906,7509,1980,5740,1841,2842802,14289,2612353,12421,147497,7010,26350,3802,40006,3641,16596,2089,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3533262,2515,538923,15390,420056,12812,84255,7462,13303,2839,18146,2898,3163,1506,2994339,16011,2604828,16936,220456,8952,79954,7084,77219,5287,11882,3324,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,11582235,3992,1492327,25561,1242813,24299,154135,9440,50766,5635,32474,4343,12139,3087,10089908,25384,9170781,28735,339304,11276,367295,13200,165145,7845,47383,5579,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,955941,962,129051,8249,82635,6180,31308,5038,10840,2533,2947,1343,1321,687,826890,8195,672788,7668,75575,5020,57962,4519,15519,2383,5046,1628,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4196576,3529,719673,20673,644408,19050,62288,5789,7917,2106,3676,1431,1384,702,3476903,20087,3266627,18980,126079,6663,46979,4328,30156,3301,7062,2445,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,731464,1215,101596,6934,88158,6754,1734,555,2673,1098,484,344,8547,2194,629868,7014,589564,7804,12975,1735,12176,2194,4157,1559,10996,2781,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5794964,4358,977042,25958,876290,24939,72057,6321,11862,2720,8147,2660,8686,3120,4817922,25736,4542814,25746,148823,7515,56419,5775,48326,4101,21540,4657,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,22748636,6857,3864926,44825,1903850,33080,1794164,38517,63414,8136,73440,7213,30058,5261,18883710,45231,12870847,41094,4975363,42642,403663,16285,519484,15075,114353,8731,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2469837,1695,315078,12415,234074,11096,59291,6718,4380,1369,12135,2339,5198,1750,2154759,12555,1884267,13785,176244,8545,43873,4779,38710,3723,11665,2456,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,569061,1179,69200,4940,62016,4652,1687,716,3475,1130,566,384,1456,1487,499861,5343,475515,5497,4745,1189,15717,1922,3140,1075,744,505,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7280725,3601,773674,19316,652206,17647,69375,7879,21361,3765,19771,3499,10961,2874,6507051,19450,5536473,23528,427112,11513,226940,8798,231826,9426,84700,8436,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6185285,3068,794856,23500,552241,17583,146430,11877,34123,5735,43700,4755,18362,4635,5390429,23639,4498676,24910,355139,14193,196400,12288,301911,10915,38303,4198,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1699966,2721,296330,11922,287799,11993,4304,1438,1019,431,1501,732,1707,1051,1403636,12163,1376690,12086,11490,1639,7839,1443,5161,1272,2456,841,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5187241,3335,650666,15210,556480,14940,56152,5810,16207,2529,18663,3761,3164,1491,4536575,15209,4197337,17346,174246,7332,91877,5909,62092,5354,11023,2224,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,510389,1392,54038,5673,49005,5676,3907,1368,674,500,277,361,175,144,456351,5666,429020,6386,19645,2554,4820,1270,1727,773,1139,588,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3465449,1452,1526032,19579,58555,4875,1466233,19842,668,373,388,323,188,217,1939417,19737,84304,5368,1851344,19962,1966,648,1314,821,489,536,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
