GEO_ID,C20005G_001E,C20005G_001M,C20005G_002E,C20005G_002M,C20005G_003E,C20005G_003M,C20005G_004E,C20005G_004M,C20005G_005E,C20005G_005M,C20005G_006E,C20005G_006M,C20005G_007E,C20005G_007M,C20005G_008E,C20005G_008M,C20005G_009E,C20005G_009M,C20005G_010E,C20005G_010M,C20005G_011E,C20005G_011M,C20005G_012E,C20005G_012M,C20005G_013E,C20005G_013M,C20005G_014E,C20005G_014M,C20005G_015E,C20005G_015M,C20005G_016E,C20005G_016M,C20005G_017E,C20005G_017M,C20005G_018E,C20005G_018M,C20005G_019E,C20005G_019M,C20005G_020E,C20005G_020M,C20005G_021E,C20005G_021M,C20005G_022E,C20005G_022M,C20005G_023E,C20005G_023M,C20005G_024E,C20005G_024M,C20005G_025E,C20005G_025M,C20005G_026E,C20005G_026M,C20005G_027E,C20005G_027M,C20005G_028E,C20005G_028M,C20005G_029E,C20005G_029M,C20005G_030E,C20005G_030M,C20005G_031E,C20005G_031M,C20005G_032E,C20005G_032M,C20005G_033E,C20005G_033M,C20005G_034E,C20005G_034M,C20005G_035E,C20005G_035M,C20005G_036E,C20005G_036M,C20005G_037E,C20005G_037M,C20005G_038E,C20005G_038M,C20005G_039E,C20005G_039M,NAME,C20005G_001EA,C20005G_001MA,C20005G_002EA,C20005G_002MA,C20005G_003MA,C20005G_003EA,C20005G_004MA,C20005G_004EA,C20005G_005EA,C20005G_005MA,C20005G_006EA,C20005G_006MA,C20005G_007EA,C20005G_007MA,C20005G_008EA,C20005G_008MA,C20005G_009MA,C20005G_009EA,C20005G_010MA,C20005G_010EA,C20005G_011EA,C20005G_011MA,C20005G_012EA,C20005G_012MA,C20005G_013EA,C20005G_013MA,C20005G_014MA,C20005G_014EA,C20005G_015MA,C20005G_015EA,C20005G_016EA,C20005G_016MA,C20005G_017MA,C20005G_017EA,C20005G_018MA,C20005G_018EA,C20005G_019MA,C20005G_019EA,C20005G_020MA,C20005G_020EA,C20005G_021MA,C20005G_021EA,C20005G_022EA,C20005G_022MA,C20005G_023EA,C20005G_023MA,C20005G_024EA,C20005G_024MA,C20005G_025MA,C20005G_025EA,C20005G_026MA,C20005G_026EA,C20005G_027EA,C20005G_027MA,C20005G_028EA,C20005G_028MA,C20005G_029EA,C20005G_029MA,C20005G_030EA,C20005G_030MA,C20005G_031EA,C20005G_031MA,C20005G_032MA,C20005G_032EA,C20005G_033MA,C20005G_033EA,C20005G_034MA,C20005G_034EA,C20005G_035EA,C20005G_035MA,C20005G_036MA,C20005G_036EA,C20005G_037MA,C20005G_037EA,C20005G_038MA,C20005G_038EA,C20005G_039EA,C20005G_039MA,state
0400000US20,47961,3728,22973,2429,7961,1327,0,248,7961,1327,214,217,1537,582,1326,632,2697,850,1049,437,1138,441,15012,1864,5632,934,9380,1483,5778,1216,1509,610,1369,572,246,248,251,234,227,206,24988,2566,6574,1502,0,248,6574,1502,424,380,1298,526,2162,852,1747,641,568,399,375,272,18414,2180,8450,1275,9964,1683,5904,1278,3081,948,580,298,379,416,20,37,0,248,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,34615,3307,17505,2262,5404,1417,0,271,5404,1417,56,91,1088,779,743,391,2068,974,1092,660,357,290,12101,1803,6366,1196,5735,1244,4216,1008,881,482,394,338,114,135,98,109,32,56,17110,2171,3798,940,0,271,3798,940,369,465,992,446,1191,597,902,427,344,238,0,271,13312,1858,6611,1449,6701,1537,4569,1338,1097,572,940,549,95,131,0,271,0,271,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,38869,3494,20239,2583,9199,1651,95,151,9104,1636,194,237,760,465,1168,475,3943,1175,1871,656,1168,423,11040,1850,4449,1179,6591,1343,3159,1029,1436,664,1135,728,304,330,444,334,113,147,18630,2076,5335,1022,0,281,5335,1022,125,136,625,287,1491,594,2254,709,568,308,272,216,13295,1661,6582,1142,6713,1165,4775,1161,1082,427,325,281,334,262,197,174,0,281,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13419,1681,6203,1116,2013,621,0,230,2013,621,171,243,195,194,393,241,675,418,401,264,178,171,4190,954,2088,712,2102,667,1065,431,610,336,272,223,155,134,0,230,0,230,7216,1105,1939,620,0,230,1939,620,110,124,138,116,457,285,731,348,444,381,59,74,5277,990,3050,655,2227,763,1431,664,693,362,59,49,44,82,0,230,0,230,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,88276,5914,41016,3852,19339,2409,0,289,19339,2409,430,447,2425,831,2975,858,3929,841,5146,1215,4434,1063,21677,2557,9514,1626,12163,1744,6922,1272,2275,676,1264,581,637,430,534,444,531,358,47260,3465,16417,2176,0,289,16417,2176,407,288,1457,654,2373,822,5225,1387,4114,1057,2841,853,30843,2817,15514,2161,15329,1846,9266,1474,2127,782,1270,606,1730,676,760,438,176,198,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,117205,7924,56137,4868,23267,3300,0,285,23267,3300,0,285,3119,1044,4840,1312,7191,1498,4328,1188,3789,1017,32870,3169,11740,1592,21130,2801,9439,1789,5586,1631,3097,1220,1778,879,483,344,747,459,61068,4664,18489,2754,0,285,18489,2754,218,186,2574,1268,3262,1062,5434,1115,4114,1266,2887,829,42579,3523,21141,2378,21438,2681,12806,2120,5493,1362,1195,529,1212,611,575,333,157,131,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,129483,5513,63957,2973,19830,2059,0,244,19830,2059,1060,557,2142,644,3437,892,4762,918,5339,1207,3090,902,44127,3009,22745,2064,21382,2155,12615,1676,4949,1080,1419,581,1674,576,235,224,490,289,65526,4343,15003,1806,17,32,14986,1806,565,306,3059,875,3588,882,4202,877,2373,813,1199,432,50523,3825,29986,2739,20537,2213,12976,1685,4870,1146,968,387,1295,477,139,155,289,217,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,62343,4668,27972,2759,10849,1564,0,211,10849,1564,324,262,1239,615,1566,678,2787,653,3317,920,1616,684,17123,2380,7094,1582,10029,1540,5155,1033,2653,850,1270,647,565,263,290,220,96,163,34371,3175,9890,1377,0,211,9890,1377,185,175,1423,491,2048,681,3697,931,1968,825,569,251,24481,2960,10410,2110,14071,1931,8870,1647,2737,748,1349,618,665,313,291,200,159,135,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,15994,3034,7451,1653,2599,779,0,287,2599,779,0,287,421,359,340,234,1074,468,363,234,401,310,4852,1361,2796,1027,2056,775,1371,644,363,295,101,160,114,139,69,154,38,65,8543,1903,2186,750,0,287,2186,750,124,132,425,322,844,573,367,217,291,308,135,172,6357,1748,3894,1290,2463,1052,1431,735,871,582,161,242,0,287,0,287,0,287,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,76748,5341,39561,3504,14370,1974,0,259,14370,1974,870,704,2149,1415,3064,978,4107,1037,2080,655,2100,757,25191,2967,12840,1836,12351,2178,8073,1910,2937,925,350,242,697,434,121,123,173,155,37187,3063,10998,1920,0,259,10998,1920,235,234,1829,617,2784,883,4187,1281,1331,703,632,385,26189,2561,13032,1696,13157,2046,7934,1473,3076,1064,1239,422,616,321,260,198,32,48,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,14014,1871,7464,1343,2555,888,0,237,2555,888,33,42,656,525,613,479,461,360,338,258,454,310,4909,1088,2623,985,2286,695,885,467,481,351,344,343,388,301,115,134,73,110,6550,1242,1916,685,0,237,1916,685,130,174,181,207,331,274,782,443,201,194,291,346,4634,1031,2290,844,2344,628,1579,561,650,451,12,24,43,53,60,86,0,237,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,20360,2316,9987,1503,4129,903,0,228,4129,903,169,136,177,152,1033,510,1476,590,744,406,530,261,5858,1105,1738,630,4120,934,1778,607,1333,555,960,503,44,71,0,228,5,12,10373,1548,3057,821,0,228,3057,821,79,95,582,376,746,350,1253,578,312,243,85,104,7316,1438,2688,1038,4628,1029,2441,737,1749,775,52,96,230,225,91,122,65,125,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,59780,4880,28171,3249,12045,1992,0,309,12045,1992,315,288,1207,597,2318,861,3098,1031,3404,1082,1703,728,16126,2707,6736,1298,9390,2261,4053,1263,2044,783,1079,737,1209,521,517,484,488,360,31609,3096,11112,1657,0,309,11112,1657,535,459,1622,712,2120,703,3862,1088,1991,885,982,419,20497,2647,12052,2119,8445,1284,4124,1148,1568,521,1425,602,833,482,315,379,180,178,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,12653,1735,5835,1194,1928,629,0,257,1928,629,44,87,204,240,217,241,900,444,113,111,450,264,3907,961,2235,895,1672,475,624,325,371,229,487,341,66,78,107,134,17,29,6818,1147,2545,857,0,257,2545,857,25,53,98,93,595,422,920,490,452,356,455,416,4273,890,2211,664,2062,585,703,294,575,275,458,373,150,199,122,170,54,75,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,141928,8846,71809,5504,33601,3254,0,281,33601,3254,525,305,5031,1329,5819,1776,9498,1653,5880,1598,6848,1292,38208,3939,19109,3025,19099,2368,8983,1652,5201,1375,1626,718,2238,882,561,413,490,301,70119,5061,24645,2649,0,281,24645,2649,862,694,4348,1238,3373,951,7953,1468,3643,985,4466,1006,45474,4390,24916,3033,20558,2802,11134,1833,4762,1400,1923,811,1348,477,886,456,505,375,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
