GEO_ID,C27006_001E,C27006_001M,C27006_002E,C27006_002M,C27006_003E,C27006_003M,C27006_004E,C27006_004M,C27006_005E,C27006_005M,C27006_006E,C27006_006M,C27006_007E,C27006_007M,C27006_008E,C27006_008M,C27006_009E,C27006_009M,C27006_010E,C27006_010M,C27006_011E,C27006_011M,C27006_012E,C27006_012M,C27006_013E,C27006_013M,C27006_014E,C27006_014M,C27006_015E,C27006_015M,C27006_016E,C27006_016M,C27006_017E,C27006_017M,C27006_018E,C27006_018M,C27006_019E,C27006_019M,C27006_020E,C27006_020M,C27006_021E,C27006_021M,NAME,C27006_001EA,C27006_001MA,C27006_002MA,C27006_002EA,C27006_003EA,C27006_003MA,C27006_004MA,C27006_004EA,C27006_005EA,C27006_005MA,C27006_006EA,C27006_006MA,C27006_007EA,C27006_007MA,C27006_008MA,C27006_008EA,C27006_009MA,C27006_009EA,C27006_010MA,C27006_010EA,C27006_011EA,C27006_011MA,C27006_012EA,C27006_012MA,C27006_013EA,C27006_013MA,C27006_014EA,C27006_014MA,C27006_015MA,C27006_015EA,C27006_016MA,C27006_016EA,C27006_017EA,C27006_017MA,C27006_018EA,C27006_018MA,C27006_019EA,C27006_019MA,C27006_020MA,C27006_020EA,C27006_021MA,C27006_021EA,state
0400000US13,9519836,3059,4595689,7668,1275569,5860,8042,1723,1267527,5920,2892009,5853,102832,5971,2789177,7609,428111,2684,414454,3301,13657,1793,4924147,7623,1216712,5971,7553,1769,1209159,6117,3132018,4795,116032,6325,3015986,7263,575417,2855,557736,3278,17681,2413,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1315677,2309,644535,2929,157018,1400,1131,520,155887,1516,401038,2613,11289,1858,389749,2757,86479,787,82072,1346,4407,1049,671142,2158,146643,1457,1164,729,145479,1685,417143,1667,9695,1695,407448,2419,107356,775,101401,1471,5955,1352,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1551635,954,772179,3023,220549,2348,1064,534,219485,2425,462624,2563,16217,2126,446407,3207,89006,994,87548,1099,1458,505,779456,2944,207747,2192,1192,659,206555,2322,467688,2234,14516,1855,453172,2570,104021,1142,102715,1136,1306,496,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12673245,2432,6188379,6646,1595153,3906,7429,1582,1587724,4245,3934540,6093,108228,5808,3826312,8615,658686,2796,632102,3804,26584,2140,6484866,6072,1526566,3510,8702,1500,1517864,3950,4067203,4614,112031,5173,3955172,6709,891097,3005,857315,3083,33782,2451,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6391470,950,3132505,4540,821850,3216,2775,769,819075,3288,1962643,3642,73201,4387,1889442,6096,348012,1760,339124,1975,8888,1295,3258965,4486,780470,3371,2190,750,778280,3532,2019723,3300,76746,3935,1942977,4990,458772,2609,450380,2961,8392,1330,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3004885,571,1483717,3817,367351,2873,1538,664,365813,2925,930050,2621,28675,2702,901375,3630,186316,1087,183703,1210,2613,624,1521168,3843,354411,3080,1730,640,352681,3210,924766,2161,28199,2151,896567,3169,241991,1285,239213,1374,2778,681,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2804461,1848,1379541,3843,371188,3235,1522,701,369666,3261,850271,2862,28396,2736,821875,3892,158082,1606,154976,1675,3106,743,1424920,3890,354249,3373,1042,536,353207,3259,868256,2475,29621,2558,838635,3530,202415,1733,198068,1923,4347,856,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4242714,4353,2065844,4964,526090,3772,4267,1198,521823,3880,1297854,4482,83321,4284,1214533,6326,241900,1677,236284,1976,5616,1166,2176870,5805,492285,3757,2519,936,489766,3878,1370126,4137,75838,4316,1294288,5850,314459,1758,308441,1986,6018,1308,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4440314,1830,2146775,5421,568772,5051,3117,814,565655,5196,1346768,5476,67646,4455,1279122,5949,231235,1949,222256,2388,8979,1556,2293539,5059,544557,4002,4667,1213,539890,4312,1441656,3030,62300,4204,1379356,5366,307326,2094,297812,2545,9514,1348,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1313037,991,640864,2086,140497,1106,818,374,139679,1195,409860,1592,21501,1799,388359,2525,90507,716,88312,966,2195,570,672173,1794,132601,1190,513,298,132088,1177,426619,1192,22194,2292,404425,2572,112953,852,110116,1141,2837,767,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5687998,2852,2730888,4561,689853,3158,4349,1446,685504,3565,1748894,3282,47226,3236,1701668,4625,292141,1505,274962,2230,17179,1877,2957110,4114,660158,2936,3974,932,656184,2992,1902044,3248,46717,3608,1855327,4348,394908,2410,373394,3657,21514,2655,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6478067,1529,3126920,3073,721791,1755,2509,876,719282,2087,2039337,2361,57301,4285,1982036,4770,365792,1686,348497,2185,17295,1638,3351147,2622,692955,1926,2286,901,690669,2210,2160196,2089,69167,4085,2091029,4457,497996,1896,479520,2906,18476,2087,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9763683,1209,4771428,4679,1194627,3227,5552,1480,1189075,3413,2997973,3477,130495,5287,2867478,6190,578828,1904,569290,2117,9538,1301,4992255,4631,1136848,3013,5403,1610,1131445,3505,3108521,3069,130795,4404,2977726,5449,746886,2255,735602,2612,11284,1698,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5252092,680,2602043,3879,655641,2802,2112,661,653529,2932,1656207,2541,46129,3347,1610078,4480,290195,1728,282837,1785,7358,1025,2650049,3664,625381,2930,2524,796,622857,2959,1658093,2845,46490,3337,1611603,4802,366575,2160,360950,2099,5625,953,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2902907,1467,1391938,5326,382928,3654,2353,922,380575,3598,852663,4094,52346,3327,800317,5529,156347,1559,153059,1741,3288,924,1510969,5148,369057,3655,2061,907,366996,3649,928455,3456,57457,3667,870998,4658,213457,1541,210526,1610,2931,901,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5879864,2130,2855555,4690,722624,3490,1934,688,720690,3656,1783075,3851,83579,3965,1699496,5619,349856,2038,342972,2717,6884,1309,3024309,4845,691106,3531,2551,956,688555,3645,1879436,3811,81862,4427,1797574,5529,453767,2246,445049,2425,8718,1422,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,975562,1190,490286,2609,115203,1617,204,183,114999,1621,308318,2385,10943,1560,297375,2740,66765,772,65490,916,1275,496,485276,2630,106252,1546,322,220,105930,1587,303133,2083,10164,1449,292969,2624,75891,695,74090,924,1801,638,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1802049,954,889093,3223,234139,2307,785,363,233354,2351,553002,2146,14559,1875,538443,2895,101952,1489,99039,1825,2913,760,912956,2989,224730,2128,282,169,224448,2132,555277,1987,15563,1834,539714,2446,132949,1220,130394,1285,2555,515,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2668966,1868,1338942,3747,339430,1931,2524,1091,336906,2228,845977,3595,25802,2685,820175,4430,153535,1114,144567,1806,8968,1438,1330024,3442,324312,2110,1838,1085,322474,2383,836034,3208,22341,2683,813693,4155,169678,1115,161639,1869,8039,1502,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1302639,468,639624,1981,145436,1422,688,501,144748,1417,416428,1572,14318,1547,402110,2254,77760,822,75824,981,1936,551,663015,1949,140294,1514,343,251,139951,1485,428123,1378,16275,1887,411848,2276,94598,959,92230,1202,2368,572,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8693541,1177,4212072,3146,1050288,3158,6474,1754,1043814,3392,2677835,2733,67746,4242,2610089,4679,483949,1556,457450,2964,26499,2701,4481469,3061,1007167,2171,4994,1321,1002173,2663,2806131,1962,78777,4425,2727354,4999,668171,2065,638569,3202,29602,2726,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2032699,1222,996613,3527,263103,2281,2492,1078,260611,2623,610744,2604,23660,2466,587084,3409,122766,1159,118222,1363,4544,1045,1036086,3187,254555,2583,1162,648,253393,2626,634548,2089,21673,2404,612875,3077,146983,1402,141938,1649,5045,1116,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19134281,2566,9220963,5179,2200191,3084,11087,2372,2189104,4047,5962860,5437,196658,6938,5766202,8309,1057912,3288,1006393,4482,51519,3617,9913318,5466,2101470,3311,8495,1767,2092975,3339,6345074,3939,193166,7875,6151908,9065,1466774,3502,1409742,5415,57032,4256,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9360661,4149,4502110,9126,1169913,6626,6671,1553,1163242,6692,2819697,5821,120886,5733,2698811,7707,512500,2461,500800,2579,11700,2085,4858551,7916,1110736,6773,4306,1397,1106430,7100,3061444,4383,130473,5625,2930971,7133,686371,2862,673695,2971,12676,1757,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,660611,725,335069,1655,78887,1368,460,317,78427,1380,215114,1357,6768,1283,208346,1841,41068,487,40303,569,765,312,325542,1650,71221,1248,529,310,70692,1255,203428,1149,4905,967,198523,1457,50893,680,50033,722,860,322,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11358640,5507,5515965,8035,1384710,4109,7088,1694,1377622,4471,3464441,7972,123496,5320,3340945,9560,666814,3080,652277,3215,14537,1669,5842675,6104,1330412,3876,5893,1545,1324519,3954,3618393,4550,132303,5885,3486090,7558,893870,4545,874184,5002,19686,2190,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3677206,1908,1792398,4530,472169,2998,2624,820,469545,2971,1104229,3622,46857,2842,1057372,4346,216000,1882,209846,2134,6154,1083,1884808,4541,457180,3461,2500,901,454680,3735,1152583,3322,49044,3203,1103539,3955,275045,1817,269682,2241,5363,1174,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3799107,882,1871966,3734,446081,2561,2899,1482,443182,2846,1193122,2637,42576,3425,1150546,4132,232763,1765,225600,2363,7163,1341,1927141,3671,419281,2567,1691,962,417590,2880,1215630,2337,37944,3067,1177686,4061,292230,1704,286217,2051,6013,1258,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12506000,1361,6060720,5472,1420218,3326,5645,1282,1414573,3726,3838285,5085,143058,5299,3695227,7351,802217,2714,778638,3287,23579,1955,6445280,5272,1358015,3153,3882,997,1354133,3260,4002797,3832,139988,5832,3862809,6771,1084468,2913,1060932,3998,23536,2715,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1036743,1079,499116,1554,114912,1120,1293,885,113619,1496,323567,1374,15385,2038,308182,2050,60637,682,58284,986,2353,755,537627,1444,109058,1128,806,554,108252,1220,344862,1541,12261,1815,332601,2350,83707,945,81400,1140,2307,834,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4536835,2329,2176225,5572,545134,3777,2038,819,543096,3797,1362516,3502,67815,3985,1294701,5223,268575,1641,263204,2115,5371,1159,2360610,5408,533343,3993,2979,954,530364,4024,1478979,3165,71486,4709,1407493,5683,348288,1513,342530,1802,5758,1087,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,798141,664,399370,2505,105103,1809,537,379,104566,1813,244471,1746,8128,1769,236343,2271,49796,770,49065,835,731,303,398771,2444,95790,1872,178,92,95612,1875,241372,1388,8060,1484,233312,2227,61609,924,60753,907,856,399,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6259546,1957,3028111,6070,762141,4776,10235,2178,751906,5172,1905390,4924,91009,4011,1814381,6575,360580,2095,350931,2644,9649,1724,3231435,6546,730956,4604,10203,2413,720753,5091,2027641,5400,101888,5374,1925753,7578,472838,3280,464129,3433,8709,1380,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,24779450,4528,12159072,10119,3517467,7197,20390,2743,3497077,7232,7527147,8580,221662,7565,7305485,11466,1114458,3757,1062175,4311,52283,3407,12620378,8698,3358555,6153,18536,3037,3340019,7012,7839554,6326,230281,9119,7609273,11482,1422269,4065,1360214,5723,62055,4196,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2750354,1102,1377933,2277,448589,1764,1556,651,447033,1982,817050,1878,15515,1793,801535,2676,112294,916,108653,1081,3641,794,1372421,2263,421794,1786,761,428,421033,1777,816459,2070,17533,2005,798926,2557,134168,1235,130961,1424,3207,853,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,619886,304,304862,1283,66943,1105,1038,701,65905,1258,198725,1031,8543,1321,190182,1754,39194,477,38208,597,986,363,315024,1264,62718,800,232,189,62486,782,203791,1031,10094,1417,193697,1657,48515,564,47434,774,1081,519,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7807416,5241,3770982,7746,949138,5575,7391,1751,941747,6051,2406840,7097,87299,4242,2319541,8133,415004,2415,399496,2970,15508,1935,4036434,6989,900527,5339,8499,1920,892028,5439,2596062,4741,83214,4292,2512848,5479,539845,2769,521938,3550,17907,1924,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6638081,3035,3275497,4678,810796,2840,3626,1284,807170,3165,2100843,4100,60809,4347,2040034,6709,363858,1967,351154,2286,12704,1652,3362584,4154,772140,3010,2659,868,769481,3034,2144227,3313,61914,4351,2082313,5333,446217,2350,433285,2866,12932,1743,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1823372,786,891894,3214,197744,2341,1513,687,196231,2405,567101,2856,43356,3453,523745,4041,127049,903,124923,1104,2126,818,931478,2993,187530,2580,1161,611,186369,2651,581148,2576,35723,2980,545425,3595,162800,1127,159863,1488,2937,884,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5613402,872,2776963,3756,682805,2904,3036,847,679769,3082,1764285,3386,50374,3287,1713911,4146,329873,1473,322601,1721,7272,1175,2836439,3684,651353,2916,3668,1015,647685,3075,1765824,3008,52387,3361,1713437,4861,419262,1869,412940,2136,6322,1024,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,555010,816,279740,2744,69325,1700,44,65,69281,1695,178812,1644,3658,1025,175154,1897,31603,750,30512,774,1091,605,275270,2379,66904,1752,40,67,66864,1763,172173,1294,4797,1245,167376,1918,36193,742,35013,840,1180,592,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3695636,871,1765448,2964,461940,2643,2836,1006,459104,3012,1068291,1348,76276,4119,992015,4532,235217,854,226535,1690,8682,1415,1930188,2791,435500,2661,4679,1235,430821,2931,1191306,1067,72395,3960,1118911,3867,303382,1244,294247,1784,9135,1321,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
