GEO_ID,C16004_001E,C16004_001M,C16004_002E,C16004_002M,C16004_003E,C16004_003M,C16004_004E,C16004_004M,C16004_005E,C16004_005M,C16004_006E,C16004_006M,C16004_007E,C16004_007M,C16004_008E,C16004_008M,C16004_009E,C16004_009M,C16004_010E,C16004_010M,C16004_011E,C16004_011M,C16004_012E,C16004_012M,C16004_013E,C16004_013M,C16004_014E,C16004_014M,C16004_015E,C16004_015M,C16004_016E,C16004_016M,C16004_017E,C16004_017M,C16004_018E,C16004_018M,C16004_019E,C16004_019M,C16004_020E,C16004_020M,C16004_021E,C16004_021M,C16004_022E,C16004_022M,C16004_023E,C16004_023M,C16004_024E,C16004_024M,C16004_025E,C16004_025M,C16004_026E,C16004_026M,C16004_027E,C16004_027M,C16004_028E,C16004_028M,C16004_029E,C16004_029M,C16004_030E,C16004_030M,C16004_031E,C16004_031M,C16004_032E,C16004_032M,C16004_033E,C16004_033M,C16004_034E,C16004_034M,C16004_035E,C16004_035M,C16004_036E,C16004_036M,C16004_037E,C16004_037M,C16004_038E,C16004_038M,C16004_039E,C16004_039M,C16004_040E,C16004_040M,C16004_041E,C16004_041M,C16004_042E,C16004_042M,C16004_043E,C16004_043M,NAME,C16004_001MA,C16004_001EA,C16004_002EA,C16004_002MA,C16004_003EA,C16004_003MA,C16004_004MA,C16004_004EA,C16004_005MA,C16004_005EA,C16004_006EA,C16004_006MA,C16004_007EA,C16004_007MA,C16004_008EA,C16004_008MA,C16004_009EA,C16004_009MA,C16004_010MA,C16004_010EA,C16004_011EA,C16004_011MA,C16004_012MA,C16004_012EA,C16004_013EA,C16004_013MA,C16004_014EA,C16004_014MA,C16004_015MA,C16004_015EA,C16004_016MA,C16004_016EA,C16004_017MA,C16004_017EA,C16004_018MA,C16004_018EA,C16004_019EA,C16004_019MA,C16004_020MA,C16004_020EA,C16004_021EA,C16004_021MA,C16004_022MA,C16004_022EA,C16004_023MA,C16004_023EA,C16004_024EA,C16004_024MA,C16004_025MA,C16004_025EA,C16004_026EA,C16004_026MA,C16004_027MA,C16004_027EA,C16004_028MA,C16004_028EA,C16004_029EA,C16004_029MA,C16004_030EA,C16004_030MA,C16004_031EA,C16004_031MA,C16004_032MA,C16004_032EA,C16004_033EA,C16004_033MA,C16004_034MA,C16004_034EA,C16004_035EA,C16004_035MA,C16004_036MA,C16004_036EA,C16004_037MA,C16004_037EA,C16004_038MA,C16004_038EA,C16004_039EA,C16004_039MA,C16004_040MA,C16004_040EA,C16004_041EA,C16004_041MA,C16004_042MA,C16004_042EA,C16004_043MA,C16004_043EA,state
0400000US01,4477229,3071,827359,3228,780677,4920,36386,3607,24797,3601,11589,2190,3736,1100,3142,913,594,442,5229,1601,2890,1045,2339,1218,1331,840,1073,782,258,342,2991896,3396,2819330,6493,112648,4417,42152,3028,70496,3656,30028,2776,24431,2657,5597,1213,24361,2314,10748,1706,13613,1794,5529,1558,4636,1290,893,571,657974,2421,646562,2705,3797,973,2665,712,1132,719,5290,1321,4019,1121,1271,643,2171,630,1130,446,1041,451,154,166,154,166,0,273,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,660403,1218,134803,1314,116070,2754,2720,900,2504,837,216,230,2223,865,1765,788,458,302,7097,1512,5608,1380,1489,905,6693,1183,4699,1027,1994,556,472261,1159,391313,3966,18479,2675,11739,1653,6740,1808,13037,2488,10534,2163,2503,992,26709,2158,14081,2096,12628,2082,22723,2021,16297,1650,6426,922,53339,1054,43776,994,751,405,559,366,192,187,1577,592,1219,470,358,325,3184,889,731,448,2453,771,4051,543,1748,438,2303,425,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5957961,1719,1176635,1749,823550,12600,300711,10436,241508,10521,59203,4501,10646,2041,9193,2017,1453,510,17307,2400,12168,2362,5139,1443,24421,3337,18208,2644,6213,1802,3894531,1998,2800403,15385,822496,12368,461732,12955,360764,11210,75535,6451,58054,5248,17481,3264,83008,5433,45494,4800,37514,3819,113089,6202,84797,5089,28292,3263,886795,1887,741333,4001,91698,2471,44129,3049,47569,2990,24906,2723,17361,2346,7545,1375,11187,1427,4735,1270,6452,1171,17671,1520,7998,1304,9673,1222,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2727155,2544,516679,2853,468878,4414,38427,2877,29159,2691,9268,1745,4084,1161,3357,1061,727,456,4387,1163,3588,902,799,613,903,857,661,841,242,245,1790401,2972,1659565,5564,94750,3610,36463,3247,58287,4033,14639,2241,11674,2068,2965,995,19057,3089,7880,1687,11177,2503,2390,911,1722,712,668,523,420075,2295,411054,2280,3815,960,2057,650,1758,729,3878,1069,2797,795,1081,590,1190,744,169,150,1021,721,138,152,138,152,0,273,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,34820465,2428,6778331,3238,3680318,27891,2423519,22362,1854514,20409,569005,15791,197229,9047,168031,8183,29198,4084,424790,9776,317325,8755,107465,5845,52475,5228,43087,4882,9388,1966,23772639,3866,13078063,41746,6973307,28297,3335541,30350,3637766,34102,1021212,22796,704364,16809,316848,13311,2454779,23622,1273732,19024,1181047,17264,245278,13257,162658,11444,82620,6857,4269495,3423,2829734,11040,663147,6449,216647,7873,446500,7727,263152,8944,122251,5408,140901,6423,478299,6477,120978,5516,357321,6685,35163,3610,14855,2076,20308,2896,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4706794,1540,886401,2296,709529,9029,142465,7492,113409,7017,29056,3218,14961,2308,12656,2312,2305,842,13958,2109,9952,1767,4006,1246,5488,1762,4604,1581,884,605,3268755,2754,2708072,13570,389422,10885,192989,7739,196433,8233,74609,4868,56822,3949,17787,2784,69562,3752,33974,3524,35588,3183,27090,3223,13888,1999,13202,2636,551638,1996,484046,3806,41189,2446,25488,2218,15701,2331,16765,2799,9975,1782,6790,1679,7669,1037,2025,847,5644,981,1969,629,1495,586,474,280,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3375388,930,613603,884,493511,5738,70467,3614,56563,3846,13904,2015,37326,3923,34100,3865,3226,1059,9950,1654,8169,1500,1781,851,2349,1526,2037,1380,312,315,2253632,1312,1740047,10007,262682,5486,135448,6590,127234,6810,179703,7612,112700,5331,67003,5646,56739,4377,30737,3277,26002,2862,14461,2140,9034,1721,5427,1394,508153,1218,424050,4002,20930,1152,4530,960,16400,1045,54816,3710,29143,2512,25673,2634,6270,1272,1380,692,4890,1184,2087,647,1377,507,710,370,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,843674,492,149974,653,129741,2465,13978,2054,9830,1765,4148,1346,3901,1132,2803,842,1098,597,1696,593,1315,540,381,274,658,516,658,516,0,265,564230,848,491962,3996,41022,2549,19824,2621,21198,2639,16930,2800,12404,2471,4526,1233,11076,1578,7600,1209,3476,1312,3240,1186,2663,1046,577,395,129470,696,120410,1146,3082,712,1665,642,1417,544,4333,1020,2830,825,1503,629,1476,451,871,388,605,374,169,163,169,163,0,265,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,571592,205,68406,163,59723,1556,6284,1355,4862,1344,1422,833,1141,454,892,409,249,308,514,393,323,378,191,229,744,505,687,494,57,97,433759,635,366264,4475,30514,3037,19791,2656,10723,2302,18658,2428,14856,1984,3802,1443,8643,1367,6344,1278,2299,771,9680,2091,6702,1664,2978,972,69427,651,62532,1310,2597,510,1318,438,1279,407,2822,808,2545,750,277,212,821,407,566,380,255,165,655,503,457,381,198,329,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17775340,3060,2931533,5076,2112530,12904,633022,10674,516925,10810,116097,7738,142030,8068,114562,7168,27468,3851,32513,3363,25283,3130,7230,1484,11438,2768,9645,2516,1793,1166,11570608,5098,8172899,23555,2502389,15572,1324367,20939,1178022,18579,636955,19051,390847,13301,246108,12504,196505,8282,101991,5277,94514,6492,61860,5679,41439,4152,20421,3621,3273199,3561,2621644,8797,431244,4427,110603,5506,320641,6002,177333,7616,100248,5443,77085,5434,29440,2267,12265,2070,17175,1886,13538,1982,8009,1414,5529,1149,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
