GEO_ID,C17015_001E,C17015_001M,C17015_002E,C17015_002M,C17015_003E,C17015_003M,C17015_004E,C17015_004M,C17015_005E,C17015_005M,C17015_006E,C17015_006M,C17015_007E,C17015_007M,C17015_008E,C17015_008M,C17015_009E,C17015_009M,C17015_010E,C17015_010M,C17015_011E,C17015_011M,C17015_012E,C17015_012M,C17015_013E,C17015_013M,C17015_014E,C17015_014M,C17015_015E,C17015_015M,NAME,C17015_001MA,C17015_001EA,C17015_002EA,C17015_002MA,C17015_003EA,C17015_003MA,C17015_004MA,C17015_004EA,C17015_005MA,C17015_005EA,C17015_006EA,C17015_006MA,C17015_007EA,C17015_007MA,C17015_008EA,C17015_008MA,C17015_009MA,C17015_009EA,C17015_010MA,C17015_010EA,C17015_011EA,C17015_011MA,C17015_012MA,C17015_012EA,C17015_013EA,C17015_013MA,C17015_014EA,C17015_014MA,C17015_015EA,C17015_015MA,state
0400000US01,1227884,13886,180849,6757,37644,3142,9484,1358,28160,2991,143205,6534,28179,2386,115026,5842,1047035,12901,328470,7286,30552,2664,297918,6803,718565,11727,32669,2978,685896,11344,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,170859,4484,12277,1505,1457,584,543,304,914,487,10820,1531,2747,807,8073,1469,158582,4656,25956,1604,3824,727,22132,1529,132626,4563,4654,982,127972,4298,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1548428,12546,194239,8312,27945,3091,6956,1639,20989,2704,166294,7149,25137,2686,141157,6684,1354189,11236,409960,6412,27940,2665,382020,6772,944229,10347,42991,3504,901238,10243,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,761361,9102,107243,4728,21214,2001,4187,900,17027,2004,86029,4532,16011,2179,70018,3834,654118,7896,217618,4948,18156,1827,199462,5251,436500,6932,22521,1974,413979,6761,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8507856,27357,1003305,17807,118298,6041,31821,2739,86477,5039,885007,16867,223341,7850,661666,13891,7504551,26422,1799351,16133,227839,6550,1571512,15190,5705200,27078,359963,9293,5345237,25437,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1258885,11852,118446,6082,13477,1787,3177,862,10300,1661,104969,5765,13136,2155,91833,5290,1140439,10316,242111,5542,16077,2109,226034,5129,898328,8954,32325,2478,866003,8484,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,890770,9681,63695,4324,8753,1437,2707,928,6046,1136,54942,4182,14856,2477,40086,3269,827075,9311,212097,5078,14960,1733,197137,4973,614978,8292,23476,2127,591502,8215,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,221233,4976,17881,2221,3500,1072,279,216,3221,1040,14381,2057,2751,936,11630,1813,203352,5101,62307,2871,3825,712,58482,2846,141045,4298,7236,1238,133809,4469,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,101519,4051,14285,1749,2726,819,928,417,1798,695,11559,1681,6105,1258,5454,1338,87234,3887,19708,1553,2694,805,17014,1414,67526,3686,4418,1032,63108,3536,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4556930,26451,548767,9830,97740,4806,18382,2279,79358,4678,451027,9322,60502,4308,390525,9246,4008163,23287,1371806,12813,101243,4203,1270563,12256,2636357,21917,118721,5562,2517636,21937,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2385969,17984,325880,9256,51871,3856,10834,1400,41037,3650,274009,8477,37603,3555,236406,7821,2060089,17879,516191,8020,46875,3068,469316,8101,1543898,15295,64842,3671,1479056,15804,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,303075,5409,22324,2366,3484,924,1278,640,2206,686,18840,2289,3751,1040,15089,1999,280751,5326,92309,3367,6550,1043,85759,3314,188442,4104,8706,1624,179736,4237,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,401806,7285,46538,2990,6059,1266,1499,650,4560,1075,40479,2906,4664,1141,35815,2852,355268,7116,96839,3805,6436,1212,90403,3501,258429,6395,8901,1296,249528,6344,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3133813,17339,314986,8610,45962,3109,9194,1663,36768,2753,269024,8456,44187,2887,224837,8235,2818827,14565,688255,8309,54131,3126,634124,8510,2130572,15092,93747,5000,2036825,14593,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1656386,11547,181892,6598,27482,2827,6640,1254,20842,2438,154410,6316,28112,2867,126298,5710,1474494,11123,400842,5669,29905,2464,370937,5563,1073652,9556,48086,3765,1025566,10157,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,793768,7580,65423,3399,7859,1249,2247,650,5612,1022,57564,3178,13989,2064,43575,2845,728345,7976,192716,3823,11831,1482,180885,3650,535629,7551,20852,1927,514777,7269,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,721592,9016,68317,4100,8834,1119,1910,548,6924,1058,59483,4208,10991,1793,48492,3618,653275,9369,167960,3642,9591,1271,158369,3502,485315,8516,18040,2057,467275,8280,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1126685,9960,163415,6061,35371,2905,10094,1654,25277,2748,128044,5694,33796,3011,94248,5102,963270,10364,295546,6164,26747,2194,268799,6252,667724,9838,32282,2803,635442,9758,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1129117,11989,163646,5973,31668,3066,9701,1524,21967,2568,131978,6164,22557,2365,109421,5805,965471,10427,268287,5916,31742,2691,236545,5561,697184,9865,33260,2453,663924,9422,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,345328,4830,30399,2206,5558,1104,1889,656,3669,754,24841,1726,8618,1190,16223,1712,314929,4967,91743,2802,7677,1247,84066,2860,223186,4574,14795,1796,208391,4094,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1431958,12327,94931,5235,14344,1738,3821,1060,10523,1404,80587,4944,19024,2453,61563,4650,1337027,12969,310929,6268,25827,2467,285102,6196,1026098,11997,41844,3345,984254,12374,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1590257,14005,131047,6613,20131,2425,7224,1360,12907,1968,110916,6205,35043,3228,75873,5579,1459210,13611,368518,6095,31563,2578,336955,5882,1090692,13405,54271,4096,1036421,13073,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2508780,17418,302858,7772,48098,3187,12808,1807,35290,2607,254760,7445,67558,3992,187202,7391,2205922,15946,665071,8601,54516,3040,610555,8431,1540851,13381,84691,4665,1456160,12165,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1353758,11075,101698,3976,12351,1343,2276,701,10075,1180,89347,3943,21787,2150,67560,3534,1252060,10165,294622,4507,17753,1657,276869,4509,957438,9360,35576,2551,921862,9718,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,746115,9375,132450,6296,24573,2498,6478,1235,18095,2031,107877,5295,25055,2984,82822,5058,613665,9726,194823,4168,21884,2085,172939,4281,418842,8843,26305,2473,392537,8871,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1524078,14162,161889,5873,28559,2487,6754,1400,21805,2150,133330,5338,28734,2408,104596,4687,1362189,13252,391106,6409,31131,2476,359975,5962,971083,12225,41803,3204,929280,12017,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,255199,5113,25541,2588,4226,1006,508,291,3718,937,21315,2266,4024,1067,17291,2025,229658,4980,62803,2090,3163,682,59640,2108,166855,4640,7223,1155,159632,4631,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,468407,6176,41208,3862,5064,979,840,481,4224,824,36144,3653,7595,1420,28549,3361,427199,5991,104365,3443,6312,1001,98053,3407,322834,5929,10288,1305,312546,5665,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,639686,9203,71187,4686,9264,1660,1560,570,7704,1519,61923,4588,9183,1388,52740,4465,568499,9295,150054,4426,11512,1681,138542,4695,418445,8399,17437,2010,401008,8636,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,344057,6102,18142,2094,2899,788,835,561,2064,627,15243,1950,3145,1082,12098,1754,325915,5818,86517,3133,6222,1292,80295,2749,239398,5536,9892,1498,229506,5456,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2185732,12750,170117,6629,22249,2770,4645,1005,17604,2449,147868,6239,32524,2928,115344,5816,2015615,12335,518859,6689,40252,2975,478607,6517,1496756,11152,59274,4515,1437482,11406,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,501092,8213,78817,4704,11843,1548,2296,743,9547,1351,66974,4237,11125,1590,55849,4141,422275,8519,127368,3837,10228,1606,117140,3862,294907,8071,14929,1653,279978,7739,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4632676,21902,530477,11710,71984,4200,19794,2454,52190,3421,458493,10541,118383,5445,340110,9562,4102199,23344,1098551,10112,100062,4659,998489,9330,3003648,20713,156474,5379,2847174,21029,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2441916,18415,324800,8659,55630,4535,13750,2376,41880,3639,269170,7875,48196,4142,220974,7197,2117116,17310,603219,8300,41133,2637,562086,8711,1513897,14863,59226,4249,1454671,14757,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,171945,3437,13412,1433,1796,468,163,124,1633,447,11616,1431,2399,652,9217,1255,158533,3487,38641,1577,1462,414,37179,1580,119892,3129,2578,654,117314,3101,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2960107,17479,347896,8601,51253,3241,13122,1989,38131,2677,296643,8716,74879,4437,221764,7484,2612211,17603,734710,8896,55950,3341,678760,9235,1877501,14686,84818,3895,1792683,14750,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
