GEO_ID,C19201_001E,C19201_001M,C19201_002E,C19201_002M,C19201_003E,C19201_003M,C19201_004E,C19201_004M,C19201_005E,C19201_005M,C19201_006E,C19201_006M,C19201_007E,C19201_007M,C19201_008E,C19201_008M,C19201_009E,C19201_009M,C19201_010E,C19201_010M,C19201_011E,C19201_011M,NAME,C19201_001MA,C19201_001EA,C19201_002MA,C19201_002EA,C19201_003EA,C19201_003MA,C19201_004MA,C19201_004EA,C19201_005MA,C19201_005EA,C19201_006EA,C19201_006MA,C19201_007MA,C19201_007EA,C19201_008MA,C19201_008EA,C19201_009EA,C19201_009MA,C19201_010EA,C19201_010MA,C19201_011EA,C19201_011MA,state
0400000US17,1619044,15034,220814,6887,153349,6737,279766,7306,210975,6175,241473,8974,253842,7737,119700,5183,89953,4977,24071,2309,25101,2319,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,814519,11103,118004,5204,96958,5314,174225,5784,127581,4856,123531,6020,103175,4435,39835,3033,19933,2281,6137,1100,5140,1093,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,429671,7251,55626,3270,49892,3043,87817,3839,69772,3893,71677,3795,56496,3565,21314,2231,10802,1781,3609,1008,2666,723,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,380066,7942,51886,3549,45592,3496,73462,4178,58439,3568,63913,3902,51949,3547,17925,2140,10629,1828,3228,936,3043,888,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,557663,8721,106341,5892,84754,4708,112649,5003,76282,4328,74632,4207,63056,3463,21597,2150,11744,1699,2792,949,3816,1054,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,560705,9659,103524,5125,74697,4941,102862,4879,68308,3808,80902,5577,70922,4063,30632,2752,19509,2377,3914,1047,5435,1049,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,200089,5214,27959,1902,27984,2624,38122,2912,29430,2925,27989,2582,26318,1982,11530,1739,7673,1364,1815,677,1269,572,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,695481,12752,75407,4673,49982,3170,86804,4958,76810,4160,105120,5444,133331,6081,68710,4604,67621,5158,17885,2041,13811,1561,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,930162,11865,129591,5654,93307,4996,127824,5377,97204,5304,124284,5973,153841,6997,86163,4300,77177,3960,20810,2356,19961,2360,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1297841,15063,199537,7230,146547,5507,266305,7101,188261,6000,194476,5794,177781,7012,68111,3201,38933,3069,9360,1503,8530,1315,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,737790,9674,88826,4332,76367,3993,124895,4787,102600,4352,116461,3841,121410,4974,53629,3295,35811,2519,9412,1359,8379,1306,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,333884,6854,72286,3606,52935,3522,67935,3569,42077,3126,45064,3563,32227,2627,10107,1590,7013,1183,1659,702,2581,738,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,826550,13647,134555,5978,102755,5366,162112,6600,119955,5291,125911,5499,101375,5392,40966,3767,26477,2704,6027,1275,6417,1291,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,147548,5073,17926,1897,20468,2145,29444,2629,24702,2266,23134,2135,19908,1980,6334,1045,3814,971,1053,519,765,335,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,250897,5896,32087,2751,33171,2633,49615,2922,41567,2844,37070,2192,34966,2908,13973,1760,5520,1018,1782,587,1146,402,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,350125,8794,42817,3354,27738,2819,59359,4399,45461,3732,55374,4339,58281,4306,27469,2888,21123,2239,6722,1427,5781,1341,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,171374,6029,17315,1839,15698,1799,27136,1997,21820,2352,29170,2611,30671,2932,13479,1846,10394,1757,2994,1076,2697,800,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,986689,11897,108046,5141,83178,4682,150003,5343,117015,5229,136362,4919,175059,5544,96690,5005,71911,4223,24218,2521,24207,2594,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,264091,7822,45091,3510,31930,2806,44804,3035,39307,3150,39142,2853,33602,2692,15641,2088,9928,1425,2861,816,1785,750,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2563751,20711,376929,10196,234609,7606,396168,10052,290455,8242,344094,10861,395628,9756,211460,8199,181163,6666,62708,4028,70537,4157,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1228943,15042,196443,7094,153921,6259,220403,6989,173740,6396,199418,7481,162299,5249,61448,3893,42109,3332,9821,1753,9341,1408,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,108467,3310,16614,1853,12817,1587,19890,1740,17034,1930,17863,1687,14053,1699,5780,1126,3121,750,617,293,678,313,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1564959,16686,238293,7720,179835,6662,320856,7548,229372,7895,239508,8777,206392,6805,78347,4350,50387,3501,11706,1719,10263,1691,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,478337,6919,79097,3667,62427,3710,92135,4450,70825,4145,71517,3683,59184,3298,20440,2031,14647,2104,3959,975,4106,884,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,543775,9361,76510,4270,62211,3993,100482,5070,75501,4193,82499,4052,78445,4650,32391,2964,24698,2389,6024,1158,5014,1266,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1738320,15791,253816,7669,207276,6321,339345,9206,248797,7398,241375,6533,237832,7152,104126,5108,69913,3658,18662,2204,17178,2072,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,156267,4843,25174,2410,17767,1787,26418,2599,16821,1987,21058,2361,25353,2662,12206,1795,7918,1282,1541,574,2011,837,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,580706,10592,99150,4860,77289,4973,118427,4691,81270,5133,82191,4877,72932,4131,27089,2499,14446,2007,4741,1137,3171,1089,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,114926,4038,17745,1930,15198,1658,21376,2093,21497,2245,17055,1730,13277,1655,4587,1001,2816,782,513,306,862,364,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,795767,11345,137040,5872,111557,5140,157389,6282,114245,5344,113678,5170,96894,6095,33917,2767,20360,2115,5824,1474,4863,1083,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2647074,20031,398775,10721,277132,9084,432213,8871,351951,10185,404400,10551,394496,9708,177531,6948,133788,5707,39871,3284,36917,3166,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,214061,5947,25101,2326,22124,2368,41853,2864,30055,2802,34693,3001,34137,3323,12439,1820,10428,1658,1713,683,1518,608,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,97076,3857,12962,1684,11763,1311,18639,1796,13189,1378,14061,1392,15413,1599,5749,1218,3841,837,719,349,740,339,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,979212,16197,117274,5662,82400,3972,138025,6455,117396,5613,151528,6628,158793,6284,85728,4676,83448,4860,24520,2415,20100,1911,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,925477,12533,111466,5664,76335,3865,144046,6313,125880,6048,150697,6830,156092,5686,76226,4828,57014,3783,15753,2066,11968,1802,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,256288,6189,51449,2681,39084,2715,57511,3304,34200,2771,32221,3143,26090,2917,9328,1277,4165,829,1080,495,1160,565,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,826200,11044,97785,4451,92754,4143,166447,5540,126791,5518,139453,5968,119044,4647,46163,3338,25898,2543,6902,1263,4963,1048,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,75409,3584,9560,1616,9673,1352,13182,1765,10665,1705,12211,1850,10848,1562,4526,1199,3389,915,704,423,651,371,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,353325,7996,162128,5867,56942,3433,56261,3446,27914,2740,23376,2259,15461,1855,4655,1029,4600,1157,965,543,1023,453,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
