GEO_ID,C20005H_001E,C20005H_001M,C20005H_002E,C20005H_002M,C20005H_003E,C20005H_003M,C20005H_004E,C20005H_004M,C20005H_005E,C20005H_005M,C20005H_006E,C20005H_006M,C20005H_007E,C20005H_007M,C20005H_008E,C20005H_008M,C20005H_009E,C20005H_009M,C20005H_010E,C20005H_010M,C20005H_011E,C20005H_011M,C20005H_012E,C20005H_012M,C20005H_013E,C20005H_013M,C20005H_014E,C20005H_014M,C20005H_015E,C20005H_015M,C20005H_016E,C20005H_016M,C20005H_017E,C20005H_017M,C20005H_018E,C20005H_018M,C20005H_019E,C20005H_019M,C20005H_020E,C20005H_020M,C20005H_021E,C20005H_021M,C20005H_022E,C20005H_022M,C20005H_023E,C20005H_023M,C20005H_024E,C20005H_024M,C20005H_025E,C20005H_025M,C20005H_026E,C20005H_026M,C20005H_027E,C20005H_027M,C20005H_028E,C20005H_028M,C20005H_029E,C20005H_029M,C20005H_030E,C20005H_030M,C20005H_031E,C20005H_031M,C20005H_032E,C20005H_032M,C20005H_033E,C20005H_033M,C20005H_034E,C20005H_034M,C20005H_035E,C20005H_035M,C20005H_036E,C20005H_036M,C20005H_037E,C20005H_037M,C20005H_038E,C20005H_038M,C20005H_039E,C20005H_039M,NAME,C20005H_001MA,C20005H_001EA,C20005H_002EA,C20005H_002MA,C20005H_003EA,C20005H_003MA,C20005H_004MA,C20005H_004EA,C20005H_005MA,C20005H_005EA,C20005H_006EA,C20005H_006MA,C20005H_007EA,C20005H_007MA,C20005H_008MA,C20005H_008EA,C20005H_009MA,C20005H_009EA,C20005H_010EA,C20005H_010MA,C20005H_011EA,C20005H_011MA,C20005H_012EA,C20005H_012MA,C20005H_013EA,C20005H_013MA,C20005H_014MA,C20005H_014EA,C20005H_015MA,C20005H_015EA,C20005H_016EA,C20005H_016MA,C20005H_017EA,C20005H_017MA,C20005H_018EA,C20005H_018MA,C20005H_019MA,C20005H_019EA,C20005H_020MA,C20005H_020EA,C20005H_021EA,C20005H_021MA,C20005H_022EA,C20005H_022MA,C20005H_023MA,C20005H_023EA,C20005H_024EA,C20005H_024MA,C20005H_025MA,C20005H_025EA,C20005H_026EA,C20005H_026MA,C20005H_027MA,C20005H_027EA,C20005H_028EA,C20005H_028MA,C20005H_029MA,C20005H_029EA,C20005H_030EA,C20005H_030MA,C20005H_031MA,C20005H_031EA,C20005H_032EA,C20005H_032MA,C20005H_033MA,C20005H_033EA,C20005H_034EA,C20005H_034MA,C20005H_035EA,C20005H_035MA,C20005H_036MA,C20005H_036EA,C20005H_037MA,C20005H_037EA,C20005H_038MA,C20005H_038EA,C20005H_039MA,C20005H_039EA,state
0400000US13,4384695,4080,2131708,2896,1055711,10023,252,200,1055459,10047,18208,2246,69794,4828,130916,6402,288042,9463,242237,8578,306262,7749,1075997,10164,625208,9954,450789,8110,202881,7245,103379,5634,52936,3710,41639,3432,24567,2542,25387,2539,2252987,3091,763821,9277,183,174,763638,9292,17634,2171,97041,5886,145304,5550,246279,7523,159124,5733,98256,4823,1489166,10259,943111,12524,546055,10501,279148,7943,127583,5385,61087,4025,43975,3302,24040,2254,10222,1726,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,273242,862,149219,575,76981,3240,0,275,76981,3240,1853,731,4769,1647,9422,1735,18118,2736,19338,1907,23481,2117,72238,3266,33969,2614,38269,3053,14500,2173,5625,1118,5914,1316,5834,1262,3711,879,2685,815,124023,665,42852,2595,0,275,42852,2595,1248,586,4565,1087,7502,1556,15354,2323,8197,1201,5986,960,81171,2697,44952,2497,36219,2701,15713,1906,7994,1534,3518,938,5414,1220,2697,1035,883,458,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1025214,1623,507304,1219,221630,5077,0,267,221630,5077,4205,909,17475,2069,37112,3643,69393,3978,49789,3440,43656,2905,285674,5149,140552,4499,145122,5143,70607,3856,32017,2872,19176,2149,14473,1929,5171,1332,3678,774,517910,1201,157940,5031,16,28,157924,5029,4870,1243,26829,2595,43014,3536,51936,3399,22809,2138,8466,1270,359970,5496,194958,4725,165012,4888,87795,3922,44602,2724,13858,1521,13069,1765,4056,996,1632,612,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6720505,4538,3259391,2992,1581291,12072,41,50,1581250,12075,23228,2370,82432,4340,158285,6513,393822,9087,405360,7514,518123,7989,1678100,12267,869842,10599,808258,12122,355811,7429,154442,6220,94616,5280,99202,4641,58045,3677,46142,2894,3461114,3040,1184097,10232,0,267,1184097,10232,20591,2181,115891,5015,214041,6972,390780,7856,261925,7194,180869,5729,2277017,10092,1274521,10642,1002496,12682,475758,7990,250416,6150,111031,5801,96343,4598,45355,3134,23593,2270,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4247711,3789,2064156,2722,953839,10651,0,267,953839,10651,13416,1839,62581,4018,131612,5773,310271,7315,240828,7257,195131,4702,1110317,10608,583015,10104,527302,9652,255645,7334,107797,5058,60055,4110,62589,3832,25690,2740,15526,1778,2183555,3019,708428,10599,145,138,708283,10609,16253,1802,100686,4737,168684,6153,249081,7003,119384,5382,54195,3546,1475127,10910,847069,10389,628058,11102,324254,8578,165689,6218,61261,3884,48967,3092,22550,2220,5337,1121,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2181027,2512,1062348,1982,540560,7098,159,150,540401,7101,10487,1471,34743,2747,77739,3710,191042,5047,132251,4973,94139,4078,521788,7237,243860,5511,277928,6469,148987,4699,54807,3536,27031,2272,28257,2113,11802,1363,7044,863,1118679,1473,421286,5396,0,228,421286,5396,11728,1438,53016,3166,99442,3962,157698,4116,72583,4192,26819,2168,697393,5387,359781,5499,337612,5941,184529,5215,82759,4042,32822,2159,26054,1987,8813,1307,2635,806,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1793674,2101,873964,1740,452890,7499,0,248,452890,7499,10331,1478,32919,2763,61662,3367,137674,5329,111628,4341,98676,4340,421074,7687,210421,5342,210653,6774,105816,4166,45042,3361,20711,2285,20276,1925,11136,1511,7672,1276,919710,1478,347088,6469,119,114,346969,6503,9646,1450,50900,3197,74800,4284,125722,4668,55948,3395,29953,2679,572622,6568,306909,5280,265713,6313,143308,4977,64062,3573,24543,2072,22180,2297,8201,1222,3419,813,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3022497,3688,1463326,2557,636813,10564,0,271,636813,10564,15110,1702,63848,5935,99608,5802,199290,6902,149938,6163,109019,5002,826513,10633,494378,9338,332135,8722,164577,6897,73852,4949,36855,2896,32540,2891,14968,1729,9343,1376,1559171,2336,489071,8263,222,307,488849,8303,14062,1953,81417,4907,117473,4086,162482,5841,78720,3739,34695,2706,1070100,8622,680089,7914,390011,6923,207420,6256,100452,4723,36478,2931,30561,2675,11114,1514,3986,935,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2219638,2810,1081656,2038,542744,7660,99,116,542645,7671,8943,1696,37942,3874,64472,4599,144840,4647,140053,6232,146395,6211,538912,8049,301661,7595,237251,6966,103796,4939,43276,3460,24870,2365,29596,2951,17811,2203,17902,1984,1137982,2057,388638,7160,90,107,388548,7150,8169,1381,63896,3950,86225,5067,129016,5660,68470,3572,32772,2729,749344,7271,476736,7638,272608,5738,143092,4689,62342,4147,23836,2612,28017,2657,11240,1428,4081,909,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1039609,1298,501888,946,224827,4712,0,230,224827,4712,4054,853,15380,1935,35580,2780,75824,3880,55469,3018,38520,2823,277061,4791,143918,4636,133143,5011,59672,3418,31895,2918,17943,1865,15123,1653,4582,949,3928,771,537721,988,184880,3817,0,230,184880,3817,3862,880,21808,2234,46473,3005,66386,3738,33790,2629,12561,1571,352841,3890,191908,4513,160933,4212,77140,3815,45019,2768,18609,1775,13527,1637,5190,926,1448,438,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2610768,2753,1262194,1803,683672,7247,200,153,683472,7243,7292,1157,27886,3169,49013,3119,135725,5028,169304,6165,294252,7676,578522,7530,311080,6954,267442,6246,119820,4481,49964,4061,26176,2122,34273,2997,19204,2432,18005,1979,1348574,1834,512418,8424,196,249,512222,8434,7904,1306,31787,2896,60199,4303,149575,5356,131449,4692,131308,4861,836156,8269,472510,6597,363646,7760,157355,4888,78757,4045,43414,3444,44176,3684,25099,2260,14845,1892,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4168136,4553,1989064,2910,974393,10975,124,146,974269,10930,10682,1829,30941,2987,77311,4383,225728,7012,257844,8073,371763,8291,1014671,11600,506213,8510,508458,11636,223833,6807,98845,5508,58586,4110,59728,3769,36455,3340,31011,2692,2179072,3007,740861,10940,51,84,740810,10937,10563,1500,42463,3946,91893,4366,237521,7312,201848,6278,156522,5446,1438211,10738,754352,10539,683859,10220,287513,8311,152142,5569,83615,4138,84211,4182,52222,3299,24156,2237,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6160579,4206,3006418,3398,1230166,10640,40,64,1230126,10637,23897,2793,86545,5080,147547,5534,345265,8915,319882,7239,306990,7313,1776252,11325,984818,10762,791434,11376,385295,9335,166993,5481,90644,4416,81599,3480,40707,2599,26196,2170,3154161,2773,918958,8818,185,229,918773,8801,21606,2339,115104,4327,186729,6032,303679,7288,188636,5884,103019,4371,2235203,8955,1289324,10825,945879,10425,485287,8923,241707,6504,91500,4187,78343,3711,35237,2366,13805,1622,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3584595,2176,1758592,1753,883908,7918,14,25,883894,7917,13832,1367,45077,2930,90269,4151,267028,6508,232493,6168,235195,4472,874684,8009,400669,6687,474015,7660,217156,6385,93920,3662,55367,3271,59028,2901,29657,2162,18887,1845,1826003,1692,666730,7516,94,125,666636,7528,12593,1476,55363,3005,116156,4603,250774,6017,143289,4805,88461,4130,1159273,7814,555994,6854,603279,7927,279654,5119,144441,4477,72727,2965,64099,2838,30558,2537,11800,1541,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1394093,2664,677195,2009,320104,6278,0,287,320104,6278,6215,1466,27956,2881,47524,4012,105479,4957,74075,4563,58855,3556,357091,6891,210985,5710,146106,5110,67840,3869,31213,2894,16252,2113,14758,1984,10159,1655,5884,1275,716898,1845,234629,7136,201,211,234428,7169,5757,1383,38796,3253,55534,4406,82863,4528,35744,2657,15734,1959,482269,6923,329550,7517,152719,6292,82324,5255,34187,3339,15659,1970,14711,1904,4302,1010,1536,521,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3918898,3308,1903030,2365,885489,9194,77,93,885412,9183,18047,2135,73885,4954,135545,5786,270481,6260,202713,6834,184741,5762,1017541,9274,551220,8986,466321,10208,225572,7880,102759,4640,49710,3475,52210,3508,19597,1894,16473,1930,2015868,2393,720299,9749,190,185,720109,9718,16750,2025,102200,4965,167343,6347,253132,7136,119467,4872,61217,3791,1295569,9937,754968,7594,540601,9859,284025,7876,143258,4880,50540,3625,40913,3086,14221,1881,7644,1302,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,712742,1390,356394,836,162142,4766,20,36,162122,4770,4148,856,13326,1678,28205,3022,52332,3321,36147,2433,27964,2004,194252,5004,93858,3703,100394,4618,48631,2908,23143,2435,11360,1676,10458,1639,3727,882,3075,859,356348,1068,119570,3340,229,216,119341,3355,4248,925,21786,2482,32830,2605,36261,2768,17019,1732,7197,1329,236778,3635,118834,3236,117944,3646,60742,2889,31082,2562,12273,1614,9522,1337,3227,910,1098,431,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1208930,1920,588896,1338,323201,4311,0,228,323201,4311,7550,1116,23309,2250,47588,2538,105760,3506,76178,3107,62816,2848,265695,4334,121684,3063,144011,3879,74590,2978,30740,2533,16124,2018,13084,1487,5713,907,3760,781,620034,1303,241637,4784,0,228,241637,4784,6535,1134,31997,2724,56196,2949,91553,3841,36994,2141,18362,1667,378397,4952,185070,4133,193327,5143,103086,3880,49293,2763,19238,2157,14621,1718,5197,889,1892,628,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
