GEO_ID,B17025_001E,B17025_001M,B17025_002E,B17025_002M,B17025_003E,B17025_003M,B17025_004E,B17025_004M,B17025_005E,B17025_005M,B17025_006E,B17025_006M,B17025_007E,B17025_007M,B17025_008E,B17025_008M,B17025_009E,B17025_009M,B17025_010E,B17025_010M,B17025_011E,B17025_011M,B17025_012E,B17025_012M,B17025_013E,B17025_013M,B17025_014E,B17025_014M,B17025_015E,B17025_015M,NAME,B17025_001EA,B17025_001MA,B17025_002MA,B17025_002EA,B17025_003MA,B17025_003EA,B17025_004EA,B17025_004MA,B17025_005MA,B17025_005EA,B17025_006EA,B17025_006MA,B17025_007MA,B17025_007EA,B17025_008EA,B17025_008MA,B17025_009EA,B17025_009MA,B17025_010EA,B17025_010MA,B17025_011EA,B17025_011MA,B17025_012EA,B17025_012MA,B17025_013EA,B17025_013MA,B17025_014EA,B17025_014MA,B17025_015EA,B17025_015MA,state
0400000US30,964509,2420,140969,9640,138386,9727,137162,9674,1224,629,2583,877,1184,686,1399,567,823540,9382,807059,9317,801026,9212,6033,1232,16481,2247,9972,1757,6509,1298,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1776166,2053,229923,11823,202304,9375,200990,9325,1314,654,27619,5538,5851,1974,21768,4617,1546243,11677,1464452,10251,1453631,10147,10821,1874,81791,5486,39232,3649,42559,4600,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2666662,1598,398027,20092,314949,15997,309465,15811,5484,1583,83078,8805,18031,2808,65047,7956,2268635,19869,1846107,18411,1805681,18000,40426,4454,422528,10600,193925,8372,228603,10212,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1276614,1142,105786,8064,97297,7818,95470,7669,1827,850,8489,2095,2649,865,5840,2071,1170828,8126,1110900,8023,1099516,8400,11384,2273,59928,4322,34311,2814,25617,3528,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8626524,2857,884789,24939,661283,20999,621640,20411,39643,4342,223506,11495,63573,4808,159933,10169,7741735,25461,6136495,29234,5968172,27055,168323,8627,1605240,19547,850665,16235,754575,18803,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2024716,1715,413851,19768,349937,16346,346688,16275,3249,1280,63914,7522,12924,2729,50990,6752,1610865,19912,1473811,18606,1455748,18511,18063,2520,137054,9071,56074,4853,80980,7570,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,18879810,5820,2821470,46759,2107595,37466,1987457,36299,120138,6968,713875,21101,260573,10538,453302,17020,16058340,46730,12520957,47376,12185268,45857,335689,12056,3537383,32682,1943790,24028,1593593,29458,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9304553,3703,1627602,29606,1448624,27648,1431953,28151,16671,3675,178978,11999,22744,3049,156234,11570,7676951,29270,7145759,29460,7068131,28243,77628,5434,531192,16743,191966,7384,339226,14195,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,651415,600,84895,5668,80964,5299,80537,5315,427,314,3931,1199,1121,512,2810,957,566520,5646,554742,5416,551060,5366,3682,838,11778,1925,4962,1085,6816,1642,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11224969,4110,1779032,32237,1689659,31687,1674383,31235,15276,2578,89373,7351,23686,2778,65687,6685,9445937,32108,9076898,30072,9011025,30183,65873,4600,369039,10243,201792,8241,167247,9132,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3646849,2289,616610,15751,567553,14439,563874,14488,3679,1074,49057,5529,6247,1313,42810,5405,3030239,16156,2877267,14844,2849932,15042,27335,2989,152972,7407,58590,4140,94382,6406,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3765919,2565,596408,17283,517181,14440,511734,14500,5447,1319,79227,6273,14539,2083,64688,5837,3169511,17754,2878030,18872,2844994,19380,33036,3241,291481,8826,124733,6320,166748,8928,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12298955,4096,1648184,29243,1536266,28300,1480316,27397,55950,5663,111918,6957,38122,3409,73796,6421,10650771,28575,10042118,31239,9912628,30160,129490,6394,608653,14593,321980,10266,286673,11909,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1012200,827,142188,9018,116554,8329,109402,7411,7152,3066,25634,3994,7322,1726,18312,3483,870012,9027,765075,9231,750877,8915,14198,2715,104937,5911,54859,4384,50078,5198,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4493865,3196,815755,22461,763620,20750,755426,21048,8194,2687,52135,5061,7464,2090,44671,4992,3678110,22400,3516837,22166,3475539,21664,41298,3988,161273,7227,57594,4694,103679,6759,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,788226,1027,113760,7599,110647,7503,109820,7482,827,419,3113,1106,922,629,2191,784,674466,7721,656135,8164,651643,8051,4492,1107,18331,2737,7927,1915,10404,2728,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6195120,3574,1095466,29085,1023461,28056,1016532,27734,6929,1902,72005,6729,12181,2986,59824,6288,5099654,29181,4886242,30354,4845857,30587,40385,3579,213412,9079,83979,6929,129433,8445,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,24652927,7949,4414481,53320,3423373,45811,3389882,45650,33491,3877,991108,24812,165575,8776,825533,23376,20238446,53345,17143034,58629,16889594,58007,253440,10241,3095412,35858,1149258,20203,1946154,31118,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2730176,1935,359242,14693,306212,13064,301816,12848,4396,1253,53030,6132,8807,1786,44223,5490,2370934,15041,2204633,13792,2180109,13013,24524,2926,166301,8232,65225,4441,101076,7452,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,600850,1125,76352,5250,70746,4993,70255,4963,491,284,5606,1798,1885,702,3721,1687,524498,5536,503518,5313,498338,5607,5180,1089,20980,2224,14228,2071,6752,1343,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7780635,2803,861969,22046,762026,19977,753514,19925,8512,1989,99943,9506,23710,2949,76233,8704,6918666,21932,6121039,26059,6000894,26386,120145,5843,797627,16668,383995,11618,413632,12767,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6615922,2965,888718,27270,721161,22633,707585,21808,13576,2212,167557,10645,37502,4346,130055,9751,5727204,27096,5016988,24991,4918657,24367,98331,6345,710216,16372,362114,11715,348102,13002,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1799960,1852,326507,13020,321256,12781,320162,12855,1094,517,5251,1640,1179,402,4072,1580,1473453,13236,1458026,13132,1453076,13216,4950,1265,15427,1927,8542,1539,6885,1371,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5535803,3152,731479,17834,681086,17404,673063,17239,8023,1957,50393,4677,11393,2059,39000,3987,4804324,17753,4604538,18847,4575506,19195,29032,3180,199786,7407,90133,3999,109653,5735,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,551120,851,61577,6480,58396,6180,57978,6129,418,532,3181,1658,417,327,2764,1605,489543,6537,477306,6837,473658,6821,3648,912,12237,1949,5937,1506,6300,1625,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3685731,1892,1659792,21557,1622498,21801,79023,6656,1543475,19637,37294,4187,10283,1774,27011,3396,2025939,21770,1959028,20749,107818,5422,1851210,19508,66911,5481,30554,3327,36357,4675,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
