GEO_ID,B24092_001E,B24092_001M,B24092_002E,B24092_002M,B24092_003E,B24092_003M,B24092_004E,B24092_004M,B24092_005E,B24092_005M,B24092_006E,B24092_006M,B24092_007E,B24092_007M,B24092_008E,B24092_008M,B24092_009E,B24092_009M,B24092_010E,B24092_010M,B24092_011E,B24092_011M,B24092_012E,B24092_012M,B24092_013E,B24092_013M,B24092_014E,B24092_014M,B24092_015E,B24092_015M,B24092_016E,B24092_016M,B24092_017E,B24092_017M,B24092_018E,B24092_018M,NAME,B24092_001EA,B24092_001MA,B24092_002EA,B24092_002MA,B24092_003EA,B24092_003MA,B24092_004EA,B24092_004MA,B24092_005MA,B24092_005EA,B24092_006EA,B24092_006MA,B24092_007MA,B24092_007EA,B24092_008EA,B24092_008MA,B24092_009EA,B24092_009MA,B24092_010EA,B24092_010MA,B24092_011EA,B24092_011MA,B24092_012EA,B24092_012MA,B24092_013MA,B24092_013EA,B24092_014EA,B24092_014MA,B24092_015EA,B24092_015MA,B24092_016MA,B24092_016EA,B24092_017EA,B24092_017MA,B24092_018MA,B24092_018EA,state
0400000US01,41888,385,41257,432,40826,446,60871,3031,44721,3285,40641,1205,46264,2503,70301,3734,36049,3778,31370,372,28797,714,28574,708,40892,2926,33681,2728,39236,1690,41071,1426,50128,2834,21953,1667,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,59843,2606,54823,2866,52841,2699,77024,8041,48408,10231,57315,4610,62058,3970,68050,4463,46625,22673,42630,1841,39018,2484,38683,2540,48162,10989,46214,2590,47843,3869,51797,2618,51996,7832,24450,13299,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,44199,1138,42276,507,41777,482,56612,8627,42819,4354,48745,1783,47077,1433,57444,3561,35419,3732,35992,358,33942,910,34009,882,32232,4361,41591,1198,39850,1392,40085,1720,48405,4665,22433,3070,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,39002,1177,37392,1030,36883,682,50625,2346,40372,1768,39059,2179,44317,3517,52454,3383,31632,1563,29237,867,26352,476,26275,473,31987,6488,33926,2782,34227,2249,36661,1452,49384,4869,18665,6408,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,50067,209,46660,291,45644,265,72310,3587,51642,672,66724,1049,66151,1336,59810,1456,40071,1336,41383,184,38097,590,37635,556,50815,1149,47779,1089,52186,579,50704,770,52857,1223,26660,816,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,50472,471,50057,877,48888,1415,53974,4678,50604,3284,53710,2791,52785,4012,64483,4291,38496,3109,39821,737,37174,498,37040,507,42262,5256,41524,925,42672,1563,45145,2788,56146,3216,28046,3664,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,60403,522,60300,727,58467,2107,80426,4446,57341,6199,64297,3902,63988,3863,65405,4258,47359,4431,46092,645,42644,1479,42485,1396,50171,5874,49137,2996,52290,1154,57079,2861,63424,8569,27769,2347,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,49303,2344,48591,2728,47787,2340,62205,16503,51547,5096,48909,4876,49836,5021,62312,15247,31977,7474,39744,1539,36806,1229,36751,1154,45544,17537,40542,1405,44531,4868,41833,1311,50576,9159,22643,13831,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,61930,2844,51655,2330,51234,2052,81737,65289,67055,9888,56369,3601,66226,8742,85669,13384,45865,13886,56264,1686,48434,3939,47379,3425,102394,41868,52008,2438,53230,3774,51777,10951,72180,3962,60136,29512,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,40786,222,40030,379,38492,678,50284,1225,44501,2872,47303,1216,43041,1876,56436,1924,30670,884,32824,585,31251,213,31077,223,37476,2599,37120,576,40747,405,37172,950,50511,1418,20938,1071,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,43554,923,43430,1341,42288,466,55744,3733,45867,2159,41983,991,41831,1711,56974,2216,31698,977,34692,755,32042,303,31947,310,36601,2959,40233,1272,41227,846,35702,1017,54857,2658,24065,2665,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,46068,1306,41388,994,41111,981,51844,7694,48018,6307,50220,1646,51559,1056,61892,3738,37233,3656,36180,653,32143,736,31898,590,48827,11192,40351,3007,41688,1661,43074,2757,46165,1571,27003,6646,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,41194,638,40431,710,39626,1340,52164,9948,47958,4142,42061,2594,44044,3518,70316,6031,32731,5951,30468,585,27211,768,27169,729,31170,8763,36098,4888,36379,2658,39036,1848,47210,5211,19674,1709,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,50620,233,49263,860,47755,829,61847,1137,51203,961,60478,737,57574,3036,60567,1450,39242,4094,38742,554,36207,349,36144,355,40551,3448,42178,773,46816,867,43148,1854,53096,981,23502,2222,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,45034,545,45241,436,44644,776,52462,4673,44526,2428,43931,2807,45035,3367,58981,3375,34989,2744,32268,198,31101,251,31088,262,31578,2246,37176,761,38441,1474,37518,1837,48599,3587,18784,3545,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,42293,301,41851,319,41600,337,50761,1793,45404,2622,47552,2439,51647,2106,55509,1984,32468,2944,33259,587,31319,308,31321,313,31190,4617,36306,1307,40581,1391,45666,1932,48530,3072,18730,2187,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,44231,1325,44144,1851,43281,1810,51814,2550,45357,4885,43622,2677,45005,2569,56994,4056,39111,4237,32224,312,30831,455,30813,486,31122,1229,37175,2120,37703,1688,35787,1015,49801,2916,18660,1935,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,41517,408,41313,452,40904,472,53342,3466,44547,5039,41070,1667,44766,3442,53303,2842,31864,2009,31752,275,30451,358,30432,352,31331,3313,36090,1461,37185,1393,37488,2272,50331,1746,18770,3150,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,45839,690,46174,863,45426,891,62090,6572,46248,2688,41720,1054,46477,1944,56306,5417,38476,4779,30692,360,27354,564,27242,474,38513,6584,33560,3118,37015,1603,39305,2147,46711,1898,22323,5355,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,43257,1876,43108,1990,42204,1116,51778,2556,47120,7912,46039,2335,45867,1893,61607,4319,29590,3546,33959,1323,31875,638,31681,624,43817,9848,36370,1314,41091,2064,39610,2418,51404,3505,22848,4209,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,57210,859,52198,533,51795,527,68799,9471,60335,3644,60246,2471,53850,3796,90904,2083,40034,4347,47237,539,40960,467,40800,464,50922,2886,50339,1159,51652,919,47044,1775,77284,2204,27395,4716,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,57094,528,57026,664,56387,675,72173,6635,55461,1908,64312,2542,61408,1200,60575,1550,45259,3993,46320,532,43248,1293,43131,1307,47672,5148,50105,1182,52411,1771,52131,1643,55854,2815,30373,3161,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,49335,791,47820,843,47098,455,60077,8152,50211,1064,54980,2024,60037,1855,57374,2316,31799,1180,36482,348,32266,269,32230,268,36100,3496,42492,1192,46377,1395,49290,2450,53441,1460,20361,1347,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,50139,318,49661,816,49276,873,51816,1444,51987,1974,53553,1135,54704,2569,56660,1139,32361,2530,39390,622,37232,445,37196,444,40134,4444,40628,768,45417,1115,45295,1517,51953,1364,22758,1790,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,38789,1157,38806,1430,37896,1337,52034,6475,39706,3317,34046,1577,41520,1400,55764,2794,30580,3077,29051,849,26387,575,26373,589,26819,5924,34761,2502,31767,1060,33571,1474,41721,2674,16967,2304,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
