GEO_ID,B19215_001E,B19215_001M,B19215_002E,B19215_002M,B19215_003E,B19215_003M,B19215_004E,B19215_004M,B19215_005E,B19215_005M,B19215_006E,B19215_006M,B19215_007E,B19215_007M,B19215_008E,B19215_008M,B19215_009E,B19215_009M,B19215_010E,B19215_010M,B19215_011E,B19215_011M,B19215_012E,B19215_012M,B19215_013E,B19215_013M,B19215_014E,B19215_014M,B19215_015E,B19215_015M,NAME,B19215_001MA,B19215_001EA,B19215_002EA,B19215_002MA,B19215_003EA,B19215_003MA,B19215_004MA,B19215_004EA,B19215_005MA,B19215_005EA,B19215_006EA,B19215_006MA,B19215_007MA,B19215_007EA,B19215_008EA,B19215_008MA,B19215_009EA,B19215_009MA,B19215_010MA,B19215_010EA,B19215_011EA,B19215_011MA,B19215_012MA,B19215_012EA,B19215_013MA,B19215_013EA,B19215_014EA,B19215_014MA,B19215_015MA,B19215_015EA,state
0400000US01,22840,632,27480,995,25229,796,26320,876,21063,1306,44406,4836,44966,4980,39438,11571,19968,601,18654,612,21715,1248,16609,506,35835,2045,36335,1915,31356,5779,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,40843,1825,43298,5398,36054,4760,37652,3980,27547,7236,69355,6901,69665,7980,66780,37105,39137,2589,32387,4175,38579,2751,26071,5234,62361,18923,59250,22250,69498,46896,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,31424,488,35060,1303,30709,894,32184,1451,25399,1573,51268,3593,51235,4118,51571,5496,28423,1091,25381,673,30981,860,20926,727,47908,2961,48302,3361,45766,5240,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,22420,769,26347,945,24232,1629,25764,1538,20924,2052,41776,3580,42744,3903,27685,3140,19673,714,18482,741,21537,1253,16372,726,33199,4846,32374,5101,38057,8358,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38460,521,44508,790,37718,949,41932,480,26655,711,66237,1531,67312,1844,54407,5136,33233,717,28711,644,38307,1345,21167,425,61594,1118,62938,1706,50957,3731,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,33148,953,37468,1298,31847,797,34172,2104,25544,1256,58101,4045,57610,4234,65127,14373,30403,779,26350,817,31692,890,20636,618,53590,3296,53405,3757,54514,7703,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,36924,917,45619,1912,38810,2551,43711,3104,26894,1619,76228,3223,77057,4045,55575,14945,31299,1052,27058,858,37989,3137,20911,939,63193,5940,63410,7179,62705,11273,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,33779,2799,44034,4929,37472,4199,41972,6537,28766,4443,60087,5452,59460,5786,63918,23900,28226,2760,25146,2035,34782,2999,18671,1120,55313,13827,60300,15647,44019,24286,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,51832,1483,59389,4682,50082,4403,53427,5077,25428,9673,102041,10859,105406,10223,63117,17723,48423,3884,42109,3465,51513,1759,25006,5561,85017,10011,84824,10512,99329,91239,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,28922,350,33515,757,29926,686,31436,561,25152,811,51599,1525,51787,1754,49983,3864,25240,331,22549,394,28267,827,19001,317,44385,1508,45331,1692,40454,2914,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,28496,741,32035,651,29910,1271,31469,665,20397,1115,50015,2673,50235,2446,43625,12569,25323,589,23447,756,29697,1363,17635,620,44137,2820,44937,3627,37423,9685,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,38060,2355,41920,1436,37071,4587,41762,1706,24088,2987,72161,10112,67762,15724,79536,15202,34153,3099,28751,2257,34439,3669,22162,1750,69444,7361,71680,7384,45255,12388,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
