GEO_ID,B25100_001E,B25100_001M,B25100_002E,B25100_002M,B25100_003E,B25100_003M,B25100_004E,B25100_004M,B25100_005E,B25100_005M,B25100_006E,B25100_006M,B25100_007E,B25100_007M,B25100_008E,B25100_008M,B25100_009E,B25100_009M,B25100_010E,B25100_010M,B25100_011E,B25100_011M,B25100_012E,B25100_012M,B25100_013E,B25100_013M,NAME,B25100_001EA,B25100_001MA,B25100_002EA,B25100_002MA,B25100_003MA,B25100_003EA,B25100_004EA,B25100_004MA,B25100_005EA,B25100_005MA,B25100_006MA,B25100_006EA,B25100_007EA,B25100_007MA,B25100_008MA,B25100_008EA,B25100_009MA,B25100_009EA,B25100_010MA,B25100_010EA,B25100_011MA,B25100_011EA,B25100_012EA,B25100_012MA,B25100_013EA,B25100_013MA,state
0400000US28,753374,9176,411111,7879,198860,6420,90868,4479,42968,3062,75845,4972,2570,917,342263,7114,158129,6025,55535,3070,34200,2529,87355,3959,7044,1440,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1621371,13182,1067865,11356,461465,9992,275001,8012,132392,4968,196079,6183,2928,723,553506,8148,212040,5423,93340,3811,67061,3028,174820,5178,6245,1347,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,280633,4455,165561,4571,43409,3431,38103,2608,25749,2325,57353,3690,947,413,115072,3363,36413,2193,17148,1595,13850,1498,47026,2987,635,264,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,484649,6026,309474,5919,167477,5673,78827,4074,26106,2060,36610,2779,454,232,175175,4188,77490,3138,30834,2073,20268,1652,45043,2307,1540,520,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,565869,9281,429984,9713,159063,6756,104141,5247,58702,4443,104073,6643,4005,1041,135885,5034,45659,3324,18641,2116,14277,1522,55232,3768,2076,735,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,369448,5293,257120,5334,68037,3298,78113,3615,42367,2781,67442,3115,1161,448,112328,3780,24763,2319,17330,1855,14107,1816,54810,3463,1318,657,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2106728,14618,1496628,14811,270447,6782,377986,9301,277636,7752,564528,10687,6031,1320,610100,9353,93625,3956,85704,4675,76183,4102,349921,6982,4667,1076,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,519864,7374,316301,6958,101195,5134,77739,3913,42854,2720,93147,4414,1366,562,203563,6415,76917,4541,29414,2700,22104,1923,72862,3658,2266,786,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3904123,16568,2537133,17175,733437,11817,518041,10232,359687,8250,915241,11679,10727,1916,1366990,13705,343901,7534,185064,5383,140593,4517,683985,11111,13447,1864,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2465551,18417,1656792,14774,556913,10009,444809,8555,238907,6945,407994,9964,8169,1581,808759,10982,274108,8327,126155,5365,92752,5531,304693,7418,11051,1512,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,187673,3460,100295,3362,55141,2831,25100,2160,9377,1210,10588,1447,89,115,87378,2509,47807,2109,13843,1397,7727,1046,17400,1522,601,293,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3095197,18587,2101565,17541,973088,12394,538507,10437,245954,7069,336008,8745,8008,1297,993632,11214,370013,8458,179307,5240,125662,4899,310085,8065,8565,1338,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,971378,9238,585362,8394,299717,7136,137544,5149,60110,3185,85488,3905,2503,852,386016,8197,178973,5398,66820,3522,37986,2500,97376,4164,4861,1126,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,942674,8824,659197,9664,109866,4931,151895,5606,130554,5235,263712,7008,3170,946,283477,6104,66343,3832,32202,2590,31762,2539,150655,4615,2515,708,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3461678,15683,2169055,15630,807342,12403,565095,9458,306944,7123,478420,9316,11254,2155,1292623,13706,448208,9343,218959,5857,154557,4612,457863,8571,13036,1523,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,244516,5053,178372,4808,35447,2590,46670,3084,31434,2690,64172,3939,649,403,66144,2710,9867,1183,9111,1225,7724,1329,38241,2232,1201,549,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1210160,11085,760782,12195,287626,7500,184976,6357,98059,4423,185468,6774,4653,1071,449378,7498,166781,5493,71671,3892,47671,2865,156775,4832,6480,1272,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,216821,3676,126942,3494,57075,2808,34946,2277,15548,1652,18787,1967,586,356,89879,3071,44050,2444,14547,1423,9010,981,21659,1846,613,239,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1662768,15433,1043349,13746,391932,9074,274602,8500,149160,5624,221662,8577,5993,1473,619419,9864,207713,6098,106472,4642,74700,3659,222294,6516,8240,1406,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5555903,27420,3475274,23904,1786735,18529,812966,12364,349410,9568,508160,12050,18003,2156,2080629,19714,981324,15412,350249,8977,209208,7535,514952,9550,24896,2607,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,615142,6267,457098,6183,92132,4420,129291,4361,96512,4746,137843,4401,1320,485,158044,4376,36397,2368,26564,2326,22945,2174,70409,2952,1729,684,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,180847,3870,121323,3339,27350,1993,30476,2254,23195,1962,39694,2026,608,377,59524,2610,11477,1165,9361,978,7423,927,30110,1948,1153,488,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2025240,16608,1458444,15818,321857,7391,405484,9768,276551,7476,447966,9410,6586,1305,566796,9306,139502,5256,86012,4220,70088,3832,265543,6477,5651,1278,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1644939,11518,1192765,12139,188995,6040,299942,6895,240863,6117,456737,8681,6228,1617,452174,7857,88203,4347,60171,2843,55128,2811,244267,6271,4405,1060,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,553429,5834,274978,5889,140804,5062,60402,3684,26614,2493,46182,3232,976,505,278451,5758,130996,4795,44064,2869,29272,2386,70773,3591,3346,834,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1566039,12101,1064180,11649,361723,6884,314730,7560,157646,4690,227419,6436,2662,660,501859,7356,136248,3976,91885,3010,75112,3728,194414,4203,4200,719,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,155278,3397,93523,3719,31596,2230,25240,2508,15165,1962,21500,2173,22,39,61755,2807,20956,1882,10374,1617,8275,1386,21615,2167,535,401,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,929831,9777,362159,8143,49933,3383,77739,4555,65517,4328,164661,6344,4309,1004,567672,7756,72972,3485,66281,3419,58081,2916,340272,6373,30066,2605,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
