GEO_ID,B25100_001E,B25100_001M,B25100_002E,B25100_002M,B25100_003E,B25100_003M,B25100_004E,B25100_004M,B25100_005E,B25100_005M,B25100_006E,B25100_006M,B25100_007E,B25100_007M,B25100_008E,B25100_008M,B25100_009E,B25100_009M,B25100_010E,B25100_010M,B25100_011E,B25100_011M,B25100_012E,B25100_012M,B25100_013E,B25100_013M,NAME,B25100_001EA,B25100_001MA,B25100_002EA,B25100_002MA,B25100_003MA,B25100_003EA,B25100_004EA,B25100_004MA,B25100_005EA,B25100_005MA,B25100_006MA,B25100_006EA,B25100_007EA,B25100_007MA,B25100_008MA,B25100_008EA,B25100_009MA,B25100_009EA,B25100_010MA,B25100_010EA,B25100_011MA,B25100_011EA,B25100_012EA,B25100_012MA,B25100_013EA,B25100_013MA,state
0400000US01,1272846,12811,774408,11811,330571,8250,193042,6665,91619,4347,154099,5737,5077,1165,498438,9912,204000,7448,82667,4010,54108,3425,148966,4796,8697,1375,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,162785,3878,112659,3658,32362,2488,33428,3085,19954,2456,26717,1969,198,216,50126,2618,16557,1724,8424,1276,6288,915,18715,1610,142,125,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1522938,13309,1065003,11608,354110,9243,260590,8027,154927,5314,286740,8865,8636,1593,457935,8752,148748,4929,69045,4426,50033,3535,181330,6379,8779,1525,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,751568,9191,433218,8521,214175,6501,101540,5450,46921,2772,68698,3946,1884,795,318350,6991,144220,5025,50146,3424,33829,2882,85809,3933,4346,1014,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6903175,27402,5183554,27183,742191,14424,959811,15649,864662,14526,2586426,21410,30464,3075,1719621,18951,295150,7486,168722,6472,167616,7054,1064960,13348,23173,2275,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1292792,11248,974765,10769,206511,5568,259758,7110,177794,6258,324949,7749,5753,1137,318027,6814,75035,4003,45227,3322,39660,2598,154530,4439,3575,827,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,923617,8286,660057,8447,135617,4330,187115,5728,113117,5073,221634,5783,2574,947,263560,6166,40207,2758,36887,2445,34422,2776,149454,5053,2590,890,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,239884,4113,170847,3770,33902,2223,47483,2649,31664,2544,57256,3136,542,325,69037,2701,16631,1860,8379,1325,7718,1217,35744,2070,565,270,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,107193,3924,82658,3696,10008,1434,17202,1724,14720,1768,40040,2383,688,342,24535,1627,2743,820,2361,627,3014,806,16082,1487,335,329,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4794130,25332,3064955,23728,988458,16041,715694,12697,430402,9597,900647,15930,29754,3050,1729175,14629,524276,11467,274442,7207,202118,7368,696226,12303,32113,2993,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2304165,17073,1639846,15202,617290,10578,417347,8774,217871,6823,375553,8865,11785,1837,664319,10312,244535,6939,102356,4223,72689,4458,233463,7651,11276,2016,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,258533,5422,175138,5017,9496,1380,21429,2133,27550,2294,115890,4316,773,413,83395,3201,4633,933,5380,1011,6695,1124,64894,2877,1793,633,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,401532,6302,275925,6274,74674,4334,76089,3873,45572,2952,78195,4060,1395,648,125607,4245,36116,2620,20668,1858,15813,1913,51991,3075,1019,406,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3219338,16289,2223670,14753,772113,11754,568883,10039,316850,8351,557121,10389,8703,1601,995668,12614,321659,7834,169618,6019,118127,4401,374879,7360,11385,1683,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1736751,11947,1218452,11476,582707,9735,304160,8799,138134,5335,188741,6949,4710,1199,518299,8388,208765,5917,97690,3999,63085,3871,144118,5071,4641,1063,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,885284,8254,553055,8328,281166,6474,141862,5300,56108,3181,72045,3771,1874,626,332229,6008,145891,4664,63074,3203,37192,2434,83487,3301,2585,598,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,749907,8746,480190,8870,250002,6610,121215,4952,46752,3236,60374,3283,1847,652,269717,5310,130100,3712,48072,2798,26983,2479,61937,2786,2625,829,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1156292,12036,717861,10476,309566,7825,184395,6372,90837,4511,129863,5719,3200,772,438431,8379,177470,5664,78055,3851,48701,3163,130353,4449,3852,1090,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1141504,11499,637183,11302,274956,8290,156900,5563,74316,4071,127951,5791,3060,1021,504321,9287,209944,6748,78228,3996,54605,2860,154390,5186,7154,1279,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,396395,5449,258025,5141,76491,3738,67363,3693,42123,2710,71181,3511,867,409,138370,3634,35406,2123,19859,1583,19575,1998,62426,2655,1104,502,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1426267,12068,1090776,11617,215564,6193,296968,7123,205497,6432,369062,8887,3685,1020,335491,6633,62725,3777,50561,3256,43900,2713,174766,4689,3539,993,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1568382,10691,1132001,10169,170725,5912,293599,6658,226395,6251,435932,8094,5350,1225,436381,7726,53987,2955,49341,3195,50708,3383,278371,6912,3974,1086,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2769474,14635,1828046,14919,917572,11897,412750,7838,190345,4987,297655,6833,9724,1832,941428,11991,381859,8206,160139,5405,106246,4172,280566,6666,12618,1395,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1527328,10448,1076735,8953,334858,6746,318682,6074,171004,5404,249681,5726,2510,710,450593,6597,129013,3965,80875,3106,55050,2640,182085,3921,3570,980,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
