GEO_ID,C17020G_001E,C17020G_001M,C17020G_002E,C17020G_002M,C17020G_003E,C17020G_003M,C17020G_004E,C17020G_004M,C17020G_005E,C17020G_005M,C17020G_006E,C17020G_006M,C17020G_007E,C17020G_007M,C17020G_008E,C17020G_008M,C17020G_009E,C17020G_009M,NAME,C17020G_001EA,C17020G_001MA,C17020G_002EA,C17020G_002MA,C17020G_003EA,C17020G_003MA,C17020G_004MA,C17020G_004EA,C17020G_005MA,C17020G_005EA,C17020G_006MA,C17020G_006EA,C17020G_007MA,C17020G_007EA,C17020G_008EA,C17020G_008MA,C17020G_009EA,C17020G_009MA,state
0400000US18,121438,8275,31966,3921,21651,3244,9763,1637,552,317,89472,7411,47376,4972,38450,4100,3646,940,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,52664,4884,15840,2673,9014,1782,6644,1511,182,151,36824,3963,19215,2454,16336,2344,1273,542,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,85590,5346,22287,3435,14247,2469,7503,1643,537,298,63303,4990,30227,3485,29770,2930,3306,849,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,68442,5429,24454,3840,15621,2992,8505,1802,328,267,43988,5008,23700,3334,17282,2499,3006,1035,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,67412,5618,14500,2668,9152,2113,5060,1311,288,226,52912,4580,23124,3285,26682,2591,3106,732,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,22457,2134,5688,1206,2236,669,3301,747,151,162,16769,1877,8251,1325,7467,1205,1051,351,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,156143,9670,19403,4378,10767,3379,8098,1552,538,358,136740,9364,66219,6353,65151,5376,5370,1092,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,172674,10662,37478,4582,15763,2433,19972,3028,1743,698,135196,9516,52831,4354,76810,7185,5555,1197,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,233119,10149,62174,6557,36845,5146,23968,2618,1361,473,170945,7818,84268,4937,77410,4403,9267,1758,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,123369,7899,28374,4907,18528,3715,9267,1888,579,409,94995,6790,50881,4486,41319,3258,2795,753,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,30650,4920,10911,3599,7500,2802,3123,1424,288,299,19739,3349,9390,2080,9228,2122,1121,491,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,127031,7960,30788,4264,16246,2859,13870,2557,672,316,96243,7623,44333,4703,47144,4152,4766,1167,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,23019,2949,3460,1168,1606,736,1744,706,110,120,19559,2802,9160,1736,9108,1453,1291,605,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,38389,4199,10588,3052,6422,2059,4141,1385,25,29,27801,3023,13930,1950,13010,1845,861,369,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,102230,7605,16537,3082,8871,2280,7408,1400,258,251,85693,6941,39027,4138,43491,4334,3175,1083,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,20309,2247,2820,955,1471,657,1286,579,63,82,17489,2285,7680,1483,8862,1382,947,411,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,224675,12230,38134,5842,17681,3879,18332,3213,2121,878,186541,10844,77066,5773,99683,7195,9792,1811,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,57376,5280,11779,2347,6557,1907,4501,1072,721,428,45597,4947,21546,3445,20799,2650,3252,846,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,492234,13952,109789,10425,53519,6242,50307,5377,5963,1496,382445,14347,152606,7920,206317,9125,23522,3094,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,208111,11380,50501,5860,29439,4000,20087,2743,975,513,157610,9710,79388,6752,72775,5225,5447,1275,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,13323,1836,3053,1320,1692,942,1029,477,332,403,10270,1866,6463,1448,3598,887,209,204,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,232169,9494,66840,6824,42883,5049,22691,3100,1266,427,165329,7772,90069,6273,67992,3603,7268,1420,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,288746,10800,62738,6926,34196,4960,26184,2912,2358,678,226008,10051,93198,5738,116978,5575,15832,1318,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,133655,8377,28891,4107,12533,2413,15595,2456,763,397,104764,7811,46987,4344,52620,4701,5157,893,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,226971,11667,64643,6370,38847,4646,24313,3221,1483,539,162328,9027,79336,6113,73645,5005,9347,1397,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,27384,2947,7699,2047,4273,1591,3260,1010,166,223,19685,2593,8979,1909,9992,1921,714,347,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,80976,6951,20470,3928,13464,3231,6041,1527,965,511,60506,5344,30359,3961,28091,3120,2056,615,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,14939,2436,5332,1529,3169,1030,1882,743,281,339,9607,2234,5189,1781,3938,1110,480,288,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,105060,7053,30394,5239,18437,3646,11225,2465,732,410,74666,5621,37553,4235,32806,3447,4307,1020,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,534053,20466,103241,9620,56502,6260,43374,4932,3365,1092,430812,17186,199964,10912,208878,8902,21970,2400,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,64674,5940,13909,3437,7552,2549,6126,1367,231,215,50765,4702,30572,3263,19139,2277,1054,526,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9776,1590,1345,592,646,447,684,359,15,28,8431,1447,4799,1090,3392,761,240,142,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,215344,10718,26425,3802,14807,2954,10562,2117,1056,445,188919,10558,99868,6477,81078,5922,7973,1474,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,295058,11695,51836,6512,25516,4367,25658,3415,662,415,243222,11500,115759,7799,117570,5965,9893,1242,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,35189,3145,11634,2423,6463,1583,4908,1350,263,292,23555,3001,10388,1854,11336,1839,1831,659,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,115132,7152,32242,3963,19953,2898,12084,2079,205,137,82890,6056,44713,4139,35606,3311,2571,600,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,14446,2516,3627,1568,1928,1007,1668,879,31,76,10819,2196,5263,1463,5235,1294,321,227,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,491604,14292,238959,12327,77980,5816,138938,8249,22041,2721,252645,12829,57064,5472,172142,9000,23439,2317,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
