GEO_ID,B06003_001E,B06003_001M,B06003_002E,B06003_002M,B06003_003E,B06003_003M,B06003_004E,B06003_004M,B06003_005E,B06003_005M,B06003_006E,B06003_006M,B06003_007E,B06003_007M,B06003_008E,B06003_008M,B06003_009E,B06003_009M,B06003_010E,B06003_010M,B06003_011E,B06003_011M,B06003_012E,B06003_012M,B06003_013E,B06003_013M,B06003_014E,B06003_014M,B06003_015E,B06003_015M,NAME,B06003_001MA,B06003_001EA,B06003_002EA,B06003_002MA,B06003_003MA,B06003_003EA,B06003_004EA,B06003_004MA,B06003_005EA,B06003_005MA,B06003_006EA,B06003_006MA,B06003_007MA,B06003_007EA,B06003_008EA,B06003_008MA,B06003_009EA,B06003_009MA,B06003_010MA,B06003_010EA,B06003_011EA,B06003_011MA,B06003_012EA,B06003_012MA,B06003_013MA,B06003_013EA,B06003_014MA,B06003_014EA,B06003_015MA,B06003_015EA,state
0400000US01,4785298,-555555555,2322243,4446,2463055,4446,3349147,20249,1614559,13304,1734588,14267,1232381,19046,602201,12000,630180,13181,35174,3633,17678,2704,17496,2046,168596,7164,87805,4843,80791,3924,Alabama,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,713985,-555555555,372436,1772,341549,1772,278256,6383,140801,4454,137455,4383,370753,7333,198180,5263,172573,4200,15657,2038,8603,1621,7054,1118,49319,3920,24852,2449,24467,2165,Alaska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6413737,-555555555,3190700,2757,3223037,2757,2418217,27347,1208722,15571,1209495,17718,3063059,23668,1529271,14512,1533788,15597,75798,5405,38557,4044,37241,3613,856663,17503,414150,10462,442513,11218,Arizona,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2921606,-555555555,1430837,4306,1490769,4306,1792240,13611,875980,9303,916260,8952,979040,15063,478609,9083,500431,9762,18659,2654,9487,1857,9172,1527,131667,5865,66761,4488,64906,3371,Arkansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37349363,-555555555,18570505,5032,18778858,5032,20077790,65902,10077511,36961,10000279,39765,6662148,39308,3311471,26007,3350677,27186,458996,12516,232291,8463,226705,8169,10150429,60461,4949232,34494,5201197,35102,California,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5049071,-555555555,2531362,3639,2517709,3639,2144996,20704,1076807,14356,1068189,12498,2334351,21841,1168062,14043,1166289,12758,72619,5017,37801,3721,34818,3098,497105,13504,248692,8116,248413,7844,Colorado,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3577073,-555555555,1738918,1627,1838155,1627,1970061,17825,971988,10081,998073,11898,992351,16163,471877,9315,520474,10449,127541,6895,58838,3840,68703,4591,487120,13988,236215,8425,250905,8207,Connecticut,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,899769,-555555555,436608,1451,463161,1451,407450,9287,202332,6161,205118,5663,406309,9625,192899,6599,213410,5424,14142,2895,7387,1660,6755,2049,71868,3587,33990,2581,37878,2341,Delaware,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,604453,-555555555,285729,795,318724,795,225610,5170,103706,3104,121904,4031,286482,6716,135529,3547,150953,4569,10627,1777,4461,1088,6166,1287,81734,4445,42033,2642,39701,3064,District of Columbia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18843326,-555555555,9212548,5887,9630778,5887,6635477,41220,3310763,24965,3324714,24061,7961693,41941,3880904,27266,4080789,26006,588113,16459,284087,9642,304026,10333,3658043,37365,1736794,21465,1921249,21570,Florida,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9712587,-555555555,4742754,6636,4969833,6636,5360866,30305,2608779,18218,2752087,19914,3289539,31370,1583062,19592,1706477,19571,119223,7934,59478,4975,59745,5150,942959,14761,491435,9735,451524,9406,Georgia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1363621,-555555555,684087,1583,679534,1583,749543,14306,376035,7875,373508,8084,326569,7480,181595,4885,144974,4254,39296,4307,19204,2276,20092,3195,248213,13072,107253,7295,140960,7026,Hawaii,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1571450,-555555555,787506,2645,783944,2645,737639,11967,382044,8351,355595,6391,731539,11447,355019,7434,376520,6363,15174,1810,7474,1264,7700,1461,87098,5031,42969,2989,44129,3034,Idaho,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12843166,-555555555,6294434,5283,6548732,5283,8615860,32127,4229950,20427,4385910,18930,2339314,26864,1119911,17573,1219403,16151,128133,7818,63546,5207,64587,4705,1759859,22100,881027,14889,878832,12697,Illinois,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6490621,-555555555,3197124,3805,3293497,3805,4433851,22894,2189886,12775,2243965,15744,1718535,22749,834778,12846,883757,14115,37446,3505,19239,2421,18207,2156,300789,9643,153221,5863,147568,6299,Indiana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3049883,-555555555,1505879,3896,1544004,3896,2185987,13700,1087176,7702,1098811,8825,709997,11940,340242,7386,369755,7243,14422,2065,7463,1364,6959,1465,139477,6547,70998,3539,68479,4411,Iowa,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2859169,-555555555,1417134,3693,1442035,3693,1665189,16227,829279,10610,835910,10502,984106,16717,479203,11432,504903,9318,22932,2463,12094,1680,10838,1654,186942,7963,96558,5281,90384,4021,Kansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4346266,-555555555,2140493,4037,2205773,4037,3053899,19707,1497340,13380,1556559,12242,1124964,18855,555643,11803,569321,12192,26820,2811,13513,2060,13307,1669,140583,6615,73997,4164,66586,3639,Kentucky,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4544228,-555555555,2227014,4151,2317214,4151,3580835,18363,1740183,11614,1840652,11698,761399,17375,375690,10779,385709,10492,29128,2881,14577,2125,14551,1931,172866,6693,96564,4314,76302,3952,Louisiana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1327567,-555555555,648889,1474,678678,1474,849730,8676,417971,5619,431759,5785,419440,8580,205804,5425,213636,5874,12731,1628,5975,1154,6756,1209,45666,3135,19139,1949,26527,2035,Maine,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5785982,-555555555,2799597,3400,2986385,3400,2755587,21653,1340090,12510,1415497,14813,2150880,23748,1022933,13814,1127947,15260,75820,6432,36621,3948,39199,4057,803695,15341,399953,9321,403742,8982,Maryland,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6557254,-555555555,3170167,2392,3387087,2392,4134464,23672,2018230,15254,2116234,13496,1279717,22236,607913,13913,671804,13169,159509,7781,72726,4362,86783,5056,983564,17809,471298,10529,512266,10355,Massachusetts,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
