GEO_ID,C05008_001E,C05008_001M,C05008_002E,C05008_002M,C05008_003E,C05008_003M,C05008_004E,C05008_004M,C05008_005E,C05008_005M,C05008_006E,C05008_006M,C05008_007E,C05008_007M,C05008_008E,C05008_008M,C05008_009E,C05008_009M,C05008_010E,C05008_010M,C05008_011E,C05008_011M,C05008_012E,C05008_012M,C05008_013E,C05008_013M,C05008_014E,C05008_014M,C05008_015E,C05008_015M,C05008_016E,C05008_016M,C05008_017E,C05008_017M,C05008_018E,C05008_018M,C05008_019E,C05008_019M,C05008_020E,C05008_020M,C05008_021E,C05008_021M,C05008_022E,C05008_022M,C05008_023E,C05008_023M,C05008_024E,C05008_024M,C05008_025E,C05008_025M,C05008_026E,C05008_026M,C05008_027E,C05008_027M,C05008_028E,C05008_028M,C05008_029E,C05008_029M,C05008_030E,C05008_030M,C05008_031E,C05008_031M,C05008_032E,C05008_032M,C05008_033E,C05008_033M,C05008_034E,C05008_034M,C05008_035E,C05008_035M,C05008_036E,C05008_036M,C05008_037E,C05008_037M,C05008_038E,C05008_038M,C05008_039E,C05008_039M,C05008_040E,C05008_040M,C05008_041E,C05008_041M,C05008_042E,C05008_042M,C05008_043E,C05008_043M,C05008_044E,C05008_044M,C05008_045E,C05008_045M,C05008_046E,C05008_046M,C05008_047E,C05008_047M,C05008_048E,C05008_048M,C05008_049E,C05008_049M,C05008_050E,C05008_050M,C05008_051E,C05008_051M,NAME,C05008_001MA,C05008_001EA,C05008_002MA,C05008_002EA,C05008_003EA,C05008_003MA,C05008_004MA,C05008_004EA,C05008_005MA,C05008_005EA,C05008_006MA,C05008_006EA,C05008_007MA,C05008_007EA,C05008_008EA,C05008_008MA,C05008_009EA,C05008_009MA,C05008_010MA,C05008_010EA,C05008_011MA,C05008_011EA,C05008_012EA,C05008_012MA,C05008_013MA,C05008_013EA,C05008_014EA,C05008_014MA,C05008_015EA,C05008_015MA,C05008_016MA,C05008_016EA,C05008_017MA,C05008_017EA,C05008_018EA,C05008_018MA,C05008_019EA,C05008_019MA,C05008_020EA,C05008_020MA,C05008_021EA,C05008_021MA,C05008_022EA,C05008_022MA,C05008_023MA,C05008_023EA,C05008_024EA,C05008_024MA,C05008_025EA,C05008_025MA,C05008_026MA,C05008_026EA,C05008_027EA,C05008_027MA,C05008_028EA,C05008_028MA,C05008_029MA,C05008_029EA,C05008_030EA,C05008_030MA,C05008_031EA,C05008_031MA,C05008_032MA,C05008_032EA,C05008_033EA,C05008_033MA,C05008_034MA,C05008_034EA,C05008_035MA,C05008_035EA,C05008_036EA,C05008_036MA,C05008_037EA,C05008_037MA,C05008_038MA,C05008_038EA,C05008_039EA,C05008_039MA,C05008_040MA,C05008_040EA,C05008_041EA,C05008_041MA,C05008_042EA,C05008_042MA,C05008_043EA,C05008_043MA,C05008_044EA,C05008_044MA,C05008_045MA,C05008_045EA,C05008_046MA,C05008_046EA,C05008_047EA,C05008_047MA,C05008_048EA,C05008_048MA,C05008_049MA,C05008_049EA,C05008_050EA,C05008_050MA,C05008_051MA,C05008_051EA,state
0400000US01,168596,7164,87805,4843,6632,1468,2926,950,739,390,2967,912,20922,2337,10045,1953,5093,1293,5784,1040,55479,3830,36100,3951,13655,2432,5724,1293,40306,3994,25364,3588,10600,2303,4342,1228,15173,2708,10736,2451,3055,1063,1382,604,4772,1122,2714,1036,601,346,1457,594,80791,3924,10055,1494,2488,895,1873,676,5694,1009,23459,1941,12367,1836,3870,1055,7222,1227,42269,2694,26172,3024,10307,2123,5790,1277,28161,2712,18178,2943,7348,1871,2635,914,14108,2198,7994,1935,2959,845,3155,956,5008,1193,2521,806,1024,621,1463,519,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,49319,3920,24852,2449,3537,1029,896,516,999,687,1642,557,12132,1457,3667,1027,4141,885,4324,866,6112,1661,1973,830,2149,926,1990,670,3850,1274,1686,778,918,555,1246,415,2262,970,287,253,1231,721,744,413,3071,875,1766,782,471,371,834,461,24467,2165,4861,1052,2256,829,1029,678,1576,590,13659,1285,4450,1011,4309,919,4900,844,3373,1072,1207,683,889,389,1277,480,1479,777,715,558,266,223,498,282,1894,812,492,448,623,342,779,435,2574,758,1099,622,642,459,833,379,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,856663,17503,414150,10462,34650,3413,6982,1770,7401,1628,20267,2203,64758,4238,26003,3883,15486,2315,23269,2671,284524,8081,88840,6508,83454,5845,112230,4682,258791,8148,79650,6302,77027,5689,102114,4290,25733,2888,9190,2182,6427,1454,10116,1674,30218,3435,14705,2858,5993,1355,9520,1614,442513,11218,44051,3356,6608,1253,10321,1799,27122,2435,81101,3654,31479,3643,18799,2720,30823,3114,287929,8517,84136,6671,98965,6811,104828,5571,258652,8005,73879,6444,90518,6404,94255,5254,29277,4279,10257,3109,8447,2101,10573,2056,29432,3275,13221,2430,5404,1247,10807,1444,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,131667,5865,66761,4488,2973,835,739,405,626,423,1608,541,11943,1948,6001,2058,2218,1086,3724,913,47682,3518,25255,3527,12609,2005,9818,1447,35603,3039,18069,2937,9949,1788,7585,1223,12079,2375,7186,2068,2660,1028,2233,887,4163,1140,2331,986,1083,549,749,334,64906,3371,6770,1343,1591,724,1005,560,4174,915,13561,1668,5906,1650,3212,935,4443,1033,39891,2689,19047,2846,14355,2157,6489,1314,28713,2900,13801,2527,11219,2095,3693,950,11178,1928,5246,1249,3136,1221,2796,859,4684,1542,1655,821,876,493,2153,1253,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,10150429,60461,4949232,34494,303414,9727,67967,5300,80408,5615,155039,6472,1673679,17559,483201,13447,429457,12321,761021,11293,2796242,26047,760557,18780,732849,15643,1302836,18617,2231146,28464,587033,17359,600900,15403,1043213,16628,565096,15974,173524,10689,131949,6679,259623,10091,175897,8627,57788,4918,42983,4278,75126,4050,5201197,35102,362447,10987,84793,6312,84405,4696,193249,6814,1973071,16377,608371,16309,519073,12500,845627,13090,2680395,25789,705538,17215,752791,15004,1222066,14598,2083434,25423,545775,16723,614425,14500,923234,13306,596961,14803,159763,7999,138366,8082,298832,7506,185284,8110,55754,5262,44545,3384,84985,5375,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,497105,13504,248692,8116,28915,3009,8649,1574,6756,1967,13510,1526,45887,2432,17103,1864,12436,1849,16348,1993,150822,6808,64057,4708,47212,4519,39553,3198,128947,6773,54493,4580,42078,4195,32376,2852,21875,2826,9564,2317,5134,1322,7177,1390,23068,2532,11739,1986,5339,1167,5990,1238,248413,7844,39755,3613,10934,2039,8558,1521,20263,1927,60059,2864,25594,2548,13599,2016,20866,2012,123964,5610,48996,4668,47424,4638,27544,2560,103138,5310,41279,4512,40893,4052,20966,2201,20826,2731,7717,1819,6531,1711,6578,1300,24635,2779,12480,2388,4996,1062,7159,1218,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,487120,13988,236215,8425,65468,4019,15033,2421,14627,2423,35808,2521,51261,2446,22898,2279,15686,2155,12677,1371,101479,6710,45919,4853,26102,2899,29458,3203,13045,2724,7629,2580,3298,1083,2118,811,88434,6783,38290,4702,22804,2484,27340,3142,18007,2414,7675,1752,3756,877,6576,1055,250905,8207,73386,4771,14080,2381,16922,2396,42384,3197,55828,2849,26147,2677,16789,1884,12892,1704,103648,6493,43309,4825,28319,3392,32020,3229,7939,1896,4097,1374,2351,852,1491,663,95709,6330,39212,4469,25968,3362,30529,3253,18043,1997,6890,1189,3119,1066,8034,1232,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,71868,3587,33990,2581,3473,789,406,201,763,451,2304,705,10305,785,3899,974,3239,1033,3167,696,17240,1926,8653,1906,5068,1145,3519,1072,9676,1638,4814,1472,3782,933,1080,517,7564,1987,3839,1616,1286,582,2439,1065,2972,848,1157,574,1076,601,739,374,37878,2341,5745,1042,815,412,1243,649,3687,857,11934,954,4887,928,3365,630,3682,606,16717,1632,9061,1648,4084,1231,3572,981,7206,1447,5008,1298,1824,978,374,333,9511,1706,4053,1420,2260,812,3198,940,3482,1301,2047,1147,606,311,829,476,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,81734,4445,42033,2642,6748,1383,3131,1010,1152,436,2465,740,6210,947,1822,681,1806,524,2582,834,19513,1924,9734,1498,3370,1045,6409,1240,1605,816,956,728,599,380,50,88,17908,2055,8778,1582,2771,1008,6359,1246,9562,1657,5230,1334,1709,632,2623,860,39701,3064,7540,1389,3158,916,1710,705,2672,695,8972,1180,2771,911,2851,935,3350,772,16529,2068,6859,1617,4176,791,5494,1297,2275,1316,1365,1211,379,331,531,644,14254,1819,5494,1510,3797,761,4963,1002,6660,1556,4170,1208,877,344,1613,707,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3658043,37365,1736794,21465,170571,7959,41157,4602,37577,3591,91837,3998,162329,6203,57162,4389,43199,3673,61968,4341,1325358,17212,501578,15187,325580,11206,498200,10429,157163,10662,73848,9231,46722,4887,36593,3365,1168195,17823,427730,14268,278858,10953,461607,10174,78536,4868,30361,3298,16885,2369,31290,2984,1921249,21570,217529,10107,51272,4845,42670,3897,123587,6239,192004,5093,67013,4320,52606,2902,72385,3553,1426421,17996,513018,15633,347552,14427,565851,12427,106188,7484,43504,5699,36972,4124,25712,3200,1320233,17931,469514,15666,310580,13203,540139,11607,85295,5299,30793,3267,17896,2868,36606,3107,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
