GEO_ID,B12502_001E,B12502_001M,B12502_002E,B12502_002M,B12502_003E,B12502_003M,B12502_004E,B12502_004M,B12502_005E,B12502_005M,B12502_006E,B12502_006M,B12502_007E,B12502_007M,B12502_008E,B12502_008M,B12502_009E,B12502_009M,B12502_010E,B12502_010M,B12502_011E,B12502_011M,NAME,B12502_001MA,B12502_001EA,B12502_002EA,B12502_002MA,B12502_003MA,B12502_003EA,B12502_004MA,B12502_004EA,B12502_005EA,B12502_005MA,B12502_006EA,B12502_006MA,B12502_007EA,B12502_007MA,B12502_008EA,B12502_008MA,B12502_009EA,B12502_009MA,B12502_010MA,B12502_010EA,B12502_011EA,B12502_011MA,state
0400000US13,7637800,4568,3683258,5446,1303654,12443,2379604,13946,10052,1524,2369552,14129,3954542,4875,1175209,12347,2779333,12564,30713,2349,2748620,12754,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1111069,934,554154,1277,209554,4615,344600,4426,2090,780,342510,4498,556915,900,159585,4225,397330,4304,4025,993,393305,4371,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1211208,1506,602308,1969,170204,4782,432104,4604,1385,586,430719,4541,608900,2043,136528,4912,472372,4509,3981,834,468391,4448,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,10267767,2767,4977964,4919,1852181,13803,3125783,13274,17276,2204,3108507,13706,5289803,4608,1643440,13716,3646363,13400,36895,2288,3609468,13248,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5158021,3129,2513953,3819,820619,10404,1693334,9738,8322,1244,1685012,9877,2644068,3399,706020,8772,1938048,8674,20734,1929,1917314,9081,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2450121,2680,1199509,3247,375948,6549,823561,6600,4303,772,819258,6526,1250612,2896,308569,6057,942043,5694,10213,1309,931830,5708,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2251555,2983,1106102,3253,349815,6983,756287,7407,4246,813,752041,7520,1145453,2965,287898,6196,857555,5890,8210,1075,849345,6004,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3496184,3310,1702020,4260,524911,8857,1177109,9069,5950,1042,1171159,9225,1794164,3404,434632,9492,1359532,8820,14154,1942,1345378,9126,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3613046,2825,1751556,3659,647719,8596,1103837,9065,6837,1289,1097000,9184,1861490,3025,572821,8064,1288669,8176,16276,1985,1272393,8477,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1104755,1371,534474,1413,165685,3944,368789,4068,1709,483,367080,3983,570281,1208,137985,4071,432296,4002,4008,819,428288,3830,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4674183,1963,2232162,3034,820681,11373,1411481,10831,6491,1021,1404990,10845,2442021,2679,785980,9786,1656041,9354,18354,2343,1637687,9209,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5398989,1477,2579221,2139,997032,9788,1582189,10244,7935,1083,1574254,10270,2819768,1960,936885,9934,1882883,9843,17281,1772,1865602,9868,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7974491,2528,3875107,3387,1350832,12632,2524275,12018,15375,1742,2508900,12441,4099384,2857,1188244,9973,2911140,10497,33556,2104,2877584,10912,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4245982,2567,2090940,2622,723833,9090,1367107,9106,6716,1107,1360391,8954,2155042,2853,607956,6345,1547086,6533,15504,1737,1531582,6688,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2345688,2880,1121265,3679,391110,8837,730155,8489,3948,831,726207,8525,1224423,3269,364397,7584,860026,7116,9961,1186,850065,7254,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4825086,3660,2332888,3927,749394,11020,1583494,10601,7783,1160,1575711,10570,2492198,3652,667756,9419,1824442,8960,18999,1728,1805443,9037,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,807945,1533,404179,1766,123150,4186,281029,3743,1375,527,279654,3760,403766,1665,94738,3442,309028,3636,3016,787,306012,3473,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1444527,1824,708783,1837,229710,5034,479073,4928,2038,548,477035,4844,735744,1806,186177,4740,549567,4526,5661,1002,543906,4510,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2150637,1547,1081514,1865,378051,8976,703463,9130,3899,1108,699564,9299,1069123,1805,290845,6971,778278,6941,7062,1397,771216,7054,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1085137,1222,529439,1644,161693,4395,367746,4523,2256,714,365490,4498,555698,1407,140975,4206,414723,3960,2813,688,411910,4003,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,7109723,1110,3419050,2326,1244859,11699,2174191,11362,10275,1401,2163916,11477,3690673,2497,1115903,12120,2574770,12018,29258,2677,2545512,12312,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1635258,2029,801901,2786,283973,6510,517928,6814,3168,890,514760,7005,833357,2443,248879,5605,584478,5717,5315,1310,579163,5975,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,15870275,3314,7586733,4494,3071306,17568,4515427,17597,21621,2054,4493806,17763,8283542,3620,2884763,19954,5398779,19839,54651,3276,5344128,20242,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,7654698,4606,3678950,5821,1223869,12643,2455081,11584,13971,1734,2441110,11960,3975748,4943,1085742,12422,2890006,12475,33622,3291,2856384,13025,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,549738,1085,278276,1308,99712,3829,178564,3453,1007,335,177557,3487,271462,1250,72134,2505,199328,2678,2119,454,197209,2641,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9297513,3414,4487900,3919,1502237,14871,2985663,14917,19912,2006,2965751,14975,4809613,4489,1343507,12689,3466106,12370,40012,2987,3426094,12197,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2979406,2911,1457860,3344,447600,6669,1010260,7316,6749,1298,1003511,7298,1521546,2799,362045,8242,1159501,7518,12067,1482,1147434,7751,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3121605,2630,1533177,3088,499102,7523,1034075,8148,5975,1202,1028100,8545,1588428,2825,410413,7679,1178015,7369,11634,1712,1166381,7521,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10438255,2704,5031761,4583,1804477,12794,3227284,12497,19632,1713,3207652,12593,5406494,3974,1608530,13871,3797964,13523,48917,2892,3749047,14459,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,871053,1482,414628,1224,165176,4927,249452,4965,1902,618,247550,5075,456425,1286,147812,4201,308613,3905,3879,933,304734,4216,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3736495,2693,1797441,3215,633319,10133,1164122,9531,6638,1082,1157484,9570,1939054,3449,564675,9349,1374379,9616,18059,2078,1356320,10144,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,648329,1471,322689,1951,108229,3948,214460,3938,838,409,213622,4003,325640,1392,84737,3234,240903,3075,2405,770,238498,3223,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5114396,3703,2461573,4709,772988,10412,1688585,10424,8578,1620,1680007,10540,2652823,4144,671928,9778,1980895,9437,21136,2362,1959759,10365,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,19490490,5312,9587343,6028,3316763,23321,6270580,23538,28159,2390,6242421,23577,9903147,5531,2735204,21010,7167943,20649,71277,4338,7096666,21395,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2033716,1603,1014706,1729,317558,7220,697148,6855,3532,916,693616,7120,1019010,1730,262980,6489,756030,6462,5519,878,750511,6434,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,521148,1132,254288,1131,87082,2637,167206,2656,1106,507,166100,2649,266860,919,73921,2770,192939,2914,1974,524,190965,2881,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,6487379,3532,3156115,5058,1080140,11399,2075975,11016,10277,1464,2065698,10769,3331264,3989,932009,12875,2399255,12975,22719,2434,2376536,12816,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5432959,2542,2686801,3323,908019,10733,1778782,10310,8997,1439,1769785,10170,2746158,2933,724677,9511,2021481,9649,17996,1926,2003485,9365,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1535724,2595,750542,2968,227541,5619,523001,6118,3637,814,519364,6238,785182,2064,177395,4611,607787,4836,7465,1166,600322,5160,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4589755,3073,2261022,3051,771589,8341,1489433,8483,7064,979,1482369,8623,2328733,3106,654076,8120,1674657,7824,15932,1530,1658725,8126,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,448894,1704,228725,1813,66290,3231,162435,3178,1256,639,161179,3337,220169,1866,45481,2628,174688,2824,1086,518,173602,2902,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2993977,759,1410023,1571,566489,8808,843534,8533,5053,942,838481,8600,1583954,1691,523558,8401,1060396,8111,14497,1610,1045899,8134,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
