GEO_ID,C11002G_001E,C11002G_001M,C11002G_002E,C11002G_002M,C11002G_003E,C11002G_003M,NAME,C11002G_001MA,C11002G_001EA,C11002G_002MA,C11002G_002EA,C11002G_003MA,C11002G_003EA,state
0400000US01,40031,4671,33833,4516,6198,1300,Alabama,null,null,null,null,null,null,01
0400000US02,27809,4077,21769,3987,6040,1403,Alaska,null,null,null,null,null,null,02
0400000US04,105314,10217,86105,10308,19209,3751,Arizona,null,null,null,null,null,null,04
0400000US05,31980,4498,25954,4215,6026,1573,Arkansas,null,null,null,null,null,null,05
0400000US06,1048633,29297,876597,26027,172036,9150,California,null,null,null,null,null,null,06
0400000US08,109438,9604,88578,9369,20860,2697,Colorado,null,null,null,null,null,null,08
0400000US09,49979,6339,42167,5836,7812,1805,Connecticut,null,null,null,null,null,null,09
0400000US10,13019,2806,10692,2646,2327,949,Delaware,null,null,null,null,null,null,10
0400000US11,9308,2453,5060,1849,4248,1418,District of Columbia,null,null,null,null,null,null,11
0400000US12,278520,18087,230674,16867,47846,4874,Florida,null,null,null,null,null,null,12
0400000US13,106654,9069,93221,8675,13433,2140,Georgia,null,null,null,null,null,null,13
0400000US15,238243,12163,212606,11733,25637,3105,Hawaii,null,null,null,null,null,null,15
0400000US16,24825,3986,20857,3982,3968,1429,Idaho,null,null,null,null,null,null,16
0400000US17,141027,12520,117638,11763,23389,3207,Illinois,null,null,null,null,null,null,17
0400000US18,66086,7598,54717,6908,11369,2337,Indiana,null,null,null,null,null,null,18
0400000US19,32939,4735,24575,4390,8364,1779,Iowa,null,null,null,null,null,null,19
0400000US20,60621,6341,51406,6282,9215,2094,Kansas,null,null,null,null,null,null,20
0400000US21,40775,5707,33756,5164,7019,1720,Kentucky,null,null,null,null,null,null,21
0400000US22,45215,5731,35254,5660,9961,1816,Louisiana,null,null,null,null,null,null,22
0400000US23,13703,2061,10520,2043,3183,935,Maine,null,null,null,null,null,null,23
0400000US24,93140,8716,80288,8747,12852,2003,Maryland,null,null,null,null,null,null,24
0400000US25,129088,11714,109745,11097,19343,2799,Massachusetts,null,null,null,null,null,null,25
0400000US26,150355,9175,124363,8602,25992,2917,Michigan,null,null,null,null,null,null,26
0400000US27,67347,7287,53784,6671,13563,2749,Minnesota,null,null,null,null,null,null,27
0400000US28,18789,3982,16080,3654,2709,1060,Mississippi,null,null,null,null,null,null,28
0400000US29,89523,8618,74825,8601,14698,2451,Missouri,null,null,null,null,null,null,29
0400000US30,14225,2525,10737,2368,3488,1140,Montana,null,null,null,null,null,null,30
0400000US31,25570,4281,21977,4226,3593,1158,Nebraska,null,null,null,null,null,null,31
0400000US32,69764,8833,59514,8331,10250,2067,Nevada,null,null,null,null,null,null,32
0400000US33,15896,3233,13810,3234,2086,866,New Hampshire,null,null,null,null,null,null,33
0400000US34,171831,13252,149179,12935,22652,3944,New Jersey,null,null,null,null,null,null,34
0400000US35,37567,4509,30954,4298,6613,1404,New Mexico,null,null,null,null,null,null,35
0400000US36,360948,15374,298252,14872,62696,5573,New York,null,null,null,null,null,null,36
0400000US37,136773,11753,108591,11072,28182,4525,North Carolina,null,null,null,null,null,null,37
0400000US38,6165,1569,4831,1469,1334,655,North Dakota,null,null,null,null,null,null,38
0400000US39,142072,9247,121183,8607,20889,2731,Ohio,null,null,null,null,null,null,39
0400000US40,219750,11796,186890,11197,32860,3900,Oklahoma,null,null,null,null,null,null,40
0400000US41,93104,7605,74801,7116,18303,2752,Oregon,null,null,null,null,null,null,41
0400000US42,137674,11245,110947,10447,26727,3926,Pennsylvania,null,null,null,null,null,null,42
0400000US44,16567,3096,12146,2913,4421,1511,Rhode Island,null,null,null,null,null,null,44
0400000US45,53051,6030,45519,6022,7532,1858,South Carolina,null,null,null,null,null,null,45
0400000US46,7941,1975,5956,1936,1985,895,South Dakota,null,null,null,null,null,null,46
0400000US47,67734,7201,55879,7127,11855,2248,Tennessee,null,null,null,null,null,null,47
0400000US48,387439,18614,324824,17898,62615,5976,Texas,null,null,null,null,null,null,48
0400000US49,38095,6169,31531,5854,6564,2571,Utah,null,null,null,null,null,null,49
0400000US50,6444,2074,5394,2035,1050,584,Vermont,null,null,null,null,null,null,50
0400000US51,129309,12425,106786,11429,22523,4859,Virginia,null,null,null,null,null,null,51
0400000US53,200303,11252,156753,10681,43550,4625,Washington,null,null,null,null,null,null,53
0400000US54,25752,3558,19383,3201,6369,1372,West Virginia,null,null,null,null,null,null,54
0400000US55,71496,7427,62242,7435,9254,1768,Wisconsin,null,null,null,null,null,null,55
0400000US56,10418,2768,8872,2742,1546,717,Wyoming,null,null,null,null,null,null,56
0400000US72,501699,15873,451959,15871,49740,4965,Puerto Rico,null,null,null,null,null,null,72
