GEO_ID,C27005_001E,C27005_001M,C27005_002E,C27005_002M,C27005_003E,C27005_003M,C27005_004E,C27005_004M,C27005_005E,C27005_005M,C27005_006E,C27005_006M,C27005_007E,C27005_007M,C27005_008E,C27005_008M,C27005_009E,C27005_009M,C27005_010E,C27005_010M,C27005_011E,C27005_011M,C27005_012E,C27005_012M,C27005_013E,C27005_013M,C27005_014E,C27005_014M,C27005_015E,C27005_015M,C27005_016E,C27005_016M,C27005_017E,C27005_017M,C27005_018E,C27005_018M,C27005_019E,C27005_019M,C27005_020E,C27005_020M,C27005_021E,C27005_021M,NAME,C27005_001MA,C27005_001EA,C27005_002EA,C27005_002MA,C27005_003EA,C27005_003MA,C27005_004MA,C27005_004EA,C27005_005EA,C27005_005MA,C27005_006EA,C27005_006MA,C27005_007EA,C27005_007MA,C27005_008EA,C27005_008MA,C27005_009EA,C27005_009MA,C27005_010EA,C27005_010MA,C27005_011EA,C27005_011MA,C27005_012EA,C27005_012MA,C27005_013EA,C27005_013MA,C27005_014EA,C27005_014MA,C27005_015MA,C27005_015EA,C27005_016EA,C27005_016MA,C27005_017EA,C27005_017MA,C27005_018EA,C27005_018MA,C27005_019EA,C27005_019MA,C27005_020MA,C27005_020EA,C27005_021EA,C27005_021MA,state
0400000US26,9763683,1209,4771428,4679,1194627,3227,69769,5006,1124858,6201,2997973,3477,272371,7721,2725602,8838,578828,1904,218896,4741,359932,4637,4992255,4631,1136848,3013,66926,4413,1069922,5210,3108521,3069,288402,8143,2820119,8718,746886,2255,308842,5508,438044,5447,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5252092,680,2602043,3879,655641,2802,56541,3234,599100,4401,1656207,2541,187232,6218,1468975,6629,290195,1728,153906,3170,136289,3333,2650049,3664,625381,2930,55148,3822,570233,4624,1658093,2845,185947,5388,1472146,6159,366575,2160,212157,3555,154418,3573,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2902907,1467,1391938,5326,382928,3654,27171,2926,355757,4252,852663,4094,81666,5235,770997,5852,156347,1559,54891,2484,101456,2921,1510969,5148,369057,3655,22234,3222,346823,4523,928455,3456,81263,5155,847192,5903,213457,1541,83198,3198,130259,3242,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5879864,2130,2855555,4690,722624,3490,63551,4330,659073,5508,1783075,3851,185837,9064,1597238,8900,349856,2038,139514,4402,210342,4019,3024309,4845,691106,3531,55558,4290,635548,5996,1879436,3811,189980,6233,1689456,6870,453767,2246,200404,5038,253363,4862,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,975562,1190,490286,2609,115203,1617,11647,1504,103556,2118,308318,2385,43349,2923,264969,3609,66765,772,28386,1806,38379,1823,485276,2630,106252,1546,11265,1701,94987,2200,303133,2083,45310,2931,257823,3516,75891,695,39409,1791,36482,1662,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1802049,954,889093,3223,234139,2307,22054,2187,212085,3113,553002,2146,77972,3975,475030,4518,101952,1489,50259,1910,51693,2077,912956,2989,224730,2128,22221,2666,202509,3617,555277,1987,72698,3073,482579,3737,132949,1220,73428,2168,59521,2322,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2668966,1868,1338942,3747,339430,1931,31095,3610,308335,3877,845977,3595,76432,4974,769545,6733,153535,1114,39130,2672,114405,2800,1330024,3442,324312,2110,29195,3567,295117,4075,836034,3208,82271,5127,753763,6251,169678,1115,50870,2973,118808,3098,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1302639,468,639624,1981,145436,1422,8396,1751,137040,2150,416428,1572,35378,3386,381050,3605,77760,822,31200,1943,46560,1917,663015,1949,140294,1514,7514,1821,132780,2258,428123,1378,35454,2439,392669,2605,94598,959,42522,2227,52076,2225,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8693541,1177,4212072,3146,1050288,3158,74013,4367,976275,5655,2677835,2733,221072,7170,2456763,7755,483949,1556,160374,4304,323575,4375,4481469,3061,1007167,2171,74288,5353,932879,5831,2806131,1962,238449,7269,2567682,7417,668171,2065,244402,5630,423769,5982,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2032699,1222,996613,3527,263103,2281,11046,2049,252057,2619,610744,2604,53393,4296,557351,4897,122766,1159,35198,2125,87568,2302,1036086,3187,254555,2583,13173,2667,241382,3955,634548,2089,62996,4665,571552,5124,146983,1402,45251,2660,101732,2791,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19134281,2566,9220963,5179,2200191,3084,207282,9304,1992909,9658,5962860,5437,537299,12567,5425561,14504,1057912,3288,290513,6461,767399,7061,9913318,5466,2101470,3311,188587,8013,1912883,8783,6345074,3939,601232,14386,5743842,14813,1466774,3502,449130,8558,1017644,8701,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9360661,4149,4502110,9126,1169913,6626,91618,5778,1078295,8685,2819697,5821,301373,7546,2518324,9352,512500,2461,200158,4987,312342,5021,4858551,7916,1110736,6773,87438,5387,1023298,8265,3061444,4383,324859,7445,2736585,8136,686371,2862,282012,6173,404359,6321,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,660611,725,335069,1655,78887,1368,8998,1408,69889,1986,215114,1357,34572,2290,180542,2508,41068,487,22174,1322,18894,1376,325542,1650,71221,1248,7102,1003,64119,1452,203428,1149,28986,1891,174442,2020,50893,680,30401,1255,20492,1258,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11358640,5507,5515965,8035,1384710,4109,75244,5692,1309466,7128,3464441,7972,291261,8861,3173180,10773,666814,3080,228224,5919,438590,5846,5842675,6104,1330412,3876,65025,4895,1265387,6306,3618393,4550,297576,9061,3320817,10557,893870,4545,335165,6062,558705,6764,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3677206,1908,1792398,4530,472169,2998,36334,3300,435835,4710,1104229,3622,100150,4876,1004079,6071,216000,1882,80869,2903,135131,2996,1884808,4541,457180,3461,29933,3069,427247,4169,1152583,3322,101847,5023,1050736,5460,275045,1817,117841,3910,157204,3651,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3799107,882,1871966,3734,446081,2561,41112,4175,404969,4855,1193122,2637,121209,6171,1071913,7181,232763,1765,101608,3088,131155,3316,1927141,3671,419281,2567,37764,3538,381517,4192,1215630,2337,137463,5651,1078167,5712,292230,1704,143667,3419,148563,3752,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12506000,1361,6060720,5472,1420218,3326,100299,5290,1319919,6281,3838285,5085,377481,9731,3460804,10313,802217,2714,351165,6054,451052,5848,6445280,5272,1358015,3153,94649,5958,1263366,6609,4002797,3832,405930,10697,3596867,11548,1084468,2913,525690,7568,558778,7198,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1036743,1079,499116,1554,114912,1120,6394,1313,108518,1609,323567,1374,33392,2978,290175,3234,60637,682,22791,1763,37846,1803,537627,1444,109058,1128,5994,1346,103064,1596,344862,1541,31927,2723,312935,3306,83707,945,35257,2609,48450,2684,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4536835,2329,2176225,5572,545134,3777,32623,3805,512511,5390,1362516,3502,117136,4541,1245380,5600,268575,1641,95394,3862,173181,4064,2360610,5408,533343,3993,34378,3573,498965,5352,1478979,3165,130737,6145,1348242,6345,348288,1513,133903,4439,214385,4578,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,798141,664,399370,2505,105103,1809,12298,1522,92805,2303,244471,1746,41383,2729,203088,3160,49796,770,26311,1563,23485,1548,398771,2444,95790,1872,10571,1509,85219,2270,241372,1388,37095,2328,204277,2393,61609,924,36203,1417,25406,1431,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6259546,1957,3028111,6070,762141,4776,54693,4680,707448,6167,1905390,4924,176302,6915,1729088,8052,360580,2095,137942,4118,222638,4363,3231435,6546,730956,4604,51872,4310,679084,5867,2027641,5400,194885,6376,1832756,8179,472838,3280,190929,5514,281909,5588,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,24779450,4528,12159072,10119,3517467,7197,204293,9376,3313174,11633,7527147,8580,609814,13059,6917333,12956,1114458,3757,328580,6662,785878,7063,12620378,8698,3358555,6153,200357,10238,3158198,11855,7839554,6326,636811,13705,7202743,15356,1422269,4065,464642,7674,957627,8061,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2750354,1102,1377933,2277,448589,1764,37588,3531,411001,3776,817050,1878,80541,4311,736509,4561,112294,916,42102,1939,70192,2060,1372421,2263,421794,1786,36299,3227,385495,3674,816459,2070,81626,3942,734833,4134,134168,1235,53972,2463,80196,2697,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,619886,304,304862,1283,66943,1105,3049,836,63894,1407,198725,1031,18178,1725,180547,1913,39194,477,14794,1037,24400,1009,315024,1264,62718,800,2253,679,60465,1047,203791,1031,19805,1522,183986,1770,48515,564,21242,1200,27273,1112,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7807416,5241,3770982,7746,949138,5575,79104,4497,870034,6877,2406840,7097,256500,8286,2150340,10167,415004,2415,144903,4244,270101,4583,4036434,6989,900527,5339,74280,5096,826247,6532,2596062,4741,271968,8381,2324094,8492,539845,2769,209904,5344,329941,5312,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6638081,3035,3275497,4678,810796,2840,60304,5011,750492,5569,2100843,4100,210726,7327,1890117,8908,363858,1967,141655,4311,222203,4771,3362584,4154,772140,3010,58197,4086,713943,5126,2144227,3313,231237,7020,1912990,7443,446217,2350,193745,4871,252472,4915,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1823372,786,891894,3214,197744,2341,11056,1901,186688,3069,567101,2856,42049,3303,525052,4318,127049,903,36726,2364,90323,2532,931478,2993,187530,2580,10782,1978,176748,3055,581148,2576,45410,2704,535738,3285,162800,1127,56004,2943,106796,2913,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5613402,872,2776963,3756,682805,2904,39003,3334,643802,4286,1764285,3386,160937,5346,1603348,6556,329873,1473,147420,3995,182453,4192,2836439,3684,651353,2916,35091,2961,616262,4027,1765824,3008,147832,5066,1617992,5480,419262,1869,211984,4766,207278,4836,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,555010,816,279740,2744,69325,1700,2865,868,66460,1926,178812,1644,19148,1893,159664,2574,31603,750,13793,1314,17810,1355,275270,2379,66904,1752,3473,1246,63431,2112,172173,1294,18441,1884,153732,2253,36193,742,16427,1563,19766,1774,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3695636,871,1765448,2964,461940,2643,51779,4465,410161,4901,1068291,1348,136655,5996,931636,6228,235217,854,32784,2221,202433,2343,1930188,2791,435500,2661,49225,4093,386275,4822,1191306,1067,161205,7029,1030101,7139,303382,1244,46845,2720,256537,2724,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
