GEO_ID,B23022_001E,B23022_001M,B23022_002E,B23022_002M,B23022_003E,B23022_003M,B23022_004E,B23022_004M,B23022_005E,B23022_005M,B23022_006E,B23022_006M,B23022_007E,B23022_007M,B23022_008E,B23022_008M,B23022_009E,B23022_009M,B23022_010E,B23022_010M,B23022_011E,B23022_011M,B23022_012E,B23022_012M,B23022_013E,B23022_013M,B23022_014E,B23022_014M,B23022_015E,B23022_015M,B23022_016E,B23022_016M,B23022_017E,B23022_017M,B23022_018E,B23022_018M,B23022_019E,B23022_019M,B23022_020E,B23022_020M,B23022_021E,B23022_021M,B23022_022E,B23022_022M,B23022_023E,B23022_023M,B23022_024E,B23022_024M,B23022_025E,B23022_025M,B23022_026E,B23022_026M,B23022_027E,B23022_027M,B23022_028E,B23022_028M,B23022_029E,B23022_029M,B23022_030E,B23022_030M,B23022_031E,B23022_031M,B23022_032E,B23022_032M,B23022_033E,B23022_033M,B23022_034E,B23022_034M,B23022_035E,B23022_035M,B23022_036E,B23022_036M,B23022_037E,B23022_037M,B23022_038E,B23022_038M,B23022_039E,B23022_039M,B23022_040E,B23022_040M,B23022_041E,B23022_041M,B23022_042E,B23022_042M,B23022_043E,B23022_043M,B23022_044E,B23022_044M,B23022_045E,B23022_045M,B23022_046E,B23022_046M,B23022_047E,B23022_047M,B23022_048E,B23022_048M,B23022_049E,B23022_049M,NAME,B23022_001MA,B23022_001EA,B23022_002MA,B23022_002EA,B23022_003EA,B23022_003MA,B23022_004EA,B23022_004MA,B23022_005MA,B23022_005EA,B23022_006EA,B23022_006MA,B23022_007MA,B23022_007EA,B23022_008MA,B23022_008EA,B23022_009EA,B23022_009MA,B23022_010MA,B23022_010EA,B23022_011EA,B23022_011MA,B23022_012MA,B23022_012EA,B23022_013MA,B23022_013EA,B23022_014EA,B23022_014MA,B23022_015EA,B23022_015MA,B23022_016MA,B23022_016EA,B23022_017EA,B23022_017MA,B23022_018MA,B23022_018EA,B23022_019MA,B23022_019EA,B23022_020EA,B23022_020MA,B23022_021EA,B23022_021MA,B23022_022MA,B23022_022EA,B23022_023MA,B23022_023EA,B23022_024MA,B23022_024EA,B23022_025EA,B23022_025MA,B23022_026EA,B23022_026MA,B23022_027EA,B23022_027MA,B23022_028MA,B23022_028EA,B23022_029MA,B23022_029EA,B23022_030MA,B23022_030EA,B23022_031EA,B23022_031MA,B23022_032EA,B23022_032MA,B23022_033MA,B23022_033EA,B23022_034MA,B23022_034EA,B23022_035MA,B23022_035EA,B23022_036MA,B23022_036EA,B23022_037EA,B23022_037MA,B23022_038MA,B23022_038EA,B23022_039MA,B23022_039EA,B23022_040EA,B23022_040MA,B23022_041MA,B23022_041EA,B23022_042EA,B23022_042MA,B23022_043EA,B23022_043MA,B23022_044EA,B23022_044MA,B23022_045MA,B23022_045EA,B23022_046EA,B23022_046MA,B23022_047EA,B23022_047MA,B23022_048EA,B23022_048MA,B23022_049EA,B23022_049MA,state
0400000US01,3127581,4909,1531942,4291,1137684,8162,945723,9256,766797,10697,15424,1908,41231,3244,46435,4114,36405,3672,39431,3595,157294,6340,62624,5201,4690,1348,13209,1910,24739,2824,20937,2734,31095,3143,34667,3332,8921,1753,181,226,1882,729,3513,976,5716,1405,14454,1854,394258,9663,1595639,3541,1050473,11341,742642,9413,597437,8585,11819,1804,35419,3409,38830,3270,25336,2618,33801,3163,250388,7921,120076,6056,5831,1049,22441,2433,30114,2805,31276,2890,40650,3634,57443,3867,16318,1932,1688,753,4202,966,6973,1261,10296,1664,17966,2031,545166,10766,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,493642,1863,258977,1473,224432,2767,193812,3145,132200,4330,4351,944,10816,1667,17583,2009,16451,1771,12411,1805,23510,2033,7790,1225,966,496,2071,655,2985,808,3626,846,6072,1309,7110,1178,2091,679,69,115,206,170,466,337,792,365,3486,959,34545,2779,234665,1352,178609,3704,126191,4318,92474,4074,2662,892,9198,1435,9125,1464,6016,1101,6716,1225,42751,2976,17879,1985,925,479,4349,850,6410,1205,5273,1089,7915,1468,9667,1451,2747,809,226,199,555,304,1261,526,1330,511,3548,821,56056,3436,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4076945,4989,2044517,3936,1552599,10696,1263298,12969,1019028,12602,20474,2788,59664,4572,62051,4347,51148,3936,50933,3536,242215,8921,107966,6436,5636,1442,23728,2885,31742,3129,30816,2900,42327,3821,47086,3624,12736,1897,428,255,3584,1017,5674,1302,5680,1153,18984,2716,491918,10696,2032428,3636,1356633,11424,956498,12708,772566,12575,17170,2519,50329,4195,44134,3689,34352,3171,37947,3462,320104,8654,172612,7119,9053,1460,32272,3347,37337,3262,31871,3249,36959,3571,80031,4171,19230,2290,1975,722,7810,1437,9435,1633,12987,1939,28594,2795,675795,12246,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1870595,4337,925406,4066,700638,6870,585977,6882,473012,7550,9612,1620,29039,2718,28367,2902,22430,2712,23517,2471,91353,5125,38808,3142,2648,920,7894,1720,11997,1877,10953,2022,19053,2415,23308,3065,5136,1231,535,363,1810,729,2590,936,3669,1036,9568,2415,224768,6807,945189,3406,648911,7934,465159,7807,378813,7726,8026,1257,22122,2538,22011,2612,17707,2084,16480,2188,148807,6565,74661,4213,4489,961,11294,1863,18130,2417,16577,2497,23656,2989,34945,3588,10884,1878,632,514,2745,780,4600,1198,4575,1079,11509,1946,296278,7482,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,24890032,11201,12526637,8746,9557746,22867,7657126,27331,6172868,29080,162808,7218,354544,9491,373370,11621,286865,9210,306671,9727,1555273,20756,751935,13858,46018,3715,142262,6189,210312,7278,180101,6861,224645,8173,345347,9337,95220,6092,6343,1263,22019,2077,38962,3017,50582,4020,132221,5266,2968891,24213,12363395,9023,8165307,32489,5485051,33054,4416166,31595,113277,5228,279483,8845,262325,8928,194917,7641,218883,8778,2147568,27809,1173789,19818,71885,4483,211995,8886,241708,8757,199410,6643,248781,10150,532688,11713,159396,8081,14876,2221,44060,3462,62531,4058,75342,4728,176483,6980,4198088,34398,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3404038,4733,1724398,3989,1450925,8200,1186789,10123,948966,9679,23134,2959,56460,3746,61295,3936,50320,4556,46614,3464,213460,7385,83668,5019,6842,1305,24727,2256,32645,3176,29115,2952,36463,3360,50676,3186,11771,1983,706,450,2982,950,4749,1059,6847,1272,23621,2235,273473,8823,1679640,3352,1257933,9764,845727,10414,691328,10349,16156,2088,40925,3151,38361,3186,31100,2952,27857,3364,323431,8327,162545,5627,10773,1276,35001,3026,41382,4216,35972,2783,37758,3342,88775,4204,24924,2164,2579,639,9619,1545,9534,1460,14041,1962,28078,2471,421707,10486,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2354624,3066,1159668,2447,956898,6544,777972,8736,636401,9225,11265,1663,34034,2580,34816,3114,31055,3347,30401,2556,137703,5965,58947,4460,3228,1061,12896,1731,16998,2140,19478,2294,26156,2735,41223,2930,10594,1870,616,310,2445,709,5831,1209,6851,1207,14886,1581,202770,6920,1194956,2574,904275,6898,590249,8139,492164,7874,10294,1797,28522,2212,20513,2665,16394,1962,22362,2268,244529,7388,138808,6170,6405,1094,25076,2600,27228,2741,21314,2184,25698,2682,69497,3995,17875,2284,1977,510,6400,1063,11268,1616,9222,1198,22755,2670,290681,7193,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,587316,1433,285797,1632,221909,3229,183659,3909,148975,4435,3385,972,8322,1767,7760,1467,6829,1366,8388,1727,30919,3009,11353,1847,1067,589,3070,723,5522,1167,4877,1023,5030,1002,7331,1269,2099,826,230,282,579,361,672,392,895,394,2856,802,63888,3478,301519,1555,220361,4618,156942,4540,133301,4732,1764,545,6892,1392,3912,958,4152,895,6921,1595,51631,3454,27244,2884,903,401,5188,1061,6349,1351,5892,1101,6055,1380,11788,1610,3914,1094,221,193,1020,358,1496,564,1420,553,3717,752,81158,4693,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,446007,1077,213070,1063,161555,3526,136517,3679,111239,3473,3411,1117,6178,1543,4708,1085,5017,1143,5964,1414,20467,2351,6573,1278,322,290,1359,558,2772,957,3500,1018,5941,1416,4571,1273,1352,691,72,115,364,383,637,403,575,275,1571,751,51515,3552,232937,966,169666,4009,134294,3898,110278,3806,1893,721,5553,1238,4888,1046,5318,1264,6364,1418,28313,2847,10640,1663,1405,616,3110,860,3578,954,4068,1181,5512,1130,7059,1183,1868,705,44,73,281,250,439,280,1041,469,3386,837,63271,3957,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12054783,8924,5955938,7613,4404616,17395,3578279,20661,2921007,21568,58854,4171,155099,6908,164673,7462,138361,8217,140285,8246,697344,15384,317737,11750,17731,3080,60964,4970,95068,5408,94533,5830,111311,6495,128993,5260,38455,4111,3364,1039,7362,1500,11471,1776,17023,2264,51318,3515,1551322,16280,6098845,7189,4138786,22314,2963886,21080,2450246,20635,51589,4025,145820,6385,118672,5468,95404,5435,102155,5831,976993,16282,517420,12380,29413,3234,92019,5495,111121,5634,101292,6067,125728,6299,197907,8513,55880,4886,4801,1403,14728,1675,25742,3227,24523,2129,72233,4850,1960059,23794,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
