GEO_ID,B17005_001E,B17005_001M,B17005_002E,B17005_002M,B17005_003E,B17005_003M,B17005_004E,B17005_004M,B17005_005E,B17005_005M,B17005_006E,B17005_006M,B17005_007E,B17005_007M,B17005_008E,B17005_008M,B17005_009E,B17005_009M,B17005_010E,B17005_010M,B17005_011E,B17005_011M,B17005_012E,B17005_012M,B17005_013E,B17005_013M,B17005_014E,B17005_014M,B17005_015E,B17005_015M,B17005_016E,B17005_016M,B17005_017E,B17005_017M,B17005_018E,B17005_018M,B17005_019E,B17005_019M,B17005_020E,B17005_020M,B17005_021E,B17005_021M,B17005_022E,B17005_022M,B17005_023E,B17005_023M,NAME,B17005_001MA,B17005_001EA,B17005_002MA,B17005_002EA,B17005_003MA,B17005_003EA,B17005_004EA,B17005_004MA,B17005_005EA,B17005_005MA,B17005_006MA,B17005_006EA,B17005_007MA,B17005_007EA,B17005_008MA,B17005_008EA,B17005_009EA,B17005_009MA,B17005_010EA,B17005_010MA,B17005_011MA,B17005_011EA,B17005_012EA,B17005_012MA,B17005_013EA,B17005_013MA,B17005_014MA,B17005_014EA,B17005_015EA,B17005_015MA,B17005_016EA,B17005_016MA,B17005_017MA,B17005_017EA,B17005_018EA,B17005_018MA,B17005_019MA,B17005_019EA,B17005_020EA,B17005_020MA,B17005_021EA,B17005_021MA,B17005_022MA,B17005_022EA,B17005_023EA,B17005_023MA,state
0400000US01,3667442,4644,606597,15327,243821,8884,115788,6030,70435,4993,45353,3970,128033,6487,362776,10428,144950,6527,91360,4975,53590,4008,217826,7501,3060845,15816,1496912,9082,1057242,11031,963263,11221,93979,6014,439670,10182,1563933,11635,913908,11638,844401,12090,69507,4779,650025,9026,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,520467,2503,47864,4183,20606,1952,12797,1552,8432,1326,4365,893,7809,1326,27258,3230,13423,1863,7887,1367,5536,1383,13835,2309,472603,3998,241632,2527,189888,3274,172641,3480,17247,1824,51744,3121,230971,3091,156820,3885,148178,3984,8642,1360,74151,3773,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4833214,4960,740603,21964,331182,12505,174702,8035,111101,5769,63601,5736,156480,9326,409421,13497,159970,7110,105546,6431,54424,3847,249451,9289,4092611,22935,2019676,13532,1428914,12691,1290515,13741,138399,7478,590762,9519,2072935,13406,1237660,14248,1141317,14072,96343,6085,835275,11682,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2213443,4354,360155,10883,150467,6018,74802,3955,52200,3352,22602,2109,75665,4948,209688,7450,87458,5497,62008,4342,25450,2799,122230,5118,1853288,11066,914238,8674,636796,7615,588413,7700,48383,3828,277442,6824,939050,8734,569614,8458,534690,7887,34924,3163,369436,7955,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,28460786,11166,4003245,48118,1785637,30013,977969,20497,630291,17658,347678,10780,807668,19463,2217608,25738,861410,14964,563932,13399,297478,9296,1356198,21187,24457541,49771,12101526,31511,9073649,30403,8096547,32486,977102,17755,3027877,20533,12356015,28514,7660468,31354,6911056,33928,749412,14099,4695547,33596,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3834505,4793,466996,14653,210602,9333,124992,7139,83634,6046,41358,3606,85610,5763,256394,9050,121217,6370,89613,5780,31604,3086,135177,6176,3367509,15081,1676568,10699,1324807,10494,1210772,11030,114035,5978,351761,7200,1690941,10063,1130958,10959,1053681,11439,77277,3970,559983,9284,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2757080,2763,257240,10372,106609,5912,56209,4633,35235,3544,20974,2638,50400,4535,150631,7079,68357,5400,42453,3994,25904,3020,82274,4923,2499840,10735,1209307,6102,935353,7959,846965,7801,88388,4154,273954,5583,1290533,8236,859372,8062,793030,7991,66342,4581,431161,6930,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,691782,1492,69556,4985,27927,3134,12601,1850,8910,1590,3691,838,15326,2613,41629,3314,15917,2218,10777,1886,5140,1149,25712,2895,622226,5246,299980,3674,212471,4246,193821,4344,18650,2318,87509,3495,322246,3609,209177,4972,194868,5297,14309,1911,113069,4212,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,481341,1058,82947,5546,32272,3841,13400,2275,7043,1537,6357,1546,18872,2914,50675,3291,19147,2235,11108,1710,8039,1625,31528,2854,398394,5599,190021,4198,152577,3930,136751,3478,15826,2403,37444,3033,208373,3591,153518,3890,141962,3689,11556,1911,54855,2911,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14938611,8066,2223179,27546,978365,16730,495425,12737,287531,11831,207894,8285,482940,13734,1244814,19450,521788,12126,329985,9589,191803,8061,723026,15615,12715432,28425,6162730,17986,4264187,18806,3796304,20443,467883,11724,1898543,15909,6552702,20306,3894128,23000,3540124,23313,354004,9858,2658574,21025,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7233522,6726,1135292,26650,473321,15149,247246,10363,151201,7649,96045,6926,226075,9856,661971,16082,282657,9930,184455,7587,98202,6036,379314,12029,6098230,26618,2959934,15692,2220411,14000,1996536,15454,223875,8923,739523,12498,3138296,17998,1992402,18032,1815220,16674,177182,8240,1145894,15305,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1038161,2984,104696,6167,43554,4243,20392,3209,13176,2326,7216,1798,23162,2522,61142,3252,25753,2515,18608,2168,7145,1407,35389,2547,933465,6641,458340,4799,335070,5000,310570,5385,24500,2566,123270,4416,475125,3899,307498,5055,290297,5545,17201,2642,167627,4871,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1160285,2325,169551,7825,75102,4845,44392,3880,32364,3546,12028,1826,30710,3148,94449,4800,41949,3167,32984,2758,8965,1523,52500,3856,990734,7879,496453,5789,363955,5687,330595,5647,33360,2890,132498,4328,494281,4645,304596,5378,283890,5633,20706,2661,189685,5158,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9814291,6844,1192866,21566,501392,13754,268301,9283,161894,6927,106407,5758,233091,8876,691474,14746,304987,10528,203031,8363,101956,5601,386487,10632,8621425,22761,4233815,14184,3217151,17967,2897742,18440,319409,9687,1016664,12957,4387610,15390,2843227,14307,2614889,11960,228338,7565,1544383,12719,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4898334,4901,653793,16169,274182,8849,139593,5691,84831,4769,54762,4164,134589,6496,379611,10573,170624,7370,116595,6278,54029,3563,208987,8242,4244541,17927,2094913,10495,1557197,10730,1413436,11763,143761,7203,537716,7457,2149628,12232,1357042,11427,1261430,10886,95612,4417,792586,9367,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
