GEO_ID,B20005_001E,B20005_001M,B20005_002E,B20005_002M,B20005_003E,B20005_003M,B20005_004E,B20005_004M,B20005_005E,B20005_005M,B20005_006E,B20005_006M,B20005_007E,B20005_007M,B20005_008E,B20005_008M,B20005_009E,B20005_009M,B20005_010E,B20005_010M,B20005_011E,B20005_011M,B20005_012E,B20005_012M,B20005_013E,B20005_013M,B20005_014E,B20005_014M,B20005_015E,B20005_015M,B20005_016E,B20005_016M,B20005_017E,B20005_017M,B20005_018E,B20005_018M,B20005_019E,B20005_019M,B20005_020E,B20005_020M,B20005_021E,B20005_021M,B20005_022E,B20005_022M,B20005_023E,B20005_023M,B20005_024E,B20005_024M,B20005_025E,B20005_025M,B20005_026E,B20005_026M,B20005_027E,B20005_027M,B20005_028E,B20005_028M,B20005_029E,B20005_029M,B20005_030E,B20005_030M,B20005_031E,B20005_031M,B20005_032E,B20005_032M,B20005_033E,B20005_033M,B20005_034E,B20005_034M,B20005_035E,B20005_035M,B20005_036E,B20005_036M,B20005_037E,B20005_037M,B20005_038E,B20005_038M,B20005_039E,B20005_039M,B20005_040E,B20005_040M,B20005_041E,B20005_041M,B20005_042E,B20005_042M,B20005_043E,B20005_043M,B20005_044E,B20005_044M,B20005_045E,B20005_045M,B20005_046E,B20005_046M,B20005_047E,B20005_047M,B20005_048E,B20005_048M,B20005_049E,B20005_049M,B20005_050E,B20005_050M,B20005_051E,B20005_051M,B20005_052E,B20005_052M,B20005_053E,B20005_053M,B20005_054E,B20005_054M,B20005_055E,B20005_055M,B20005_056E,B20005_056M,B20005_057E,B20005_057M,B20005_058E,B20005_058M,B20005_059E,B20005_059M,B20005_060E,B20005_060M,B20005_061E,B20005_061M,B20005_062E,B20005_062M,B20005_063E,B20005_063M,B20005_064E,B20005_064M,B20005_065E,B20005_065M,B20005_066E,B20005_066M,B20005_067E,B20005_067M,B20005_068E,B20005_068M,B20005_069E,B20005_069M,B20005_070E,B20005_070M,B20005_071E,B20005_071M,B20005_072E,B20005_072M,B20005_073E,B20005_073M,B20005_074E,B20005_074M,B20005_075E,B20005_075M,B20005_076E,B20005_076M,B20005_077E,B20005_077M,B20005_078E,B20005_078M,B20005_079E,B20005_079M,B20005_080E,B20005_080M,B20005_081E,B20005_081M,B20005_082E,B20005_082M,B20005_083E,B20005_083M,B20005_084E,B20005_084M,B20005_085E,B20005_085M,B20005_086E,B20005_086M,B20005_087E,B20005_087M,B20005_088E,B20005_088M,B20005_089E,B20005_089M,B20005_090E,B20005_090M,B20005_091E,B20005_091M,B20005_092E,B20005_092M,B20005_093E,B20005_093M,B20005_094E,B20005_094M,B20005_095E,B20005_095M,NAME,B20005_001EA,B20005_001MA,B20005_002MA,B20005_002EA,B20005_003MA,B20005_003EA,B20005_004EA,B20005_004MA,B20005_005EA,B20005_005MA,B20005_006MA,B20005_006EA,B20005_007EA,B20005_007MA,B20005_008MA,B20005_008EA,B20005_009EA,B20005_009MA,B20005_010EA,B20005_010MA,B20005_011EA,B20005_011MA,B20005_012EA,B20005_012MA,B20005_013EA,B20005_013MA,B20005_014MA,B20005_014EA,B20005_015MA,B20005_015EA,B20005_016EA,B20005_016MA,B20005_017EA,B20005_017MA,B20005_018EA,B20005_018MA,B20005_019MA,B20005_019EA,B20005_020EA,B20005_020MA,B20005_021EA,B20005_021MA,B20005_022EA,B20005_022MA,B20005_023MA,B20005_023EA,B20005_024MA,B20005_024EA,B20005_025MA,B20005_025EA,B20005_026EA,B20005_026MA,B20005_027EA,B20005_027MA,B20005_028EA,B20005_028MA,B20005_029EA,B20005_029MA,B20005_030MA,B20005_030EA,B20005_031EA,B20005_031MA,B20005_032EA,B20005_032MA,B20005_033EA,B20005_033MA,B20005_034EA,B20005_034MA,B20005_035MA,B20005_035EA,B20005_036MA,B20005_036EA,B20005_037EA,B20005_037MA,B20005_038EA,B20005_038MA,B20005_039EA,B20005_039MA,B20005_040MA,B20005_040EA,B20005_041MA,B20005_041EA,B20005_042EA,B20005_042MA,B20005_043EA,B20005_043MA,B20005_044EA,B20005_044MA,B20005_045EA,B20005_045MA,B20005_046MA,B20005_046EA,B20005_047MA,B20005_047EA,B20005_048EA,B20005_048MA,B20005_049MA,B20005_049EA,B20005_050EA,B20005_050MA,B20005_051MA,B20005_051EA,B20005_052MA,B20005_052EA,B20005_053EA,B20005_053MA,B20005_054EA,B20005_054MA,B20005_055EA,B20005_055MA,B20005_056EA,B20005_056MA,B20005_057MA,B20005_057EA,B20005_058MA,B20005_058EA,B20005_059EA,B20005_059MA,B20005_060EA,B20005_060MA,B20005_061EA,B20005_061MA,B20005_062MA,B20005_062EA,B20005_063MA,B20005_063EA,B20005_064EA,B20005_064MA,B20005_065EA,B20005_065MA,B20005_066EA,B20005_066MA,B20005_067EA,B20005_067MA,B20005_068MA,B20005_068EA,B20005_069MA,B20005_069EA,B20005_070EA,B20005_070MA,B20005_071MA,B20005_071EA,B20005_072MA,B20005_072EA,B20005_073MA,B20005_073EA,B20005_074MA,B20005_074EA,B20005_075EA,B20005_075MA,B20005_076MA,B20005_076EA,B20005_077MA,B20005_077EA,B20005_078EA,B20005_078MA,B20005_079MA,B20005_079EA,B20005_080MA,B20005_080EA,B20005_081EA,B20005_081MA,B20005_082MA,B20005_082EA,B20005_083EA,B20005_083MA,B20005_084EA,B20005_084MA,B20005_085MA,B20005_085EA,B20005_086EA,B20005_086MA,B20005_087EA,B20005_087MA,B20005_088MA,B20005_088EA,B20005_089EA,B20005_089MA,B20005_090EA,B20005_090MA,B20005_091EA,B20005_091MA,B20005_092EA,B20005_092MA,B20005_093EA,B20005_093MA,B20005_094MA,B20005_094EA,B20005_095MA,B20005_095EA,state
0400000US01,3785555,4340,1810815,3872,793521,11457,54,89,793467,11455,2910,806,1913,848,5420,1265,6203,1493,20642,2504,16668,2273,30582,2899,22239,3014,41628,3982,23454,2904,63115,4710,69161,4988,58207,3933,60003,4754,44111,3897,54023,4177,64007,3938,50987,4195,70605,4325,87589,4082,1017294,12516,614200,10507,403094,8922,74490,5331,45616,3288,41624,3651,35546,3301,42293,3876,20177,2395,20924,2395,12368,2013,21548,2874,7196,1306,17495,2237,14458,2110,8287,1379,8776,1459,4133,1107,5492,1183,6671,1292,3641,1151,5425,1134,6934,1273,1974740,3613,613905,8613,31,55,613874,8614,759,314,1834,668,8149,1549,10725,1689,21850,2623,23657,2294,37076,3303,30695,2927,48548,3532,32529,3409,67271,4709,62395,4205,49538,3584,47485,3606,32334,2813,36280,3241,34375,3062,23472,2690,27230,2671,17672,2136,1360835,8482,880207,10997,480628,9377,99427,4298,68123,3826,60410,4464,41824,3427,48229,2943,26577,2594,26680,2818,13640,1940,19231,2161,9242,1822,13446,2097,12627,1764,8218,1457,8262,1348,5258,1066,6771,1247,5628,1092,2086,836,2500,678,2449,799,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,546981,1582,284507,1399,135731,4541,155,164,135576,4541,187,204,387,320,753,458,492,280,2665,760,683,332,2299,856,2179,688,5183,1280,3683,924,7606,1538,9582,1764,7363,1268,7710,1276,5543,1302,8788,1518,16627,2223,14167,2154,18331,1984,21348,2366,148776,4704,51675,3025,97101,4120,11429,1495,10506,1545,7629,1343,3869,918,8466,1303,3297,843,6104,1111,2401,654,6376,1344,1937,754,4601,1124,3070,1001,2175,606,3800,1110,2052,722,4025,1016,4079,1246,2546,867,3655,838,5084,1171,262474,1206,94433,4255,19,33,94414,4257,361,321,431,468,496,323,643,340,2850,912,2275,809,3619,1242,1716,650,4527,1124,2605,794,6682,1079,8090,1150,7137,1284,9104,1799,7337,1313,8259,1598,8284,1178,4931,1001,9322,1429,5745,1068,168041,4406,78068,3599,89973,3573,12982,1459,10096,1456,10298,1593,5671,1061,8610,1362,4363,1024,4775,1082,3270,986,5672,1105,2126,631,5757,1293,3416,817,2695,743,2071,609,1476,499,1367,531,2198,584,944,445,1630,693,556,414,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4963740,4639,2448501,3913,1050647,12605,239,208,1050408,12564,1882,654,1417,516,7684,1665,8840,1584,28146,3021,19218,2967,38164,4175,27185,2856,49874,4431,33360,3201,72299,4967,88370,4756,79025,4880,80165,5755,58789,3846,69222,5116,89590,4981,61592,4802,106749,5365,128837,5591,1397854,12701,816039,11269,581815,11196,98016,5757,58657,4555,65400,4561,47678,3669,61133,4287,24902,3133,29632,3223,16996,2191,29073,3162,12820,2152,27420,2918,25758,2578,16118,2432,13132,1705,7669,1474,8039,1428,9423,1460,6779,1297,9173,1976,13997,2425,2515239,3465,792722,13579,61,102,792661,13578,2072,730,1245,565,7172,1640,8251,1485,23089,2984,18588,2516,32881,3374,24469,2843,53077,3479,36266,3471,80424,4794,89898,5656,74048,4187,69011,4392,43356,3801,46545,3870,56298,4217,37004,3144,50794,3632,38173,3175,1722517,13596,1092857,13163,629660,11006,112295,6447,73087,5059,72829,4212,54442,4177,67687,3949,32194,3604,43158,3681,18717,2379,28988,3290,11910,1580,25042,3026,19886,2282,16900,2476,12366,2115,8349,1455,8092,1243,9871,1826,4565,1114,4663,1232,4619,1157,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2290670,4069,1108867,4134,489760,7445,15,24,489745,7446,1406,584,843,424,5246,1257,4025,1204,12850,2090,9685,1867,21939,2689,17827,2465,29903,2950,16457,1866,42323,3308,46982,3388,39958,3282,43131,3649,28742,3114,31209,3085,34577,3294,28658,2633,34883,2947,39101,2898,619107,8690,367535,7096,251572,7743,49290,4243,33011,3188,27287,2745,18986,2599,25518,2857,11530,2047,12435,1912,7251,1318,10852,1667,5665,1388,12300,1958,8941,1596,5617,1224,5149,1224,2448,734,3704,1209,3030,773,1999,662,3132,925,3427,800,1181803,3203,388868,7918,0,273,388868,7918,651,305,1281,587,4235,991,5941,1147,15309,2205,17045,2571,26615,2873,23480,2692,35432,3130,22157,2415,47535,3397,40309,3168,30591,2885,27741,2614,18729,1892,16782,1722,19410,2054,13297,1859,13206,1729,9122,1393,792935,8472,497990,8028,294945,8488,61002,4622,36625,3395,37273,3165,28630,2862,35858,3151,16427,1797,18155,2206,8867,1783,11234,1821,3686,1005,8647,1594,7291,1235,4637,1133,4245,992,3254,853,2071,739,3218,716,1323,517,1380,524,1122,435,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,29159527,10611,14383067,8797,6374755,29390,224,188,6374531,29398,21031,6175,10836,1920,44103,3783,47795,4328,154218,7105,129831,6770,218027,8806,178023,8394,297859,10252,191214,9044,394461,11612,433639,12427,378570,11330,406185,10888,304914,8486,373624,10884,512711,11900,403981,9593,723011,12886,1150498,17615,8008312,30572,4379863,25114,3628449,25758,495273,12610,344224,10901,347496,10483,271629,9830,366081,9699,168383,8184,234406,8026,119619,6392,192434,7166,85532,4653,168064,7128,158488,6748,105110,4509,97290,5184,59600,4304,71211,4914,80489,4376,59762,4030,88805,4842,114553,4565,14776460,9125,4536287,30967,478,358,4535809,30957,12337,1542,11979,1596,42173,3569,44694,3316,128724,7326,112257,6849,179949,6785,158106,6672,248865,8620,156486,6579,334237,10577,374993,10290,330020,8574,333676,9743,259540,8582,277227,8855,364746,9762,292008,8984,432790,11105,441002,10531,10240173,33063,6270977,34640,3969196,33795,609795,13271,424309,12888,424894,10497,328615,9708,430388,11057,200252,8633,221673,7691,125172,6527,195166,7175,88868,4989,172151,7169,152276,5725,92499,5323,84685,5545,54202,3927,62325,4079,82720,4249,63197,4361,94085,4968,61924,3822,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3955676,4325,1969530,3935,977373,10327,0,279,977373,10327,4626,1161,1927,491,5323,1029,6561,1320,26678,3312,10038,1669,22271,2887,20508,2451,35665,3344,26065,2468,62345,4937,73117,5871,66088,3886,69474,4623,53204,4421,66756,4346,84343,4314,75005,4327,110855,4977,156524,5441,992157,11177,450716,9096,541441,9485,86705,4839,63528,4382,58932,4421,34956,3206,49992,4076,23023,2507,31570,2993,16138,1911,28688,2760,12257,2085,25130,2376,23127,2306,13618,2354,14421,1951,9404,1668,9964,1578,8643,1511,7449,1560,10088,1591,13808,1827,1986146,3174,707960,10271,460,427,707500,10208,1739,695,1369,542,6037,1328,8421,1506,21731,2279,13384,2173,26442,2904,18517,2664,38516,3361,24347,2763,62010,4348,72318,3808,61778,4090,58890,4014,45021,3141,44876,3093,56043,3604,44449,3107,57234,3760,44378,3446,1278186,11157,674974,10817,603212,9356,106292,4798,71642,4312,67486,4051,47005,2807,65153,4013,29081,2954,34686,3600,19225,2178,32103,2953,12880,1804,29164,2564,22405,1828,13322,1668,11567,1575,7621,1222,7159,1266,9587,1597,5716,1243,6492,1196,4626,939,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2862777,2581,1373102,2159,662152,9307,74,123,662078,9307,1114,417,464,278,3555,950,3619,1154,7052,1460,4027,1040,10084,1975,11528,2032,21524,2650,10027,1763,30352,3011,37987,3160,34810,2531,41059,3495,36606,2835,47943,3559,66188,3287,54543,4229,90680,4706,148916,4559,710950,9415,356057,7477,354893,8512,61404,3801,38707,3379,34649,3011,23801,2507,30724,2806,10845,1787,17003,2063,10638,1622,16603,2112,6600,1353,15570,1958,16585,2231,9633,1618,9637,1644,6770,1026,10221,1418,7847,1220,6849,1160,8568,1323,12239,1744,1489675,2596,508139,7956,107,126,508032,7920,929,391,1180,524,4249,1053,2847,898,7666,1774,5672,1369,12418,2264,12021,1831,20353,2069,15234,2269,36218,2882,43873,3201,40050,3332,42714,2733,33262,3532,38303,3179,46416,3079,40739,3125,56887,3814,47001,3303,981536,7788,536307,7291,445229,8521,72808,4513,47537,3595,48893,3337,30596,3063,41590,3035,18224,2276,24516,2398,16248,2048,22097,2481,10775,1534,22990,2529,18446,2056,9574,1356,12172,1577,6934,1034,10312,1531,8832,1316,7972,1256,9413,1389,5300,1008,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,716786,1359,342504,1689,154536,4408,0,265,154536,4408,158,143,341,365,614,402,396,259,3123,935,1753,634,5605,1387,2546,819,5032,1150,4449,1086,9791,1479,13365,1931,10770,1706,11807,1930,8734,1815,10570,1658,13031,1868,13007,1909,17036,2048,22408,2088,187968,4716,108218,3659,79750,4126,14570,1737,10210,1758,8158,1504,4247,995,6986,1233,3800,905,3174,873,2491,776,4007,1073,1658,699,3086,1331,3041,915,2111,749,1613,577,1437,526,1648,797,2384,690,1072,501,1840,730,2217,681,374282,1557,137108,4930,0,265,137108,4930,107,116,442,453,646,360,1143,506,3102,891,2718,1022,4179,1128,4150,1086,8391,1713,4121,1123,12365,1560,15052,2229,12928,1707,13195,1663,7784,1411,9407,1582,10774,1592,9347,1818,9853,1538,7404,1269,237174,5108,142131,4885,95043,3782,16667,1886,14414,1872,9710,1382,8558,1437,9748,1700,3998,916,4716,1027,3797,1059,4243,1046,1745,556,3252,950,2704,745,2268,731,1810,582,1095,482,1669,584,2385,637,522,257,1121,416,621,320,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,515434,1028,240738,1083,115255,3575,0,292,115255,3575,189,146,123,147,638,421,308,225,1468,650,1123,576,1672,737,790,414,4337,1084,3436,1097,4929,1103,8397,1705,3871,1132,7389,1315,7640,1864,6073,1480,7892,1388,8014,1626,15083,1627,31883,2430,125483,3782,70447,3617,55036,3296,10762,1802,5311,1231,4773,1120,1857,603,3974,1126,2975,1015,2583,843,1856,686,1689,613,1314,542,2842,857,2706,874,1925,871,1615,569,1574,962,1889,766,1311,519,458,313,1705,583,1917,587,274696,987,113771,3831,0,292,113771,3831,57,96,438,531,43,69,825,462,2034,841,1121,625,2075,943,1021,586,2358,914,2316,744,4886,1055,8555,1462,7532,1607,7132,1240,7018,1417,7826,1510,11643,1487,10075,1537,14852,1589,21964,2065,160925,3985,97016,4216,63909,3990,12697,1879,6615,1188,8593,1481,3808,1124,5941,1450,2280,844,3638,1004,1126,501,2483,712,880,420,2519,757,2733,785,1350,674,2060,976,865,438,617,342,1207,433,1233,473,1499,675,1765,681,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15327982,7856,7413703,7471,3048823,23029,355,269,3048468,23022,7845,1641,7421,1926,26700,3014,30849,3856,89230,6841,56669,4860,129560,7312,91458,5770,193107,9349,98000,4955,256665,10289,269029,8960,214167,9438,231297,8652,157707,6652,201318,7961,228481,7926,161338,6162,256001,7382,341626,10093,4364880,22831,2699030,18076,1665850,20393,247584,9399,186051,7654,187902,7684,131189,6463,193565,8542,84767,5249,109719,6437,57811,4999,82904,5566,35603,3242,73460,4617,59680,4120,38665,3710,36390,3697,21962,2773,24035,2484,20435,2071,13191,1975,22562,2088,38375,2987,7914279,6559,2527703,20832,259,206,2527444,20814,4659,1083,7835,1572,26250,3013,26926,2923,88863,6330,69839,5377,141797,7689,100876,5731,190506,7704,114959,5618,285928,10750,267880,9827,229062,9338,203115,7912,136476,7146,142343,6478,160781,6594,100194,5806,123865,5696,105290,5142,5386576,22753,3540169,25197,1846407,21241,300334,8251,206989,7171,214251,10159,165980,7289,229021,8706,99372,5641,123239,6384,68434,5276,80468,5238,40266,3574,71637,4099,58915,4258,41973,3708,39768,3523,23234,2817,24240,2925,21010,2220,12203,1675,13891,1938,11182,1891,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
