GEO_ID,B27013_001E,B27013_001M,B27013_002E,B27013_002M,B27013_003E,B27013_003M,B27013_004E,B27013_004M,B27013_005E,B27013_005M,B27013_006E,B27013_006M,B27013_007E,B27013_007M,B27013_008E,B27013_008M,B27013_009E,B27013_009M,B27013_010E,B27013_010M,B27013_011E,B27013_011M,B27013_012E,B27013_012M,B27013_013E,B27013_013M,B27013_014E,B27013_014M,B27013_015E,B27013_015M,B27013_016E,B27013_016M,B27013_017E,B27013_017M,B27013_018E,B27013_018M,B27013_019E,B27013_019M,B27013_020E,B27013_020M,B27013_021E,B27013_021M,B27013_022E,B27013_022M,B27013_023E,B27013_023M,B27013_024E,B27013_024M,B27013_025E,B27013_025M,B27013_026E,B27013_026M,B27013_027E,B27013_027M,B27013_028E,B27013_028M,B27013_029E,B27013_029M,B27013_030E,B27013_030M,B27013_031E,B27013_031M,B27013_032E,B27013_032M,B27013_033E,B27013_033M,B27013_034E,B27013_034M,B27013_035E,B27013_035M,B27013_036E,B27013_036M,B27013_037E,B27013_037M,B27013_038E,B27013_038M,B27013_039E,B27013_039M,B27013_040E,B27013_040M,B27013_041E,B27013_041M,B27013_042E,B27013_042M,B27013_043E,B27013_043M,B27013_044E,B27013_044M,B27013_045E,B27013_045M,B27013_046E,B27013_046M,NAME,B27013_001MA,B27013_001EA,B27013_002EA,B27013_002MA,B27013_003MA,B27013_003EA,B27013_004MA,B27013_004EA,B27013_005MA,B27013_005EA,B27013_006EA,B27013_006MA,B27013_007EA,B27013_007MA,B27013_008MA,B27013_008EA,B27013_009EA,B27013_009MA,B27013_010MA,B27013_010EA,B27013_011EA,B27013_011MA,B27013_012EA,B27013_012MA,B27013_013EA,B27013_013MA,B27013_014MA,B27013_014EA,B27013_015EA,B27013_015MA,B27013_016MA,B27013_016EA,B27013_017MA,B27013_017EA,B27013_018EA,B27013_018MA,B27013_019EA,B27013_019MA,B27013_020EA,B27013_020MA,B27013_021MA,B27013_021EA,B27013_022MA,B27013_022EA,B27013_023MA,B27013_023EA,B27013_024MA,B27013_024EA,B27013_025EA,B27013_025MA,B27013_026EA,B27013_026MA,B27013_027MA,B27013_027EA,B27013_028MA,B27013_028EA,B27013_029EA,B27013_029MA,B27013_030EA,B27013_030MA,B27013_031EA,B27013_031MA,B27013_032MA,B27013_032EA,B27013_033MA,B27013_033EA,B27013_034EA,B27013_034MA,B27013_035EA,B27013_035MA,B27013_036EA,B27013_036MA,B27013_037EA,B27013_037MA,B27013_038MA,B27013_038EA,B27013_039EA,B27013_039MA,B27013_040EA,B27013_040MA,B27013_041EA,B27013_041MA,B27013_042EA,B27013_042MA,B27013_043MA,B27013_043EA,B27013_044MA,B27013_044EA,B27013_045MA,B27013_045EA,B27013_046EA,B27013_046MA,state
0400000US01,3569131,2998,1392166,14404,780276,11350,753609,10571,642534,8998,111075,6226,26667,2460,22079,2178,4588,1192,611890,8506,595422,8455,522477,8999,72945,4897,16468,1562,13278,1665,3190,868,842163,13986,378333,8771,346098,8622,189367,6642,156731,7043,32235,2227,22559,2077,9676,1544,463830,9173,436125,8755,289236,6801,146889,6916,27705,2038,19817,1754,7888,1201,1334802,15293,525264,8722,311989,7834,119110,5080,192879,7256,213275,3041,143846,3670,69429,3474,809538,10571,488293,10075,240914,6959,247379,9154,321245,3073,207804,4141,113441,3883,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,501265,1968,212727,6203,119960,4163,116429,3972,94917,4159,21512,2141,3531,895,2749,833,782,344,92767,4176,90808,3999,74712,3899,16096,1749,1959,645,1760,597,199,202,174445,5034,89988,3979,84773,3906,41844,2884,42929,3471,5215,848,3493,689,1722,505,84457,3301,80300,3294,49416,2808,30884,2393,4157,866,2016,679,2141,713,114093,4102,43105,2523,26849,2107,11082,1388,15767,1765,16256,1006,9686,1097,6570,1108,70988,3366,50276,3251,26532,2742,23744,2456,20712,1106,11829,1181,8883,1147,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4680243,2323,1820532,19801,1030821,13078,999202,13108,771107,12191,228095,9870,31619,2858,22666,2306,8953,1375,789711,13612,769555,12589,631166,10976,138389,8004,20156,3156,13539,1812,6617,2557,1164350,16174,552439,11400,503686,11293,243910,8265,259776,9368,48753,3019,32112,2424,16641,2178,611911,11288,565888,11137,331593,8774,234295,8045,46023,2765,29966,2092,16057,1945,1695361,18190,686776,11288,366616,10293,130136,6285,236480,8604,320160,4152,206050,4532,114110,4208,1008585,12696,599736,11407,267753,7671,331983,10509,408849,4769,253009,5072,155840,5022,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2158237,3062,870498,11861,482761,7455,466013,7531,369697,7382,96316,5378,16748,2093,12698,1715,4050,1091,387737,8058,377682,7858,315339,8098,62343,4540,10055,1456,7548,1162,2507,657,520074,12293,235608,7425,211640,7272,98296,4882,113344,6514,23968,1929,16054,1645,7914,1279,284466,8210,259597,7981,146664,6906,112933,5742,24869,2213,16307,1630,8562,1491,767665,10663,317097,7037,178127,6537,60299,4348,117828,4758,138970,3166,88506,3194,50464,2894,450568,7353,260374,6895,104979,5236,155395,5071,190194,2923,116865,3359,73329,2979,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,27526878,5929,10770580,43939,6251507,29710,6049706,29634,4707574,27455,1342132,22073,201801,6280,152031,5122,49770,3423,4519073,31024,4398983,31684,3662510,31343,736473,16148,120090,4388,91006,4215,29084,2636,7405105,39423,3510361,25190,3265891,23937,1630440,20173,1635451,23204,244470,6276,155830,5333,88640,4283,3894744,32702,3673433,32453,2247922,22472,1425511,19926,221311,6600,146227,5365,75084,3762,9351193,42521,3641411,23539,2262371,22590,865753,14750,1396618,22244,1379040,9152,758453,9512,620587,8985,5709782,33361,3699523,32892,1692545,21490,2006978,26667,2010259,9942,1064514,11144,945745,11181,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3730665,3105,1654678,15385,951979,10096,923632,9468,772131,10989,151501,6465,28347,2261,21626,2141,6721,1216,702699,10511,686067,10578,593208,10801,92859,5750,16632,1564,12473,1424,4159,906,1085280,14189,504428,10121,464750,9611,255190,7915,209560,6992,39678,2341,26151,1909,13527,1575,580852,9047,544147,8624,368520,8139,175627,6952,36705,2518,25855,1909,10850,1558,990707,13370,375994,7861,204419,7132,90794,4577,113625,6567,171575,3072,119816,3493,51759,3357,614713,10524,371515,9488,211447,7361,160068,6492,243198,3252,166647,3987,76551,3580,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2704903,1035,1161537,12173,654384,9277,628633,9188,558449,8220,70184,5426,25751,2051,21563,2122,4188,1098,507153,7936,491178,7859,440525,8047,50653,3781,15975,1926,14102,1781,1873,569,756156,13082,329529,8201,295100,8044,185738,5744,109362,6386,34429,2093,27079,1969,7350,1165,426627,8797,393454,8365,286340,6322,107114,5475,33173,2570,23608,1891,9565,1682,787210,9097,304059,6796,156917,6215,69066,4303,87851,4819,147142,2541,101767,3253,45375,3211,483151,7155,254796,6878,146524,5046,108272,5214,228355,3380,154704,3640,73651,3358,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,679186,1049,288394,6908,151738,4494,146177,4521,126751,4245,19426,2407,5561,991,4759,983,802,372,136656,4896,132896,4686,116034,4634,16862,2568,3760,928,3428,900,332,223,168574,5369,76413,4026,69597,3994,41136,3077,28461,2939,6816,1016,5600,965,1216,420,92161,3777,84105,3630,57245,3094,26860,2599,8056,1029,6232,1029,1824,519,222218,5860,92571,3326,49476,3145,24796,2365,24680,2652,43095,1331,31472,1621,11623,1501,129647,4736,71518,4559,38559,3264,32959,3105,58129,1275,41028,1763,17101,1660,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,493292,614,226540,4901,113078,3546,109062,3458,95093,3506,13969,2468,4016,781,3292,660,724,378,113462,3838,109969,3825,99325,3684,10644,1760,3493,827,3374,815,119,124,113959,5005,52112,3306,47435,3205,29979,3100,17456,2249,4677,945,3609,857,1068,450,61847,3854,57211,3741,37892,3161,19319,2677,4636,984,3540,848,1096,507,152793,5529,61961,3232,43918,3246,20466,2614,23452,2756,18043,1060,12351,1337,5692,1014,90832,4046,58580,3829,30265,3362,28315,2949,32252,1452,21544,1626,10708,1459,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14543834,6379,5519810,29987,3001990,22674,2874251,21369,2141606,20913,732645,15515,127739,4513,86420,3110,41319,3182,2517820,20959,2440482,20830,1951060,21012,489422,12506,77338,3650,56792,3417,20546,2101,3404056,31513,1601980,20287,1419443,19610,634482,13330,784961,15234,182537,6383,112285,4670,70252,4420,1802076,21709,1643829,20323,922243,17216,721586,14983,158247,6087,97361,4998,60886,3589,5619968,28213,2335115,18650,1209492,16821,428835,11976,780657,15738,1125623,6876,686669,8595,438954,9312,3284853,24694,1747782,23163,776779,16188,971003,19221,1537071,7603,886741,9545,650330,9114,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
