GEO_ID,C14006_001E,C14006_001M,C14006_002E,C14006_002M,C14006_003E,C14006_003M,C14006_004E,C14006_004M,C14006_005E,C14006_005M,C14006_006E,C14006_006M,C14006_007E,C14006_007M,C14006_008E,C14006_008M,C14006_009E,C14006_009M,C14006_010E,C14006_010M,C14006_011E,C14006_011M,C14006_012E,C14006_012M,C14006_013E,C14006_013M,C14006_014E,C14006_014M,C14006_015E,C14006_015M,C14006_016E,C14006_016M,C14006_017E,C14006_017M,NAME,C14006_001MA,C14006_001EA,C14006_002EA,C14006_002MA,C14006_003MA,C14006_003EA,C14006_004EA,C14006_004MA,C14006_005MA,C14006_005EA,C14006_006MA,C14006_006EA,C14006_007MA,C14006_007EA,C14006_008MA,C14006_008EA,C14006_009EA,C14006_009MA,C14006_010EA,C14006_010MA,C14006_011MA,C14006_011EA,C14006_012MA,C14006_012EA,C14006_013EA,C14006_013MA,C14006_014MA,C14006_014EA,C14006_015EA,C14006_015MA,C14006_016EA,C14006_016MA,C14006_017MA,C14006_017EA,state
0400000US01,4486574,5893,830041,21170,306179,11472,39252,3985,71776,4591,64717,5215,54342,4201,76092,5079,523862,13763,3656533,20651,884361,12830,96553,4488,169417,5953,192720,7237,200351,5877,225320,7195,2772172,15397,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,665142,2172,62941,5805,21819,3676,2911,698,4487,1045,3575,908,4484,1021,6362,1965,41122,3634,602201,5943,165799,5652,17381,1994,34418,2451,35563,2854,38252,2310,40185,3419,436402,4900,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6007123,7108,1017203,30944,373628,15875,36588,3344,84405,6136,82309,5541,77206,5688,93120,7146,643575,20512,4989920,31566,1304434,18966,133850,6503,266315,9387,271598,8196,280432,7865,352239,10238,3685486,22697,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2726433,3350,496198,15305,185000,8759,27260,2781,41949,3516,40499,3485,31848,3237,43444,4147,311198,10286,2230235,15317,538417,11100,64961,4338,111012,4582,117933,5003,120324,4398,124187,5615,1691818,11078,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35148530,16420,5432646,68969,2154987,35302,220532,9131,444276,13813,416225,13221,488996,14337,584958,14316,3277659,40995,29715884,71939,8189828,48990,878558,15383,1549326,19311,1594304,20744,1788696,17508,2378944,27129,21526056,42987,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4735659,5830,616194,21417,233108,13156,24455,3266,47620,4461,38206,3726,39478,3896,83349,5910,383086,12761,4119465,21641,1075150,13409,130527,5826,233388,6476,222365,7428,224861,4787,264009,8119,3044315,16774,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3351753,4056,329943,14868,110746,8515,10566,1929,21819,3576,23010,2797,22959,2696,32392,4479,219197,10243,3021810,14685,779783,10879,90213,4106,158636,4551,164960,5035,183640,4363,182334,8046,2242027,11271,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,842556,1878,95853,7309,35762,3918,4478,1250,8213,1753,6897,1475,5965,1329,10209,2305,60091,5129,746703,7631,187250,5765,22749,2345,35950,2532,35735,2836,45081,2423,47735,3259,559453,4965,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,549919,1260,103606,7075,44605,4458,3125,961,7032,1460,7293,1382,8407,1570,18748,2551,59001,4079,446313,7025,89281,4946,12098,1757,14432,1841,12173,1595,17090,2030,33488,3109,357032,5609,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17820670,9496,2880411,39219,982067,22213,118302,7936,210458,8998,192367,8623,188381,8103,272559,9898,1898344,29228,14940259,40841,3491339,30848,383026,10134,654790,13010,710451,13613,742107,11563,1000965,19627,11448920,32616,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
