GEO_ID,C24070_001E,C24070_001M,C24070_002E,C24070_002M,C24070_003E,C24070_003M,C24070_004E,C24070_004M,C24070_005E,C24070_005M,C24070_006E,C24070_006M,C24070_007E,C24070_007M,C24070_008E,C24070_008M,C24070_009E,C24070_009M,C24070_010E,C24070_010M,C24070_011E,C24070_011M,C24070_012E,C24070_012M,C24070_013E,C24070_013M,C24070_014E,C24070_014M,C24070_015E,C24070_015M,C24070_016E,C24070_016M,C24070_017E,C24070_017M,C24070_018E,C24070_018M,C24070_019E,C24070_019M,C24070_020E,C24070_020M,C24070_021E,C24070_021M,C24070_022E,C24070_022M,C24070_023E,C24070_023M,C24070_024E,C24070_024M,C24070_025E,C24070_025M,C24070_026E,C24070_026M,C24070_027E,C24070_027M,C24070_028E,C24070_028M,C24070_029E,C24070_029M,C24070_030E,C24070_030M,C24070_031E,C24070_031M,C24070_032E,C24070_032M,C24070_033E,C24070_033M,C24070_034E,C24070_034M,C24070_035E,C24070_035M,C24070_036E,C24070_036M,C24070_037E,C24070_037M,C24070_038E,C24070_038M,C24070_039E,C24070_039M,C24070_040E,C24070_040M,C24070_041E,C24070_041M,C24070_042E,C24070_042M,C24070_043E,C24070_043M,C24070_044E,C24070_044M,C24070_045E,C24070_045M,C24070_046E,C24070_046M,C24070_047E,C24070_047M,C24070_048E,C24070_048M,C24070_049E,C24070_049M,C24070_050E,C24070_050M,C24070_051E,C24070_051M,C24070_052E,C24070_052M,C24070_053E,C24070_053M,C24070_054E,C24070_054M,C24070_055E,C24070_055M,C24070_056E,C24070_056M,C24070_057E,C24070_057M,C24070_058E,C24070_058M,C24070_059E,C24070_059M,C24070_060E,C24070_060M,C24070_061E,C24070_061M,C24070_062E,C24070_062M,C24070_063E,C24070_063M,C24070_064E,C24070_064M,C24070_065E,C24070_065M,C24070_066E,C24070_066M,C24070_067E,C24070_067M,C24070_068E,C24070_068M,C24070_069E,C24070_069M,C24070_070E,C24070_070M,C24070_071E,C24070_071M,C24070_072E,C24070_072M,C24070_073E,C24070_073M,C24070_074E,C24070_074M,C24070_075E,C24070_075M,C24070_076E,C24070_076M,C24070_077E,C24070_077M,C24070_078E,C24070_078M,C24070_079E,C24070_079M,C24070_080E,C24070_080M,C24070_081E,C24070_081M,C24070_082E,C24070_082M,C24070_083E,C24070_083M,C24070_084E,C24070_084M,NAME,C24070_001EA,C24070_001MA,C24070_002MA,C24070_002EA,C24070_003MA,C24070_003EA,C24070_004MA,C24070_004EA,C24070_005EA,C24070_005MA,C24070_006MA,C24070_006EA,C24070_007MA,C24070_007EA,C24070_008MA,C24070_008EA,C24070_009MA,C24070_009EA,C24070_010MA,C24070_010EA,C24070_011EA,C24070_011MA,C24070_012MA,C24070_012EA,C24070_013MA,C24070_013EA,C24070_014MA,C24070_014EA,C24070_015EA,C24070_015MA,C24070_016MA,C24070_016EA,C24070_017EA,C24070_017MA,C24070_018MA,C24070_018EA,C24070_019MA,C24070_019EA,C24070_020MA,C24070_020EA,C24070_021EA,C24070_021MA,C24070_022EA,C24070_022MA,C24070_023EA,C24070_023MA,C24070_024EA,C24070_024MA,C24070_025MA,C24070_025EA,C24070_026EA,C24070_026MA,C24070_027EA,C24070_027MA,C24070_028MA,C24070_028EA,C24070_029EA,C24070_029MA,C24070_030MA,C24070_030EA,C24070_031MA,C24070_031EA,C24070_032EA,C24070_032MA,C24070_033MA,C24070_033EA,C24070_034EA,C24070_034MA,C24070_035MA,C24070_035EA,C24070_036MA,C24070_036EA,C24070_037MA,C24070_037EA,C24070_038EA,C24070_038MA,C24070_039MA,C24070_039EA,C24070_040MA,C24070_040EA,C24070_041MA,C24070_041EA,C24070_042MA,C24070_042EA,C24070_043EA,C24070_043MA,C24070_044EA,C24070_044MA,C24070_045MA,C24070_045EA,C24070_046EA,C24070_046MA,C24070_047MA,C24070_047EA,C24070_048MA,C24070_048EA,C24070_049EA,C24070_049MA,C24070_050EA,C24070_050MA,C24070_051MA,C24070_051EA,C24070_052EA,C24070_052MA,C24070_053MA,C24070_053EA,C24070_054EA,C24070_054MA,C24070_055EA,C24070_055MA,C24070_056EA,C24070_056MA,C24070_057EA,C24070_057MA,C24070_058MA,C24070_058EA,C24070_059MA,C24070_059EA,C24070_060MA,C24070_060EA,C24070_061EA,C24070_061MA,C24070_062MA,C24070_062EA,C24070_063MA,C24070_063EA,C24070_064MA,C24070_064EA,C24070_065EA,C24070_065MA,C24070_066MA,C24070_066EA,C24070_067MA,C24070_067EA,C24070_068MA,C24070_068EA,C24070_069MA,C24070_069EA,C24070_070MA,C24070_070EA,C24070_071EA,C24070_071MA,C24070_072EA,C24070_072MA,C24070_073EA,C24070_073MA,C24070_074EA,C24070_074MA,C24070_075MA,C24070_075EA,C24070_076EA,C24070_076MA,C24070_077EA,C24070_077MA,C24070_078EA,C24070_078MA,C24070_079EA,C24070_079MA,C24070_080MA,C24070_080EA,C24070_081EA,C24070_081MA,C24070_082EA,C24070_082MA,C24070_083EA,C24070_083MA,C24070_084MA,C24070_084EA,state
0400000US01,1978825,16252,38237,4205,139886,6562,270156,8630,55155,4074,242965,8499,98189,5673,33680,2856,113437,5710,180415,8251,423565,10586,165400,7508,101656,5074,116084,5304,1339956,14087,26919,3482,95317,6159,257771,8678,50453,3778,219696,7980,69156,4584,28830,2730,91287,5246,133607,6309,178446,7723,146283,7365,42191,3964,0,273,60295,4255,1892,640,9539,1336,4047,1209,2535,746,8500,1569,2239,674,414,309,4773,1084,13292,1941,5638,981,3782,1009,3644,1304,0,273,129226,5602,354,365,1390,612,2251,660,555,315,2625,841,2403,625,920,471,5474,1212,4636,982,71314,4258,3858,962,33446,2380,0,273,336749,10184,982,544,10189,1599,2780,791,263,286,2800,915,20658,2308,2606,801,3997,1240,8330,1645,160557,7514,6785,1433,718,424,116084,5304,112599,5577,8090,1719,23451,2549,3307,1346,1349,530,9344,1410,3733,921,910,532,7906,1432,20550,2553,7610,1554,4692,1323,21657,2352,0,273,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,337683,5648,17519,2359,24162,3019,15169,2333,7105,2338,36856,3141,25614,2843,6404,1393,12977,2220,24732,2439,78618,4026,30483,2905,13104,2107,44940,3588,180874,5929,13852,2209,16040,2288,13630,2142,6264,2368,32556,3268,16783,2145,5199,1330,8579,1936,16684,1921,22429,2542,24444,2746,4414,1244,0,246,10582,1918,389,331,2424,917,355,280,201,185,1245,552,606,436,0,246,1487,908,1248,531,1434,626,615,296,578,349,0,246,32830,2929,443,217,191,161,111,124,309,233,582,346,1317,460,347,216,1323,534,1252,533,20474,2251,1735,506,4746,1121,0,246,92059,4521,1250,589,2329,782,149,163,141,257,791,608,5998,1441,759,430,427,256,1400,441,31589,2429,1931,584,355,204,44940,3588,21338,2110,1585,507,3178,1014,924,413,190,190,1682,540,910,376,99,153,1161,532,4148,1000,2692,788,1758,596,3011,967,0,246,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2655557,20625,33673,3753,175211,7871,193505,8728,64963,4096,336160,10551,131262,7016,51076,3986,198210,8567,302595,10243,601316,12298,285941,11938,125035,6331,156610,6683,1799852,20764,28008,3089,131199,7150,182040,8725,57327,3827,303568,10255,94042,5528,43632,3955,165056,7856,222709,8708,266490,7712,246228,11874,59553,4799,0,305,98279,5801,1059,554,14441,2237,4350,1031,3315,1063,7916,1631,2488,817,1163,477,11457,1981,25080,2648,10466,1862,6841,1439,9703,1769,0,305,174434,7127,216,182,1754,682,1963,707,884,523,6402,1471,3178,1053,1336,592,5882,1351,7607,2058,106244,5424,8013,1438,30955,3745,0,305,419515,9821,2743,1435,5560,1255,517,355,95,106,2453,819,24201,2732,3742,940,2250,753,8076,1585,200508,7322,12200,2340,560,350,156610,6683,163477,7953,1647,517,22257,2899,4635,1740,3342,1283,15821,2806,7353,1656,1203,466,13565,2078,39123,3318,17608,2237,12659,1875,24264,3083,0,305,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1245328,11343,46213,4100,80948,5430,172902,6952,30850,3152,165226,7168,68539,4124,20269,2278,54241,3449,84220,5475,295592,7830,101430,5982,61268,3956,63630,3726,817894,12184,30100,3141,49057,3851,167344,6891,26787,3059,151039,6941,46490,3376,18734,2112,41916,3165,60701,4596,114343,5049,88081,5806,23302,2560,0,273,40496,3072,3250,811,7490,1378,1294,465,1275,512,5280,1057,2216,893,131,160,3536,906,4895,1087,5998,1489,2354,849,2777,840,0,273,87148,4546,38,67,716,390,1548,767,586,367,2328,811,2321,782,177,146,1593,553,2106,734,50491,3841,3518,890,21726,2309,0,273,217631,7156,1026,490,5653,1061,1302,609,406,367,845,463,13619,1866,953,516,1534,536,3806,1250,120476,5451,3966,1054,415,282,63630,3726,82159,4742,11799,2048,18032,2455,1414,466,1796,854,5734,1507,3893,997,274,246,5662,1217,12712,1727,4284,972,3511,1061,13048,1536,0,273,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16243172,45906,382329,15157,962730,20178,1622500,22797,531266,15989,1817972,24195,753237,14580,455625,12440,1044890,18232,2022483,25827,3408105,30995,1558901,26557,870073,18874,813061,16956,10799410,46244,334559,14761,661535,17065,1517382,21235,460263,14127,1622767,23150,512800,12655,385200,11234,803106,16980,1450195,21766,1333329,19475,1305035,25276,413239,13017,0,294,554545,13342,9325,1573,63475,4867,34749,3604,29872,3269,53614,4069,18646,2236,16066,2342,62014,4534,126611,5922,63296,3800,42759,4117,34118,3869,0,294,1081058,18434,6752,1408,12401,2006,23137,2627,7781,1782,27746,2916,14635,1933,9600,1575,40935,3106,57263,4088,630038,15603,52078,4358,198692,8012,0,294,2417422,29436,8768,1641,37360,3436,7748,1603,2214,916,9621,1533,163250,7589,19999,2247,27260,2220,52652,4113,1215729,19389,54042,4179,5718,1269,813061,16956,1390737,23768,22925,2566,187959,7888,39484,3160,31136,3124,104224,6088,43906,3596,24760,2953,111575,5718,335762,12374,165713,6909,104987,6352,218306,8224,0,294,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2446674,15959,53908,4431,185523,8203,181103,7407,64802,4097,278935,9917,109478,5919,73306,4414,175310,6311,319360,7755,498607,11862,260676,9989,122114,5985,123552,6210,1592965,14237,39288,3572,121548,6529,167484,7340,57826,3450,247396,9024,70572,5105,62458,4045,133789,5867,232291,6385,190581,8126,219149,8924,50583,3620,0,279,126017,6029,3187,1074,21278,2236,5034,1291,3796,941,12350,1782,4486,1517,1995,804,13870,1801,30486,2382,11527,1808,8268,1561,9740,1839,0,279,182333,6899,908,503,3030,1164,2312,888,840,547,4079,1089,3132,754,2288,841,6612,1289,9753,1535,104249,5052,9580,1655,35550,3408,0,279,365394,10041,2684,879,8383,1582,2214,784,299,234,1442,590,25831,2499,4260,965,3487,852,7822,1412,172670,6650,12359,2048,391,252,123552,6210,179965,6772,7841,1138,31284,3045,4059,1049,2041,647,13668,2126,5457,1366,2305,963,17552,1623,39008,3340,19580,2245,11320,1956,25850,3201,0,279,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1736446,9985,7443,1441,95217,6263,188493,6681,43580,3381,187540,7674,64696,3955,43094,3332,156695,5667,193794,7231,454976,9939,150893,8864,82017,5083,68008,4330,1145715,12746,4555,1203,52251,4232,178264,6464,38520,3482,170610,7097,45164,3391,35883,2858,136197,5043,141586,6345,181013,6042,119532,7499,42140,3356,0,281,60793,3460,839,409,10930,2032,3460,879,3063,841,6343,1142,1641,516,1171,450,5224,1080,13160,1716,7078,1242,4412,1064,3472,878,0,281,171390,7091,361,317,1339,717,3207,1085,647,401,3794,1244,1588,645,2137,666,4532,937,5148,1138,118662,5959,8394,1318,21581,2360,0,281,240748,7161,52,88,4998,1259,801,412,198,191,580,356,14698,1898,2130,606,2895,924,3985,1063,134148,6159,7782,2033,473,346,68008,4330,117800,6062,1636,774,25699,3243,2761,791,1152,542,6213,1382,1605,515,1773,668,7847,1245,29915,2790,14075,1944,10773,2128,14351,2253,0,281,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,411120,6925,4717,1147,28511,2796,37031,3546,8912,1486,49424,3237,18639,2629,6709,1292,46429,3266,35889,2507,97105,5209,35646,3119,17425,2192,24683,2613,281473,6889,2865,890,20578,2826,35060,3413,7958,1412,44702,3178,11974,1958,5483,1202,42030,3293,28293,2492,42085,3440,31316,2940,9129,1479,0,265,14215,2046,258,223,3694,1006,563,347,523,382,1579,530,709,427,279,373,734,546,2404,804,1795,525,902,502,775,383,0,265,37336,3145,403,374,321,247,789,446,307,276,1221,742,632,478,362,271,2241,826,1130,427,23246,2407,1803,561,4881,1045,0,265,61526,3812,0,265,909,440,329,198,0,265,0,265,4494,1221,515,301,498,322,1003,605,27921,2809,1032,573,142,142,24683,2613,16570,2111,1191,638,3009,1014,290,218,124,135,1922,740,830,520,70,89,926,437,3059,692,2058,629,593,388,2498,824,0,265,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,299127,4978,174,138,8866,1554,3113,854,2717,1030,15923,2509,11159,1868,11748,1920,15640,1981,66452,3434,55973,3267,26169,2958,26834,2632,54359,3915,141855,4910,127,147,6203,1281,2091,731,2397,907,14539,2611,6391,1313,7839,1625,10484,1792,47621,3094,21180,2325,19050,2699,3933,1113,0,292,6211,1339,47,79,328,276,0,292,114,141,227,219,138,128,172,206,373,394,3039,950,359,209,1232,651,182,177,0,292,54230,3521,0,292,305,282,262,317,47,76,819,460,558,538,2212,801,1909,753,6112,1258,18897,2021,1794,638,21315,2432,0,292,82584,4506,0,292,786,538,546,325,0,292,54,88,2974,899,1230,439,1698,727,3407,1046,14416,1833,3114,896,0,292,54359,3915,14247,1559,0,292,1244,631,214,154,159,192,284,252,1098,590,295,241,1176,477,6273,1226,1121,401,979,483,1404,539,0,292,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7974945,26843,98374,9188,523252,14404,436096,12686,233815,9444,1078715,20381,409105,12035,159668,7141,610230,13428,965113,18160,1703492,21440,919010,19309,439963,13245,398112,11999,5439664,32336,78424,8849,350001,11607,397086,11544,199851,9039,973797,19129,273321,10047,138348,6769,481010,12421,704299,15346,823998,16038,815312,17811,204217,9590,0,310,471729,11669,5298,1378,82223,5745,21293,3050,21491,2532,47812,4224,20839,2469,5473,1280,47988,4128,110551,4501,42984,3990,30035,3519,35742,3710,0,310,504840,13155,877,545,5411,1473,4153,966,1884,704,16847,2555,5713,1274,2493,798,24912,2607,17556,2263,300731,9060,20106,2437,104157,5935,0,310,1073104,16355,1596,563,16047,2223,5198,1101,671,372,6633,1781,88665,5226,7854,1569,9299,1633,23273,2707,490874,11729,22274,2717,2608,799,398112,11999,485608,13561,12179,2238,69570,5329,8366,1621,9918,2347,33626,3615,20567,2791,5500,1389,47021,3778,109434,6610,44905,4094,31283,3372,93239,6663,0,310,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
