GEO_ID,C24010G_001E,C24010G_001M,C24010G_002E,C24010G_002M,C24010G_003E,C24010G_003M,C24010G_004E,C24010G_004M,C24010G_005E,C24010G_005M,C24010G_006E,C24010G_006M,C24010G_007E,C24010G_007M,C24010G_008E,C24010G_008M,C24010G_009E,C24010G_009M,C24010G_010E,C24010G_010M,C24010G_011E,C24010G_011M,C24010G_012E,C24010G_012M,C24010G_013E,C24010G_013M,NAME,C24010G_001MA,C24010G_001EA,C24010G_002EA,C24010G_002MA,C24010G_003EA,C24010G_003MA,C24010G_004EA,C24010G_004MA,C24010G_005MA,C24010G_005EA,C24010G_006MA,C24010G_006EA,C24010G_007EA,C24010G_007MA,C24010G_008EA,C24010G_008MA,C24010G_009EA,C24010G_009MA,C24010G_010MA,C24010G_010EA,C24010G_011MA,C24010G_011EA,C24010G_012MA,C24010G_012EA,C24010G_013EA,C24010G_013MA,state
0400000US01,17055,2113,9735,1728,1988,735,1805,680,2192,802,1704,696,2046,708,7320,1338,2771,860,1144,527,2773,704,36,64,596,313,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,16329,2226,7802,1259,1988,636,2034,706,1358,628,1560,622,862,332,8527,1611,2839,869,2480,955,3148,956,0,246,60,76,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,48565,3948,24815,2804,8561,1605,3978,1117,5384,1322,4196,1438,2696,868,23750,2451,9760,1663,4340,1105,8606,1409,152,194,892,433,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,14284,1871,7062,1503,1818,887,454,287,1295,619,1936,767,1559,607,7222,1161,2127,741,1978,701,2437,832,57,95,623,358,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,512831,13706,258511,7802,86627,4474,42628,3718,52714,4715,35843,3421,40699,3550,254320,9688,99028,5460,53063,3529,89519,5439,1880,602,10830,1695,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,55082,3980,27667,2678,8785,1546,4684,1152,6635,1573,3545,971,4018,1028,27415,2605,9311,1584,7404,1373,9497,1645,55,91,1148,588,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,28539,3051,11819,2010,4106,1081,2507,807,2062,646,1263,624,1881,815,16720,2321,5888,1507,4357,1255,5101,1008,458,357,916,385,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,6079,1298,2912,831,968,497,673,441,280,207,519,339,472,257,3167,857,1616,695,530,382,718,444,0,265,303,249,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,132336,7489,64572,5147,17523,2454,11887,1871,14968,2519,9512,1622,10682,2069,67764,4832,21944,2416,18319,2322,24495,3096,551,395,2455,820,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,46478,4004,22029,2591,7987,1642,2899,768,3900,1008,3468,1003,3775,924,24449,2564,10150,1530,4907,1068,7957,1435,257,238,1178,626,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,125813,6219,63484,3603,14729,1624,15913,1777,9676,1376,14177,1857,8989,1331,62329,4058,18571,2124,13795,2274,27277,2657,530,361,2156,699,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,10289,1667,5186,1221,1523,661,1685,641,327,187,867,380,784,465,5103,1138,1489,612,1462,567,1906,807,81,117,165,193,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,70673,5759,37367,4142,12070,1877,7735,1975,8257,1452,2756,840,6549,1392,33306,2963,13653,2042,7791,1517,9873,1653,187,233,1802,710,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,34206,3597,17661,2342,5223,1288,4390,1372,2221,840,2161,801,3666,947,16545,2436,4496,1173,5647,1261,5161,1353,0,267,1241,610,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,16289,2173,9319,1897,1081,515,1297,516,1859,801,1855,927,3227,1102,6970,1188,1816,652,2267,684,1929,657,41,71,917,535,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,26213,2666,13300,1914,2912,821,3231,839,2355,874,2331,654,2471,880,12913,1891,2509,735,4712,1124,4943,1268,31,52,718,414,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,16553,2347,8264,1636,1638,813,1922,795,1980,851,997,476,1727,669,8289,1615,1831,731,2568,861,3230,1045,0,271,660,436,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,22375,2289,12367,1886,3560,877,2677,1119,1619,649,2573,907,1938,695,10008,1248,3571,901,2686,949,3212,824,113,116,426,303,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,6319,1183,3207,819,830,467,657,417,680,396,545,252,495,285,3112,748,1467,568,723,344,654,276,0,230,268,217,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,54948,4585,27529,3079,8994,1853,5363,1277,6059,1085,4370,1119,2743,972,27419,2752,12310,2023,5123,1302,8529,1404,408,468,1049,585,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,70997,6715,37820,4560,9638,1640,9169,2136,5647,1437,7277,2246,6089,1443,33177,3590,11255,1840,11145,2267,8881,1789,406,380,1490,648,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,60889,3645,30899,2344,8810,1343,7038,1489,5095,944,4256,1179,5700,1127,29990,2752,9518,1229,8593,1524,9364,1472,126,155,2389,760,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,36510,3159,16868,2278,5555,1141,2890,850,2981,884,1675,654,3767,1026,19642,1945,6226,1222,4757,903,6568,1188,502,332,1589,613,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,6952,1563,3552,973,572,360,591,419,566,390,984,567,839,429,3400,987,1816,813,629,430,868,485,0,287,87,95,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,40730,3834,22290,2651,4361,1072,6050,1750,4811,1349,2306,798,4762,957,18440,2212,5859,1107,5807,1351,5258,1267,262,349,1254,423,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,7260,1176,3718,937,1573,590,253,224,564,360,731,426,597,517,3542,743,1347,475,1488,557,636,329,0,237,71,102,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,13216,1818,6734,1212,1852,544,1383,608,922,488,868,434,1709,723,6482,1199,1876,575,2249,876,2074,682,22,34,261,221,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,34695,3364,18606,2511,4700,1322,5164,1509,4126,1314,2074,837,2542,1033,16089,1915,5105,1316,4127,1098,6444,1341,0,309,413,271,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,6800,1260,2730,738,605,311,807,391,472,300,410,216,436,334,4070,992,2068,812,553,450,1071,559,0,257,378,307,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,86108,5787,45906,3861,11912,1670,7833,1810,7907,1418,9074,2114,9180,1786,40202,3313,13965,1751,9645,1984,13919,1688,367,397,2306,923,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,18718,2589,9859,1535,2603,717,1938,818,1957,784,1908,630,1453,707,8859,1930,3844,1003,2498,1112,2345,779,0,285,172,150,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,174342,7540,87534,6131,25185,2708,20253,3185,17697,2297,10670,2006,13729,1955,86808,4406,31852,2990,24355,2595,25525,2936,426,324,4650,1300,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,61219,4623,32035,3405,7044,1460,6357,1853,6746,1675,6571,1765,5317,1109,29184,2844,10080,1566,6447,1433,10545,1678,235,232,1877,686,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,3775,915,1543,546,262,216,378,205,347,223,223,143,333,315,2232,714,395,274,1313,551,524,295,0,211,0,211,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,60072,3877,29536,2945,7831,1535,5474,1152,6445,1283,3542,833,6244,1390,30536,2644,9405,1356,8427,1798,10679,1477,93,114,1932,728,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,100007,4459,53501,3098,13397,1663,8307,1468,7549,1257,13766,2211,10482,1392,46506,2875,15277,1758,12807,1725,16281,1674,658,433,1483,544,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,40486,3579,18472,1965,6625,1419,2577,777,3032,938,3065,906,3173,1024,22014,2496,6956,1394,7401,1491,5942,1230,417,360,1298,530,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,64840,5157,34365,3629,9032,1660,7858,1766,6616,1447,3516,1288,7343,1289,30475,2648,11348,1894,8643,1900,8254,1388,291,223,1939,665,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,8244,1852,4093,1281,1099,555,1245,813,915,459,349,275,485,341,4151,1192,1840,808,1487,700,611,339,0,291,213,202,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,24651,3230,11937,1859,2342,802,2664,1038,2785,862,1754,783,2392,815,12714,2047,4849,1149,3240,1011,3680,1050,246,262,699,465,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,4207,1037,2148,774,534,359,1028,485,164,168,294,235,128,156,2059,734,519,392,522,342,450,274,0,223,568,499,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,25775,2957,14776,2244,3906,1165,2380,819,1968,601,3806,1274,2716,918,10999,1566,3708,849,2565,777,3533,1042,278,314,915,484,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,178946,7424,89818,5175,27238,2666,12182,1821,18433,2402,15946,1829,16019,2113,89128,4963,31896,2953,17689,2306,33412,3210,1369,597,4762,1146,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
