GEO_ID,B18101D_001E,B18101D_001M,B18101D_002E,B18101D_002M,B18101D_003E,B18101D_003M,B18101D_004E,B18101D_004M,B18101D_005E,B18101D_005M,B18101D_006E,B18101D_006M,B18101D_007E,B18101D_007M,B18101D_008E,B18101D_008M,B18101D_009E,B18101D_009M,B18101D_010E,B18101D_010M,NAME,B18101D_001MA,B18101D_001EA,B18101D_002EA,B18101D_002MA,B18101D_003MA,B18101D_003EA,B18101D_004EA,B18101D_004MA,B18101D_005EA,B18101D_005MA,B18101D_006EA,B18101D_006MA,B18101D_007EA,B18101D_007MA,B18101D_008EA,B18101D_008MA,B18101D_009EA,B18101D_009MA,B18101D_010EA,B18101D_010MA,state
0400000US01,52418,2761,12995,1655,96,91,12899,1639,36120,1924,2115,688,34005,2054,3303,733,1365,585,1938,629,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,38701,3282,10311,1816,232,222,10079,1788,25458,1769,2025,741,23433,1976,2932,814,1497,557,1435,590,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,172127,5003,36170,3515,652,379,35518,3500,121145,3359,4288,1163,116857,3266,14812,1046,4146,955,10666,1122,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,33163,2157,8205,1301,720,572,7485,1247,23647,1700,906,377,22741,1717,1311,765,202,217,1109,767,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4874265,15577,1008744,10440,16675,2097,992069,10421,3302589,8923,139452,6011,3163137,10074,562932,3552,194795,5395,368137,5763,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,132764,4159,30617,2435,841,475,29776,2368,92107,2946,4123,1239,87984,2931,10040,1124,2282,661,7758,1068,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,133737,2649,33456,1560,774,433,32682,1577,92471,1688,4178,1228,88293,1975,7810,858,2468,787,5342,925,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,27449,1333,6063,709,44,74,6019,707,19143,961,487,294,18656,953,2243,359,660,368,1583,428,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,21271,962,1816,375,92,163,1724,424,18146,880,498,458,17648,1017,1309,458,290,208,1019,449,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,450561,7364,96718,4171,2315,694,94403,4093,311968,4913,12666,1797,299302,4884,41875,1917,12021,1630,29854,2346,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,314332,5142,78222,2768,1000,461,77222,2764,216323,3048,7633,1555,208690,3420,19787,1650,5755,1405,14032,1541,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,524347,9531,80701,4743,1761,558,78940,4695,331143,6272,20155,2686,310988,6351,112503,2000,36511,2315,75992,2692,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,18605,2026,5258,1336,179,178,5079,1319,11621,1092,471,375,11150,1089,1726,627,493,311,1233,549,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,588717,6254,128530,3725,2275,875,126255,3598,407503,4076,13898,2117,393605,3833,52684,1300,15245,1751,37439,1964,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,102503,3281,25139,2067,319,271,24820,2053,72826,2218,1318,558,71508,2283,4538,821,1420,603,3118,749,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,51525,2044,13686,1002,308,161,13378,992,35924,1543,922,508,35002,1631,1915,529,779,319,1136,425,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,70649,2332,20092,1456,476,363,19616,1451,46968,1995,1245,548,45723,1901,3589,862,1243,494,2346,705,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,47015,3188,12601,1824,434,298,12167,1772,31721,2057,1091,633,30630,2006,2693,608,1167,511,1526,668,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,71023,3167,15738,1707,283,272,15455,1686,50149,2825,2426,867,47723,2845,5136,1087,1670,651,3466,915,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13645,1214,3373,743,0,230,3373,743,9747,860,726,561,9021,1045,525,313,179,173,346,252,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,318116,4405,72143,2625,1497,485,70646,2552,216276,2888,6333,1420,209943,3199,29697,1229,6920,1174,22777,1480,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,352406,4808,79618,2519,927,423,78691,2548,248147,3499,7125,1415,241022,3676,24641,1113,7737,1103,16904,1389,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,240676,4235,64728,2460,2013,760,62715,2671,159525,3000,5604,1033,153921,2882,16423,1218,5017,882,11406,1142,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,209178,3931,66186,2650,1603,572,64583,2725,131777,2530,7379,1098,124398,2866,11215,1157,4373,902,6842,987,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,25777,2866,5959,1352,0,287,5959,1352,18319,2045,1061,600,17258,2030,1499,685,339,345,1160,576,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,92822,3642,20536,1864,486,377,20050,1760,66093,2819,2160,728,63933,2955,6193,903,1247,551,4946,888,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,5183,893,788,346,15,30,773,340,3690,795,354,394,3336,782,705,361,60,101,645,317,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,29068,2341,7909,1144,27,48,7882,1156,19805,1674,765,512,19040,1768,1354,584,692,390,662,364,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,196908,4927,39132,2898,617,347,38515,2847,135094,2992,6069,1238,129025,3159,22682,632,7055,1077,15627,1014,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,28068,1539,8177,872,91,147,8086,880,18770,1015,1295,638,17475,946,1121,371,294,221,827,348,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,723202,5897,173607,3226,3149,894,170458,3167,493671,3641,14242,1808,479429,4077,55924,1152,14158,1714,41766,1946,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,25164,2166,5327,1099,247,288,5080,1058,17487,1563,818,398,16669,1478,2350,630,864,365,1486,560,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1429313,9860,289511,4732,5218,1124,284293,4833,1010985,7076,37159,3165,973826,7468,128817,1434,36211,2380,92606,2472,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
