GEO_ID,B17006_001E,B17006_001M,B17006_002E,B17006_002M,B17006_003E,B17006_003M,B17006_004E,B17006_004M,B17006_005E,B17006_005M,B17006_006E,B17006_006M,B17006_007E,B17006_007M,B17006_008E,B17006_008M,B17006_009E,B17006_009M,B17006_010E,B17006_010M,B17006_011E,B17006_011M,B17006_012E,B17006_012M,B17006_013E,B17006_013M,B17006_014E,B17006_014M,B17006_015E,B17006_015M,B17006_016E,B17006_016M,B17006_017E,B17006_017M,B17006_018E,B17006_018M,B17006_019E,B17006_019M,B17006_020E,B17006_020M,B17006_021E,B17006_021M,B17006_022E,B17006_022M,B17006_023E,B17006_023M,B17006_024E,B17006_024M,B17006_025E,B17006_025M,B17006_026E,B17006_026M,B17006_027E,B17006_027M,B17006_028E,B17006_028M,B17006_029E,B17006_029M,NAME,B17006_001EA,B17006_001MA,B17006_002MA,B17006_002EA,B17006_003EA,B17006_003MA,B17006_004MA,B17006_004EA,B17006_005EA,B17006_005MA,B17006_006MA,B17006_006EA,B17006_007MA,B17006_007EA,B17006_008EA,B17006_008MA,B17006_009MA,B17006_009EA,B17006_010EA,B17006_010MA,B17006_011EA,B17006_011MA,B17006_012MA,B17006_012EA,B17006_013EA,B17006_013MA,B17006_014EA,B17006_014MA,B17006_015MA,B17006_015EA,B17006_016MA,B17006_016EA,B17006_017MA,B17006_017EA,B17006_018MA,B17006_018EA,B17006_019EA,B17006_019MA,B17006_020MA,B17006_020EA,B17006_021EA,B17006_021MA,B17006_022EA,B17006_022MA,B17006_023EA,B17006_023MA,B17006_024EA,B17006_024MA,B17006_025MA,B17006_025EA,B17006_026EA,B17006_026MA,B17006_027MA,B17006_027EA,B17006_028MA,B17006_028EA,B17006_029EA,B17006_029MA,state
0400000US01,1116622,3967,306856,11820,81674,7926,25182,3210,4887,1254,51605,5654,225182,11770,22069,4680,7973,2126,2117,926,11979,2998,203113,10411,63190,4818,12268,2058,127655,7394,809766,11971,604206,11666,160686,5674,31265,2429,412255,8715,205560,10708,50563,5094,13316,2105,2211,1035,35036,3871,154997,9792,33455,3637,5412,1355,116130,8134,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,183018,1823,22786,2843,6735,1679,2708,1101,605,246,3422,962,16051,2465,2849,938,911,325,186,108,1752,743,13202,2497,6250,1320,588,310,6364,1835,160232,3443,121698,5204,34989,2209,6870,1314,79839,3973,38534,3797,12644,2380,2937,963,901,521,8806,1775,25890,3262,4751,1203,1504,743,19635,2648,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1597013,4484,384050,17889,158137,11131,51367,4845,9968,1829,96802,8805,225913,13505,38930,6147,13871,3512,2747,1110,22312,3869,186983,12752,59761,6126,10742,1717,116480,9329,1212963,18790,875010,20027,243694,8745,48534,3627,582782,14752,337953,14331,106297,10692,30310,5127,5495,1608,70492,7667,231656,11591,50386,4288,13042,2010,168228,10026,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,694804,3537,188742,9333,56732,6100,19169,2608,3838,1278,33725,4636,132010,7993,16356,3786,6471,2008,1374,661,8511,1986,115654,7334,36719,3277,8502,1577,70433,5107,506062,9284,379787,8295,98589,4232,21885,2258,259313,6533,126275,7045,32082,3381,8824,1785,2835,1013,20423,2266,94193,6659,20959,3138,4899,1363,68335,5077,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9111552,10767,1970429,38203,847777,23778,237506,8459,49908,3250,560363,18657,1122652,30686,215720,14929,73726,6093,13547,2554,128447,10157,906932,25409,276482,10068,53915,4438,576535,19634,7141123,39708,5384272,42830,1456780,14716,305413,8264,3622079,32732,1756851,33180,546404,16380,165956,7333,27659,2924,352789,12482,1210447,29577,271092,9559,59799,4650,879556,23274,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1207888,3702,205700,11545,74006,7512,29752,3516,5439,1285,38815,4755,131694,9171,22176,4730,6939,2006,1401,692,13836,3337,109518,7821,36255,2996,5496,1469,67767,6115,1002188,11762,781280,10908,219467,4880,45512,3099,516301,9503,220908,9707,69417,6358,15716,2907,4183,981,49518,4581,151491,8894,30194,3069,7724,1562,113573,6910,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,804089,2527,101791,7725,23866,4219,7471,1457,1317,598,15078,3315,77925,7198,7406,2306,2412,977,194,237,4800,1735,70519,6918,22831,2816,3737,1191,43951,4837,702298,7588,528387,9861,130645,3674,28732,2387,369010,8355,173911,8121,39500,4736,9436,1893,2220,977,27844,3529,134411,8458,25873,2947,4699,1230,103839,7178,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,201920,1496,36029,4390,10357,3202,3478,1479,624,351,6255,2134,25672,4123,4977,1927,2617,1356,262,314,2098,1042,20695,3657,6047,1699,1579,676,13069,2740,165891,4225,120534,4586,31826,2095,5979,1173,82729,3742,45357,4542,9921,2285,2797,1070,147,210,6977,1764,35436,4499,7711,1845,2177,807,25548,3457,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,100061,733,30263,3864,2469,1306,718,463,191,245,1560,954,27794,3701,2444,1604,54,89,213,258,2177,1513,25350,3889,7981,1682,1123,564,16246,3037,69798,3717,38740,3354,15853,1638,2581,692,20306,2617,31058,3354,5831,1858,1421,724,381,329,4029,1424,25227,3476,6564,1795,506,339,18157,2617,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3917931,7839,907507,22633,291988,15991,88629,6345,17333,2740,186026,12398,615519,21700,85360,10443,30616,4698,4602,1307,50142,6954,530159,19754,163697,9080,31272,4139,335190,14063,3010424,22452,2146858,23935,571317,11376,119268,5123,1456273,17607,863566,20570,211342,11397,63110,5735,10717,2022,137515,8583,652224,17258,135374,7371,32911,3439,483939,13826,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
