GEO_ID,B01001A_001E,B01001A_001M,B01001A_002E,B01001A_002M,B01001A_003E,B01001A_003M,B01001A_004E,B01001A_004M,B01001A_005E,B01001A_005M,B01001A_006E,B01001A_006M,B01001A_007E,B01001A_007M,B01001A_008E,B01001A_008M,B01001A_009E,B01001A_009M,B01001A_010E,B01001A_010M,B01001A_011E,B01001A_011M,B01001A_012E,B01001A_012M,B01001A_013E,B01001A_013M,B01001A_014E,B01001A_014M,B01001A_015E,B01001A_015M,B01001A_016E,B01001A_016M,B01001A_017E,B01001A_017M,B01001A_018E,B01001A_018M,B01001A_019E,B01001A_019M,B01001A_020E,B01001A_020M,B01001A_021E,B01001A_021M,B01001A_022E,B01001A_022M,B01001A_023E,B01001A_023M,B01001A_024E,B01001A_024M,B01001A_025E,B01001A_025M,B01001A_026E,B01001A_026M,B01001A_027E,B01001A_027M,B01001A_028E,B01001A_028M,B01001A_029E,B01001A_029M,B01001A_030E,B01001A_030M,B01001A_031E,B01001A_031M,NAME,B01001A_001EA,B01001A_001MA,B01001A_002EA,B01001A_002MA,B01001A_003MA,B01001A_003EA,B01001A_004EA,B01001A_004MA,B01001A_005MA,B01001A_005EA,B01001A_006MA,B01001A_006EA,B01001A_007MA,B01001A_007EA,B01001A_008EA,B01001A_008MA,B01001A_009EA,B01001A_009MA,B01001A_010EA,B01001A_010MA,B01001A_011EA,B01001A_011MA,B01001A_012MA,B01001A_012EA,B01001A_013MA,B01001A_013EA,B01001A_014EA,B01001A_014MA,B01001A_015EA,B01001A_015MA,B01001A_016EA,B01001A_016MA,B01001A_017MA,B01001A_017EA,B01001A_018EA,B01001A_018MA,B01001A_019EA,B01001A_019MA,B01001A_020EA,B01001A_020MA,B01001A_021MA,B01001A_021EA,B01001A_022MA,B01001A_022EA,B01001A_023MA,B01001A_023EA,B01001A_024MA,B01001A_024EA,B01001A_025EA,B01001A_025MA,B01001A_026MA,B01001A_026EA,B01001A_027MA,B01001A_027EA,B01001A_028MA,B01001A_028EA,B01001A_029MA,B01001A_029EA,B01001A_030EA,B01001A_030MA,B01001A_031EA,B01001A_031MA,state
0400000US01,3324276,6847,1632612,5012,95424,1953,98991,4345,106420,4480,66662,1517,46854,1921,110400,2298,101616,2268,99319,1858,217888,2409,245110,1642,213822,805,139539,859,71760,1859,18807,1809,1691664,4081,91965,1861,96900,3975,100576,4092,58717,1086,44467,2049,107585,2244,101941,2230,97636,1634,214180,1850,248809,1284,227072,597,158930,487,100406,2546,42480,2531,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,481446,2499,256403,2111,15988,634,14546,1386,15648,1304,9405,553,5859,457,19416,723,21252,1306,17549,805,35462,920,43597,733,37037,454,14112,436,5308,575,1224,476,225043,1352,14214,494,13579,1542,13979,1588,9402,563,4828,678,15463,684,17100,555,15838,635,30948,575,38593,522,30642,343,12432,439,6009,480,2016,468,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5095378,24661,2531075,13774,166172,3624,162886,5910,177113,5891,103987,2088,73976,2671,171023,3429,172412,2672,162175,2475,325551,3216,342958,2528,302847,1853,215146,1705,118687,2689,36142,2627,2564303,13404,161450,2807,164656,6357,160898,6004,96143,2350,66407,2323,160267,3244,164226,3083,157139,2559,314055,3051,350025,2731,331132,2146,235932,1350,140572,3433,61401,3405,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2289695,6567,1130166,4929,72237,1869,71251,3324,75461,3244,43846,1347,33982,2409,73896,2719,72488,2450,69664,1922,146697,2119,161787,1375,144038,512,98742,533,51129,1557,14948,1544,1159529,3968,64482,1766,69943,3407,70201,3229,41874,1465,30338,2324,76065,4123,69320,2779,66242,1557,144215,2010,163443,1066,153387,661,109641,1367,67713,2221,32665,2315,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23322954,69327,11649682,40547,732928,7742,735244,14435,771315,13043,499613,6539,345957,6037,858589,8603,845114,7056,775711,7568,1594630,10725,1723556,9184,1379877,5207,774009,4084,445348,5554,167791,5496,11673272,34047,695346,7183,720698,11832,742334,11143,462636,5981,325778,5454,774076,9067,778749,7527,741152,6729,1528539,9245,1692166,7977,1436798,5765,877602,4223,575131,7925,322267,7240,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4208365,17302,2103940,9337,137673,2831,137736,4911,132362,4359,81382,1829,58349,2018,147810,2660,156663,2823,148619,2271,293369,2869,317853,2465,266535,1710,135279,1299,66813,1839,23497,1703,2104425,9635,124985,2383,134371,4947,123899,4895,76110,1834,54473,1870,138380,2657,148578,2892,140556,2198,283298,2633,324361,2263,274140,1498,148268,1439,88569,2948,44437,2904,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2797956,10233,1360038,6035,69034,1577,78092,3459,93087,3730,57641,1065,36264,976,83269,1257,73989,1633,72922,1499,180014,1885,234058,1559,188020,1163,105392,849,63377,2130,24879,2128,1437918,5323,66762,1412,78512,3522,84667,3081,54496,1129,33957,1169,79467,1102,74221,1530,73138,1616,186107,1736,242690,1504,199096,972,121088,766,84899,2614,58818,2652,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,636052,4915,310249,2514,17019,744,16388,1790,19158,1724,12198,595,9616,760,21715,783,18826,697,18425,662,38481,807,48683,589,41561,520,28307,386,15336,768,4536,715,325803,2806,16230,852,16969,1440,16444,1407,11427,390,9373,627,20832,799,18909,625,18079,568,40451,918,49719,570,46292,549,31820,325,19640,1288,9618,1196,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,242905,4030,120535,2115,5587,394,4013,625,1954,481,1432,367,5770,1440,11964,1524,18798,838,15769,373,19899,641,13646,468,10878,445,6687,258,3102,373,1036,362,122370,2275,4753,564,3457,630,2487,538,1078,313,6294,1201,17458,1248,21465,550,15109,477,16035,523,10814,446,11147,307,6703,282,3195,574,2375,586,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14411461,32433,7066879,18536,358544,4297,378184,9920,403724,9260,255088,2875,182165,3183,442051,4814,422405,4084,404317,4145,913312,5213,1068203,4249,929155,2717,713637,2324,442465,5844,153629,5458,7344582,17092,346548,3502,356278,8497,379233,7895,235618,2941,172409,2797,417791,4677,408685,3899,396233,3750,908330,4542,1084916,4746,1027584,3051,806689,2499,542447,8333,261821,7948,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
